"","baseMean","LFC_HA_AA","lfcSE","stat","pvalue","FDR_HA_AA","Ensembl_ID","Gene_name"
"ENSG00000173372",274.116714584654,0.662826886543429,0.166700117288612,3.97616328845085,7.00360448633259e-05,0.0216263718833061,"ENSG00000173372","C1QA"
"ENSG00000179292",0.705319602956601,1.22114759621119,0.418767868080216,2.91604893615495,0.003544948945825,0.0721927308551022,"ENSG00000179292","TMEM151A"
"ENSG00000179766",3.85347876384391,-0.742262124229282,0.230004308131089,-3.22716617901885,0.00125022827710315,0.0495185096647744,"ENSG00000179766","ATP8B5P"
"ENSG00000180574",29.6911722267902,-0.804824630116893,0.259092704335146,-3.10631915391883,0.00189432139854016,0.0577526805651596,"ENSG00000180574","EIF2S3B"
"ENSG00000181418",10.9706885819399,0.626537806899454,0.224552703397083,2.79015926961044,0.00526821188332163,0.0849251903367334,"ENSG00000181418","DDN"
"ENSG00000182901",7.91618176108663,-0.503576782709568,0.176531785138425,-2.85261253272148,0.00433614565383908,0.077765981346814,"ENSG00000182901","RGS7"
"ENSG00000183379",1.53502436010719,0.871334889713772,0.320526230781469,2.71845111580848,0.00655883467137557,0.0952803330111806,"ENSG00000183379","SYNDIG1L"
"ENSG00000183873",7.10463465382245,0.836960078563414,0.235422248225765,3.55514436240023,0.00037777161220803,0.0350752926049548,"ENSG00000183873","SCN5A"
"ENSG00000184368",6.49518887437097,1.45649473099974,0.321883859313924,4.52490763005071,6.04218894243154e-06,0.00794434554887077,"ENSG00000184368","MAP7D2"
"ENSG00000186871",16.6200220003475,0.863854770120655,0.195565949300808,4.41720439171098,9.99856742988781e-06,0.0104299359878958,"ENSG00000186871","ERCC6L"
"ENSG00000188000",8.60828868516074,-1.37188000957258,0.4714426651722,-2.90996150946899,0.00361473269865451,0.072768547159421,"ENSG00000188000","OR7D2"
"ENSG00000196581",11.2509117284519,-0.573668571964777,0.164000651170072,-3.49796520850317,0.000468822286658772,0.0378792691282687,"ENSG00000196581","AJAP1"
"ENSG00000205861",3.02949063841669,0.700704881064118,0.247700589118046,2.8288381693359,0.00467173156246864,0.0797848817021493,"ENSG00000205861","PCOTH"
"ENSG00000207205",7.37414469393199,0.684414863133667,0.214232720301021,3.1947261005321,0.00139963603493803,0.0523917139982054,"ENSG00000207205","RNVU1-15"
"ENSG00000214401",149.112490975998,-0.523103994874021,0.129124689431694,-4.05115394411646,5.09656607143512e-05,0.0204288731992271,"ENSG00000214401","KANSL1-AS1"
"ENSG00000214803",1.61076521613026,0.857801113241096,0.285687739725478,3.00258286920318,0.00267699078778261,0.0643609773743804,"ENSG00000214803","LOC101927588"
"ENSG00000225093",4.92785698902298,1.10934313702984,0.259597048646364,4.27332723085402,1.92577512256649e-05,0.0155817427897812,"ENSG00000225093","RPL3P7"
"ENSG00000225492",37.6259357609923,0.652868968169362,0.214201043260956,3.04792618294575,0.0023042652287821,0.0612940458733339,"ENSG00000225492","GBP1P1"
"ENSG00000225630",3682.78788106469,1.04947124220372,0.342914222932851,3.06044827545466,0.00221005931055902,0.0612940458733339,"ENSG00000225630","MTND2P28"
"ENSG00000226686",1.85663713776006,-0.88035537272349,0.307575648776783,-2.86224015530693,0.00420658032010717,0.076803539343371,"ENSG00000226686","LINC01535"
"ENSG00000226856",2.68152586704463,1.30373107197865,0.351761415107577,3.70629357281819,0.000210314503141899,0.0274806596434542,"ENSG00000226856","THORLNC"
"ENSG00000227032",10.227601376328,0.617621658998972,0.140421016293882,4.3983562809884,1.09073818383661e-05,0.0104299359878958,"ENSG00000227032","RPS2P36"
"ENSG00000227730",1.29366637464641,1.18654706913211,0.35604764907235,3.33255133750651,0.000860535924127006,0.0443003889742002,"ENSG00000227730","MTND6P5"
"ENSG00000229921",2.01606681175166,-1.37060500690563,0.497977764349923,-2.75234178115334,0.00591707308685997,0.0900140140553998,"ENSG00000229921","KIF25-AS1"
"ENSG00000231181",3.40619678893344,0.771027102286331,0.272537035050226,2.82907276122762,0.00466830841128828,0.0797848817021493,"ENSG00000231181","RPL9P11"
"ENSG00000231307",1.28326520720604,1.07498769144895,0.336067189150152,3.1987284869058,0.00138035102395535,0.0517634481805929,"ENSG00000231307","RPS3P2"
"ENSG00000231528",85.095837376602,0.802334991521306,0.173187539670703,4.63275240844033,3.60835985538685e-06,0.00583915894444409,"ENSG00000231528","FAM225A"
"ENSG00000233558",2.21937175045902,0.584894479843295,0.200121642977009,2.92269477275124,0.00347016506678473,0.0714303938453526,"ENSG00000233558","LOC100287430"
"ENSG00000234129",3.81315035040429,-0.517865267537735,0.181677476922059,-2.85046488046453,0.00436553711134914,0.0781598333714483,"ENSG00000234129","HCCS-DT"
"ENSG00000235183",0.613578543315157,1.29503041046776,0.470870684713711,2.75028888505797,0.00595427456794206,0.0903752338281365,"ENSG00000235183","SRP14P3"
"ENSG00000237973",1485.63495420978,0.562365282921655,0.142038544009864,3.95924420967453,7.51873244360701e-05,0.0216263718833061,"ENSG00000237973","MTCO1P12"
"ENSG00000239617",4.03751418744785,-0.604885158195453,0.210810241476355,-2.86933478164674,0.00411336167189563,0.0762228037029733,"ENSG00000239617","RPL32P27"
"ENSG00000240563",39.1141911812308,0.729592866599358,0.166573189929768,4.38001377596823,1.18671806351023e-05,0.0108543425661151,"ENSG00000240563","L1TD1"
"ENSG00000243544",3.45518825783382,0.558863690123638,0.199914702660579,2.79551069874282,0.0051817786653981,0.0843723512259906,"ENSG00000243544","RN7SL172P"
"ENSG00000243649",16.499029432512,0.548274978104806,0.19918272661666,2.7526231185699,0.00591199119517962,0.0900140140553998,"ENSG00000243649","CFB"
"ENSG00000246228",17.7591446346584,-0.744784280429332,0.252579797894785,-2.94870883038548,0.0031910446580808,0.0689973272230981,"ENSG00000246228","CASC8"
"ENSG00000247627",32.5486414480726,1.2998216718588,0.218778329094939,5.94127250736402,2.8281801606257e-09,2.97482130195415e-05,"ENSG00000247627","MTND4P12"
"ENSG00000248672",268.532744521988,0.845004713390725,0.282303202963484,2.99325230645728,0.00276021458220579,0.0653809813940673,"ENSG00000248672","LY75-CD302"
"ENSG00000252464",2.50460157508352,0.716287528407677,0.241930703520043,2.96071361751872,0.00306927190428331,0.0673990324116995,"ENSG00000252464","RN7SKP70"
"ENSG00000253239",12.663235208052,0.769199642313224,0.197858568507899,3.88762360970239,0.000101230439135206,0.0216263718833061,"ENSG00000253239","IGLVI-70"
"ENSG00000254681",204.587365422043,0.562809457254798,0.181016980848923,3.10915282431165,0.00187624642753401,0.0577055498480013,"ENSG00000254681","PKD1P5"
"ENSG00000255823",3.6096364363408,0.946679970962308,0.27024253593687,3.50307536776319,0.000459919310708154,0.0375012501525869,"ENSG00000255823","MTRNR2L8"
"ENSG00000256238",4.46264198102765,0.59745706569076,0.181996696295881,3.2827907201098,0.00102784941074635,0.0464477461380767,"ENSG00000256238","SUPT16HP1"
"ENSG00000260220",3.76657265272282,0.670908972639561,0.228357035242732,2.93798249712963,0.00330355673709154,0.0695664895677626,"ENSG00000260220","CCDC187"
"ENSG00000260886",2.31527770731327,0.942331486110548,0.298846882370273,3.1532250851558,0.00161477245500056,0.0546037978880316,"ENSG00000260886","TAT-AS1"
"ENSG00000264384",2.18045245763893,0.784624203484182,0.263804025184263,2.97426926270793,0.00293687238036904,0.0663788373551915,"ENSG00000264384","RN7SL431P"
"ENSG00000267430",1.77393906368645,1.02377391913056,0.296004403768439,3.45864421642674,0.000542901535895153,0.0394239640923916,"ENSG00000267430","LOC100422317"
"ENSG00000274576",59.1091139701643,-0.547302040397209,0.194204352364333,-2.81817597666634,0.00482973312854013,0.0810166398160927,"ENSG00000274576","IGHV2-70"
"ENSG00000274588",74.6708939422433,-0.511182474113056,0.189449861952368,-2.69824674900835,0.00697057524107586,0.0980869507334534,"ENSG00000274588","DGKK"
"ENSG00000275714",10.1544871603262,0.520608319234868,0.165446550177208,3.1466858552037,0.00165132275906846,0.0549665773457644,"ENSG00000275714","H3C1"
"ENSG00000275740",81.3844833184267,0.714905189425752,0.21016539877654,3.40163125608455,0.000669849530879743,0.0412745381799922,"ENSG00000275740","RBM27"
