"","baseMean","LFC_RA_AA","lfcSE","stat","pvalue","FDR_RA_AA","Ensembl_ID","Gene_name"
"ENSG00000171798",57.5434018881178,0.507759542655015,0.159405524888014,3.18533214586965,0.0014458795446922,0.0899910295316267,"ENSG00000171798","KNDC1"
"ENSG00000171954",96.8633651006808,0.523532199193516,0.149594041508342,3.49968617676742,0.000465806195192585,0.0746186284316708,"ENSG00000171954","CYP4F22"
"ENSG00000173372",274.116714584654,0.718697544821483,0.185872099421181,3.86662413056913,0.00011035230721171,0.0515884774847278,"ENSG00000173372","C1QA"
"ENSG00000177875",45.0858421101641,0.523328239123161,0.169462862904669,3.08815884585615,0.00201400787488216,0.0954093979411747,"ENSG00000177875","CCDC184"
"ENSG00000179388",302.885884756349,0.713934386000043,0.230058075204542,3.10327896712729,0.00191389139515899,0.0954093979411747,"ENSG00000179388","EGR3"
"ENSG00000183379",1.53502436010719,1.13469429994618,0.366462940329011,3.09634119872379,0.00195924774038104,0.0954093979411747,"ENSG00000183379","SYNDIG1L"
"ENSG00000184368",6.49518887437097,1.08457869948679,0.348570011440893,3.11150891897854,0.00186133851203733,0.0954093979411747,"ENSG00000184368","MAP7D2"
"ENSG00000185710",220.06861971042,0.58762828074075,0.187978065897552,3.12604706264511,0.0017717319555478,0.09529254514996,"ENSG00000185710","SMG1P4"
"ENSG00000186871",16.6200220003475,0.714451813175807,0.216727022733179,3.29655159825361,0.000978796334457645,0.0794826877235753,"ENSG00000186871","ERCC6L"
"ENSG00000198435",17.0741108369749,0.808443042100968,0.238061580483776,3.395940833704,0.000683931417725994,0.079031858300887,"ENSG00000198435","NRARP"
"ENSG00000204622",5.81276675778328,1.10042828561599,0.320359384303271,3.43498064840284,0.000592596144463831,0.0772499481925255,"ENSG00000204622","HLA-J"
"ENSG00000211664",43.5090861730317,-0.703900696637908,0.227848173530759,-3.08934096653131,0.00200601071519195,0.0954093979411747,"ENSG00000211664","IGLV2-18"
"ENSG00000225093",5.66761317565502,1.58100856763327,0.306765723657084,5.15379798233453,2.55262931721374e-07,0.00536996629462255,"ENSG00000225093","RPL3P7"
"ENSG00000225492",37.6259357609923,0.861756877655098,0.237713343192051,3.625193546493,0.000288745118868932,0.0653153878026422,"ENSG00000225492","GBP1P1"
"ENSG00000226856",2.68152586704463,1.30827453786163,0.395668230508096,3.30649376671363,0.000944714523444452,0.0794826877235753,"ENSG00000226856","THORLNC"
"ENSG00000231528",85.095837376602,0.814380941621853,0.193410386209246,4.21063706858428,2.54651563027091e-05,0.0261217977565621,"ENSG00000231528","FAM225A"
"ENSG00000237973",1485.63495420978,0.50498889391495,0.15823142291489,3.19145770550629,0.00141556834482071,0.0894273611711513,"ENSG00000237973","MTCO1P12"
"ENSG00000237989",47.6770223000614,0.563563367105489,0.135559608843897,4.15731036635297,3.22016378589569e-05,0.0270679599784517,"ENSG00000237989","LINC01679"
"ENSG00000240563",39.1141911812308,0.83371380796719,0.185731889513683,4.48880270453378,7.162459365854e-06,0.0188345822099338,"ENSG00000240563","L1TD1"
"ENSG00000243566",9.00493525667405,0.569333306359623,0.165440079738942,3.44132635367445,0.000578869887264233,0.0770739608758081,"ENSG00000243566","UPK3B"
"ENSG00000247627",32.5486414480726,1.17848833789947,0.243379782388218,4.84217845186357,1.28423348634201e-06,0.00821865053088177,"ENSG00000247627","MTND4P12"
"ENSG00000253239",12.663235208052,0.735710460816515,0.221249409361756,3.32525389757577,0.000883380496803621,0.0794826877235753,"ENSG00000253239","IGLVI-70"
"ENSG00000255823",3.6096364363408,0.936971029068317,0.303534183766714,3.08687152610277,0.00202274998724932,0.0954093979411747,"ENSG00000255823","MTRNR2L8"
"ENSG00000256238",4.46264198102765,0.691515223898524,0.205106177368693,3.37149876600487,0.000747603736363384,0.079031858300887,"ENSG00000256238","SUPT16HP1"
"ENSG00000258818",267.841413901058,-0.55330926038132,0.124385870329344,-4.44832888909559,8.65409498510081e-06,0.0192644382884551,"ENSG00000258818","RNASE4"
"ENSG00000260886",2.31527770731327,1.11411520201666,0.338762002167937,3.28878444125014,0.00100621054534178,0.0799250794406024,"ENSG00000260886","TAT-AS1"
"ENSG00000260927",0.93871234213736,1.25454720886815,0.397885262600904,3.15303763870871,0.00161580971555619,0.0941802516510478,"ENSG00000260927","LOC101927556"
"ENSG00000274588",74.6708939422433,-0.677999764986996,0.209121859476605,-3.24212766032163,0.00118640864721582,0.084663854914743,"ENSG00000274588","DGKK"
