"","baseMean","LFC_1_Ctrl","lfcSE","stat","pvalue","FDR_1_Ctrl","Ensembl_ID","Gene_name"
"ENSG00000047188",1820.79345165992,-0.222393644443964,0.0763769134806188,-2.911791460392,0.00359362467656008,0.0385848143664156,"ENSG00000047188","YTHDC2"
"ENSG00000047597",37.0718407717195,-0.954088689999674,0.214487138441551,-4.44823263964458,8.65797293378268e-06,0.000646323280863444,"ENSG00000047597","XK"
"ENSG00000047634",409.089625506921,-0.706349265642401,0.172616622228151,-4.09201186145795,4.2764677151484e-05,0.00196737976464841,"ENSG00000047634","SCML1"
"ENSG00000047648",47.9456757588094,-0.640562654691344,0.177073722494926,-3.61749132319561,0.000297472299641845,0.00729488684196143,"ENSG00000047648","ARHGAP6"
"ENSG00000047849",2819.15918886199,0.155169198104887,0.0549696217588328,2.82281727870819,0.00476036937172221,0.0461305347822041,"ENSG00000047849","MAP4"
"ENSG00000048028",1764.67708519435,0.357642200345917,0.0816825390204405,4.37844127563688,1.19531139113146e-05,0.000822552517287993,"ENSG00000048028","USP28"
"ENSG00000048140",1312.26493503629,0.236077809721657,0.061531585745975,3.83669308794142,0.000124702156292393,0.0041132460814798,"ENSG00000048140","TSPAN17"
"ENSG00000048462",142.339806280857,1.02547530325998,0.305126432954068,3.36082093357789,0.000777111895156991,0.013875451944168,"ENSG00000048462","TNFRSF17"
"ENSG00000048828",5612.35173413254,0.164097710009082,0.0527502468378839,3.11084250493461,0.00186554409457175,0.0250170243644455,"ENSG00000048828","FAM120A"
"ENSG00000049246",229.067332893487,-0.349257402550942,0.111699420622841,-3.12676109332947,0.00176743488492067,0.0241869789045967,"ENSG00000049246","PER3"
"ENSG00000049249",131.808035077013,0.666675171229117,0.157400838099144,4.23552491384569,2.28018419104923e-05,0.0012636294522731,"ENSG00000049249","TNFRSF9"
"ENSG00000049323",73.0582960000189,-1.01661817550817,0.248673291410368,-4.08816793207806,4.34793367379504e-05,0.00198897160632412,"ENSG00000049323","LTBP1"
"ENSG00000049656",1807.19954805047,0.164741529779817,0.0541449255743011,3.04260331014304,0.00234541293417347,0.0291546804939599,"ENSG00000049656","CLPTM1L"
"ENSG00000050165",46.7045987100384,0.676886763889222,0.275464684721967,2.45725423777069,0.0140003567101057,0.0946981567130961,"ENSG00000050165","DKK3"
"ENSG00000050344",469.187145176325,0.406659476535089,0.143521306825017,2.83344323941318,0.00460494852164461,0.0451801837098091,"ENSG00000050344","NFE2L3"
"ENSG00000050426",1874.83335382285,-0.193323087480721,0.0405790594963826,-4.76410961417071,1.89689373580208e-06,0.000217126586544488,"ENSG00000050426","LETMD1"
"ENSG00000050555",12.8454425919005,-1.04445182781607,0.305915825891485,-3.41418043598226,0.000639741927045303,0.0121326679702182,"ENSG00000050555","LAMC3"
"ENSG00000050730",53.090321973295,0.757941740425395,0.178235872140151,4.25246462075495,2.11430627169227e-05,0.00119672783228895,"ENSG00000050730","TNIP3"
"ENSG00000051009",2048.56039347242,0.1692608753931,0.0617468766399018,2.74120546015959,0.00612142161590997,0.0541467054617979,"ENSG00000051009","FAM160A2"
"ENSG00000052749",1453.84991147815,-0.733238164080273,0.179657795235784,-4.0813044773146,4.47836422265024e-05,0.00202392300763265,"ENSG00000052749","RRP12"
"ENSG00000053108",4.64499563664034,-0.938091265391142,0.329034821107182,-2.85103948036418,0.00435765584401434,0.0436673902451254,"ENSG00000053108","FSTL4"
"ENSG00000053254",5715.00246204678,0.151704804069974,0.0577395945056244,2.62739642300738,0.00860410315605424,0.0682015266656732,"ENSG00000053254","FOXN3"
"ENSG00000054654",9011.14436203227,0.392905717055047,0.092565139575818,4.24464024853792,2.18944395552458e-05,0.0012274929231702,"ENSG00000054654","SYNE2"
"ENSG00000055044",2230.88352831144,-0.306002660325314,0.0642212899730853,-4.76481647213187,1.89025620467957e-06,0.000217126586544488,"ENSG00000055044","NOP58"
"ENSG00000057704",496.180264054052,0.442888341684427,0.113817421675653,3.89121748818499,9.97424771289849e-05,0.00353883364426269,"ENSG00000057704","TMCC3"
"ENSG00000057757",1227.77887178041,-0.113663394704544,0.0445179992066176,-2.553200878975,0.0106737916342001,0.0788605790074217,"ENSG00000057757","PITHD1"
"ENSG00000058262",5051.79611649542,0.179494974169038,0.0496224144833935,3.61721564816454,0.000297789192456564,0.00729488684196143,"ENSG00000058262","SEC61A1"
"ENSG00000058600",1078.51270221343,-0.193677783034309,0.0587288560662226,-3.29782999375841,0.00097435108136682,0.0163615930504813,"ENSG00000058600","POLR3E"
"ENSG00000058668",6513.67875530647,0.421988192320979,0.0808683676684095,5.21821083431891,1.80659752016601e-07,4.57116714642005e-05,"ENSG00000058668","ATP2B4"
"ENSG00000059378",2515.0482501747,-0.179959315055877,0.0651889235366545,-2.76058117380461,0.00576986174039636,0.0522961604018903,"ENSG00000059378","PARP12"
"ENSG00000059588",1488.55305091981,-0.321025067314811,0.073627893583298,-4.36010120202098,1.30002305706481e-05,0.000868036228727651,"ENSG00000059588","TARBP1"
"ENSG00000059728",2286.558524485,-0.391437204453138,0.160694225020966,-2.43591332794982,0.0148542432353808,0.0984989991090943,"ENSG00000059728","MXD1"
"ENSG00000059804",14537.9618113088,-0.574930245523208,0.225662762755265,-2.54774087892706,0.0108422971881843,0.0797313097242001,"ENSG00000059804","SLC2A3"
"ENSG00000060069",627.037588061302,0.226459044754342,0.0720234009892457,3.14424258843534,0.00166517337269081,0.0232781345203386,"ENSG00000060069","CTDP1"
"ENSG00000060140",125.059259548297,1.02281264383358,0.170373002660103,6.00337276366554,1.9326022480198e-09,1.95599690681162e-06,"ENSG00000060140","STYK1"
"ENSG00000060237",7005.97966762274,0.134622929674989,0.0513512507007237,2.6216095584424,0.00875156283669744,0.0690034599598567,"ENSG00000060237","WNK1"
"ENSG00000060339",2628.17527360877,-0.201642989016597,0.0658259584549905,-3.06327463738296,0.00218929035663813,0.0278898662455112,"ENSG00000060339","CCAR1"
"ENSG00000061676",171.519867890469,-0.34780641602135,0.127171485003951,-2.73494027384003,0.00623915956300351,0.0548851959728076,"ENSG00000061676","NCKAP1"
"ENSG00000061918",117.234215456254,-0.650905746175116,0.183337993008506,-3.5503047431359,0.000384785452962688,0.00870520501232058,"ENSG00000061918","GUCY1B1"
"ENSG00000062194",4118.38921152118,-0.121671992324678,0.0498293229218765,-2.44177494676052,0.0146152544901605,0.097316947315023,"ENSG00000062194","GPBP1"
"ENSG00000062524",330.516413281141,-0.546628800115849,0.176531086397221,-3.09650164892688,0.00195818772918229,0.02580271331303,"ENSG00000062524","LTK"
"ENSG00000063015",1.25246293980945,-1.51604936109844,0.582387058270339,-2.60316457855543,0.00923676014703958,0.0714058716348128,"ENSG00000063015","SEZ6"
"ENSG00000063046",25865.0105006694,0.150273715618011,0.0581168039168857,2.58571885392943,0.00971761588534963,0.0740371448000291,"ENSG00000063046","EIF4B"
"ENSG00000063127",114.490568734689,-0.300951416233093,0.105101941185806,-2.86342395618603,0.00419089396861296,0.0426181338003317,"ENSG00000063127","SLC6A16"
"ENSG00000063244",4514.70670125752,0.150885624499206,0.0437361788517657,3.44990414024509,0.000560785645332716,0.0111750341551794,"ENSG00000063244","U2AF2"
"ENSG00000063660",13.2257141476201,0.6133697407001,0.18417672948125,3.330332460717,0.000867423468049314,0.0149848722302521,"ENSG00000063660","GPC1"
"ENSG00000064300",16.0317620848284,0.557143578707214,0.216894832312643,2.56872684686245,0.010207288018513,0.0764415498485174,"ENSG00000064300","NGFR"
"ENSG00000064309",29.2685870902091,-0.5131904439436,0.179900181991998,-2.85263993766514,0.00433577176851494,0.0435892769519333,"ENSG00000064309","CDON"
"ENSG00000064666",6688.38125743064,0.205754399041078,0.0707183808643566,2.90948967618095,0.00362019343107516,0.0386972316173293,"ENSG00000064666","CNN2"
"ENSG00000064703",692.541649111014,-0.199246896173234,0.075936450363554,-2.62386370734104,0.00869385667701692,0.0687146995063853,"ENSG00000064703","DDX20"
"ENSG00000064995",976.684961518084,-0.1770847830693,0.0381918460086587,-4.63671703716947,3.53986477955724e-06,0.000338664675178536,"ENSG00000064995","TAF11"
"ENSG00000065000",2596.69328502402,0.146796752622257,0.0529054560729485,2.77469969108378,0.00552527019078452,0.0509028069645781,"ENSG00000065000","AP3D1"
"ENSG00000065057",112.975102167747,0.29753550878283,0.104360149507171,2.85104525231048,0.00435757674092142,0.0436673902451254,"ENSG00000065057","NTHL1"
"ENSG00000065183",643.523188245287,-0.14078024875134,0.0467865582466477,-3.0089892060275,0.00262118428257206,0.0315427870800129,"ENSG00000065183","WDR3"
"ENSG00000065308",1089.64448800174,0.188772037898665,0.0688582395301189,2.74145896245423,0.00611670009774383,0.0541467054617979,"ENSG00000065308","TRAM2"
"ENSG00000065357",10263.2318693259,-0.34852183712449,0.104608230166695,-3.33168658497628,0.000863214121510176,0.014951471468964,"ENSG00000065357","DGKA"
"ENSG00000065457",595.005039207506,0.171592026343556,0.0670081483638144,2.56076358671953,0.0104442401473154,0.0776090341262168,"ENSG00000065457","ADAT1"
"ENSG00000065491",670.157265855827,0.139688102608046,0.0375989179299848,3.71521603010404,0.000203030161419027,0.00569247279681436,"ENSG00000065491","TBC1D22B"
"ENSG00000065534",111.586545773693,-1.02335134602358,0.189075064075306,-5.41240777057726,6.21828847492964e-08,2.06168426504995e-05,"ENSG00000065534","MYLK"
"ENSG00000065548",2251.93208316463,-0.21805082471595,0.0466796595648802,-4.67121711573068,2.99420244905624e-06,0.000304620997232049,"ENSG00000065548","ZC3H15"
"ENSG00000065665",183.440699360172,-0.298122536889028,0.0948774630578217,-3.14218495394783,0.00167692070412818,0.023418435105581,"ENSG00000065665","SEC61A2"
"ENSG00000065717",152.681774690586,-0.393905823924575,0.126401492649596,-3.11630674343809,0.00183131670994106,0.0247879222394549,"ENSG00000065717","TLE2"
"ENSG00000065989",712.701085912074,0.606087932505952,0.105111417211363,5.76614747080424,8.11040978767656e-09,5.70099785147936e-06,"ENSG00000065989","PDE4A"
"ENSG00000066322",2035.75698300731,0.21204708930433,0.0661597465756397,3.20507710926461,0.00135026302044174,0.020206659831202,"ENSG00000066322","ELOVL1"
"ENSG00000066468",25.4279503814366,1.6652586526854,0.329246879698118,5.05778112221518,4.24162870608612e-07,7.55245555722557e-05,"ENSG00000066468","FGFR2"
"ENSG00000066583",357.382510541804,0.198515152318752,0.0623333529022092,3.18473406412438,0.00144887087523518,0.0211715706160885,"ENSG00000066583","ISOC1"
"ENSG00000066651",390.040255812054,-0.333631882440529,0.111122624432023,-3.00237583611626,0.00267881226194171,0.0320499545254777,"ENSG00000066651","TRMT11"
"ENSG00000066827",348.580399379574,0.191820051391176,0.0743197462562135,2.5810105800131,0.00985115626551613,0.0747583800259965,"ENSG00000066827","ZFAT"
"ENSG00000067057",1507.47659184129,0.297538111437811,0.0836229618611147,3.55809104121398,0.000373559845889175,0.00851132208110051,"ENSG00000067057","PFKP"
"ENSG00000067064",2827.73355105939,-0.421926671569596,0.124417815621184,-3.39120783838738,0.000695853098024997,0.0129106395231388,"ENSG00000067064","IDI1"
"ENSG00000067182",2109.71392118799,0.362283081314387,0.112646693141277,3.21610045720584,0.00129945336276665,0.0196785015442537,"ENSG00000067182","TNFRSF1A"
"ENSG00000067334",2867.43310300802,-0.321799630719322,0.107760276572105,-2.98625468452651,0.0028241732787495,0.0331961198963037,"ENSG00000067334","DNTTIP2"
