feat1	feat2	R	p	Padj	name_int	type
SNX5	AKR1B1	0.53417898696527	1.91099093083125e-06	0.000118823842866214	SNX5 (interacts with) AKR1B1	prot-prot
SPARC	AKR1B1	0.564342577202344	3.61702451767698e-07	2.77683675975919e-05	SPARC (interacts with) AKR1B1	prot-prot
TACC3	AKR1B1	0.633522876388767	3.95693344756864e-09	5.01797782387964e-07	TACC3 (interacts with) AKR1B1	prot-prot
TIMP3	AKR1B1	0.429516227801592	0.000206863960831027	0.00668209624420225	TIMP3 (interacts with) AKR1B1	prot-prot
TSC22D1	AKR1B1	0.44743242061062	0.000102983765407405	0.00374592506467728	TSC22D1 (interacts with) AKR1B1	prot-prot
APEX1	AMPD3	0.452471349838159	8.40426048747123e-05	0.00315056290895466	APEX1 (interacts with) AMPD3	prot-prot
ATG4A	AMPD3	0.647204968944099	1.41254363761334e-09	2.03787194460172e-07	ATG4A (interacts with) AMPD3	prot-prot
ATP6V1G1	AMPD3	0.523296299536348	3.35197037348856e-06	0.000195189567326953	ATP6V1G1 (interacts with) AMPD3	prot-prot
CALCOCO1	AMPD3	0.670440031493308	2.16995088564431e-10	3.85635562237688e-08	CALCOCO1 (interacts with) AMPD3	prot-prot
CCT5	AMPD3	0.514338203131835	5.24728668982455e-06	0.000289163781533679	CCT5 (interacts with) AMPD3	prot-prot
CEBPB	AMPD3	0.375417723733707	0.00136278688445857	0.0302998850154944	CEBPB (interacts with) AMPD3	prot-prot
CENPF	AMPD3	0.549715685416849	8.27450887586068e-07	5.71976818121406e-05	CENPF (interacts with) AMPD3	prot-prot
CIT	AMPD3	0.439909019333392	0.000138682206554108	0.00482031841104377	CIT (interacts with) AMPD3	prot-prot
CPPED1	AMPD3	0.451001662146794	8.92046061056195e-05	0.00332237024625426	CPPED1 (interacts with) AMPD3	prot-prot
DDX58	AMPD3	0.399107689615957	0.000620598413988649	0.0163204989976738	DDX58 (interacts with) AMPD3	prot-prot
DGKA	AMPD3	0.467714703147135	4.45572892582291e-05	0.00185751816258332	DGKA (interacts with) AMPD3	prot-prot
DTYMK	AMPD3	0.548770886186685	8.71711600902714e-07	5.96153233320418e-05	DTYMK (interacts with) AMPD3	prot-prot
EIF4EBP1	AMPD3	0.591636777184848	6.90961967642068e-08	6.51152415744892e-06	EIF4EBP1 (interacts with) AMPD3	prot-prot
FEN1	AMPD3	0.409920391916718	0.000424906038786865	0.0120436943444224	FEN1 (interacts with) AMPD3	prot-prot
FUS	AMPD3	0.495827136733444	1.27376620997488e-05	0.000624242676949522	FUS (interacts with) AMPD3	prot-prot
GGCT	AMPD3	0.449252033942787	9.5731017332179e-05	0.00352707679352993	GGCT (interacts with) AMPD3	prot-prot
GLRX	AMPD3	0.637442043565742	2.96126101417826e-09	3.86998385975052e-07	GLRX (interacts with) AMPD3	prot-prot
HAGH	AMPD3	0.675583938413087	1.40098155299029e-10	2.63569276782349e-08	HAGH (interacts with) AMPD3	prot-prot
INPP5D	AMPD3	0.675303997900446	1.43506539984628e-10	2.68996200496733e-08	INPP5D (interacts with) AMPD3	prot-prot
LXN	AMPD3	0.514723121336716	5.14854795774511e-06	0.00028525288361358	LXN (interacts with) AMPD3	prot-prot
NFKB1	AMPD3	0.454907312652458	7.60905375454257e-05	0.00288627031634643	NFKB1 (interacts with) AMPD3	prot-prot
NPM1	AMPD3	0.435220015746654	0.000166366910818949	0.00559934766688154	NPM1 (interacts with) AMPD3	prot-prot
PSME1	AMPD3	0.545656547983553	1.03390647043788e-06	6.86952604420307e-05	PSME1 (interacts with) AMPD3	prot-prot
PSMG3	AMPD3	0.677018633540373	1.23810295349358e-10	2.3816092768326e-08	PSMG3 (interacts with) AMPD3	prot-prot
RANBP1	AMPD3	0.525715385510323	2.9633506022364e-06	0.000175747906386676	RANBP1 (interacts with) AMPD3	prot-prot
TGM2	AMPD3	0.648849619455866	1.2436762730772e-09	1.83549463750704e-07	TGM2 (interacts with) AMPD3	prot-prot
ANXA4	ANGPT1	0.787105240136471	6.66133814775094e-16	3.3216148278494e-13	ANXA4 (interacts with) ANGPT1	prot-prot
APLP1	ANGPT1	-0.419508354474674	0.000300408460427004	0.00905988169555545	APLP1 (interacts with) ANGPT1	prot-prot
APP	ANGPT1	0.845822762662934	0	0	APP (interacts with) ANGPT1	prot-prot
ASAH1	ANGPT1	0.38173722105582	0.00111112336457619	0.0259161198931123	ASAH1 (interacts with) ANGPT1	prot-prot
ATP6V1G1	ANGPT1	0.405091418073659	0.000504024013147308	0.0137548742376439	ATP6V1G1 (interacts with) ANGPT1	prot-prot
BTC	ANGPT1	0.464998687778847	5.00012116941839e-05	0.00203814462905816	BTC (interacts with) ANGPT1	prot-prot
CD36	ANGPT1	0.383535998600297	0.00104761440065104	0.0248064219961919	CD36 (interacts with) ANGPT1	prot-prot
CDC26	ANGPT1	0.807190971918467	0	0	CDC26 (interacts with) ANGPT1	prot-prot
CDKN1A	ANGPT1	0.734721371708512	4.49418280368263e-13	1.32655878619046e-10	CDKN1A (interacts with) ANGPT1	prot-prot
CDKN2D	ANGPT1	0.705082669932639	9.52660172970354e-12	2.28638441512885e-09	CDKN2D (interacts with) ANGPT1	prot-prot
DAB2	ANGPT1	0.811774997812965	0	0	DAB2 (interacts with) ANGPT1	prot-prot
DBI	ANGPT1	0.645140407663372	1.65555147368934e-09	2.33596493650233e-07	DBI (interacts with) ANGPT1	prot-prot
DTYMK	ANGPT1	0.501076021345464	9.95742951825918e-06	0.000502370903789579	DTYMK (interacts with) ANGPT1	prot-prot
DUT	ANGPT1	0.582468725395853	1.22539987490455e-07	1.08138380713227e-05	DUT (interacts with) ANGPT1	prot-prot
EDIL3	ANGPT1	-0.385495582188785	0.000982180106311237	0.0235833428051169	EDIL3 (interacts with) ANGPT1	prot-prot
ENO1	ANGPT1	0.615396728195258	1.43618856807137e-08	1.58971217362383e-06	ENO1 (interacts with) ANGPT1	prot-prot
FABP5	ANGPT1	0.517592511591287	4.46546382359969e-06	0.000251200681248719	FABP5 (interacts with) ANGPT1	prot-prot
FGF2	ANGPT1	0.546986265418599	9.61459194925851e-07	6.48038638469707e-05	FGF2 (interacts with) ANGPT1	prot-prot
FKBP5	ANGPT1	0.68153267430671	8.35411739785741e-11	1.65663115657898e-08	FKBP5 (interacts with) ANGPT1	prot-prot
FST	ANGPT1	-0.42643688216254	0.000232314285644186	0.00735160918711362	FST (interacts with) ANGPT1	prot-prot
GGCT	ANGPT1	0.511503805441344	6.03082404615485e-06	0.000327078271394417	GGCT (interacts with) ANGPT1	prot-prot
ITGB5	ANGPT1	0.391059399877526	0.000816054629872331	0.0203557871735031	ITGB5 (interacts with) ANGPT1	prot-prot
JPT2	ANGPT1	0.706202431983204	8.54694093277431e-12	2.06089617984642e-09	JPT2 (interacts with) ANGPT1	prot-prot
KIF22	ANGPT1	0.533956206443373	1.93348156618534e-06	0.000120076920482804	KIF22 (interacts with) ANGPT1	prot-prot
LBR	ANGPT1	0.571481060274692	2.3800825799114e-07	1.9434187806717e-05	LBR (interacts with) ANGPT1	prot-prot
MCFD2	ANGPT1	0.711871227364185	4.89563944938709e-12	1.22058272874039e-09	MCFD2 (interacts with) ANGPT1	prot-prot
MGMT	ANGPT1	0.653853556119325	8.40214120501059e-10	1.29201788110582e-07	MGMT (interacts with) ANGPT1	prot-prot
MTHFD2	ANGPT1	0.525185897996676	3.04461299727166e-06	0.000180151294400775	MTHFD2 (interacts with) ANGPT1	prot-prot
MZT1	ANGPT1	0.467308197008136	4.53355009646383e-05	0.00188536949760634	MZT1 (interacts with) ANGPT1	prot-prot
NEXN	ANGPT1	0.794348700901059	2.22044604925031e-16	1.20044325357364e-13	NEXN (interacts with) ANGPT1	prot-prot
NT5C	ANGPT1	0.530749715685417	2.28600288298964e-06	0.000138781451619796	NT5C (interacts with) ANGPT1	prot-prot
PLEKHO1	ANGPT1	0.551360335928615	7.55409233832438e-07	5.30024839475875e-05	PLEKHO1 (interacts with) ANGPT1	prot-prot
PPP1CC	ANGPT1	0.655428221502931	7.41541938964474e-10	1.16438349368868e-07	PPP1CC (interacts with) ANGPT1	prot-prot
PPP1R14A	ANGPT1	0.834380194208731	0	0	PPP1R14A (interacts with) ANGPT1	prot-prot
PRTFDC1	ANGPT1	0.672364622517715	1.84415149817596e-10	3.40703672468767e-08	PRTFDC1 (interacts with) ANGPT1	prot-prot
PSRC1	ANGPT1	0.618860992039192	1.12970575116833e-08	1.28366565000012e-06	PSRC1 (interacts with) ANGPT1	prot-prot
PSTPIP2	ANGPT1	0.703018108651911	1.16213705325663e-11	2.71306177523911e-09	PSTPIP2 (interacts with) ANGPT1	prot-prot
RBPMS2	ANGPT1	0.73696089580964	3.50830475781549e-13	1.05772388898211e-10	RBPMS2 (interacts with) ANGPT1	prot-prot
RNASEH2A	ANGPT1	0.453665065760215	8.00545167405353e-05	0.0030187958735638	RNASEH2A (interacts with) ANGPT1	prot-prot
RRAS	ANGPT1	0.582526310286574	1.2210650091049e-07	1.07941306140496e-05	RRAS (interacts with) ANGPT1	prot-prot
SAMD9L	ANGPT1	0.573125710786458	2.15826405858266e-07	1.78787809756138e-05	SAMD9L (interacts with) ANGPT1	prot-prot
SNX5	ANGPT1	0.450756714198233	9.0092876535941e-05	0.00334574847352562	SNX5 (interacts with) ANGPT1	prot-prot
SPARC	ANGPT1	0.823917417548771	0	0	SPARC (interacts with) ANGPT1	prot-prot
TACC3	ANGPT1	0.718869740180212	2.41495712316464e-12	6.32817335947632e-10	TACC3 (interacts with) ANGPT1	prot-prot
TIMP3	ANGPT1	0.701968331729507	1.28490551531968e-11	2.94610478869726e-09	TIMP3 (interacts with) ANGPT1	prot-prot
TSC22D1	ANGPT1	0.372128422710174	0.00151316510069233	0.0327225935038138	TSC22D1 (interacts with) ANGPT1	prot-prot
CDKN1A	ANGPTL4	-0.375907619630828	0.00134158198181211	0.0298801607050607	CDKN1A (interacts with) ANGPTL4	prot-prot
CTSB	ANGPTL4	0.530854693377657	2.27356427595637e-06	0.000138189658240378	CTSB (interacts with) ANGPTL4	prot-prot
FST	ANGPTL4	0.555559443618231	5.97328401408248e-07	4.29073939808778e-05	FST (interacts with) ANGPTL4	prot-prot
IL6	ANGPTL4	0.382766162190534	0.00107438159213746	0.0252194874644333	IL6 (interacts with) ANGPTL4	prot-prot
NEXN	ANGPTL4	-0.377272329629954	0.00128407113181872	0.0288873820982083	NEXN (interacts with) ANGPTL4	prot-prot
NT5C	ANGPTL4	-0.419018458577552	0.00030585472382394	0.00919174875108106	NT5C (interacts with) ANGPTL4	prot-prot
PPP1CC	ANGPTL4	-0.404496544484297	0.000514647494082698	0.0139631776524498	PPP1CC (interacts with) ANGPTL4	prot-prot
PPP1R14A	ANGPTL4	-0.367229463738955	0.00176491216033114	0.0368479221766698	PPP1R14A (interacts with) ANGPTL4	prot-prot
PSRC1	ANGPTL4	-0.373038229376258	0.00147014362651054	0.0320214489641991	PSRC1 (interacts with) ANGPTL4	prot-prot
PSTPIP2	ANGPTL4	-0.422097804216604	0.000273067480177414	0.00835801298087721	PSTPIP2 (interacts with) ANGPTL4	prot-prot
PTX3	ANGPTL4	0.363940162715423	0.00195444220918972	0.0398650325115108	PTX3 (interacts with) ANGPTL4	prot-prot
TIMP3	ANGPTL4	-0.366354649636952	0.0018136351068494	0.0376508888794604	TIMP3 (interacts with) ANGPTL4	prot-prot
TNFRSF1B	ANGPTL4	0.389274779109439	0.000866330585069353	0.0214225993496206	TNFRSF1B (interacts with) ANGPTL4	prot-prot
2S,3R-dihydroxybutyrate	ANGPTL4	0.393298923978655	0.000756712590356035	0.0191924734028079	2S,3R-dihydroxybutyrate (interacts with) ANGPTL4	met-prot
3-hydroxy-2-ethylpropionate	ANGPTL4	0.455130784708249	7.53969961846401e-05	0.00286843683262453	3-hydroxy-2-ethylpropionate (interacts with) ANGPTL4	met-prot
3-hydroxybutyrate (BHBA)	ANGPTL4	0.537678243373283	1.58842074871046e-06	0.000100966942640804	3-hydroxybutyrate (BHBA) (interacts with) ANGPTL4	met-prot
acetoacetate	ANGPTL4	0.593141457440294	6.27878411485483e-08	5.98290078179859e-06	acetoacetate (interacts with) ANGPTL4	met-prot
taurocholenate sulfate*	ANGPTL4	0.409115562942875	0.000437250252731669	0.0123120465900759	taurocholenate sulfate* (interacts with) ANGPTL4	met-prot
APLP1	ANXA4	-0.39476861167002	0.000719927442757617	0.0183774718986239	APLP1 (interacts with) ANXA4	prot-prot
APP	ANXA4	0.731292100428659	6.52811138479592e-13	1.83215191651977e-10	APP (interacts with) ANXA4	prot-prot
ATP6V1G1	ANXA4	0.511538798005424	6.02051661457992e-06	0.00032686441154844	ATP6V1G1 (interacts with) ANXA4	prot-prot
BTC	ANXA4	0.482599947511154	2.32762622942584e-05	0.00104499023726671	BTC (interacts with) ANXA4	prot-prot
CCT5	ANXA4	0.465243635727408	4.94860674851161e-05	0.00202357040289456	CCT5 (interacts with) ANXA4	prot-prot
CDC26	ANXA4	0.868567929315021	0	0	CDC26 (interacts with) ANXA4	prot-prot
CDKN1A	ANXA4	0.790219578339603	4.44089209850063e-16	2.25825958593062e-13	CDKN1A (interacts with) ANXA4	prot-prot
CDKN2D	ANXA4	0.817233837809465	0	0	CDKN2D (interacts with) ANXA4	prot-prot
DAB2	ANXA4	0.88942349750678	0	0	DAB2 (interacts with) ANXA4	prot-prot
DBI	ANXA4	0.650914180736593	1.05881148293463e-09	1.59942816951537e-07	DBI (interacts with) ANXA4	prot-prot
DGKA	ANXA4	0.519206711652373	4.119478875797e-06	0.000234044729049706	DGKA (interacts with) ANXA4	prot-prot
DTYMK	ANXA4	0.605948735893623	2.7239755340247e-08	2.82063273039332e-06	DTYMK (interacts with) ANXA4	prot-prot
DUT	ANXA4	0.633872802029569	3.856482466702e-09	4.91486202207978e-07	DUT (interacts with) ANXA4	prot-prot
EDIL3	ANXA4	-0.499746303910419	1.06024508772506e-05	0.000528681434034556	EDIL3 (interacts with) ANXA4	prot-prot
EIF4EBP1	ANXA4	0.416079083194821	0.000340474905440979	0.0100096114158264	EIF4EBP1 (interacts with) ANXA4	prot-prot
ENO1	ANXA4	0.750782958621293	7.19424519957101e-14	2.47984183523468e-11	ENO1 (interacts with) ANXA4	prot-prot
ERI1	ANXA4	0.3683842183536	0.00170239995732668	0.0358341236919256	ERI1 (interacts with) ANXA4	prot-prot
FABP5	ANXA4	0.478085906744817	2.84327213351254e-05	0.00124919124702484	FABP5 (interacts with) ANXA4	prot-prot
FGF2	ANXA4	0.595206018721022	5.50147472022644e-08	5.33124040812887e-06	FGF2 (interacts with) ANXA4	prot-prot
FKBP5	ANXA4	0.795223515003062	2.22044604925031e-16	1.20044325357364e-13	FKBP5 (interacts with) ANXA4	prot-prot
FST	ANXA4	-0.482739917767474	2.3131239303753e-05	0.00103938797081431	FST (interacts with) ANXA4	prot-prot
GGCT	ANXA4	0.658052663808941	6.01174443559671e-10	9.61879109695474e-08	GGCT (interacts with) ANXA4	prot-prot
JPT2	ANXA4	0.832140670107602	0	0	JPT2 (interacts with) ANXA4	prot-prot
KIF22	ANXA4	0.510528479841772	6.32484645790576e-06	0.000339440035609237	KIF22 (interacts with) ANXA4	prot-prot
LBR	ANXA4	0.621765374857843	9.21688858568359e-09	1.0734226706592e-06	LBR (interacts with) ANXA4	prot-prot
MCFD2	ANXA4	0.648009797917942	1.32734756519426e-09	1.9312343044866e-07	MCFD2 (interacts with) ANXA4	prot-prot
MGMT	ANXA4	0.686501618406089	5.37387911947462e-11	1.10214457666167e-08	MGMT (interacts with) ANXA4	prot-prot
MTHFD2	ANXA4	0.510279065698539	6.40215869629479e-06	0.000342515490251771	MTHFD2 (interacts with) ANXA4	prot-prot
MZT1	ANXA4	0.619805791269355	1.05758184432148e-08	1.20705341165224e-06	MZT1 (interacts with) ANXA4	prot-prot
NEXN	ANXA4	0.871822237774473	0	0	NEXN (interacts with) ANXA4	prot-prot
NT5C	ANXA4	0.600804828973843	3.82630886974766e-08	3.83826608496562e-06	NT5C (interacts with) ANXA4	prot-prot
PAGR1	ANXA4	0.486099203919167	1.98928794514774e-05	0.000908176256558117	PAGR1 (interacts with) ANXA4	prot-prot
PLEKHO1	ANXA4	0.558428833872802	5.07840073549204e-07	3.7207797685431e-05	PLEKHO1 (interacts with) ANXA4	prot-prot
PPP1CC	ANXA4	0.781086519114688	1.55431223447522e-15	7.25722512387702e-13	PPP1CC (interacts with) ANXA4	prot-prot
PPP1R14A	ANXA4	0.846067710611495	0	0	PPP1R14A (interacts with) ANXA4	prot-prot
PRTFDC1	ANXA4	0.828081532674307	0	0	PRTFDC1 (interacts with) ANXA4	prot-prot
PSRC1	ANXA4	0.745709036829674	1.30340183090993e-13	4.26386739079836e-11	PSRC1 (interacts with) ANXA4	prot-prot
PSTPIP2	ANXA4	0.82374245472837	0	0	PSTPIP2 (interacts with) ANXA4	prot-prot
RANBP1	ANXA4	0.499593207903011	1.06791678340379e-05	0.000530960367818186	RANBP1 (interacts with) ANXA4	prot-prot
RBPMS2	ANXA4	0.810375295249759	0	0	RBPMS2 (interacts with) ANXA4	prot-prot
RNASEH2A	ANXA4	0.636607791186911	3.15080672663726e-09	4.1072445045708e-07	RNASEH2A (interacts with) ANXA4	prot-prot
RRAS	ANXA4	0.666036795028504	3.13436832044545e-10	5.33050188536683e-08	RRAS (interacts with) ANXA4	prot-prot
RRM2B	ANXA4	0.450161840608871	9.2284215610583e-05	0.00341724391763485	RRM2B (interacts with) ANXA4	prot-prot
SAMD9L	ANXA4	0.739305397603009	2.70006239588838e-13	8.30390447022918e-11	SAMD9L (interacts with) ANXA4	prot-prot
SNX5	ANXA4	0.577149855655673	1.6949706482805e-07	1.43652957913674e-05	SNX5 (interacts with) ANXA4	prot-prot
SPARC	ANXA4	0.710996413262182	5.33972865923715e-12	1.31850223047317e-09	SPARC (interacts with) ANXA4	prot-prot
TACC3	ANXA4	0.801837109614207	0	0	TACC3 (interacts with) ANXA4	prot-prot
TIMP3	ANXA4	0.594016271542297	5.93750768551615e-08	5.68937303597219e-06	TIMP3 (interacts with) ANXA4	prot-prot
TSC22D1	ANXA4	0.474236724696002	3.36483725784653e-05	0.0014534738567115	TSC22D1 (interacts with) ANXA4	prot-prot
2S,3R-dihydroxybutyrate	ANXA4	-0.434555157029131	0.000170679879362368	0.00572574696541555	2S,3R-dihydroxybutyrate (interacts with) ANXA4	met-prot
3-hydroxy-2-ethylpropionate	ANXA4	-0.385565567316945	0.000979913142050037	0.023561956449293	3-hydroxy-2-ethylpropionate (interacts with) ANXA4	met-prot
taurine	ANXA4	0.469757676493745	4.08303502779095e-05	0.00172312801172837	taurine (interacts with) ANXA4	met-prot
CALCOCO1	APEX1	0.523156329280028	3.37585760834536e-06	0.000196357923855739	CALCOCO1 (interacts with) APEX1	prot-prot
CASP1	APEX1	0.487533899046453	1.86428815913686e-05	0.000859513822740298	CASP1 (interacts with) APEX1	prot-prot
CCT5	APEX1	0.397008135771149	0.000666988995305928	0.0173275441572648	CCT5 (interacts with) APEX1	prot-prot
CEBPB	APEX1	0.437774472924504	0.000150711672411763	0.00513980842966012	CEBPB (interacts with) APEX1	prot-prot
CPPED1	APEX1	0.453066223427522	8.20328006412296e-05	0.00308433721883862	CPPED1 (interacts with) APEX1	prot-prot
CXCL8	APEX1	0.375382731169626	0.00136431302256002	0.0303206909730344	CXCL8 (interacts with) APEX1	prot-prot
DDAH1	APEX1	0.519447117487534	4.07015249481724e-06	0.00023149837445605	DDAH1 (interacts with) APEX1	prot-prot
DDX58	APEX1	0.559128685154405	4.88016729471852e-07	3.58577099079747e-05	DDX58 (interacts with) APEX1	prot-prot
DTYMK	APEX1	0.36061586912781	0.00216435285736005	0.0432029392747813	DTYMK (interacts with) APEX1	prot-prot
FABP5	APEX1	0.363415274254221	0.00198632094823092	0.0403550015431726	FABP5 (interacts with) APEX1	prot-prot
FEN1	APEX1	0.64744991689266	1.38607814115232e-09	2.00532319238263e-07	FEN1 (interacts with) APEX1	prot-prot
FUS	APEX1	0.493027731607034	1.45013944243821e-05	0.000696066932370343	FUS (interacts with) APEX1	prot-prot
GPNMB	APEX1	0.367404426559356	0.00175530992776718	0.0366921928734727	GPNMB (interacts with) APEX1	prot-prot
HAGH	APEX1	0.450301810865191	9.17642244089301e-05	0.00340289571526545	HAGH (interacts with) APEX1	prot-prot
HEG1	APEX1	0.45779021957834	6.75799914868769e-05	0.002625498005118	HEG1 (interacts with) APEX1	prot-prot
IL6	APEX1	0.357326568104278	0.00239171812110883	0.0467778532749999	IL6 (interacts with) APEX1	prot-prot
INPP5D	APEX1	0.499711311346339	1.06199402916118e-05	0.000529039896583108	INPP5D (interacts with) APEX1	prot-prot
LBR	APEX1	0.570151342839647	2.57498526501365e-07	2.07942206306763e-05	LBR (interacts with) APEX1	prot-prot
LMNB1	APEX1	0.3946286414137	0.000723359472452945	0.0184467440442816	LMNB1 (interacts with) APEX1	prot-prot
LMNB2	APEX1	0.432459386416569	0.000184957004660369	0.00608935369189522	LMNB2 (interacts with) APEX1	prot-prot
