feat1	feat2	R	p	Padj	name_int
C1R	AGE.x	0.226173407701344	0.00426985156854731	0.0333650793845127	C1R (interacts with) AGE.x
CA12	AGE.x	0.216668856809553	0.00624902515047054	0.0448778500154073	CA12 (interacts with) AGE.x
CA9	AGE.x	0.248281103817447	0.00165822051608955	0.0156250061420755	CA9 (interacts with) AGE.x
CALB1	AGE.x	0.277492020835147	0.000415706814140382	0.00491646810807431	CALB1 (interacts with) AGE.x
CAPG	AGE.x	0.351631848416539	5.88778091947795e-06	0.000113555422833509	CAPG (interacts with) AGE.x
CAPS	AGE.x	0.352665681329099	5.50335864568652e-06	0.000106803550383059	CAPS (interacts with) AGE.x
CCDC80	AGE.x	0.458773283422334	1.34259292572381e-09	4.62489472140299e-08	CCDC80 (interacts with) AGE.x
CCL11	AGE.x	0.342112668196615	1.08429202392291e-05	0.000197394715255273	CCL11 (interacts with) AGE.x
CCL13	AGE.x	0.425425726385246	2.51695413400199e-08	7.29927583957092e-07	CCL13 (interacts with) AGE.x
CCL16	AGE.x	0.227406110483714	0.00405951585409436	0.0320683641043751	CCL16 (interacts with) AGE.x
CCL18	AGE.x	0.237240872967482	0.00268774567780872	0.0231223242710427	CCL18 (interacts with) AGE.x
CCL2	AGE.x	0.232490421960464	0.00328696481330137	0.0271498389345915	CCL2 (interacts with) AGE.x
CCL21	AGE.x	0.265000559749519	0.000765654150008288	0.00823689582710009	CCL21 (interacts with) AGE.x
CCL27	AGE.x	0.313983495437591	5.8831035204765e-05	0.000897789627013909	CCL27 (interacts with) AGE.x
CCL28	AGE.x	0.334532750108425	1.73859671082077e-05	0.000302220529078676	CCL28 (interacts with) AGE.x
CCL3	AGE.x	0.238051828124527	0.00259595390886047	0.0224861496464964	CCL3 (interacts with) AGE.x
CCL7	AGE.x	0.275862858513439	0.000450917918732419	0.00526965948772866	CCL7 (interacts with) AGE.x
CCN1	AGE.x	0.229579248138214	0.0037112843605358	0.0298848404791975	CCN1 (interacts with) AGE.x
CCN2	AGE.x	0.336910511868258	1.50124787081651e-05	0.000264863117720443	CCN2 (interacts with) AGE.x
CCN3	AGE.x	0.452492221946355	2.38943842489903e-09	7.97078413391194e-08	CCN3 (interacts with) AGE.x
CCN4	AGE.x	0.369210333922357	1.80767043955754e-06	3.86293187340651e-05	CCN4 (interacts with) AGE.x
CCN5	AGE.x	0.444974475251558	4.69187444451791e-09	1.50584135810775e-07	CCN5 (interacts with) AGE.x
CD14	AGE.x	0.253156406421444	0.00133057371741163	0.0130432927419439	CD14 (interacts with) AGE.x
CD22	AGE.x	-0.219333804283655	0.00562475489350311	0.0413718144800677	CD22 (interacts with) AGE.x
CD276	AGE.x	0.442769440302216	5.7011315668376e-09	1.809165780896e-07	CD276 (interacts with) AGE.x
CD300LF	AGE.x	0.250264455210901	0.00151695083476389	0.0145264383674805	CD300LF (interacts with) AGE.x
CD302	AGE.x	0.318181491756011	4.61894932968221e-05	0.000724678935945643	CD302 (interacts with) AGE.x
CD36	AGE.x	0.230695299608773	0.00354310713442096	0.0288109876054913	CD36 (interacts with) AGE.x
CD40	AGE.x	0.283990183133984	0.000299075221247058	0.0037104483264909	CD40 (interacts with) AGE.x
CD55	AGE.x	0.21922239485549	0.00564969291457418	0.0415142764059223	CD55 (interacts with) AGE.x
CD59	AGE.x	0.280900319767057	0.000350117038648179	0.00424599606871549	CD59 (interacts with) AGE.x
CD74	AGE.x	0.250971503474306	0.0014693055137005	0.0141502493149458	CD74 (interacts with) AGE.x
CD79B	AGE.x	0.250279681026991	0.0015159101482789	0.0145181426065466	CD79B (interacts with) AGE.x
CD86	AGE.x	-0.238220073392329	0.00257726957377047	0.0223549828734007	CD86 (interacts with) AGE.x
CD99	AGE.x	0.240697496749822	0.0023158854496419	0.0205038784265225	CD99 (interacts with) AGE.x
CDCP1	AGE.x	0.3343008089753	1.76355497432112e-05	0.000306100574447202	CDCP1 (interacts with) AGE.x
CDH15	AGE.x	0.29485836239299	0.000169339622467124	0.00226920094663106	CDH15 (interacts with) AGE.x
CDH2	AGE.x	0.272296765270555	0.000537817530714024	0.00611887828583535	CDH2 (interacts with) AGE.x
CEACAM5	AGE.x	0.253403064454501	0.00131568827040818	0.012923770484254	CEACAM5 (interacts with) AGE.x
CFD	AGE.x	0.319476447414528	4.28368802711798e-05	0.000677908921459504	CFD (interacts with) AGE.x
CFHR5	AGE.x	0.226104130238132	0.00428195775798246	0.033440021200918	CFHR5 (interacts with) AGE.x
CGA	AGE.x	0.368467794558862	1.90283808176872e-06	4.049670227614e-05	CGA (interacts with) AGE.x
CGREF1	AGE.x	0.262340611701679	0.00086875517540097	0.00915519903469953	CGREF1 (interacts with) AGE.x
CHCHD10	AGE.x	0.367408357217399	2.04690732963364e-06	4.32921080219918e-05	CHCHD10 (interacts with) AGE.x
CHCHD6	AGE.x	0.234750288461212	0.00298831051373694	0.0251715276585435	CHCHD6 (interacts with) AGE.x
CHGA	AGE.x	0.267227536917582	0.000688120985969043	0.0075313327959419	CHGA (interacts with) AGE.x
CHGB	AGE.x	0.223645752120794	0.00473201992787997	0.0361680189456276	CHGB (interacts with) AGE.x
CHI3L1	AGE.x	0.390030298641608	4.06769447236499e-07	9.76535631079051e-06	CHI3L1 (interacts with) AGE.x
CHIT1	AGE.x	0.358674276834385	3.69952478229685e-06	7.44163331762286e-05	CHIT1 (interacts with) AGE.x
CHRDL1	AGE.x	0.438727322909532	8.11922085119932e-09	2.52397274961095e-07	CHRDL1 (interacts with) AGE.x
CKAP4	AGE.x	0.296282200472716	0.000156913183646079	0.00212371876710406	CKAP4 (interacts with) AGE.x
CKB	AGE.x	0.215855633427462	0.00645145487046017	0.0459938989638648	CKB (interacts with) AGE.x
CLEC14A	AGE.x	0.265918116733779	0.000732784367873052	0.00793943354814268	CLEC14A (interacts with) AGE.x
CLEC3B	AGE.x	-0.25791847295971	0.00106873335128954	0.0108818420207024	CLEC3B (interacts with) AGE.x
CLMP	AGE.x	0.31971168627313	4.22529397661187e-05	0.000669639666523815	CLMP (interacts with) AGE.x
CLSTN2	AGE.x	0.21856616118369	0.00579859963645468	0.0423588952443218	CLSTN2 (interacts with) AGE.x
COL18A1	AGE.x	0.305782348422526	9.34066124997912e-05	0.0013504258506656	COL18A1 (interacts with) AGE.x
COL6A3	AGE.x	0.291597216861598	0.000201336208567771	0.00263729440395584	COL6A3 (interacts with) AGE.x
COLEC12	AGE.x	0.451458732422712	2.62424948438422e-09	8.70605469032547e-08	COLEC12 (interacts with) AGE.x
CPXM2	AGE.x	0.254969232382936	0.00122466920220887	0.0121814480273833	CPXM2 (interacts with) AGE.x
CR2	AGE.x	-0.312371082740016	6.44979168042958e-05	0.000973999651267351	CR2 (interacts with) AGE.x
CRHBP	AGE.x	0.220712668760404	0.00532414898816702	0.0396454904022509	CRHBP (interacts with) AGE.x
CRYBB1	AGE.x	0.253634689602583	0.00130184874704264	0.0128112275414472	CRYBB1 (interacts with) AGE.x
CSF1	AGE.x	0.227202672869078	0.00409357352134299	0.0322814446753359	CSF1 (interacts with) AGE.x
CST1	AGE.x	0.2656781080502	0.000741254507540701	0.00801589732241737	CST1 (interacts with) AGE.x
CST3	AGE.x	0.336352741969492	1.55400724055621e-05	0.000273193848144226	CST3 (interacts with) AGE.x
CST5	AGE.x	0.261604643035276	0.00089945298541183	0.00942430795370119	CST5 (interacts with) AGE.x
CSTB	AGE.x	0.245987136386234	0.00183650034200977	0.016985470233707	CSTB (interacts with) AGE.x
CTBS	AGE.x	0.232883247716813	0.00323319157320601	0.0267962756605166	CTBS (interacts with) AGE.x
CTHRC1	AGE.x	0.345338782679381	8.83560430842145e-06	0.000164101929712497	CTHRC1 (interacts with) AGE.x
CTSC	AGE.x	0.298761951867656	0.000137278414741537	0.00189116108147172	CTSC (interacts with) AGE.x
CTSD	AGE.x	0.213793134022584	0.00699129183691172	0.0489257862358384	CTSD (interacts with) AGE.x
CTSF	AGE.x	0.264061127611272	0.000800707457986327	0.0085517118641546	CTSF (interacts with) AGE.x
CTSV	AGE.x	-0.399954478021013	1.92537845222773e-07	4.87727203194678e-06	CTSV (interacts with) AGE.x
CTSZ	AGE.x	0.280816243677286	0.000351612508210808	0.00426144626597035	CTSZ (interacts with) AGE.x
CXCL14	AGE.x	0.454200974328079	2.04498173950185e-09	6.88309658879619e-08	CXCL14 (interacts with) AGE.x
CXCL16	AGE.x	0.244206102988399	0.00198675607571586	0.0181091373979971	CXCL16 (interacts with) AGE.x
CXCL17	AGE.x	0.330197454659942	2.26506515286218e-05	0.000383463500733575	CXCL17 (interacts with) AGE.x
CXCL8	AGE.x	0.25721103816237	0.00110438303115257	0.0111833603401602	CXCL8 (interacts with) AGE.x
CXCL9	AGE.x	0.283188759925493	0.000311605951331062	0.00384344014423044	CXCL9 (interacts with) AGE.x
CYB5R2	AGE.x	0.24820078462649	0.00166418622406517	0.0156707349706795	CYB5R2 (interacts with) AGE.x
DBN1	AGE.x	0.218516178581485	0.00581008358256652	0.0424225274859904	DBN1 (interacts with) AGE.x
DCC	AGE.x	-0.279989054674026	0.000366644520995774	0.00441678855224557	DCC (interacts with) AGE.x
DCN	AGE.x	0.379504043379006	8.7589817354683e-07	1.98355627822921e-05	DCN (interacts with) AGE.x
DDAH1	AGE.x	0.214514239029869	0.0067981469300562	0.047881808101115	DDAH1 (interacts with) AGE.x
DKK3	AGE.x	0.283764841227241	0.000302550501491528	0.00374709325702255	DKK3 (interacts with) AGE.x
DMD	AGE.x	0.371721268718725	1.51830040717726e-06	3.29082126538665e-05	DMD (interacts with) AGE.x
DNMBP	AGE.x	0.29088182475611	0.000209069355393332	0.00272442831159767	DNMBP (interacts with) AGE.x
DPP7	AGE.x	0.241711169171522	0.00221605221000809	0.0197886510889601	DPP7 (interacts with) AGE.x
DPT	AGE.x	0.252482863500296	0.00137200825285655	0.013379059902869	DPT (interacts with) AGE.x
DTNB	AGE.x	0.319119159298704	4.37383076201669e-05	0.000690563777913495	DTNB (interacts with) AGE.x
DTX3	AGE.x	0.368463226814035	1.90343799677528e-06	4.05082749852705e-05	DTX3 (interacts with) AGE.x
EDA2R	AGE.x	0.622689151711281	0	0	EDA2R (interacts with) AGE.x
EDAR	AGE.x	0.237424705091766	0.00266668406758841	0.0229780744750884	EDAR (interacts with) AGE.x
EDN1	AGE.x	0.238559609091153	0.00253993312598522	0.0220939013632338	EDN1 (interacts with) AGE.x
EFCAB14	AGE.x	0.309641095991432	7.52741060934259e-05	0.00111676220689655	EFCAB14 (interacts with) AGE.x
EFEMP1	AGE.x	0.316462497119368	5.10215534188507e-05	0.000791679310714181	EFEMP1 (interacts with) AGE.x
EFHD1	AGE.x	0.261055752365205	0.000922992365172792	0.00963002144141501	EFHD1 (interacts with) AGE.x
EFNA1	AGE.x	0.258895038534456	0.00102125233849293	0.0104775954880965	EFNA1 (interacts with) AGE.x
EGFL7	AGE.x	0.259694564406694	0.000983827169896312	0.0101568630979409	EGFL7 (interacts with) AGE.x
EGLN1	AGE.x	0.217188488428242	0.00612266112844151	0.0441803902874515	EGLN1 (interacts with) AGE.x
ELN	AGE.x	0.596338119463519	0	0	ELN (interacts with) AGE.x
ENPP5	AGE.x	-0.345374536595185	8.81546806397182e-06	0.000163768944967483	ENPP5 (interacts with) AGE.x
EPHA2	AGE.x	0.296015748691128	0.000159171966163552	0.00215057189485214	EPHA2 (interacts with) AGE.x
EPS8L2	AGE.x	0.234211877306445	0.00305714964023718	0.0256305766556581	EPS8L2 (interacts with) AGE.x
ESAM	AGE.x	0.279291499862299	0.0003797809137569	0.00455176583547225	ESAM (interacts with) AGE.x
EVI5	AGE.x	0.217429982811243	0.00606471408947717	0.0438585292017994	EVI5 (interacts with) AGE.x
F2R	AGE.x	0.352128210021096	5.70014134693153e-06	0.000110267097481546	F2R (interacts with) AGE.x
F3	AGE.x	0.237152924067824	0.00269787510716846	0.0231944404780153	F3 (interacts with) AGE.x
F9	AGE.x	0.226002117270324	0.00429984057173805	0.033549009120774	F9 (interacts with) AGE.x
FABP3	AGE.x	0.355106870837769	4.6878649428983e-06	9.23341154951591e-05	FABP3 (interacts with) AGE.x
FAM20A	AGE.x	0.223141186426876	0.00482947476923146	0.0367524885750494	FAM20A (interacts with) AGE.x
FAM3B	AGE.x	0.21585030439183	0.00645280043423258	0.0460012949092729	FAM3B (interacts with) AGE.x
FAM3C	AGE.x	0.248442302965767	0.00164630621006845	0.0155328566284104	FAM3C (interacts with) AGE.x
FAS	AGE.x	0.28272339619878	0.000319103824378386	0.0039223432101623	FAS (interacts with) AGE.x
FASLG	AGE.x	-0.295247606269351	0.000165854456714243	0.00222876283182009	FASLG (interacts with) AGE.x
FCGR3B	AGE.x	-0.275964320094653	0.0004486469760272	0.00524725623861019	FCGR3B (interacts with) AGE.x
FCRL1	AGE.x	-0.326865535963359	2.76823113432023e-05	0.000458946244277994	FCRL1 (interacts with) AGE.x
FCRLB	AGE.x	0.257957102583344	0.0010668173894155	0.0108655011775234	FCRLB (interacts with) AGE.x
FGF2	AGE.x	0.219959325475332	0.00548655505587048	0.0405810476168723	FGF2 (interacts with) AGE.x
FGF5	AGE.x	0.279005254737517	0.000385296496085319	0.00460807371204433	FGF5 (interacts with) AGE.x
FGL1	AGE.x	0.29193196276623	0.000197809869485255	0.00259655547847405	FGL1 (interacts with) AGE.x
FLT3	AGE.x	-0.370895550934529	1.60820755956692e-06	3.46939642460997e-05	FLT3 (interacts with) AGE.x
FLT3LG	AGE.x	0.328061523817285	2.57659828595269e-05	0.000430453743092008	FLT3LG (interacts with) AGE.x
FNDC1	AGE.x	0.232549218189337	0.00327886529606047	0.0270975178071008	FNDC1 (interacts with) AGE.x
FSHB	AGE.x	0.291934690739616	0.000197781369530858	0.00259622073350766	FSHB (interacts with) AGE.x
FST	AGE.x	0.266852017577896	0.00070066636227506	0.0076455023270593	FST (interacts with) AGE.x
FSTL3	AGE.x	0.325563215026961	2.99212706371677e-05	0.000491958885776433	FSTL3 (interacts with) AGE.x
FUT3_FUT5	AGE.x	0.400461345218749	1.85199376279144e-07	4.70343205768432e-06	FUT3_FUT5 (interacts with) AGE.x
GALNT5	AGE.x	0.224074528953237	0.00465059293321546	0.0356842555478508	GALNT5 (interacts with) AGE.x
GCHFR	AGE.x	0.280177641684762	0.00036316599373265	0.00438072047297281	GCHFR (interacts with) AGE.x
GDF15	AGE.x	0.522878158704118	1.82076576038526e-12	8.70836165703929e-11	GDF15 (interacts with) AGE.x
GFRA1	AGE.x	0.381195815519907	7.75707432953965e-07	1.77279699329819e-05	GFRA1 (interacts with) AGE.x
GHRL	AGE.x	0.229962938411858	0.00365267248056078	0.0295148750982004	GHRL (interacts with) AGE.x
GIP	AGE.x	0.315242669470541	5.4734009738322e-05	0.000842357880882365	GIP (interacts with) AGE.x
GKN1	AGE.x	0.218776539838601	0.00575048514322107	0.0420840405330268	GKN1 (interacts with) AGE.x
GM2A	AGE.x	0.316136664655026	5.19893661345971e-05	0.000804982619099306	GM2A (interacts with) AGE.x
GPA33	AGE.x	-0.217966527038686	0.00593771690293288	0.0431427995954666	GPA33 (interacts with) AGE.x
GPR37	AGE.x	0.315742075858458	5.31844694204864e-05	0.000821342670123738	GPR37 (interacts with) AGE.x
GUCA2A	AGE.x	0.288254930977144	0.000239897871002981	0.00306819872949324	GUCA2A (interacts with) AGE.x
GUK1	AGE.x	0.248204974794898	0.00166387451646699	0.0156683923784746	GUK1 (interacts with) AGE.x
HAVCR1	AGE.x	0.446492149504831	4.09974720838591e-09	1.32643027416001e-07	HAVCR1 (interacts with) AGE.x
HGF	AGE.x	0.25881451223665	0.00102509315162491	0.0105102006760116	HGF (interacts with) AGE.x
HNF1A	AGE.x	-0.215960094531431	0.00642512921834393	0.0458513985221568	HNF1A (interacts with) AGE.x
HNMT	AGE.x	0.257501285598824	0.00108962690846415	0.0110589232622314	HNMT (interacts with) AGE.x
HSPB6	AGE.x	0.312406102090389	6.43695834483538e-05	0.000972299071175279	HSPB6 (interacts with) AGE.x
HSPG2	AGE.x	0.310187702373329	7.29899387053035e-05	0.00108652238178639	HSPG2 (interacts with) AGE.x
ICOSLG	AGE.x	-0.221925236211201	0.00507175925559844	0.038173795219938	ICOSLG (interacts with) AGE.x
IGDCC4	AGE.x	-0.232516251964458	0.00328340436203667	0.0271267444610936	IGDCC4 (interacts with) AGE.x
IGF1R	AGE.x	0.248601223894259	0.00163463670196484	0.0154419415378093	IGF1R (interacts with) AGE.x
IGFBP1	AGE.x	0.214671662942793	0.00675661855157172	0.0476604920320867	IGFBP1 (interacts with) AGE.x
IGFBP2	AGE.x	0.228654454433329	0.0038560490851598	0.0308000776120112	IGFBP2 (interacts with) AGE.x
IGFBP4	AGE.x	0.429842624877043	1.73802801040068e-08	5.15977423147777e-07	IGFBP4 (interacts with) AGE.x
IGFBP6	AGE.x	0.225332352754814	0.00441892482298334	0.0342777258712778	IGFBP6 (interacts with) AGE.x
IGFBP7	AGE.x	0.33560058665461	1.62792980185067e-05	0.000284915554321352	IGFBP7 (interacts with) AGE.x
IGFBPL1	AGE.x	0.393396724018696	3.1648097742476e-07	7.73776203710104e-06	IGFBPL1 (interacts with) AGE.x
IGSF8	AGE.x	0.277269934817511	0.00042035225113457	0.00496274526176614	IGSF8 (interacts with) AGE.x
IKBKG	AGE.x	0.282691422009309	0.000319625079067354	0.00392795850331044	IKBKG (interacts with) AGE.x
IL10RB	AGE.x	0.236550922509238	0.00276814266270353	0.0236797644468417	IL10RB (interacts with) AGE.x
IL16	AGE.x	0.243272184209125	0.00206993416534273	0.0187215413104452	IL16 (interacts with) AGE.x
IL17D	AGE.x	0.42750861644217	2.11506894221003e-08	6.20129292560674e-07	IL17D (interacts with) AGE.x
IL32	AGE.x	0.246895555607066	0.00176391310683277	0.0164325553001292	IL32 (interacts with) AGE.x
IL4R	AGE.x	0.227279736114038	0.00408064219849624	0.0322006445616528	IL4R (interacts with) AGE.x
IL6	AGE.x	0.303821793507835	0.000104113090734881	0.00148517205061991	IL6 (interacts with) AGE.x
INSL4	AGE.x	0.21688658614526	0.00619579742292364	0.0445862433931839	INSL4 (interacts with) AGE.x
IRAK1	AGE.x	0.215583688632922	0.00652044002923002	0.0463738305318032	IRAK1 (interacts with) AGE.x
ISM1	AGE.x	0.327743054972983	2.62636810528516e-05	0.000437873295852685	ISM1 (interacts with) AGE.x
ITGB5	AGE.x	0.351881551800427	5.79266557876323e-06	0.000111886957039854	ITGB5 (interacts with) AGE.x
ITGBL1	AGE.x	0.241324433736977	0.00225367028074519	0.0200574875868043	ITGBL1 (interacts with) AGE.x
ITIH3	AGE.x	0.289745537238641	0.00022192220035766	0.00286855973965337	ITIH3 (interacts with) AGE.x
ITPA	AGE.x	0.220426423417899	0.00538534438654814	0.0399982069030952	ITPA (interacts with) AGE.x
JAM2	AGE.x	0.323592992926229	3.3634778331626e-05	0.000546190814123056	JAM2 (interacts with) AGE.x
JAM3	AGE.x	0.237429672943402	0.00266611698049823	0.0229739654067207	JAM3 (interacts with) AGE.x
KIF1C	AGE.x	0.368981185215897	1.83654514795961e-06	3.91945109583578e-05	KIF1C (interacts with) AGE.x
KLK11	AGE.x	0.323938126426016	3.29544106119073e-05	0.00053628300183731	KLK11 (interacts with) AGE.x
KLK3	AGE.x	0.317103262781623	4.91674237097506e-05	0.000766028588799414	KLK3 (interacts with) AGE.x
KLK4	AGE.x	0.522945481689256	1.80655490567005e-12	8.64392735200406e-11	KLK4 (interacts with) AGE.x
KRT19	AGE.x	0.280895204386169	0.000350207857835683	0.00424688339899191	KRT19 (interacts with) AGE.x
L1CAM	AGE.x	0.213467301806077	0.00708015434688303	0.0494061339339314	L1CAM (interacts with) AGE.x
LAIR1	AGE.x	0.347779716945584	7.55629799664703e-06	0.000142451903174033	LAIR1 (interacts with) AGE.x
LAMP3	AGE.x	0.261603881744471	0.000899485248524901	0.00942462319048952	LAMP3 (interacts with) AGE.x
LAYN	AGE.x	0.376955900309151	1.05040329057005e-06	2.3445904154045e-05	LAYN (interacts with) AGE.x
LCN15	AGE.x	0.234776755083411	0.00298496299545148	0.0251493926065107	LCN15 (interacts with) AGE.x
LCN2	AGE.x	0.216830682022264	0.00620942544333891	0.0446610125673398	LCN2 (interacts with) AGE.x
LEFTY2	AGE.x	0.319355159268604	4.31409115138059e-05	0.000682159252045334	LEFTY2 (interacts with) AGE.x
LETM1	AGE.x	0.310350618481583	7.23218036147166e-05	0.00107774021054175	LETM1 (interacts with) AGE.x
LIF	AGE.x	0.219218088169381	0.0056506589082308	0.0415193308800192	LIF (interacts with) AGE.x
LMOD1	AGE.x	0.436194937914938	1.0108768933037e-08	3.10266626522635e-07	LMOD1 (interacts with) AGE.x
LRG1	AGE.x	0.263858624411294	0.000808454169975992	0.00862041210262479	LRG1 (interacts with) AGE.x
LTA	AGE.x	-0.295131128776257	0.000166890288441079	0.00224090168131324	LTA (interacts with) AGE.x
LTBP2	AGE.x	0.470128688425648	4.59482674131095e-10	1.67711079208028e-08	LTBP2 (interacts with) AGE.x
LY6D	AGE.x	0.262049798835545	0.000880768370501439	0.00926020262643631	LY6D (interacts with) AGE.x
MAMDC2	AGE.x	0.225774491319767	0.00433998526172785	0.0337948082599282	MAMDC2 (interacts with) AGE.x
MAPK9	AGE.x	0.241627427246719	0.00222414917585856	0.019845505556916	MAPK9 (interacts with) AGE.x
MCAM	AGE.x	0.266106762782005	0.000726189455857895	0.00787906232101246	MCAM (interacts with) AGE.x
MDK	AGE.x	0.29987983272028	0.000129198705843603	0.00179362670681235	MDK (interacts with) AGE.x
MERTK	AGE.x	0.292550352948878	0.000191446200825673	0.00252392796889876	MERTK (interacts with) AGE.x
MFAP3L	AGE.x	0.244295359828671	0.00197896778072404	0.0180510697260601	MFAP3L (interacts with) AGE.x
MFAP5	AGE.x	0.243058652870628	0.00208939092751481	0.0188648366289734	MFAP5 (interacts with) AGE.x
MLN	AGE.x	0.321357352561626	3.83722658261476e-05	0.000614496917583672	MLN (interacts with) AGE.x
MMP12	AGE.x	0.497017459189732	3.08402192672474e-11	1.29063218615776e-09	MMP12 (interacts with) AGE.x
MMP7	AGE.x	0.300890522576175	0.000122277905820312	0.00170960851967691	MMP7 (interacts with) AGE.x
MRC1	AGE.x	0.315664904457517	5.34211944267504e-05	0.000824584311256945	MRC1 (interacts with) AGE.x
MSLN	AGE.x	0.231024176986182	0.00349487578741181	0.0285034899684842	MSLN (interacts with) AGE.x
