feat1	feat2	R	p	Padj	name_int
2-oxindole-3-acetate	AGE.x	0.254633150444045	0.00124370098571536	0.0161249493922239	2-oxindole-3-acetate (interacts with) AGE.x
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	AGE.x	0.288531718254966	0.00023646095910923	0.00421195949121541	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF) (interacts with) AGE.x
3-hydroxy-3-methylglutarate	AGE.x	0.303366541952995	0.000106758161186882	0.00215746687462889	3-hydroxy-3-methylglutarate (interacts with) AGE.x
3-hydroxyoleoylcarnitine	AGE.x	0.234847555128233	0.00297602480030257	0.0316104496951699	3-hydroxyoleoylcarnitine (interacts with) AGE.x
3-methyladipate	AGE.x	0.283762432802386	0.000302587846285451	0.0051659324551363	3-methyladipate (interacts with) AGE.x
3-methylglutarylcarnitine (2)	AGE.x	0.329364603153263	2.38206072733504e-05	0.000599610949813089	3-methylglutarylcarnitine (2) (interacts with) AGE.x
4-acetamidobutanoate	AGE.x	0.287515175567674	0.000249312656731338	0.00439811802598502	4-acetamidobutanoate (interacts with) AGE.x
4-hydroxychlorothalonil	AGE.x	-0.225657080896522	0.00436082333321908	0.0420635716633913	4-hydroxychlorothalonil (interacts with) AGE.x
4-hydroxyhippurate	AGE.x	0.245725826338437	0.001857877979905	0.0219989923182028	4-hydroxyhippurate (interacts with) AGE.x
4-hydroxyphenylacetylglutamine	AGE.x	0.360410566819434	3.29342021432311e-06	0.000103902412109601	4-hydroxyphenylacetylglutamine (interacts with) AGE.x
5-(galactosylhydroxy)-L-lysine	AGE.x	0.265163879235654	0.00075970611886822	0.0109004927177808	5-(galactosylhydroxy)-L-lysine (interacts with) AGE.x
5-hydroxymethyl-2-furoylcarnitine*	AGE.x	0.24029266442082	0.00235688316876326	0.0264331354796791	5-hydroxymethyl-2-furoylcarnitine* (interacts with) AGE.x
5alpha-androstan-3alpha,17alpha-diol monosulfate	AGE.x	-0.251722207459657	0.00142021650026569	0.0178621884889858	5alpha-androstan-3alpha,17alpha-diol monosulfate (interacts with) AGE.x
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	AGE.x	-0.28707768286246	0.000255040907341186	0.00448403752840191	5alpha-androstan-3alpha,17beta-diol monosulfate (1) (interacts with) AGE.x
5alpha-androstan-3beta,17beta-diol monosulfate (2)	AGE.x	-0.239771149491425	0.00241066711448168	0.0269031959645285	5alpha-androstan-3beta,17beta-diol monosulfate (2) (interacts with) AGE.x
5alpha-pregnan-3beta,20alpha-diol disulfate	AGE.x	-0.263717024429354	0.000813911895851227	0.0115047808084858	5alpha-pregnan-3beta,20alpha-diol disulfate (interacts with) AGE.x
5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	AGE.x	-0.233112344024611	0.00320219869520688	0.0334567638058827	5alpha-pregnan-3beta,20alpha-diol monosulfate (2) (interacts with) AGE.x
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	AGE.x	-0.304458272150906	0.000100517615416962	0.00204899041631915	5alpha-pregnan-3beta,20beta-diol monosulfate (1) (interacts with) AGE.x
5alpha-pregnan-diol disulfate	AGE.x	-0.378046347714772	9.72014145173006e-07	3.48571145235071e-05	5alpha-pregnan-diol disulfate (interacts with) AGE.x
acesulfame	AGE.x	-0.231743959588571	0.00339137501685283	0.0349388713567784	acesulfame (interacts with) AGE.x
androstenediol (3alpha, 17alpha) monosulfate (2)	AGE.x	-0.303170381784727	0.000107917123400192	0.00217707275807427	androstenediol (3alpha, 17alpha) monosulfate (2) (interacts with) AGE.x
androstenediol (3alpha, 17alpha) monosulfate (3)	AGE.x	-0.268598621656552	0.000644050751471559	0.00955325297062839	androstenediol (3alpha, 17alpha) monosulfate (3) (interacts with) AGE.x
androstenediol (3beta,17beta) disulfate (1)	AGE.x	-0.22511369090143	0.00445843903505461	0.0427987659217518	androstenediol (3beta,17beta) disulfate (1) (interacts with) AGE.x
androstenediol (3beta,17beta) disulfate (2)	AGE.x	-0.308235227394743	8.1460218492424e-05	0.00171453927313096	androstenediol (3beta,17beta) disulfate (2) (interacts with) AGE.x
androstenediol (3beta,17beta) monosulfate (1)	AGE.x	-0.397173025634714	2.38028438737103e-07	9.70160759873143e-06	androstenediol (3beta,17beta) monosulfate (1) (interacts with) AGE.x
androstenediol (3beta,17beta) monosulfate (2)	AGE.x	-0.309999973539699	7.37670012194158e-05	0.00157433718721152	androstenediol (3beta,17beta) monosulfate (2) (interacts with) AGE.x
androsterone sulfate	AGE.x	-0.27091751344717	0.000575388174256286	0.008729979097589	androsterone sulfate (interacts with) AGE.x
arabitol/xylitol	AGE.x	0.342403240871418	1.06458056532421e-05	0.000294941703326305	arabitol/xylitol (interacts with) AGE.x
benzoylcarnitine*	AGE.x	0.236274593609242	0.00280094761203076	0.0301971652451394	benzoylcarnitine* (interacts with) AGE.x
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	AGE.x	-0.278130018132522	0.000402624454659328	0.00652731775720769	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)* (interacts with) AGE.x
C-glycosyltryptophan	AGE.x	0.358035337702632	3.86059780210779e-06	0.000119876362277029	C-glycosyltryptophan (interacts with) AGE.x
carotene diol (3)	AGE.x	-0.235149026286829	0.00293823549210259	0.031309633599296	carotene diol (3) (interacts with) AGE.x
cysteine	AGE.x	-0.264242156358521	0.000793840058513906	0.0112851112416577	cysteine (interacts with) AGE.x
cysteine s-sulfate	AGE.x	0.330189331615965	2.26617962604259e-05	0.000573868053823068	cysteine s-sulfate (interacts with) AGE.x
cysteinylglycine disulfide*	AGE.x	0.245149528761059	0.0019058269966159	0.0224265447520561	cysteinylglycine disulfide* (interacts with) AGE.x
cystine	AGE.x	0.307309203977365	8.57914853595876e-05	0.00179356952005985	cystine (interacts with) AGE.x
cytosine	AGE.x	0.263068687448327	0.00083933593906238	0.0118007592941446	cytosine (interacts with) AGE.x
dehydroepiandrosterone sulfate (DHEA-S)	AGE.x	-0.423055272686093	3.06363991953162e-08	1.47248893143574e-06	dehydroepiandrosterone sulfate (DHEA-S) (interacts with) AGE.x
eicosanedioate (C20-DC)	AGE.x	-0.250061190083157	0.001530906599712	0.0189330470690795	eicosanedioate (C20-DC) (interacts with) AGE.x
epiandrosterone sulfate	AGE.x	-0.261125228445707	0.000919981926054803	0.0127018479382858	epiandrosterone sulfate (interacts with) AGE.x
erythritol	AGE.x	0.351397864859212	5.9782501953265e-06	0.00017698338169813	erythritol (interacts with) AGE.x
erythronate*	AGE.x	0.233158428178125	0.00319599677233295	0.0334133366022254	erythronate* (interacts with) AGE.x
ethyl glucuronide	AGE.x	0.258184277316171	0.00105561344295357	0.0141561969266385	ethyl glucuronide (interacts with) AGE.x
gamma-glutamylphenylalanine	AGE.x	0.238105879771649	0.0025899379199803	0.0284169072915604	gamma-glutamylphenylalanine (interacts with) AGE.x
gamma-glutamylvaline	AGE.x	0.223574360894657	0.0047457009212688	0.0447811274498459	gamma-glutamylvaline (interacts with) AGE.x
gentisate	AGE.x	0.239965134438808	0.00239053279806112	0.0267348115894071	gentisate (interacts with) AGE.x
GlcNAc sulfate conjugate of C21H34O2 steroid	AGE.x	-0.290241271921246	0.000216227044901762	0.00391089046110309	GlcNAc sulfate conjugate of C21H34O2 steroid (interacts with) AGE.x
glucuronate	AGE.x	0.386067021727739	5.44667628110673e-07	2.05740993933591e-05	glucuronate (interacts with) AGE.x
glucuronide of C10H18O2 (7)*	AGE.x	0.240509264439071	0.00233486675814265	0.0262402613481468	glucuronide of C10H18O2 (7)* (interacts with) AGE.x
gulonate*	AGE.x	0.415904902226267	5.4926633241692e-08	2.52511155514834e-06	gulonate* (interacts with) AGE.x
heptenedioate (C7:1-DC)*	AGE.x	0.29335123087525	0.000183487637568813	0.00340755429736943	heptenedioate (C7:1-DC)* (interacts with) AGE.x
hydroxyasparagine	AGE.x	0.441306150531149	6.48307008077609e-09	3.48943859744441e-07	hydroxyasparagine (interacts with) AGE.x
imidazole propionate	AGE.x	0.263099818175385	0.000838098688030753	0.0117867455227794	imidazole propionate (interacts with) AGE.x
mannonate*	AGE.x	0.317259568591718	4.8724831136937e-05	0.00110907548895318	mannonate* (interacts with) AGE.x
mannose	AGE.x	0.226803756487501	0.00416110286826088	0.040687782046445	mannose (interacts with) AGE.x
methyl indole-3-acetate	AGE.x	0.2791122599658	0.000383226021068772	0.00626803968452546	methyl indole-3-acetate (interacts with) AGE.x
methylsuccinoylcarnitine	AGE.x	0.311101435874258	6.9316003845632e-05	0.00149299787142575	methylsuccinoylcarnitine (interacts with) AGE.x
myo-inositol	AGE.x	0.324205585892308	3.24360898722453e-05	0.00078229624710663	myo-inositol (interacts with) AGE.x
N-acetylhistidine	AGE.x	0.247218718741658	0.001738727310715	0.0208929186976354	N-acetylhistidine (interacts with) AGE.x
N-acetylneuraminate	AGE.x	0.229396887451804	0.00373943720089365	0.0376105072581313	N-acetylneuraminate (interacts with) AGE.x
N-acetylphenylalanine	AGE.x	0.282962441329581	0.000315231721736531	0.00534224700449434	N-acetylphenylalanine (interacts with) AGE.x
N-acetylputrescine	AGE.x	0.221959070634124	0.00506487304531755	0.0469909996458784	N-acetylputrescine (interacts with) AGE.x
N-acetyltaurine	AGE.x	0.353330556952042	5.26883507001585e-06	0.000158276193066043	N-acetyltaurine (interacts with) AGE.x
N-acetylvaline	AGE.x	0.24706246608702	0.00175086372164635	0.0210091321477249	N-acetylvaline (interacts with) AGE.x
N1-methylinosine	AGE.x	0.235390487993308	0.002908281705154	0.0310774501172216	N1-methylinosine (interacts with) AGE.x
N2,N2-dimethylguanosine	AGE.x	0.252931834055298	0.00134425999114773	0.0171244204025683	N2,N2-dimethylguanosine (interacts with) AGE.x
N2,N5-diacetylornithine	AGE.x	0.299298419980638	0.000133343895919014	0.0026078955615453	N2,N5-diacetylornithine (interacts with) AGE.x
O-sulfo-L-tyrosine	AGE.x	0.253789992926709	0.00129264407769369	0.0166099108056781	O-sulfo-L-tyrosine (interacts with) AGE.x
p-cresol glucuronide*	AGE.x	0.301008133954994	0.000121495427539697	0.00240982732233234	p-cresol glucuronide* (interacts with) AGE.x
p-cresol sulfate	AGE.x	0.323731055484684	3.33610427531994e-05	0.000801378401722939	p-cresol sulfate (interacts with) AGE.x
pantoate	AGE.x	0.246058323515837	0.00183071548266223	0.0217449818181749	pantoate (interacts with) AGE.x
perfluorooctanesulfonate (PFOS)	AGE.x	0.372513577235757	1.43654508533153e-06	4.95776241496024e-05	perfluorooctanesulfonate (PFOS) (interacts with) AGE.x
perfluorooctanoate (PFOA)	AGE.x	0.310189696826734	7.29817244133901e-05	0.0015601957568684	perfluorooctanoate (PFOA) (interacts with) AGE.x
phenylacetylglutamate	AGE.x	0.30742806931572	8.52237069985939e-05	0.00178388734649865	phenylacetylglutamate (interacts with) AGE.x
phenylacetylglutamine	AGE.x	0.318209659515779	4.61140165946006e-05	0.00105781630963448	phenylacetylglutamine (interacts with) AGE.x
picolinoylglycine	AGE.x	0.245101955835827	0.00190983500867148	0.0224650132571695	picolinoylglycine (interacts with) AGE.x
pregnenediol sulfate (C21H34O5S)*	AGE.x	-0.292990156179653	0.000187036830854304	0.00346149691497934	pregnenediol sulfate (C21H34O5S)* (interacts with) AGE.x
pregnenetriol sulfate*	AGE.x	-0.269274443075385	0.000623298419729412	0.00930918153714953	pregnenetriol sulfate* (interacts with) AGE.x
quinolinate	AGE.x	0.231450675558391	0.00343320930988655	0.0352642199053932	quinolinate (interacts with) AGE.x
serine	AGE.x	-0.23894576527618	0.00249806607099901	0.0276583981922678	serine (interacts with) AGE.x
succinoyltaurine	AGE.x	0.251040597432736	0.001464723556859	0.018298099755831	succinoyltaurine (interacts with) AGE.x
tartronate (hydroxymalonate)	AGE.x	-0.267992076725693	0.000663215797327865	0.00978385547071725	tartronate (hydroxymalonate) (interacts with) AGE.x
tryptophan betaine	AGE.x	-0.264764491153266	0.000774327376205086	0.0110645249416238	tryptophan betaine (interacts with) AGE.x
urea	AGE.x	0.247704234235244	0.00170150370339828	0.0205476553651133	urea (interacts with) AGE.x
vanillactate	AGE.x	0.318054875563478	4.65302017385039e-05	0.00106655198679757	vanillactate (interacts with) AGE.x
Ethnic	GENDER.x	-0.384838417905316	7.0360471737807e-07	2.60064429397779e-05	Ethnic (interacts with) GENDER.x
Transm_mode	GENDER.x	-0.567655265782756	8.88178419700125e-15	1.03882164074789e-12	Transm_mode (interacts with) GENDER.x
VAT	GENDER.x	-0.306255391941135	0.000118102008999976	0.00235359360211801	VAT (interacts with) GENDER.x
SAT	GENDER.x	0.336095379365073	2.16263158017149e-05	0.000550348045502385	SAT (interacts with) GENDER.x
(2,4 or 2,5)-dimethylphenol sulfate	GENDER.x	-0.278280063985549	0.000399603545169658	0.00648531558945233	(2,4 or 2,5)-dimethylphenol sulfate (interacts with) GENDER.x
1-ribosyl-imidazoleacetate*	GENDER.x	-0.22974394385234	0.0036860227796689	0.0372156823343112	1-ribosyl-imidazoleacetate* (interacts with) GENDER.x
11beta-hydroxyandrosterone glucuronide	GENDER.x	-0.266862161747519	0.000700324717076484	0.0102148296552694	11beta-hydroxyandrosterone glucuronide (interacts with) GENDER.x
17alpha-hydroxypregnanolone glucuronide	GENDER.x	-0.269357598600539	0.000620787993755423	0.00928123385256434	17alpha-hydroxypregnanolone glucuronide (interacts with) GENDER.x
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	GENDER.x	-0.238490362083802	0.00254750774205137	0.0280597306510779	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)* (interacts with) GENDER.x
2-aminoadipate	GENDER.x	-0.230597042156032	0.00355763293485079	0.036213959885942	2-aminoadipate (interacts with) GENDER.x
2-ethylphenylsulfate	GENDER.x	-0.266276007258565	0.000720319320070217	0.0104490325176015	2-ethylphenylsulfate (interacts with) GENDER.x
2-hydroxyphenylacetate	GENDER.x	-0.244036278335262	0.00200165146616005	0.0233063863119988	2-hydroxyphenylacetate (interacts with) GENDER.x
2R,3R-dihydroxybutyrate	GENDER.x	-0.265794959866506	0.000737119508358086	0.0106402766793193	2R,3R-dihydroxybutyrate (interacts with) GENDER.x
2S,3R-dihydroxybutyrate	GENDER.x	-0.323177414054127	3.44715496511938e-05	0.000824568301122604	2S,3R-dihydroxybutyrate (interacts with) GENDER.x
3,5-dichloro-2,6-dihydroxybenzoic acid	GENDER.x	-0.264728165571731	0.000775669978692939	0.0110808826029916	3,5-dichloro-2,6-dihydroxybenzoic acid (interacts with) GENDER.x
3-(3-hydroxyphenyl)propionate	GENDER.x	-0.224218301699627	0.00462357234091826	0.0439492746858814	3-(3-hydroxyphenyl)propionate (interacts with) GENDER.x
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	GENDER.x	-0.232730578823722	0.00325399512976632	0.0338625724003364	3-bromo-5-chloro-2,6-dihydroxybenzoic acid* (interacts with) GENDER.x
3-methylcytidine	GENDER.x	-0.333430901168334	1.86020656527397e-05	0.000482500538892065	3-methylcytidine (interacts with) GENDER.x
4-hydroxyglutamate	GENDER.x	-0.240851890989429	0.00230042096451966	0.0259282124080849	4-hydroxyglutamate (interacts with) GENDER.x
4-methylguaiacol sulfate	GENDER.x	-0.253850663652919	0.00128906437360787	0.0165704303375877	4-methylguaiacol sulfate (interacts with) GENDER.x
5alpha-androstan-3alpha,17beta-diol 17-glucuronide	GENDER.x	-0.344890093978688	9.09203028287564e-06	0.000256902711391388	5alpha-androstan-3alpha,17beta-diol 17-glucuronide (interacts with) GENDER.x
5alpha-androstan-3alpha,17beta-diol disulfate	GENDER.x	-0.398118909153284	2.21512682418989e-07	9.09083132842166e-06	5alpha-androstan-3alpha,17beta-diol disulfate (interacts with) GENDER.x
5alpha-androstan-3alpha,17beta-diol monosulfate (2)	GENDER.x	-0.471844341326028	3.89419385626866e-10	2.50941877700805e-08	5alpha-androstan-3alpha,17beta-diol monosulfate (2) (interacts with) GENDER.x
5alpha-androstan-3beta,17alpha-diol disulfate	GENDER.x	-0.297492470457981	0.000147024419700159	0.00283194285234875	5alpha-androstan-3beta,17alpha-diol disulfate (interacts with) GENDER.x
5alpha-androstan-3beta,17beta-diol disulfate	GENDER.x	-0.367547366914748	2.02742918675725e-06	6.72640852124684e-05	5alpha-androstan-3beta,17beta-diol disulfate (interacts with) GENDER.x
5alpha-androstan-3beta,17beta-diol monosulfate (2)	GENDER.x	-0.266065836037143	0.000727615566011863	0.0105348942130752	5alpha-androstan-3beta,17beta-diol monosulfate (2) (interacts with) GENDER.x
alpha-ketoglutaramate*	GENDER.x	-0.297153018231427	0.000149737685756879	0.00287431986457313	alpha-ketoglutaramate* (interacts with) GENDER.x
androstenediol (3alpha, 17alpha) monosulfate (3)	GENDER.x	-0.345575848691542	8.70289931098611e-06	0.000247335830632116	androstenediol (3alpha, 17alpha) monosulfate (3) (interacts with) GENDER.x
androstenediol (3beta,17beta) disulfate (1)	GENDER.x	-0.254062244315819	0.00127665144271072	0.0164469975048983	androstenediol (3beta,17beta) disulfate (1) (interacts with) GENDER.x
androsterone glucuronide	GENDER.x	-0.399342419388531	2.01770542496149e-07	8.35407609010907e-06	androsterone glucuronide (interacts with) GENDER.x
arachidonoylcarnitine (C20:4)	GENDER.x	-0.227184468353532	0.0040966336377557	0.0402231329801665	arachidonoylcarnitine (C20:4) (interacts with) GENDER.x
beta-citrylglutamate	GENDER.x	-0.236144215071546	0.0028165475124069	0.0303269864019571	beta-citrylglutamate (interacts with) GENDER.x
beta-cryptoxanthin	GENDER.x	0.264301729754896	0.000791591983193785	0.0112611492357151	beta-cryptoxanthin (interacts with) GENDER.x
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	GENDER.x	0.254062824052691	0.00127661758156994	0.0164469975048983	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)* (interacts with) GENDER.x
caprate (10:0)	GENDER.x	0.227183949950207	0.00409672080966939	0.0402231329801665	caprate (10:0) (interacts with) GENDER.x
carotene diol (1)	GENDER.x	0.234010134361856	0.00308331036923315	0.0324978111188796	carotene diol (1) (interacts with) GENDER.x
carotene diol (2)	GENDER.x	0.281793639581189	0.000334587274944731	0.00561307633093387	carotene diol (2) (interacts with) GENDER.x
carotene diol (3)	GENDER.x	0.251075786364164	0.00146239502275458	0.018274251158794	carotene diol (3) (interacts with) GENDER.x
cotinine	GENDER.x	-0.235353119033285	0.0029128992693308	0.0311140719605206	cotinine (interacts with) GENDER.x
creatine	GENDER.x	0.344509518607068	9.31503300627412e-06	0.000262430772866397	creatine (interacts with) GENDER.x
creatinine	GENDER.x	-0.310591626972151	7.13439026904794e-05	0.00153028728972046	creatinine (interacts with) GENDER.x
cys-gly, oxidized	GENDER.x	-0.223984687109116	0.00466754957619964	0.0442535081134143	cys-gly, oxidized (interacts with) GENDER.x
cystathionine	GENDER.x	-0.283073550131899	0.00031344682723855	0.00531935628773939	cystathionine (interacts with) GENDER.x
cysteinylglycine disulfide*	GENDER.x	-0.324244252806652	3.23617933428721e-05	0.000780771579412496	cysteinylglycine disulfide* (interacts with) GENDER.x
dimethyl sulfone	GENDER.x	-0.234865193850306	0.00297380175526607	0.0315915973325384	dimethyl sulfone (interacts with) GENDER.x
docosapentaenoylcarnitine (C22:5n3)*	GENDER.x	-0.306697014973389	8.87721822149246e-05	0.00184534329334671	docosapentaenoylcarnitine (C22:5n3)* (interacts with) GENDER.x
epiandrosterone sulfate	GENDER.x	-0.309525270277929	7.57666383659483e-05	0.00161104988997099	epiandrosterone sulfate (interacts with) GENDER.x
ethylmalonate	GENDER.x	-0.225691408772248	0.00435472152931426	0.0420212567312079	ethylmalonate (interacts with) GENDER.x
gamma-glutamylglutamate	GENDER.x	-0.269420965997288	0.000618881220474377	0.00925731549525527	gamma-glutamylglutamate (interacts with) GENDER.x
gamma-glutamylleucine	GENDER.x	-0.224197664799266	0.00462744215761757	0.0439774702499319	gamma-glutamylleucine (interacts with) GENDER.x
glutarylcarnitine (C5-DC)	GENDER.x	-0.299072432015767	0.000134988314081763	0.00263479404180606	glutarylcarnitine (C5-DC) (interacts with) GENDER.x
glycerol	GENDER.x	0.36370819147062	2.63584258308747e-06	8.51087129160921e-05	glycerol (interacts with) GENDER.x
guaiacol sulfate	GENDER.x	-0.225904040373023	0.00431709659783008	0.0417537663427343	guaiacol sulfate (interacts with) GENDER.x
guanidinoacetate	GENDER.x	-0.269208262030195	0.000625303075163508	0.00933260061511878	guanidinoacetate (interacts with) GENDER.x
hydroxy-N6,N6,N6-trimethyllysine*	GENDER.x	-0.368187601754075	1.9399727424485e-06	6.47075151944158e-05	hydroxy-N6,N6,N6-trimethyllysine* (interacts with) GENDER.x
hypotaurine	GENDER.x	-0.235505332639289	0.00289413209773404	0.0309591588352776	hypotaurine (interacts with) GENDER.x
isoeugenol sulfate	GENDER.x	-0.229187645628229	0.00377197667578955	0.0378547854290062	isoeugenol sulfate (interacts with) GENDER.x
laurate (12:0)	GENDER.x	0.292886197687338	0.000188070480059421	0.00347767172524933	laurate (12:0) (interacts with) GENDER.x
linolenoylcarnitine (C18:3)*	GENDER.x	-0.273900857851815	0.000496975264388189	0.00775330852881745	linolenoylcarnitine (C18:3)* (interacts with) GENDER.x
malonylcarnitine	GENDER.x	-0.221829529166392	0.00509128360935285	0.0471668284434323	malonylcarnitine (interacts with) GENDER.x
methylmalonate (MMA)	GENDER.x	-0.320617592952708	4.00733052980939e-05	0.000938802483539505	methylmalonate (MMA) (interacts with) GENDER.x
methylsuccinoylcarnitine	GENDER.x	-0.226331365507897	0.00424236342017714	0.0412353056929935	methylsuccinoylcarnitine (interacts with) GENDER.x
N,N,N-trimethyl-alanylproline betaine (TMAP)	GENDER.x	-0.343656767043564	9.83364539663967e-06	0.000275006741348684	N,N,N-trimethyl-alanylproline betaine (TMAP) (interacts with) GENDER.x
N,N-dimethylalanine	GENDER.x	0.219931463581354	0.00549264555113038	0.0498457676395066	N,N-dimethylalanine (interacts with) GENDER.x
N-acetyl-aspartyl-glutamate (NAAG)	GENDER.x	-0.254647174991566	0.001242901421038	0.0161175943777399	N-acetyl-aspartyl-glutamate (NAAG) (interacts with) GENDER.x
N-acetyl-beta-alanine	GENDER.x	-0.231450843346087	0.00343318524409586	0.0352642199053932	N-acetyl-beta-alanine (interacts with) GENDER.x
N-acetylcarnosine	GENDER.x	-0.375653746633213	1.15191156990768e-06	4.06416834698539e-05	N-acetylcarnosine (interacts with) GENDER.x
N-acetylneuraminate	GENDER.x	-0.245743012653463	0.00185646505129156	0.0219849179228541	N-acetylneuraminate (interacts with) GENDER.x
N-acetylthreonine	GENDER.x	-0.228037396451394	0.00395544717304475	0.0391968488368858	N-acetylthreonine (interacts with) GENDER.x
N-methylpipecolate	GENDER.x	-0.306543007022187	8.95371400311262e-05	0.00185898979826421	N-methylpipecolate (interacts with) GENDER.x
N1-methylinosine	GENDER.x	-0.251293309879258	0.00144807581566386	0.0181352010144854	N1-methylinosine (interacts with) GENDER.x
N6,N6,N6-trimethyllysine	GENDER.x	-0.389306421955356	4.29169511484417e-07	1.65584127281687e-05	N6,N6,N6-trimethyllysine (interacts with) GENDER.x
N6,N6-dimethyllysine	GENDER.x	-0.292032923986865	0.000196757639698841	0.00361458274534169	N6,N6-dimethyllysine (interacts with) GENDER.x
N6-methyllysine	GENDER.x	-0.260248478644248	0.000958640916108422	0.0131265034605705	N6-methyllysine (interacts with) GENDER.x
o-cresol sulfate	GENDER.x	-0.301419622490724	0.000118794398713984	0.00236498757929282	o-cresol sulfate (interacts with) GENDER.x
orotidine	GENDER.x	-0.338962719690966	1.32132868717605e-05	0.000357312804724062	orotidine (interacts with) GENDER.x
perfluorooctanesulfonate (PFOS)	GENDER.x	-0.267714827152861	0.000672149770379882	0.00988885972405973	perfluorooctanesulfonate (PFOS) (interacts with) GENDER.x
perfluorooctanoate (PFOA)	GENDER.x	-0.265581641279133	0.000744684212510727	0.0107226266919152	perfluorooctanoate (PFOA) (interacts with) GENDER.x
phenol sulfate	GENDER.x	0.281367002730953	0.000341922665847871	0.00571186701238466	phenol sulfate (interacts with) GENDER.x
pregnen-diol disulfate*	GENDER.x	-0.295872655638993	0.000160397474341156	0.0030440928905765	pregnen-diol disulfate* (interacts with) GENDER.x
pregnenediol sulfate (C21H34O5S)*	GENDER.x	-0.272834058203112	0.000523804566134878	0.00809137713029461	pregnenediol sulfate (C21H34O5S)* (interacts with) GENDER.x
pregnenetriol disulfate*	GENDER.x	-0.235716680464769	0.00286825520731249	0.0307469460747678	pregnenetriol disulfate* (interacts with) GENDER.x
pregnenetriol sulfate*	GENDER.x	-0.307818253312816	8.33845522403287e-05	0.00175024969801251	pregnenetriol sulfate* (interacts with) GENDER.x
propyl 4-hydroxybenzoate sulfate	GENDER.x	0.356336161359297	4.32196761912529e-06	0.0001326268292878	propyl 4-hydroxybenzoate sulfate (interacts with) GENDER.x
pyroglutamine*	GENDER.x	-0.462261027231217	9.69894387026216e-10	5.90909097306587e-08	pyroglutamine* (interacts with) GENDER.x
testosterone sulfate	GENDER.x	-0.339663726802724	1.26468568457661e-05	0.000343653879051367	testosterone sulfate (interacts with) GENDER.x
hydroxyproline	GENDER.x	-0.234437127522705	0.003028177642596	0.0320312467438131	hydroxyproline (interacts with) GENDER.x
urate	GENDER.x	-0.21993112901283	0.00549271872313684	0.0498457676395066	urate (interacts with) GENDER.x
METS	BMI.x	0.390658271731764	3.88246036875373e-07	1.51098989786071e-05	METS (interacts with) BMI.x
diabetes	BMI.x	0.26965580569266	0.0006118616777262	0.00917086081498604	diabetes (interacts with) BMI.x
VAT	BMI.x	0.527727678606698	2.39475106411646e-12	2.08082743559409e-10	VAT (interacts with) BMI.x
SAT	BMI.x	0.634721332734798	0	0	SAT (interacts with) BMI.x
