feat1	feat2	R	p	Padj	name_int	type
ATG4A	AMPD3	0.638600260645979	2.17328377516424e-11	8.11318703041331e-09	ATG4A (interacts with) AMPD3	prot-prot
ATP6V1G1	AMPD3	0.626008242048537	6.93169965870766e-11	2.25324110424826e-08	ATP6V1G1 (interacts with) AMPD3	prot-prot
CALCOCO1	AMPD3	0.515726814835687	2.71574437382682e-07	4.12664588874987e-05	CALCOCO1 (interacts with) AMPD3	prot-prot
CENPF	AMPD3	0.587844739530133	1.72833236611325e-09	4.07188762952186e-07	CENPF (interacts with) AMPD3	prot-prot
DGKA	AMPD3	0.431742733125234	2.66949829863528e-05	0.00220801723942152	DGKA (interacts with) AMPD3	prot-prot
DTYMK	AMPD3	0.587668627381917	1.75249237344133e-09	4.10995471689254e-07	DTYMK (interacts with) AMPD3	prot-prot
EIF4EBP1	AMPD3	0.622239442076714	9.71032143581851e-11	3.01848165739524e-08	EIF4EBP1 (interacts with) AMPD3	prot-prot
GLRX	AMPD3	0.487830650558276	1.4293752590433e-06	0.000174376991222004	GLRX (interacts with) AMPD3	prot-prot
HAGH	AMPD3	0.669085273502166	1.03850261723437e-12	5.17839751661722e-10	HAGH (interacts with) AMPD3	prot-prot
INPP5D	AMPD3	0.481754781444824	2.01351455864085e-06	0.000235567443580396	INPP5D (interacts with) AMPD3	prot-prot
LXN	AMPD3	0.501444119615371	6.47373461282186e-07	8.93793036867018e-05	LXN (interacts with) AMPD3	prot-prot
PSME1	AMPD3	0.598922193652918	7.09644343288574e-10	1.82236667356506e-07	PSME1 (interacts with) AMPD3	prot-prot
PSMG3	AMPD3	0.665210806241414	1.55875312657372e-12	7.48201500755385e-10	PSMG3 (interacts with) AMPD3	prot-prot
RANBP1	AMPD3	0.596421401148251	8.70161276367298e-10	2.15900884803017e-07	RANBP1 (interacts with) AMPD3	prot-prot
TGM2	AMPD3	0.630657602761438	4.54469795130308e-11	1.53562951828241e-08	TGM2 (interacts with) AMPD3	prot-prot
ANXA4	ANGPT1	0.571695255538727	5.96809179853608e-09	1.30991963578125e-06	ANXA4 (interacts with) ANGPT1	prot-prot
CDC26	ANGPT1	0.578281849882005	3.6295384475693e-09	8.06983093797227e-07	CDC26 (interacts with) ANGPT1	prot-prot
CDKN1A	ANGPT1	0.548395618329752	3.18450799063896e-08	6.03528894462056e-06	CDKN1A (interacts with) ANGPT1	prot-prot
CDKN2D	ANGPT1	0.560142298615758	1.3912617724543e-08	2.82431638866612e-06	CDKN2D (interacts with) ANGPT1	prot-prot
DAB2	ANGPT1	0.645785636293192	1.09441344875449e-11	4.39133396312741e-09	DAB2 (interacts with) ANGPT1	prot-prot
DBI	ANGPT1	0.466221689972174	4.69536666525272e-06	0.000494168098211844	DBI (interacts with) ANGPT1	prot-prot
DUT	ANGPT1	0.526945158677045	1.33426591997221e-07	2.1617633328004e-05	DUT (interacts with) ANGPT1	prot-prot
FKBP5	ANGPT1	0.688334331302173	1.25677246387568e-13	7.25256558928706e-11	FKBP5 (interacts with) ANGPT1	prot-prot
JPT2	ANGPT1	0.592317988094819	1.21136944919442e-09	2.94862250761258e-07	JPT2 (interacts with) ANGPT1	prot-prot
MGMT	ANGPT1	0.636606993499669	2.62052601840423e-11	9.41190323812878e-09	MGMT (interacts with) ANGPT1	prot-prot
NEXN	ANGPT1	0.565742664929027	9.26798593425815e-09	1.97511932607261e-06	NEXN (interacts with) ANGPT1	prot-prot
PPP1R14A	ANGPT1	0.411221866084322	6.89090554297778e-05	0.00476976965885901	PPP1R14A (interacts with) ANGPT1	prot-prot
PRTFDC1	ANGPT1	0.466978972209503	4.50979196120471e-06	0.000478559741998913	PRTFDC1 (interacts with) ANGPT1	prot-prot
PSTPIP2	ANGPT1	0.592053819872495	1.23724941403225e-09	2.99741178795737e-07	PSTPIP2 (interacts with) ANGPT1	prot-prot
RBPMS2	ANGPT1	0.614772286992357	1.86883397645943e-10	5.42278604694668e-08	RBPMS2 (interacts with) ANGPT1	prot-prot
SPARC	ANGPT1	0.638882040083125	2.11630712954047e-11	7.99217163038226e-09	SPARC (interacts with) ANGPT1	prot-prot
TACC3	ANGPT1	0.566623225670107	8.68853811120118e-09	1.85934715579705e-06	TACC3 (interacts with) ANGPT1	prot-prot
CDC26	ANXA4	0.600066922616322	6.46023456951639e-10	1.70152639738647e-07	CDC26 (interacts with) ANXA4	prot-prot
CDKN1A	ANXA4	0.519548448451974	2.13791647496464e-07	3.30733102874048e-05	CDKN1A (interacts with) ANXA4	prot-prot
CDKN2D	ANXA4	0.660508611884048	2.53153054075028e-12	1.15061423515871e-09	CDKN2D (interacts with) ANXA4	prot-prot
DAB2	ANXA4	0.690764678947554	9.52571355128384e-14	5.55955281811293e-11	DAB2 (interacts with) ANXA4	prot-prot
DBI	ANXA4	0.484590187031101	1.71737925835913e-06	0.000205126973742616	DBI (interacts with) ANXA4	prot-prot
DUT	ANXA4	0.634479236377725	3.19519966041071e-11	1.1317617555772e-08	DUT (interacts with) ANXA4	prot-prot
ENO1	ANXA4	0.554788489309993	2.03723966585301e-08	3.97842696723234e-06	ENO1 (interacts with) ANXA4	prot-prot
FKBP5	ANXA4	0.763639885879328	0	0	FKBP5 (interacts with) ANXA4	prot-prot
JPT2	ANXA4	0.62218660843225	9.75599601105159e-11	3.01848165739524e-08	JPT2 (interacts with) ANXA4	prot-prot
MGMT	ANXA4	0.542377358843884	4.80845780970185e-08	8.5750830939683e-06	MGMT (interacts with) ANXA4	prot-prot
NEXN	ANXA4	0.639551266246346	1.98669969364573e-11	7.61469375116752e-09	NEXN (interacts with) ANXA4	prot-prot
NT5C	ANXA4	0.507636696654812	4.46364697648249e-07	6.43968844697025e-05	NT5C (interacts with) ANXA4	prot-prot
PLEKHO1	ANXA4	0.438589693917086	1.91860286764545e-05	0.0016589131865702	PLEKHO1 (interacts with) ANXA4	prot-prot
PPP1R14A	ANXA4	0.559455461237716	1.46157681513159e-08	2.93228848535776e-06	PPP1R14A (interacts with) ANXA4	prot-prot
PRTFDC1	ANXA4	0.59673840301504	8.48039416467827e-10	2.13379127960318e-07	PRTFDC1 (interacts with) ANXA4	prot-prot
PSTPIP2	ANXA4	0.649166989538938	7.87458986906131e-12	3.3424705427685e-09	PSTPIP2 (interacts with) ANXA4	prot-prot
RBPMS2	ANXA4	0.658183931527597	3.20721227353715e-12	1.44493352955147e-09	RBPMS2 (interacts with) ANXA4	prot-prot
TACC3	ANXA4	0.729227572117925	8.88178419700125e-16	7.73166841284719e-13	TACC3 (interacts with) ANXA4	prot-prot
GDF15	APEX1	0.447606635905745	1.22830396098728e-05	0.00112680510899603	GDF15 (interacts with) APEX1	prot-prot
LBR	APEX1	0.43373971390876	2.42611467315967e-05	0.00203936578745468	LBR (interacts with) APEX1	prot-prot
NPM1	APEX1	0.422140819273713	4.19232324933017e-05	0.00315252887387405	NPM1 (interacts with) APEX1	prot-prot
DKK3	APLP1	0.446972632172167	1.26795568942129e-05	0.00115056897895189	DKK3 (interacts with) APLP1	prot-prot
ENPP2	APLP1	0.441196153710683	1.68873952142157e-05	0.00148009661809235	ENPP2 (interacts with) APLP1	prot-prot
SYT1	APLP1	0.542654362297911	4.71895100773168e-08	8.47431201947898e-06	SYT1 (interacts with) APLP1	prot-prot
DBI	APP	0.428764523816824	3.0751450013522e-05	0.00248561486905014	DBI (interacts with) APP	prot-prot
DDAH1	APP	0.410741174502259	7.04056711784418e-05	0.00486026246199566	DDAH1 (interacts with) APP	prot-prot
SYT1	APP	0.447133101749173	1.25780777358031e-05	0.00114338065931123	SYT1 (interacts with) APP	prot-prot
ATP6V1G1	ATG4A	0.623489838329048	8.68722871416594e-11	2.7372764831875e-08	ATP6V1G1 (interacts with) ATG4A	prot-prot
CALCOCO1	ATG4A	0.556954668733049	1.7473408053803e-08	3.46499705653793e-06	CALCOCO1 (interacts with) ATG4A	prot-prot
CENPF	ATG4A	0.632823782184495	3.7242209316446e-11	1.29240531790045e-08	CENPF (interacts with) ATG4A	prot-prot
DGKA	ATG4A	0.498463407995515	7.72231967927084e-07	0.000104648638186636	DGKA (interacts with) ATG4A	prot-prot
DTYMK	ATG4A	0.64796942693107	8.85247430915115e-12	3.69644780908946e-09	DTYMK (interacts with) ATG4A	prot-prot
EIF4EBP1	ATG4A	0.481402557148392	2.05349709148095e-06	0.000239699115041958	EIF4EBP1 (interacts with) ATG4A	prot-prot
GGCT	ATG4A	0.582370215788004	2.65072852556614e-09	6.1026447609588e-07	GGCT (interacts with) ATG4A	prot-prot
GLRX	ATG4A	0.54550737909901	3.8847909333839e-08	7.16941651986143e-06	GLRX (interacts with) ATG4A	prot-prot
HAGH	ATG4A	0.815504913528935	0	0	HAGH (interacts with) ATG4A	prot-prot
INPP5D	ATG4A	0.516061427917298	2.65976038082982e-07	4.06563372498273e-05	INPP5D (interacts with) ATG4A	prot-prot
LXN	ATG4A	0.665404529604452	1.52766688188422e-12	7.4019784012805e-10	LXN (interacts with) ATG4A	prot-prot
PSME1	ATG4A	0.752720932689937	0	0	PSME1 (interacts with) ATG4A	prot-prot
PSMG3	ATG4A	0.744584551442358	0	0	PSMG3 (interacts with) ATG4A	prot-prot
RANBP1	ATG4A	0.452027050825966	9.82502250113093e-06	0.000944893391945811	RANBP1 (interacts with) ATG4A	prot-prot
TGM2	ATG4A	0.801909055686661	0	0	TGM2 (interacts with) ATG4A	prot-prot
EDN1	ATP6AP2	-0.591138036701772	1.33112787459311e-09	3.17984779716754e-07	EDN1 (interacts with) ATP6AP2	prot-prot
EIF4EBP1	ATP6AP2	-0.580553696593991	3.04958014396561e-09	6.89984300414422e-07	EIF4EBP1 (interacts with) ATP6AP2	prot-prot
NDRG1	ATP6AP2	-0.449244478884153	1.13118310178795e-05	0.00105440225241069	NDRG1 (interacts with) ATP6AP2	prot-prot
RANBP1	ATP6AP2	-0.461801275051953	5.93018168726367e-06	0.000616546824813486	RANBP1 (interacts with) ATP6AP2	prot-prot
SERPINI1	ATP6AP2	0.546317494980804	3.67482400065455e-08	6.88828323626343e-06	SERPINI1 (interacts with) ATP6AP2	prot-prot
STC2	ATP6AP2	-0.674034024867035	6.12843109593086e-13	3.14756221087009e-10	STC2 (interacts with) ATP6AP2	prot-prot
CALCOCO1	ATP6V1G1	0.460427600295868	6.37224100108469e-06	0.000655868332296011	CALCOCO1 (interacts with) ATP6V1G1	prot-prot
CENPF	ATP6V1G1	0.545630657602761	3.85211853526357e-08	7.14241184011325e-06	CENPF (interacts with) ATP6V1G1	prot-prot
CIT	ATP6V1G1	0.482353562748758	1.94722494195609e-06	0.000228854629333787	CIT (interacts with) ATP6V1G1	prot-prot
DTYMK	ATP6V1G1	0.759959141981614	0	0	DTYMK (interacts with) ATP6V1G1	prot-prot
DUT	ATP6V1G1	0.456570744249938	7.78471147366844e-06	0.000771858651134384	DUT (interacts with) ATP6V1G1	prot-prot
EIF4EBP1	ATP6V1G1	0.713500757282237	6.21724893790088e-15	4.56168436357984e-12	EIF4EBP1 (interacts with) ATP6V1G1	prot-prot
GGCT	ATP6V1G1	0.505611398033316	5.04484701568941e-07	7.17737791484233e-05	GGCT (interacts with) ATP6V1G1	prot-prot
GLRX	ATP6V1G1	0.48975027297383	1.28095581430898e-06	0.000160072726576422	GLRX (interacts with) ATP6V1G1	prot-prot
HAGH	ATP6V1G1	0.683279912648375	2.22488694134881e-13	1.24206731856169e-10	HAGH (interacts with) ATP6V1G1	prot-prot
INPP5D	ATP6V1G1	0.653059068014512	5.36370947656906e-12	2.37482860962575e-09	INPP5D (interacts with) ATP6V1G1	prot-prot
LXN	ATP6V1G1	0.60874925152337	3.12998071905213e-10	8.55084094311262e-08	LXN (interacts with) ATP6V1G1	prot-prot
PSME1	ATP6V1G1	0.588566799337818	1.63256741458895e-09	3.86399365959854e-07	PSME1 (interacts with) ATP6V1G1	prot-prot
PSMG3	ATP6V1G1	0.692913247155789	7.41628980449605e-14	4.42907725998741e-11	PSMG3 (interacts with) ATP6V1G1	prot-prot
RANBP1	ATP6V1G1	0.710700574125603	8.88178419700125e-15	6.2488826898354e-12	RANBP1 (interacts with) ATP6V1G1	prot-prot
SERPINI1	ATP6V1G1	-0.472244725441161	3.39796275494741e-06	0.000377747547822726	SERPINI1 (interacts with) ATP6V1G1	prot-prot
TGM2	ATP6V1G1	0.621112324328132	1.07308606445145e-10	3.26291344239529e-08	TGM2 (interacts with) ATP6V1G1	prot-prot
7-hydroxyindole sulfate	C3	-0.439061394150338	1.87494584567016e-05	0.00162664220664898	7-hydroxyindole sulfate (interacts with) C3	met-prot
ursodeoxycholate	C3	0.423220022322108	3.98765088283071e-05	0.00304583561806579	ursodeoxycholate (interacts with) C3	met-prot
CENPF	CALCOCO1	0.444718396675003	1.41886910982603e-05	0.00127400555036127	CENPF (interacts with) CALCOCO1	prot-prot
DTYMK	CALCOCO1	0.431879821070057	2.65208748615464e-05	0.00220406493994988	DTYMK (interacts with) CALCOCO1	prot-prot
EIF4EBP1	CALCOCO1	0.419604804339403	4.71244029671691e-05	0.00346253123947612	EIF4EBP1 (interacts with) CALCOCO1	prot-prot
GGCT	CALCOCO1	0.419633068727733	4.70632613116528e-05	0.00346253123947612	GGCT (interacts with) CALCOCO1	prot-prot
GLRX	CALCOCO1	0.509791835440809	3.91512565922625e-07	5.72879925520969e-05	GLRX (interacts with) CALCOCO1	prot-prot
HAGH	CALCOCO1	0.563875876157937	1.06207962424776e-08	2.22646569393326e-06	HAGH (interacts with) CALCOCO1	prot-prot
LXN	CALCOCO1	0.471734000211335	3.49326739579325e-06	0.000386668563465391	LXN (interacts with) CALCOCO1	prot-prot
PSME1	CALCOCO1	0.500140889718573	6.99410488635976e-07	9.55364965328291e-05	PSME1 (interacts with) CALCOCO1	prot-prot
PSMG3	CALCOCO1	0.603659610439928	4.79923212282074e-10	1.28379459285455e-07	PSMG3 (interacts with) CALCOCO1	prot-prot
TGM2	CALCOCO1	0.613398612236272	2.10411021939194e-10	6.00372782599834e-08	TGM2 (interacts with) CALCOCO1	prot-prot
ECHDC3	CBS	0.545404113122617	3.91236243402204e-08	7.17639052183472e-06	ECHDC3 (interacts with) CBS	prot-prot
glycoursodeoxycholic acid sulfate (1)	CBS	0.449694284043286	1.10579905423513e-05	0.00104018020925854	glycoursodeoxycholic acid sulfate (1) (interacts with) CBS	met-prot
PSMG3	CCT5	0.431633264062555	2.68347798817459e-05	0.00221298295015807	PSMG3 (interacts with) CCT5	prot-prot
CDKN1A	CDC26	0.585889894684935	2.01533056909398e-09	4.70488081948485e-07	CDKN1A (interacts with) CDC26	prot-prot
CDKN2D	CDC26	0.719277235743722	2.88657986402541e-15	2.35324987010071e-12	CDKN2D (interacts with) CDC26	prot-prot
DAB2	CDC26	0.746011059842908	0	0	DAB2 (interacts with) CDC26	prot-prot
DBI	CDC26	0.680391673417632	3.06421554796543e-13	1.65661168993163e-10	DBI (interacts with) CDC26	prot-prot
DUT	CDC26	0.676305871579022	4.79172257428218e-13	2.55712976566654e-10	DUT (interacts with) CDC26	prot-prot
EDIL3	CDC26	-0.435014617308302	2.28175310308387e-05	0.00193065633236224	EDIL3 (interacts with) CDC26	prot-prot
ENO1	CDC26	0.503892078475573	5.59379929043757e-07	7.89278932848554e-05	ENO1 (interacts with) CDC26	prot-prot
FKBP5	CDC26	0.695625374238315	5.41788836017076e-14	3.27367936680436e-11	FKBP5 (interacts with) CDC26	prot-prot
JPT2	CDC26	0.852101017928217	0	0	JPT2 (interacts with) CDC26	prot-prot
LBR	CDC26	0.466813720962403	4.54968878638162e-06	0.000481797971275382	LBR (interacts with) CDC26	prot-prot
MGMT	CDC26	0.637003249322443	2.52509124720746e-11	9.13300608849119e-09	MGMT (interacts with) CDC26	prot-prot
NEXN	CDC26	0.718238174069247	3.33066907387547e-15	2.63174097898837e-12	NEXN (interacts with) CDC26	prot-prot
PPP1CC	CDC26	0.460797435807122	6.25027240364062e-06	0.000644606406929683	PPP1CC (interacts with) CDC26	prot-prot
PPP1R14A	CDC26	0.435859955619739	2.1905034573555e-05	0.00186019370276037	PPP1R14A (interacts with) CDC26	prot-prot
PRTFDC1	CDC26	0.496812370117291	8.50868111967884e-07	0.000112921411448761	PRTFDC1 (interacts with) CDC26	prot-prot
PSRC1	CDC26	0.48050650077295	2.15861560759478e-06	0.000250262974280063	PSRC1 (interacts with) CDC26	prot-prot
PSTPIP2	CDC26	0.77269205029763	0	0	PSTPIP2 (interacts with) CDC26	prot-prot
RBPMS2	CDC26	0.676235426719735	4.82947015711943e-13	2.55712976566654e-10	RBPMS2 (interacts with) CDC26	prot-prot
TACC3	CDC26	0.7970483603959	0	0	TACC3 (interacts with) CDC26	prot-prot
CDKN2D	CDKN1A	0.641558944736008	1.64206426234159e-11	6.38912276620183e-09	CDKN2D (interacts with) CDKN1A	prot-prot
DAB2	CDKN1A	0.78063470818217	0	0	DAB2 (interacts with) CDKN1A	prot-prot
DBI	CDKN1A	0.56676411538868	8.59909832229278e-09	1.84790665202074e-06	DBI (interacts with) CDKN1A	prot-prot
DUT	CDKN1A	0.462928392800535	5.58916837656298e-06	0.000583454650041209	DUT (interacts with) CDKN1A	prot-prot
FKBP5	CDKN1A	0.661406783839949	2.30926389122033e-12	1.0685026437214e-09	FKBP5 (interacts with) CDKN1A	prot-prot
JPT2	CDKN1A	0.635218907400232	2.98290281364189e-11	1.06390200353227e-08	JPT2 (interacts with) CDKN1A	prot-prot
MGMT	CDKN1A	0.474247774381515	3.04730643785334e-06	0.000343730718276372	MGMT (interacts with) CDKN1A	prot-prot
NEXN	CDKN1A	0.719083512380684	3.10862446895044e-15	2.49467113633273e-12	NEXN (interacts with) CDKN1A	prot-prot
PPP1R14A	CDKN1A	0.448170194780036	1.19403665379547e-05	0.00110504902348363	PPP1R14A (interacts with) CDKN1A	prot-prot
PRTFDC1	CDKN1A	0.501620231763587	6.40629232551149e-07	8.86865697677277e-05	PRTFDC1 (interacts with) CDKN1A	prot-prot
PSTPIP2	CDKN1A	0.686766933183051	1.50324197534246e-13	8.57850087262098e-11	PSTPIP2 (interacts with) CDKN1A	prot-prot
RBPMS2	CDKN1A	0.638952484942411	2.1022961149697e-11	7.99217163038226e-09	RBPMS2 (interacts with) CDKN1A	prot-prot
TACC3	CDKN1A	0.707055052657532	1.37667655053519e-14	9.42748101806501e-12	TACC3 (interacts with) CDKN1A	prot-prot
DAB2	CDKN2D	0.848332217956395	0	0	DAB2 (interacts with) CDKN2D	prot-prot
DBI	CDKN2D	0.443327110704096	1.52024102848536e-05	0.00135554825039944	DBI (interacts with) CDKN2D	prot-prot
DUSP3	CDKN2D	0.468634426402733	4.12787543080384e-06	0.000443530715744948	DUSP3 (interacts with) CDKN2D	prot-prot
DUT	CDKN2D	0.729703074918108	8.88178419700125e-16	7.73166841284719e-13	DUT (interacts with) CDKN2D	prot-prot
EDIL3	CDKN2D	-0.500722059807686	6.75733852428806e-07	9.25485084286493e-05	EDIL3 (interacts with) CDKN2D	prot-prot
ENO1	CDKN2D	0.544820541720968	4.07170914762389e-08	7.44209899722289e-06	ENO1 (interacts with) CDKN2D	prot-prot
FKBP5	CDKN2D	0.708270226480223	1.17683640610267e-14	8.16788078613958e-12	FKBP5 (interacts with) CDKN2D	prot-prot
JPT2	CDKN2D	0.724542988975379	1.33226762955019e-15	1.12172566317537e-12	JPT2 (interacts with) CDKN2D	prot-prot
MGMT	CDKN2D	0.593106909843975	1.13712883553774e-09	2.78109223777229e-07	MGMT (interacts with) CDKN2D	prot-prot
NEXN	CDKN2D	0.729298016977211	8.88178419700125e-16	7.73166841284719e-13	NEXN (interacts with) CDKN2D	prot-prot
PPP1CC	CDKN2D	0.528829558662957	1.18112823965788e-07	1.93193459837034e-05	PPP1CC (interacts with) CDKN2D	prot-prot
PPP1R14A	CDKN2D	0.544345038920785	4.20609782558756e-08	7.66046752915522e-06	PPP1R14A (interacts with) CDKN2D	prot-prot
PRTFDC1	CDKN2D	0.509439611144377	4.00017618584769e-07	5.83662070753231e-05	PRTFDC1 (interacts with) CDKN2D	prot-prot
PSRC1	CDKN2D	0.44877095193873	1.1584955727395e-05	0.00107790457637502	PSRC1 (interacts with) CDKN2D	prot-prot
PSTPIP2	CDKN2D	0.774646895142827	0	0	PSTPIP2 (interacts with) CDKN2D	prot-prot
RBPMS2	CDKN2D	0.747807403754711	0	0	RBPMS2 (interacts with) CDKN2D	prot-prot
TACC3	CDKN2D	0.819044767708077	0	0	TACC3 (interacts with) CDKN2D	prot-prot
ESPL1	CEBPB	0.42606812017893	3.49135273829404e-05	0.002767249669102	ESPL1 (interacts with) CEBPB	prot-prot
CIT	CENPF	0.454457398471347	8.67843175367256e-06	0.000850618807001188	CIT (interacts with) CENPF	prot-prot
DTYMK	CENPF	0.509122609277588	4.07821608483516e-07	5.93363110813411e-05	DTYMK (interacts with) CENPF	prot-prot
EIF4EBP1	CENPF	0.425557394949104	3.57587983117469e-05	0.00279965225806604	EIF4EBP1 (interacts with) CENPF	prot-prot
GGCT	CENPF	0.526771365804857	1.34930218997908e-07	2.17925032947565e-05	GGCT (interacts with) CENPF	prot-prot
GLRX	CENPF	0.565390440632595	9.50994261117444e-09	2.01830848144595e-06	GLRX (interacts with) CENPF	prot-prot
HAGH	CENPF	0.662692402521926	2.02327044007689e-12	9.62177498169897e-10	HAGH (interacts with) CENPF	prot-prot
INPP5D	CENPF	0.532193300693882	9.48382781196244e-08	1.59179541314507e-05	INPP5D (interacts with) CENPF	prot-prot
LXN	CENPF	0.568789405093163	7.4066439648135e-09	1.60508537566591e-06	LXN (interacts with) CENPF	prot-prot
PSME1	CENPF	0.642721284914233	1.46962442215681e-11	5.80614694784414e-09	PSME1 (interacts with) CENPF	prot-prot
PSMG3	CENPF	0.661442006269592	2.30082619623317e-12	1.0685026437214e-09	PSMG3 (interacts with) CENPF	prot-prot
RANBP1	CENPF	0.424218942622662	3.80654175167194e-05	0.00293549526074881	RANBP1 (interacts with) CENPF	prot-prot
TGM2	CENPF	0.74416188228664	0	0	TGM2 (interacts with) CENPF	prot-prot
HAGH	CIT	0.411574090380754	6.7831246424177e-05	0.0047142257325382	HAGH (interacts with) CIT	prot-prot
INPP5D	CIT	0.513895248494241	3.04252891769607e-07	4.58253035814869e-05	INPP5D (interacts with) CIT	prot-prot
PBK	CIT	0.443010108837308	1.54426834049204e-05	0.00136983803052973	PBK (interacts with) CIT	prot-prot
PSME1	CIT	0.456799690042619	7.69326111171864e-06	0.000765747850189669	PSME1 (interacts with) CIT	prot-prot
PSMG3	CIT	0.449579091965764	1.11224836238932e-05	0.00104433411137689	PSMG3 (interacts with) CIT	prot-prot
TGM2	CIT	0.467436863794865	4.40095554488096e-06	0.000468948292085241	TGM2 (interacts with) CIT	prot-prot
TIGAR	CLSPN	0.423762916786348	3.88824846111469e-05	0.00298060359646045	TIGAR (interacts with) CLSPN	prot-prot
COL6A3	COL15A1	0.485911028142721	1.59393356158333e-06	0.000192170018128919	COL6A3 (interacts with) COL15A1	prot-prot
COLEC12	COL15A1	0.49045688095682	1.23008554742121e-06	0.000156012411430595	COLEC12 (interacts with) COL15A1	prot-prot
CYTL1	COL15A1	0.521890740023247	1.8436535187405e-07	2.88689160739365e-05	CYTL1 (interacts with) COL15A1	prot-prot
GAS6	COL15A1	0.412754041773802	6.43336859904586e-05	0.00452365898261136	GAS6 (interacts with) COL15A1	prot-prot
GM2A	COL15A1	0.43069986967701	2.805484579671e-05	0.00229808114851519	GM2A (interacts with) COL15A1	prot-prot
LMOD1	COL15A1	0.441583600436758	1.65685826163386e-05	0.00145962676359374	LMOD1 (interacts with) COL15A1	prot-prot
NPDC1	COL15A1	0.579021520904512	3.4300242646168e-09	7.69284044675629e-07	NPDC1 (interacts with) COL15A1	prot-prot
PIK3IP1	COL15A1	0.447800359268782	1.2164219288735e-05	0.00111963136679109	PIK3IP1 (interacts with) COL15A1	prot-prot
SYT1	COL15A1	0.427917297735198	3.20064593370972e-05	0.00256451131287568	SYT1 (interacts with) COL15A1	prot-prot
TNFRSF19	COL15A1	0.488986338044691	1.338186231159e-06	0.000164735037881586	TNFRSF19 (interacts with) COL15A1	prot-prot
TNFRSF21	COL15A1	0.423850973248152	3.8723450014766e-05	0.00297729998915925	TNFRSF21 (interacts with) COL15A1	prot-prot
COLEC12	COL6A3	0.625597132887667	7.19291293194146e-11	2.30060475845823e-08	COLEC12 (interacts with) COL6A3	prot-prot
CTSZ	COL6A3	0.422408707077656	4.14062385911684e-05	0.00312738884418002	CTSZ (interacts with) COL6A3	prot-prot
EFEMP1	COL6A3	0.497006093480328	8.41263783080137e-07	0.000112812814357692	EFEMP1 (interacts with) COL6A3	prot-prot
FAS	COL6A3	0.486844422528266	1.51180353502589e-06	0.000182766109028625	FAS (interacts with) COL6A3	prot-prot
GAS6	COL6A3	0.422792434222113	4.06760319935362e-05	0.00309041568518938	GAS6 (interacts with) COL6A3	prot-prot
GM2A	COL6A3	0.489609383255257	1.29133361559397e-06	0.000160977899264336	GM2A (interacts with) COL6A3	prot-prot
GPC1	COL6A3	0.441444654316624	1.66822615319528e-05	0.00146712491828955	GPC1 (interacts with) COL6A3	prot-prot
IGFBP7	COL6A3	0.425575006163925	3.57293360604416e-05	0.00279965225806604	IGFBP7 (interacts with) COL6A3	prot-prot
