feat1	feat2	R	p	Padj	name_int
SPEG	AGE.x	-0.303192967781585	0.000107783083436175	0.00080353727587592	SPEG (interacts with) AGE.x
EVC	AGE.x	0.236826731084819	0.00273574644524155	0.0131791265833277	EVC (interacts with) AGE.x
TEAD2	AGE.x	-0.195810532066263	0.0136755806354198	0.0497090612638823	TEAD2 (interacts with) AGE.x
TXK	AGE.x	-0.229213828829982	0.00376789098916541	0.017241624917343	TXK (interacts with) AGE.x
ADD2	AGE.x	-0.246391581477796	0.00180385392640048	0.00926854587977323	ADD2 (interacts with) AGE.x
FOSL2	AGE.x	0.196393084628929	0.0133925882214727	0.0488765785858301	FOSL2 (interacts with) AGE.x
FSCN1	AGE.x	0.202861006384639	0.0105787988806443	0.0403875921094532	FSCN1 (interacts with) AGE.x
MAP2	AGE.x	-0.236434846455691	0.00278188029948145	0.0133665613464656	MAP2 (interacts with) AGE.x
CARMIL1	AGE.x	-0.241019917646783	0.00228369751560864	0.0113195467262908	CARMIL1 (interacts with) AGE.x
COL4A4	AGE.x	-0.2048464512927	0.00982656040548369	0.0380384297718267	COL4A4 (interacts with) AGE.x
COBLL1	AGE.x	-0.217269185192143	0.00610324308262067	0.0257359600264912	COBLL1 (interacts with) AGE.x
PLOD1	AGE.x	0.225547455104053	0.00438036082284232	0.0195480726434137	PLOD1 (interacts with) AGE.x
P2RX5	AGE.x	-0.220197107399353	0.0054348220085072	0.0233817708208261	P2RX5 (interacts with) AGE.x
HAL	AGE.x	0.211308282726606	0.0076947711688109	0.0311414015216223	HAL (interacts with) AGE.x
LZTS3	AGE.x	-0.22259973935098	0.00493605003901787	0.0215869977758931	LZTS3 (interacts with) AGE.x
LTBP4	AGE.x	0.222199300692375	0.00501622002545643	0.0218774180324354	LTBP4 (interacts with) AGE.x
IRAK3	AGE.x	0.210775379568767	0.00785357833318412	0.0316643562944337	IRAK3 (interacts with) AGE.x
NRCAM	AGE.x	-0.468044275788274	5.6108850898795e-10	1.15537469077698e-08	NRCAM (interacts with) AGE.x
IL5RA	AGE.x	0.22836118377744	0.00390300656705334	0.017754113960898	IL5RA (interacts with) AGE.x
ITGA6	AGE.x	-0.236092847307453	0.00282271525391131	0.0135315205371646	ITGA6 (interacts with) AGE.x
SLC22A17	AGE.x	-0.239899298434871	0.00239734897192978	0.0117938075701414	SLC22A17 (interacts with) AGE.x
VNN3	AGE.x	0.251894187227592	0.00140918355934172	0.00751308865606288	VNN3 (interacts with) AGE.x
BLNK	AGE.x	-0.259417257235822	0.000996662832172923	0.00558478986579775	BLNK (interacts with) AGE.x
SEC14L2	AGE.x	-0.207372412260855	0.00893800180696669	0.0352041430136989	SEC14L2 (interacts with) AGE.x
LGALS1	AGE.x	0.206647663966195	0.00918537491428872	0.0359978496170068	LGALS1 (interacts with) AGE.x
TTC28	AGE.x	-0.29476396240503	0.000170195067706658	0.00120180363667753	TTC28 (interacts with) AGE.x
APOBEC3H	AGE.x	0.197813652189682	0.012723893951188	0.0468996955444391	APOBEC3H (interacts with) AGE.x
NTSR1	AGE.x	0.240356072570161	0.00235041860995633	0.0115980628816827	NTSR1 (interacts with) AGE.x
VSIG1	AGE.x	-0.208307276657749	0.00862762404762329	0.0341990902425514	VSIG1 (interacts with) AGE.x
PPP1R2C	AGE.x	-0.222072771824969	0.00504179309760833	0.0219705900805194	PPP1R2C (interacts with) AGE.x
RUBCNL	AGE.x	-0.208081934751006	0.00870155240402815	0.034439439160725	RUBCNL (interacts with) AGE.x
FLT1	AGE.x	-0.290922491927239	0.000208622454553442	0.00143729281398061	FLT1 (interacts with) AGE.x
PLLP	AGE.x	-0.285182363627092	0.000281297183322149	0.00186689523929166	PLLP (interacts with) AGE.x
AQP9	AGE.x	0.208596566943433	0.00853353140084323	0.0338943073907029	AQP9 (interacts with) AGE.x
CTSH	AGE.x	0.206434502703059	0.00925927424500017	0.0362348211877463	CTSH (interacts with) AGE.x
CEACAM4	AGE.x	0.224120797221496	0.00464188188169334	0.0205133498418661	CEACAM4 (interacts with) AGE.x
CD79A	AGE.x	-0.230699867350126	0.00354243316823077	0.0163755604776471	CD79A (interacts with) AGE.x
SIGLEC6	AGE.x	-0.209581676495209	0.00821990027032493	0.0328726963207176	SIGLEC6 (interacts with) AGE.x
TSPAN13	AGE.x	-0.216457649811777	0.00630104753094241	0.0264230297980651	TSPAN13 (interacts with) AGE.x
AEBP1	AGE.x	-0.254385128845375	0.00125791908093187	0.00681781349323557	AEBP1 (interacts with) AGE.x
PTGDS	AGE.x	0.23512905388199	0.00294072554848279	0.014008251769821	PTGDS (interacts with) AGE.x
LGALS3BP	AGE.x	-0.234679892648955	0.00299723074386082	0.0142338302948458	LGALS3BP (interacts with) AGE.x
CCL8	AGE.x	-0.195743695641624	0.0137083805612073	0.0498042045840673	CCL8 (interacts with) AGE.x
PMP22	AGE.x	0.196073342734226	0.0135472712629408	0.0493339687250489	PMP22 (interacts with) AGE.x
CRTAM	AGE.x	-0.21787821737253	0.00595845476692247	0.0252303850278342	CRTAM (interacts with) AGE.x
NECTIN1	AGE.x	0.196106839504147	0.0135309933977703	0.0492869246955797	NECTIN1 (interacts with) AGE.x
POU2AF1	AGE.x	-0.225897648607775	0.00431822334484222	0.0193166703622203	POU2AF1 (interacts with) AGE.x
ASIC1	AGE.x	-0.280617119587769	0.000355177978546006	0.00228843408348243	ASIC1 (interacts with) AGE.x
BCL7A	AGE.x	-0.211825960079935	0.00754323713504634	0.0306384977890273	BCL7A (interacts with) AGE.x
ALDH2	AGE.x	0.220309778352725	0.00541046136926582	0.0232945138768522	ALDH2 (interacts with) AGE.x
SLC26A8	AGE.x	0.202244976628734	0.0108222885095235	0.0411420083351006	SLC26A8 (interacts with) AGE.x
BACH2	AGE.x	-0.294815730140362	0.000169725455399394	0.00119886290427886	BACH2 (interacts with) AGE.x
RBM24	AGE.x	-0.349651578844808	6.69626912008781e-06	6.69822112028352e-05	RBM24 (interacts with) AGE.x
VNN2	AGE.x	0.227473519374526	0.00404828718222117	0.0183050948596672	VNN2 (interacts with) AGE.x
SLC16A10	AGE.x	-0.37489280379809	1.2154875608239e-06	1.42028988666674e-05	SLC16A10 (interacts with) AGE.x
CCR6	AGE.x	-0.244657362344144	0.00194766420818171	0.00989299280330505	CCR6 (interacts with) AGE.x
PTK7	AGE.x	-0.352979825947767	5.39134235522098e-06	5.5063164254333e-05	PTK7 (interacts with) AGE.x
SLC29A1	AGE.x	0.201859148447902	0.0109772900254557	0.0416215968606658	SLC29A1 (interacts with) AGE.x
PDGFRB	AGE.x	0.256058444760988	0.00116480471905422	0.00638214695978583	PDGFRB (interacts with) AGE.x
PFKFB4	AGE.x	0.204755096465642	0.00986010784530666	0.0381432852640184	PFKFB4 (interacts with) AGE.x
DNAH6	AGE.x	-0.354214638693502	4.97163816515211e-06	5.11634062045141e-05	DNAH6 (interacts with) AGE.x
RALGPS2	AGE.x	-0.196435716881556	0.0133720810611022	0.0488151501786965	RALGPS2 (interacts with) AGE.x
HPCAL4	AGE.x	-0.31639069513057	5.12333612872062e-05	0.000415500982169853	HPCAL4 (interacts with) AGE.x
CR2	AGE.x	-0.338454408445539	1.36389143845506e-05	0.00012718922986528	CR2 (interacts with) AGE.x
CNN3	AGE.x	-0.300628942302156	0.000124035120953714	0.000909570959462907	CNN3 (interacts with) AGE.x
RCAN3	AGE.x	-0.24164417563168	0.00222252763802278	0.0110623213026406	RCAN3 (interacts with) AGE.x
ELOVL4	AGE.x	-0.245528278362098	0.00187418927961547	0.00957511580500558	ELOVL4 (interacts with) AGE.x
SATB2	AGE.x	0.294390930194543	0.00017361499191626	0.00122297520466871	SATB2 (interacts with) AGE.x
KLHL29	AGE.x	-0.3358751571616	1.60056823430565e-05	0.00014683311734372	KLHL29 (interacts with) AGE.x
SFRP5	AGE.x	-0.473090931301258	3.4511238311552e-10	7.32981114243309e-09	SFRP5 (interacts with) AGE.x
EPHX2	AGE.x	-0.270720894503804	0.000580936926855902	0.00350702052724263	EPHX2 (interacts with) AGE.x
SCPEP1	AGE.x	0.199957445464644	0.0117701630577114	0.04404134303124	SCPEP1 (interacts with) AGE.x
PLBD1	AGE.x	0.2037441030462	0.0102381684166757	0.0393311202852029	PLBD1 (interacts with) AGE.x
ZSCAN18	AGE.x	-0.213072953469277	0.00718904520948183	0.0294497257044388	ZSCAN18 (interacts with) AGE.x
DPPA4	AGE.x	-0.242674962596985	0.00212477031515168	0.010649304867893	DPPA4 (interacts with) AGE.x
DEPDC7	AGE.x	-0.254730754607744	0.00123814613715467	0.00672555014517827	DEPDC7 (interacts with) AGE.x
XPNPEP2	AGE.x	0.201939845211803	0.0109447105245519	0.0415209527281737	XPNPEP2 (interacts with) AGE.x
TRMT13	AGE.x	-0.199616387443627	0.0119175600763155	0.0444858080945825	TRMT13 (interacts with) AGE.x
TNFAIP6	AGE.x	0.198002452165602	0.0126372621816779	0.0466426732604842	TNFAIP6 (interacts with) AGE.x
PMEPA1	AGE.x	-0.260172457139502	0.000962062210049019	0.00541793330433476	PMEPA1 (interacts with) AGE.x
H2BC11	AGE.x	-0.208004283148006	0.0087271572955181	0.0345230795526586	H2BC11 (interacts with) AGE.x
DNAH8	AGE.x	-0.197752748971643	0.0127519505078628	0.0469824241680263	DNAH8 (interacts with) AGE.x
CPNE5	AGE.x	-0.270372223580532	0.000590898193832512	0.00355895507643995	CPNE5 (interacts with) AGE.x
GPR18	AGE.x	-0.323291029734354	3.42408594771193e-05	0.000290159265642321	GPR18 (interacts with) AGE.x
CD93	AGE.x	0.203617728868769	0.0102863132170463	0.039481112856579	CD93 (interacts with) AGE.x
CCR7	AGE.x	-0.344078820631412	9.57364541598338e-06	9.24771731861625e-05	CCR7 (interacts with) AGE.x
CRYGN	AGE.x	-0.252885265159096	0.00134711412348199	0.00722949390017542	CRYGN (interacts with) AGE.x
STEAP4	AGE.x	0.265693333854709	0.000740714510491181	0.00432655284144948	STEAP4 (interacts with) AGE.x
SPINK2	AGE.x	-0.333918641282107	1.80541733878492e-05	0.000163555924272537	SPINK2 (interacts with) AGE.x
VPREB3	AGE.x	-0.204439922312292	0.00997662355308249	0.0385093690410334	VPREB3 (interacts with) AGE.x
AFDN	AGE.x	0.238297543800453	0.00256870718142665	0.0124980696070511	AFDN (interacts with) AGE.x
SESN2	AGE.x	0.210483044122181	0.00794192470942301	0.0319579863363885	SESN2 (interacts with) AGE.x
IDO1	AGE.x	-0.218572514058171	0.00579714145986632	0.0246642517509985	IDO1 (interacts with) AGE.x
TMEM204	AGE.x	-0.221899352343535	0.00507703297258688	0.0220986864336298	TMEM204 (interacts with) AGE.x
CA6	AGE.x	-0.203740451564069	0.010239556730844	0.0393358052501988	CA6 (interacts with) AGE.x
CLUHP3	AGE.x	-0.218089856055214	0.00590886320037254	0.0250562769737363	CLUHP3 (interacts with) AGE.x
RAI2	AGE.x	-0.246863422715883	0.00176643545981525	0.00910489172514176	RAI2 (interacts with) AGE.x
FCRLA	AGE.x	-0.247370600707768	0.00172700384992841	0.00893141463969629	FCRLA (interacts with) AGE.x
MATN2	AGE.x	-0.203945083665727	0.0101620099101738	0.0390919181206423	MATN2 (interacts with) AGE.x
FCRL2	AGE.x	-0.216646449787697	0.00625452600679655	0.0262617998477206	FCRL2 (interacts with) AGE.x
ATP8A2	AGE.x	-0.275010003634179	0.000470430993102067	0.00292046150734732	ATP8A2 (interacts with) AGE.x
LGR6	AGE.x	0.271311655718779	0.000564412034055106	0.00342029565114815	LGR6 (interacts with) AGE.x
PDZD2	AGE.x	-0.318077714270242	4.64685716838886e-05	0.000380945632839644	PDZD2 (interacts with) AGE.x
E2F5	AGE.x	-0.271127423484212	0.00056951830285934	0.00344705067920994	E2F5 (interacts with) AGE.x
REG4	AGE.x	-0.342709143948227	1.04419553024204e-05	9.99975106821809e-05	REG4 (interacts with) AGE.x
FST	AGE.x	-0.198463977729825	0.0124276626539208	0.0460200143615849	FST (interacts with) AGE.x
HOOK1	AGE.x	-0.235765492510495	0.00286230859838854	0.0136917300993863	HOOK1 (interacts with) AGE.x
DSC2	AGE.x	0.209802450660599	0.0081510293433249	0.032647646539305	DSC2 (interacts with) AGE.x
NT5E	AGE.x	-0.204345522324332	0.0100117575396343	0.0386199716746948	NT5E (interacts with) AGE.x
DYSF	AGE.x	0.205878760838456	0.00945441657066448	0.0368587587750078	DYSF (interacts with) AGE.x
GLUL	AGE.x	0.215178682232965	0.0066243975251723	0.027534701199042	GLUL (interacts with) AGE.x
ITM2C	AGE.x	-0.228405338610518	0.00389590391584171	0.0177270911795539	ITM2C (interacts with) AGE.x
SERPINE2	AGE.x	-0.369298843221236	1.79663358457205e-06	2.02902023329465e-05	SERPINE2 (interacts with) AGE.x
EDAR	AGE.x	-0.289742492077739	0.000221957611115542	0.0015171062951006	EDAR (interacts with) AGE.x
USP44	AGE.x	-0.258518934769751	0.00103930488932225	0.00578863069628702	USP44 (interacts with) AGE.x
TBC1D4	AGE.x	-0.25321274189813	0.00132716045948778	0.00713766869687127	TBC1D4 (interacts with) AGE.x
LMO7	AGE.x	-0.290447446826537	0.000213898701979298	0.00146902379425175	LMO7 (interacts with) AGE.x
HLX	AGE.x	0.227167480703882	0.00409949105742236	0.0184973565055859	HLX (interacts with) AGE.x
NIBAN2	AGE.x	0.21855576567321	0.00580098642652738	0.0246780910047304	NIBAN2 (interacts with) AGE.x
HEMGN	AGE.x	-0.326820371219697	2.77572441107488e-05	0.000240537631906174	HEMGN (interacts with) AGE.x
MYC	AGE.x	-0.267156533668089	0.000690477099213549	0.00407191760496073	MYC (interacts with) AGE.x
KIF13A	AGE.x	0.218443094719839	0.00582691180245609	0.024769270970375	KIF13A (interacts with) AGE.x
SLC22A23	AGE.x	-0.201804335551667	0.0109994681400543	0.0416903781106558	SLC22A23 (interacts with) AGE.x
TLR2	AGE.x	0.203882657867238	0.0101856115476395	0.0391665065922761	TLR2 (interacts with) AGE.x
RAB30	AGE.x	-0.223755377913264	0.00471108070632087	0.0207657780510746	RAB30 (interacts with) AGE.x
CYP1B1	AGE.x	0.213146037330923	0.00716875298819297	0.0293811021745558	CYP1B1 (interacts with) AGE.x
LEF1	AGE.x	-0.27712030013922	0.000423509222296392	0.0026668569655995	LEF1 (interacts with) AGE.x
PDE6H	AGE.x	0.217847329816871	0.00596572337087919	0.0252561051684612	PDE6H (interacts with) AGE.x
CD27	AGE.x	-0.275102881041688	0.000468268750979384	0.00290878396383898	CD27 (interacts with) AGE.x
MFGE8	AGE.x	-0.227140074255764	0.00410410475464307	0.0185147749449724	MFGE8 (interacts with) AGE.x
NKD1	AGE.x	-0.25404711598526	0.00127753534515662	0.00690864936652218	NKD1 (interacts with) AGE.x
ZFHX3	AGE.x	0.198500335973068	0.012411281051157	0.0459707486162376	ZFHX3 (interacts with) AGE.x
GATA6	AGE.x	0.311074842095664	6.94204383127062e-05	0.000544222306318466	GATA6 (interacts with) AGE.x
RORC	AGE.x	-0.310448063630445	7.19249139820022e-05	0.000561565843786251	RORC (interacts with) AGE.x
RAB13	AGE.x	0.201047613067537	0.0113097034564276	0.0426448856196209	RAB13 (interacts with) AGE.x
S100A8	AGE.x	0.229137699807434	0.00377978139514346	0.0172865305199547	S100A8 (interacts with) AGE.x
AFF3	AGE.x	-0.232178292968016	0.00333026537817571	0.0155496579219611	AFF3 (interacts with) AGE.x
SLC4A10	AGE.x	-0.393075459543542	3.24191811174046e-07	4.23176013107029e-06	SLC4A10 (interacts with) AGE.x
OSBPL10	AGE.x	-0.23228030585823	0.00331605722175432	0.0154943998041101	OSBPL10 (interacts with) AGE.x
CAND2	AGE.x	-0.197720774782173	0.0127667018946815	0.0470271024688343	CAND2 (interacts with) AGE.x
TM4SF19	AGE.x	0.205965591963892	0.00942368938176541	0.0367612003349275	TM4SF19 (interacts with) AGE.x
N4BP3	AGE.x	-0.229174241738257	0.00377406979214889	0.0172649946015166	N4BP3 (interacts with) AGE.x
PRSS35	AGE.x	-0.293899735903668	0.000178215881505572	0.00125150496770748	PRSS35 (interacts with) AGE.x
IGFBP3	AGE.x	0.333927776764813	1.80440579913288e-05	0.0001634738147523	IGFBP3 (interacts with) AGE.x
EPHA1	AGE.x	-0.310767805525148	7.06369035372578e-05	0.000552661174454608	EPHA1 (interacts with) AGE.x
ZNF711	AGE.x	-0.22261648773594	0.00493272206700834	0.0215749700032901	ZNF711 (interacts with) AGE.x
DOCK5	AGE.x	0.220090526767786	0.00545795606138699	0.0234647809723822	DOCK5 (interacts with) AGE.x
VLDLR	AGE.x	0.213969753354897	0.00694353914432688	0.0286200068231985	VLDLR (interacts with) AGE.x
GSN	AGE.x	0.213846424338368	0.00697685301931106	0.028732486046206	GSN (interacts with) AGE.x
ADAM12	AGE.x	-0.338442227801931	1.36492708415759e-05	0.000127275077072689	ADAM12 (interacts with) AGE.x
CNKSR2	AGE.x	-0.281636273756789	0.000337275805196935	0.00218742524766828	CNKSR2 (interacts with) AGE.x
IL18	AGE.x	0.249220535955693	0.00158987660062815	0.0083258407962621	IL18 (interacts with) AGE.x
VENTX	AGE.x	0.225833700228834	0.00432951077612254	0.0193587903805861	VENTX (interacts with) AGE.x
PDE3B	AGE.x	-0.235926886038297	0.00284272583539824	0.0136125831090136	PDE3B (interacts with) AGE.x
CAMK4	AGE.x	-0.20275290317262	0.0106211750226404	0.0405197063732342	CAMK4 (interacts with) AGE.x
RASGRP3	AGE.x	-0.195846478247032	0.01365796847913	0.0496584448471344	RASGRP3 (interacts with) AGE.x
BMP3	AGE.x	-0.222249572953616	0.00500609165420185	0.0218406649075567	BMP3 (interacts with) AGE.x
PTPRK	AGE.x	-0.247533516816022	0.00171450874555479	0.00887670930405539	PTPRK (interacts with) AGE.x
ADGRA3	AGE.x	-0.21391189529776	0.00695915021481897	0.0286724957731341	ADGRA3 (interacts with) AGE.x
BANK1	AGE.x	-0.225679919603287	0.00435676288320352	0.0194599621159129	BANK1 (interacts with) AGE.x
SCN3A	AGE.x	-0.201047613067537	0.0113097034564276	0.0426448856196209	SCN3A (interacts with) AGE.x
AK5	AGE.x	-0.232587867109326	0.00327355099830551	0.0153272184426708	AK5 (interacts with) AGE.x
RETREG1	AGE.x	-0.284682957239175	0.000288621595546434	0.00190933795956168	RETREG1 (interacts with) AGE.x
CERS3	AGE.x	-0.204583111935079	0.00992353853623751	0.0383421374131534	CERS3 (interacts with) AGE.x
OBSCN	AGE.x	-0.297107213719068	0.000150107358596774	0.00107635432529077	OBSCN (interacts with) AGE.x
JAM2	AGE.x	-0.216169229524096	0.00637271175522258	0.0266723227438867	JAM2 (interacts with) AGE.x
OXNAD1	AGE.x	-0.272899707129138	0.000522115695452019	0.00319700359094029	OXNAD1 (interacts with) AGE.x
MS4A1	AGE.x	-0.198937316562496	0.012215871471472	0.0453862786084561	MS4A1 (interacts with) AGE.x
ZFYVE9	AGE.x	-0.200744619557794	0.01143606346135	0.0430294327436476	ZFYVE9 (interacts with) AGE.x
KCNJ15	AGE.x	0.221384720151108	0.00518291102454604	0.0224790848512112	KCNJ15 (interacts with) AGE.x
RNF207	AGE.x	0.197320336123568	0.0129527158774514	0.0475806461502481	RNF207 (interacts with) AGE.x
CPA5	AGE.x	-0.320329552160361	4.07546103913248e-05	0.000338903968761509	CPA5 (interacts with) AGE.x
CDA	AGE.x	0.214694501649557	0.00675061250101061	0.0279649143388404	CDA (interacts with) AGE.x
CACHD1	AGE.x	-0.426430629482885	2.31467001121644e-08	3.70034246827721e-07	CACHD1 (interacts with) AGE.x
PDE9A	AGE.x	-0.271871965324735	0.000549140569648054	0.00334011834543952	PDE9A (interacts with) AGE.x
S100B	AGE.x	-0.361646353874674	3.03057010442309e-06	3.26579490492072e-05	S100B (interacts with) AGE.x
HK3	AGE.x	0.213750501769957	0.00700286202030309	0.0288199923632151	HK3 (interacts with) AGE.x
PAQR4	AGE.x	0.218612101149896	0.00578806240110152	0.024632038618405	PAQR4 (interacts with) AGE.x
ASRGL1	AGE.x	0.215230449968298	0.00661102797368329	0.0274893219198224	ASRGL1 (interacts with) AGE.x
BEND5	AGE.x	-0.274562364981594	0.000480982244571049	0.00297709466529772	BEND5 (interacts with) AGE.x
MXRA8	AGE.x	-0.233156040473877	0.00319631783881147	0.0150229879735987	MXRA8 (interacts with) AGE.x
IL23R	AGE.x	-0.357025936805773	4.12869860566545e-06	4.3225716176197e-05	IL23R (interacts with) AGE.x
B3GALT2	AGE.x	-0.26936123016109	0.000620678571274791	0.00371392653619536	B3GALT2 (interacts with) AGE.x
S100A9	AGE.x	0.197720774782173	0.0127667018946815	0.0470271024688343	S100A9 (interacts with) AGE.x
S100A12	AGE.x	0.290132272673187	0.000217467480432942	0.00149037997797988	S100A12 (interacts with) AGE.x
SLC22A15	AGE.x	0.264601643671366	0.000780362985344896	0.00452511580864183	SLC22A15 (interacts with) AGE.x
PROK2	AGE.x	0.218374578599545	0.00584272776582617	0.0248253824892985	PROK2 (interacts with) AGE.x
CCDC141	AGE.x	-0.217016436837282	0.0061642459540292	0.025948237946498	CCDC141 (interacts with) AGE.x
FBLN2	AGE.x	-0.31604354678775	5.22691013684629e-05	0.000422979859752544	FBLN2 (interacts with) AGE.x
AIM2	AGE.x	-0.198763742391085	0.0122931650343132	0.0456142625369085	AIM2 (interacts with) AGE.x
DNASE1L3	AGE.x	-0.205298657686637	0.00966197953214776	0.0375191475710299	DNASE1L3 (interacts with) AGE.x
HPGD	AGE.x	-0.206985676826309	0.00906926021765542	0.0356267670822505	HPGD (interacts with) AGE.x
EBF1	AGE.x	-0.200134064796956	0.011694463658414	0.0438127372071563	EBF1 (interacts with) AGE.x
CDCA7L	AGE.x	-0.339013195471044	1.31717135372078e-05	0.000123266897471964	CDCA7L (interacts with) AGE.x
EML5	AGE.x	-0.195881497597404	0.0136408295156278	0.0496063223326273	EML5 (interacts with) AGE.x
DIPK1B	AGE.x	-0.211870114913013	0.00753043565154687	0.0305958581334243	DIPK1B (interacts with) AGE.x
CLMN	AGE.x	0.198969290751966	0.0122016797910782	0.0453438287520782	CLMN (interacts with) AGE.x
JAM3	AGE.x	-0.23007560936523	0.00363562010105367	0.0167344393443974	JAM3 (interacts with) AGE.x
AMN	AGE.x	-0.21665101752905	0.00625340428987675	0.0262579909524605	AMN (interacts with) AGE.x
TUB	AGE.x	-0.24185365633602	0.00220233665956071	0.0109775945783619	TUB (interacts with) AGE.x
HDGFL3	AGE.x	0.235911660233788	0.00284456807698441	0.013619873864105	HDGFL3 (interacts with) AGE.x
CLEC4E	AGE.x	0.195816026638013	0.013672887234728	0.0497013129017238	CLEC4E (interacts with) AGE.x
CLEC4D	AGE.x	0.241525414356504	0.00223404902252522	0.0111106669945906	CLEC4D (interacts with) AGE.x
ANPEP	AGE.x	0.207102915521034	0.00902929041311551	0.0354982682100388	ANPEP (interacts with) AGE.x
ANKDD1A	AGE.x	0.235983221514983	0.00283591891798984	0.0135849420464281	ANKDD1A (interacts with) AGE.x
PPP1R14A	AGE.x	-0.302463651745572	0.000112190856318417	0.000832490216996075	PPP1R14A (interacts with) AGE.x
TMIGD2	AGE.x	-0.290447446826537	0.000213898701979298	0.00146902379425175	TMIGD2 (interacts with) AGE.x
EVPL	AGE.x	-0.213285789591872	0.00713009156610145	0.0292507270851957	EVPL (interacts with) AGE.x
ROR2	AGE.x	-0.252970457004764	0.00134189704531629	0.0072053550290524	ROR2 (interacts with) AGE.x
