feat1	feat2	R	p	Padj	name_int	type
MANSC1	AHNAK2	0.424377443556056	3.77851988164757e-05	0.00292066471206582	MANSC1 (interacts with) AHNAK2	prot-prot
MMP3	AHNAK2	0.489221936529182	1.32028366750525e-06	0.000163004252795841	MMP3 (interacts with) AHNAK2	prot-prot
NPDC1	AHNAK2	0.520006340037336	2.07709587751737e-07	3.22294997792423e-05	NPDC1 (interacts with) AHNAK2	prot-prot
PCOLCE	AHNAK2	0.419809181651341	4.66839543542541e-05	0.00344001132802653	PCOLCE (interacts with) AHNAK2	prot-prot
PIK3IP1	AHNAK2	0.543165087527738	4.55806521415525e-08	8.21411331224609e-06	PIK3IP1 (interacts with) AHNAK2	prot-prot
TGOLN2	AHNAK2	0.419393469761544	4.75839128524225e-05	0.00348631920699061	TGOLN2 (interacts with) AHNAK2	prot-prot
TIMP2	AHNAK2	0.336092423655384	0.0013675375022193	0.0455195891859903	TIMP2 (interacts with) AHNAK2	prot-prot
TNFRSF19	AHNAK2	0.459733981433348	6.60704484878316e-06	0.000675971759827695	TNFRSF19 (interacts with) AHNAK2	prot-prot
TNFRSF1B	AHNAK2	0.358159275826847	0.000612093170759387	0.0255378596671016	TNFRSF1B (interacts with) AHNAK2	prot-prot
TNFRSF21	AHNAK2	0.494727619354322	9.61005143240712e-07	0.00012559090116245	TNFRSF21 (interacts with) AHNAK2	prot-prot
1-ribosyl-imidazoleacetate*	AHNAK2	0.554218564949214	2.12081545658549e-08	4.1259500700845e-06	1-ribosyl-imidazoleacetate* (interacts with) AHNAK2	met-prot
2-hydroxyphenylacetate	AHNAK2	0.344635380209128	0.00100870135898923	0.0366904403666337	2-hydroxyphenylacetate (interacts with) AHNAK2	met-prot
EPHA4	AKAP12	0.512816674445022	3.25206066076333e-07	4.85540219583735e-05	EPHA4 (interacts with) AKAP12	prot-prot
LPCAT2	AKAP12	0.370129355511919	0.000386094094313005	0.0180599204771548	LPCAT2 (interacts with) AKAP12	prot-prot
PODXL	AKAP12	0.352595684356225	0.000753746662044863	0.0297119393736888	PODXL (interacts with) AKAP12	prot-prot
SNRPB2	AKAP12	0.339212595651753	0.00122488104239116	0.0420801942054915	SNRPB2 (interacts with) AKAP12	prot-prot
TSC22D1	AKAP12	0.43162635882546	2.6843621065975e-05	0.00221298295015807	TSC22D1 (interacts with) AKAP12	prot-prot
EDIL3	AKR1B1	-0.347662991793174	0.000903697312837126	0.0339779604592348	EDIL3 (interacts with) AKR1B1	prot-prot
ATG4A	AMPD3	0.638600260645979	2.17328377516424e-11	8.11318703041331e-09	ATG4A (interacts with) AMPD3	prot-prot
ATP6V1G1	AMPD3	0.626008242048537	6.93169965870766e-11	2.25324110424826e-08	ATP6V1G1 (interacts with) AMPD3	prot-prot
CALCOCO1	AMPD3	0.515726814835687	2.71574437382682e-07	4.12664588874987e-05	CALCOCO1 (interacts with) AMPD3	prot-prot
CENPF	AMPD3	0.587844739530133	1.72833236611325e-09	4.07188762952186e-07	CENPF (interacts with) AMPD3	prot-prot
CIT	AMPD3	0.376562995315417	0.000299157043479825	0.0149462118221049	CIT (interacts with) AMPD3	prot-prot
CPPED1	AMPD3	0.358934169278997	0.0005944228691801	0.0251700524954043	CPPED1 (interacts with) AMPD3	prot-prot
DGKA	AMPD3	0.431742733125234	2.66949829863528e-05	0.00220801723942152	DGKA (interacts with) AMPD3	prot-prot
DTYMK	AMPD3	0.587668627381917	1.75249237344133e-09	4.10995471689254e-07	DTYMK (interacts with) AMPD3	prot-prot
EIF4EBP1	AMPD3	0.622239442076714	9.71032143581851e-11	3.01848165739524e-08	EIF4EBP1 (interacts with) AMPD3	prot-prot
GGCT	AMPD3	0.39862279694126	0.000119736143016524	0.00736484826985473	GGCT (interacts with) AMPD3	prot-prot
GLRX	AMPD3	0.487830650558276	1.4293752590433e-06	0.000174376991222004	GLRX (interacts with) AMPD3	prot-prot
HAGH	AMPD3	0.669085273502166	1.03850261723437e-12	5.17839751661722e-10	HAGH (interacts with) AMPD3	prot-prot
INPP5D	AMPD3	0.481754781444824	2.01351455864085e-06	0.000235567443580396	INPP5D (interacts with) AMPD3	prot-prot
LXN	AMPD3	0.501444119615371	6.47373461282186e-07	8.93793036867018e-05	LXN (interacts with) AMPD3	prot-prot
PSME1	AMPD3	0.598922193652918	7.09644343288574e-10	1.82236667356506e-07	PSME1 (interacts with) AMPD3	prot-prot
PSMG3	AMPD3	0.665210806241414	1.55875312657372e-12	7.48201500755385e-10	PSMG3 (interacts with) AMPD3	prot-prot
RANBP1	AMPD3	0.596421401148251	8.70161276367298e-10	2.15900884803017e-07	RANBP1 (interacts with) AMPD3	prot-prot
RUVBL1	AMPD3	0.349512169349442	0.000844562310227115	0.0321309038913071	RUVBL1 (interacts with) AMPD3	prot-prot
TGM2	AMPD3	0.630657602761438	4.54469795130308e-11	1.53562951828241e-08	TGM2 (interacts with) AMPD3	prot-prot
ANXA4	ANGPT1	0.571695255538727	5.96809179853608e-09	1.30991963578125e-06	ANXA4 (interacts with) ANGPT1	prot-prot
APP	ANGPT1	0.366904859399401	0.000437890840573996	0.0198500208048371	APP (interacts with) ANGPT1	prot-prot
CDC26	ANGPT1	0.578281849882005	3.6295384475693e-09	8.06983093797227e-07	CDC26 (interacts with) ANGPT1	prot-prot
CDKN1A	ANGPT1	0.548395618329752	3.18450799063896e-08	6.03528894462056e-06	CDKN1A (interacts with) ANGPT1	prot-prot
CDKN2D	ANGPT1	0.560142298615758	1.3912617724543e-08	2.82431638866612e-06	CDKN2D (interacts with) ANGPT1	prot-prot
DAB2	ANGPT1	0.645785636293192	1.09441344875449e-11	4.39133396312741e-09	DAB2 (interacts with) ANGPT1	prot-prot
DBI	ANGPT1	0.466221689972174	4.69536666525272e-06	0.000494168098211844	DBI (interacts with) ANGPT1	prot-prot
DUT	ANGPT1	0.526945158677045	1.33426591997221e-07	2.1617633328004e-05	DUT (interacts with) ANGPT1	prot-prot
ENO1	ANGPT1	0.405973724067486	8.69743590545813e-05	0.00576387494328167	ENO1 (interacts with) ANGPT1	prot-prot
FKBP5	ANGPT1	0.688334331302173	1.25677246387568e-13	7.25256558928706e-11	FKBP5 (interacts with) ANGPT1	prot-prot
JPT2	ANGPT1	0.592317988094819	1.21136944919442e-09	2.94862250761258e-07	JPT2 (interacts with) ANGPT1	prot-prot
LBR	ANGPT1	0.383882145235243	0.000222354545019066	0.0118589090676835	LBR (interacts with) ANGPT1	prot-prot
MGMT	ANGPT1	0.636606993499669	2.62052601840423e-11	9.41190323812878e-09	MGMT (interacts with) ANGPT1	prot-prot
NEXN	ANGPT1	0.565742664929027	9.26798593425815e-09	1.97511932607261e-06	NEXN (interacts with) ANGPT1	prot-prot
PPP1R14A	ANGPT1	0.411221866084322	6.89090554297778e-05	0.00476976965885901	PPP1R14A (interacts with) ANGPT1	prot-prot
PRTFDC1	ANGPT1	0.466978972209503	4.50979196120471e-06	0.000478559741998913	PRTFDC1 (interacts with) ANGPT1	prot-prot
PSTPIP2	ANGPT1	0.592053819872495	1.23724941403225e-09	2.99741178795737e-07	PSTPIP2 (interacts with) ANGPT1	prot-prot
RBPMS2	ANGPT1	0.614772286992357	1.86883397645943e-10	5.42278604694668e-08	RBPMS2 (interacts with) ANGPT1	prot-prot
SPARC	ANGPT1	0.638882040083125	2.11630712954047e-11	7.99217163038226e-09	SPARC (interacts with) ANGPT1	prot-prot
TACC3	ANGPT1	0.566623225670107	8.68853811120118e-09	1.85934715579705e-06	TACC3 (interacts with) ANGPT1	prot-prot
TIMP3	ANGPT1	0.377101797676323	0.000292763046414457	0.0147559470695255	TIMP3 (interacts with) ANGPT1	prot-prot
CD36	ANGPTL4	0.339941970794966	0.00119354405081351	0.0414624024911731	CD36 (interacts with) ANGPTL4	prot-prot
CEBPB	ANGPTL4	0.333311319221113	0.00150720386862235	0.0486857626080754	CEBPB (interacts with) ANGPTL4	prot-prot
COLEC12	ANGPTL4	0.376275723607161	0.000302618382668207	0.0150897865377079	COLEC12 (interacts with) ANGPTL4	prot-prot
EFEMP1	ANGPTL4	0.35335296992774	0.000732850716154587	0.0291776843268989	EFEMP1 (interacts with) ANGPTL4	prot-prot
FST	ANGPTL4	0.395893046625331	0.000134574396505105	0.00803690814476999	FST (interacts with) ANGPTL4	prot-prot
GM2A	ANGPTL4	0.346889625631315	0.000929528041182515	0.0345695584323924	GM2A (interacts with) ANGPTL4	prot-prot
CDC26	ANXA4	0.600066922616322	6.46023456951639e-10	1.70152639738647e-07	CDC26 (interacts with) ANXA4	prot-prot
CDKN1A	ANXA4	0.519548448451974	2.13791647496464e-07	3.30733102874048e-05	CDKN1A (interacts with) ANXA4	prot-prot
CDKN2D	ANXA4	0.660508611884048	2.53153054075028e-12	1.15061423515871e-09	CDKN2D (interacts with) ANXA4	prot-prot
CLSPN	ANXA4	0.356848811461366	0.000643072306890868	0.026422554945532	CLSPN (interacts with) ANXA4	prot-prot
DAB2	ANXA4	0.690764678947554	9.52571355128384e-14	5.55955281811293e-11	DAB2 (interacts with) ANXA4	prot-prot
DBI	ANXA4	0.484590187031101	1.71737925835913e-06	0.000205126973742616	DBI (interacts with) ANXA4	prot-prot
DUSP3	ANXA4	0.344774752562432	0.00100363395463621	0.036583846635994	DUSP3 (interacts with) ANXA4	prot-prot
DUT	ANXA4	0.634479236377725	3.19519966041071e-11	1.1317617555772e-08	DUT (interacts with) ANXA4	prot-prot
EDIL3	ANXA4	-0.40535733154873	8.93629242431082e-05	0.00589175839425679	EDIL3 (interacts with) ANXA4	prot-prot
ENO1	ANXA4	0.554788489309993	2.03723966585301e-08	3.97842696723234e-06	ENO1 (interacts with) ANXA4	prot-prot
FKBP5	ANXA4	0.763639885879328	0	0	FKBP5 (interacts with) ANXA4	prot-prot
GGCT	ANXA4	0.376679126659663	0.000297768143232124	0.0149058205033157	GGCT (interacts with) ANXA4	prot-prot
JPT2	ANXA4	0.62218660843225	9.75599601105159e-11	3.01848165739524e-08	JPT2 (interacts with) ANXA4	prot-prot
KIF22	ANXA4	0.350199006727484	0.000823511477507921	0.031516802894789	KIF22 (interacts with) ANXA4	prot-prot
MGMT	ANXA4	0.542377358843884	4.80845780970185e-08	8.5750830939683e-06	MGMT (interacts with) ANXA4	prot-prot
MZT1	ANXA4	0.367440386037829	0.000428869406768007	0.0196491817409499	MZT1 (interacts with) ANXA4	prot-prot
NEXN	ANXA4	0.639551266246346	1.98669969364573e-11	7.61469375116752e-09	NEXN (interacts with) ANXA4	prot-prot
NT5C	ANXA4	0.507636696654812	4.46364697648249e-07	6.43968844697025e-05	NT5C (interacts with) ANXA4	prot-prot
PLEKHO1	ANXA4	0.438589693917086	1.91860286764545e-05	0.0016589131865702	PLEKHO1 (interacts with) ANXA4	prot-prot
PPP1CC	ANXA4	0.39720333908633	0.000127251596559574	0.00771293499513429	PPP1CC (interacts with) ANXA4	prot-prot
PPP1R14A	ANXA4	0.559455461237716	1.46157681513159e-08	2.93228848535776e-06	PPP1R14A (interacts with) ANXA4	prot-prot
PRTFDC1	ANXA4	0.59673840301504	8.48039416467827e-10	2.13379127960318e-07	PRTFDC1 (interacts with) ANXA4	prot-prot
PSRC1	ANXA4	0.370576813856634	0.000379368583367956	0.0178074071137102	PSRC1 (interacts with) ANXA4	prot-prot
PSTPIP2	ANXA4	0.649166989538938	7.87458986906131e-12	3.3424705427685e-09	PSTPIP2 (interacts with) ANXA4	prot-prot
PTTG1	ANXA4	0.379292733612765	0.000268037095822571	0.0137252096126094	PTTG1 (interacts with) ANXA4	prot-prot
RBPMS2	ANXA4	0.658183931527597	3.20721227353715e-12	1.44493352955147e-09	RBPMS2 (interacts with) ANXA4	prot-prot
SPARC	ANXA4	0.348420274030503	0.000879038742326754	0.0331850500853825	SPARC (interacts with) ANXA4	prot-prot
TACC3	ANXA4	0.729227572117925	8.88178419700125e-16	7.73166841284719e-13	TACC3 (interacts with) ANXA4	prot-prot
CTSD	APEX1	0.369606565460885	0.000394090434731487	0.0183837281814797	CTSD (interacts with) APEX1	prot-prot
FABP5	APEX1	0.350780176816597	0.000806073938637297	0.0310344508908633	FABP5 (interacts with) APEX1	prot-prot
FAS	APEX1	0.399369518509387	0.00011594963815309	0.00718356262429759	FAS (interacts with) APEX1	prot-prot
GDF15	APEX1	0.447606635905745	1.22830396098728e-05	0.00112680510899603	GDF15 (interacts with) APEX1	prot-prot
GGCT	APEX1	0.340082861133853	0.00118757533272862	0.0413237595453536	GGCT (interacts with) APEX1	prot-prot
GLRX	APEX1	0.373058363565919	0.000343982567325263	0.0166198914937211	GLRX (interacts with) APEX1	prot-prot
LBR	APEX1	0.43373971390876	2.42611467315967e-05	0.00203936578745468	LBR (interacts with) APEX1	prot-prot
NPM1	APEX1	0.422140819273713	4.19232324933017e-05	0.00315252887387405	NPM1 (interacts with) APEX1	prot-prot
PLAT	APEX1	0.338839773167553	0.00124118566978093	0.0423272076525933	PLAT (interacts with) APEX1	prot-prot
PSMG3	APEX1	0.355922651544504	0.000665823382531183	0.0271115310851328	PSMG3 (interacts with) APEX1	prot-prot
SNRPB2	APEX1	0.39396461011182	0.00014606345486512	0.00862252181473267	SNRPB2 (interacts with) APEX1	prot-prot
TGM2	APEX1	0.390070797083583	0.000172075777032932	0.00983071402492923	TGM2 (interacts with) APEX1	prot-prot
DKK3	APLP1	0.446972632172167	1.26795568942129e-05	0.00115056897895189	DKK3 (interacts with) APLP1	prot-prot
ENPP2	APLP1	0.441196153710683	1.68873952142157e-05	0.00148009661809235	ENPP2 (interacts with) APLP1	prot-prot
EPHA4	APLP1	0.398666825172162	0.000119509743670587	0.00735973673251961	EPHA4 (interacts with) APLP1	prot-prot
INPP5D	APLP1	-0.346940931985488	0.000927793798942922	0.0345551047960177	INPP5D (interacts with) APLP1	prot-prot
KITLG	APLP1	0.364745870170124	0.000476053839868928	0.0210958802551063	KITLG (interacts with) APLP1	prot-prot
LRP1	APLP1	0.368461836497482	0.000412133151124427	0.0190654494891971	LRP1 (interacts with) APLP1	prot-prot
POSTN	APLP1	0.375805713078088	0.00030836107786536	0.0152870897289236	POSTN (interacts with) APLP1	prot-prot
SERPINI1	APLP1	0.333926244232327	0.0014752559964204	0.0479855275339783	SERPINI1 (interacts with) APLP1	prot-prot
SYT1	APLP1	0.542654362297911	4.71895100773168e-08	8.47431201947898e-06	SYT1 (interacts with) APLP1	prot-prot
ITGA2	APOC1	0.343561091375118	0.00104854874546612	0.0378184435162498	ITGA2 (interacts with) APOC1	prot-prot
MFGE8	APOC1	0.337571765700398	0.00129812362210568	0.0436618397061873	MFGE8 (interacts with) APOC1	prot-prot
PAM	APOC1	0.338557993730408	0.00125363907273801	0.0426121130217235	PAM (interacts with) APOC1	prot-prot
TIMP3	APOC1	0.391622308227829	0.000161236754952165	0.00930462891499238	TIMP3 (interacts with) APOC1	prot-prot
3-ureidopropionate	APOC1	-0.358210008268301	0.000610921765149319	0.025530465303555	3-ureidopropionate (interacts with) APOC1	met-prot
DBI	APP	0.428764523816824	3.0751450013522e-05	0.00248561486905014	DBI (interacts with) APP	prot-prot
DDAH1	APP	0.410741174502259	7.04056711784418e-05	0.00486026246199566	DDAH1 (interacts with) APP	prot-prot
GDF15	APP	0.333540266021804	0.00149523670553142	0.0485432093527774	GDF15 (interacts with) APP	prot-prot
GPNMB	APP	0.362264283862322	0.000523669697889417	0.0228122779335034	GPNMB (interacts with) APP	prot-prot
GRN	APP	0.340207638051126	0.00118231188231332	0.0411964303090993	GRN (interacts with) APP	prot-prot
LBR	APP	0.4082051372366	7.88141174603574e-05	0.0053121956335485	LBR (interacts with) APP	prot-prot
SPARC	APP	0.341932046831741	0.00111170777728553	0.0394590956747649	SPARC (interacts with) APP	prot-prot
SYT1	APP	0.447133101749173	1.25780777358031e-05	0.00114338065931123	SYT1 (interacts with) APP	prot-prot
CD36	ASAH1	0.382800736170103	0.000232420582413795	0.0122826808648352	CD36 (interacts with) ASAH1	prot-prot
CTSC	ASAH1	0.353391304351251	0.000731807138194984	0.0291587390362253	CTSC (interacts with) ASAH1	prot-prot
EPHA4	ASAH1	0.397842597692354	0.000123814506640452	0.00755881993417515	EPHA4 (interacts with) ASAH1	prot-prot
HEG1	ASAH1	0.359025386803631	0.000592373766560961	0.0251370131381447	HEG1 (interacts with) ASAH1	prot-prot
MGMT	ASAH1	0.342685053098748	0.00108209587695107	0.0386215734817283	MGMT (interacts with) ASAH1	prot-prot
NEXN	ASAH1	0.365251006063666	0.000466861373134897	0.0208504348906159	NEXN (interacts with) ASAH1	prot-prot
PDCD1LG2	ASAH1	0.355689598242303	0.000671662924711436	0.0272407729199738	PDCD1LG2 (interacts with) ASAH1	prot-prot
PLEKHO1	ASAH1	0.358910912899274	0.000594946334295576	0.0251700524954043	PLEKHO1 (interacts with) ASAH1	prot-prot
PTPRM	ASAH1	0.353178411996469	0.000737619897240638	0.0292575560442437	PTPRM (interacts with) ASAH1	prot-prot
TGOLN2	ASAH1	0.356216373304407	0.000658529746878189	0.0268856023844704	TGOLN2 (interacts with) ASAH1	prot-prot
ATP6V1G1	ATG4A	0.623489838329048	8.68722871416594e-11	2.7372764831875e-08	ATP6V1G1 (interacts with) ATG4A	prot-prot
CALCOCO1	ATG4A	0.556954668733049	1.7473408053803e-08	3.46499705653793e-06	CALCOCO1 (interacts with) ATG4A	prot-prot
CCT5	ATG4A	0.400796026909936	0.000109022610401244	0.00680364674387348	CCT5 (interacts with) ATG4A	prot-prot
CENPF	ATG4A	0.632823782184495	3.7242209316446e-11	1.29240531790045e-08	CENPF (interacts with) ATG4A	prot-prot
CIT	ATG4A	0.39676305871579	0.000129669985693859	0.00779841974852059	CIT (interacts with) ATG4A	prot-prot
CPPED1	ATG4A	0.338980662886126	0.00123500114570207	0.0422582670508052	CPPED1 (interacts with) ATG4A	prot-prot
DGKA	ATG4A	0.498463407995515	7.72231967927084e-07	0.000104648638186636	DGKA (interacts with) ATG4A	prot-prot
DTYMK	ATG4A	0.64796942693107	8.85247430915115e-12	3.69644780908946e-09	DTYMK (interacts with) ATG4A	prot-prot
EIF4EBP1	ATG4A	0.481402557148392	2.05349709148095e-06	0.000239699115041958	EIF4EBP1 (interacts with) ATG4A	prot-prot
FEN1	ATG4A	0.371543799091261	0.000365200202248506	0.0173499019101552	FEN1 (interacts with) ATG4A	prot-prot
GGCT	ATG4A	0.582370215788004	2.65072852556614e-09	6.1026447609588e-07	GGCT (interacts with) ATG4A	prot-prot
GLRX	ATG4A	0.54550737909901	3.8847909333839e-08	7.16941651986143e-06	GLRX (interacts with) ATG4A	prot-prot
HAGH	ATG4A	0.815504913528935	0	0	HAGH (interacts with) ATG4A	prot-prot
INPP5D	ATG4A	0.516061427917298	2.65976038082982e-07	4.06563372498273e-05	INPP5D (interacts with) ATG4A	prot-prot
LXN	ATG4A	0.665404529604452	1.52766688188422e-12	7.4019784012805e-10	LXN (interacts with) ATG4A	prot-prot
PBK	ATG4A	0.368937339297665	0.000404548398245996	0.0188032631076148	PBK (interacts with) ATG4A	prot-prot
PSME1	ATG4A	0.752720932689937	0	0	PSME1 (interacts with) ATG4A	prot-prot
PSMG3	ATG4A	0.744584551442358	0	0	PSMG3 (interacts with) ATG4A	prot-prot
RANBP1	ATG4A	0.452027050825966	9.82502250113093e-06	0.000944893391945811	RANBP1 (interacts with) ATG4A	prot-prot
TGM2	ATG4A	0.801909055686661	0	0	TGM2 (interacts with) ATG4A	prot-prot
EDEM2	ATP2B4	0.393205593321827	0.000150829232306471	0.00883305515537097	EDEM2 (interacts with) ATP2B4	prot-prot
NUDT15	ATP2B4	0.349707432409048	0.000838528377046677	0.031972396024586	NUDT15 (interacts with) ATP2B4	prot-prot
PAFAH1B3	ATP2B4	0.357331548730231	0.000631497590876329	0.0260721191860195	PAFAH1B3 (interacts with) ATP2B4	prot-prot
DTYMK	ATP6AP2	-0.347381212356028	0.000913032199052255	0.0341788146817229	DTYMK (interacts with) ATP6AP2	prot-prot
EDN1	ATP6AP2	-0.591138036701772	1.33112787459311e-09	3.17984779716754e-07	EDN1 (interacts with) ATP6AP2	prot-prot
EIF4EBP1	ATP6AP2	-0.580553696593991	3.04958014396561e-09	6.89984300414422e-07	EIF4EBP1 (interacts with) ATP6AP2	prot-prot
MASP1	ATP6AP2	0.340759395583107	0.00115929005642323	0.0406146911991114	MASP1 (interacts with) ATP6AP2	prot-prot
NDRG1	ATP6AP2	-0.449244478884153	1.13118310178795e-05	0.00105440225241069	NDRG1 (interacts with) ATP6AP2	prot-prot
PSTPIP2	ATP6AP2	-0.388978901764644	0.000180103234088236	0.0101094012052151	PSTPIP2 (interacts with) ATP6AP2	prot-prot
RANBP1	ATP6AP2	-0.461801275051953	5.93018168726367e-06	0.000616546824813486	RANBP1 (interacts with) ATP6AP2	prot-prot
SERPINI1	ATP6AP2	0.546317494980804	3.67482400065455e-08	6.88828323626343e-06	SERPINI1 (interacts with) ATP6AP2	prot-prot
STC2	ATP6AP2	-0.674034024867035	6.12843109593086e-13	3.14756221087009e-10	STC2 (interacts with) ATP6AP2	prot-prot
CALCOCO1	ATP6V1G1	0.460427600295868	6.37224100108469e-06	0.000655868332296011	CALCOCO1 (interacts with) ATP6V1G1	prot-prot
CCT5	ATP6V1G1	0.372530027121271	0.000351251900309713	0.0168443488327795	CCT5 (interacts with) ATP6V1G1	prot-prot
CENPF	ATP6V1G1	0.545630657602761	3.85211853526357e-08	7.14241184011325e-06	CENPF (interacts with) ATP6V1G1	prot-prot
CIT	ATP6V1G1	0.482353562748758	1.94722494195609e-06	0.000228854629333787	CIT (interacts with) ATP6V1G1	prot-prot
DTYMK	ATP6V1G1	0.759959141981614	0	0	DTYMK (interacts with) ATP6V1G1	prot-prot
DUT	ATP6V1G1	0.456570744249938	7.78471147366844e-06	0.000771858651134384	DUT (interacts with) ATP6V1G1	prot-prot
EIF4EBP1	ATP6V1G1	0.713500757282237	6.21724893790088e-15	4.56168436357984e-12	EIF4EBP1 (interacts with) ATP6V1G1	prot-prot
GGCT	ATP6V1G1	0.505611398033316	5.04484701568941e-07	7.17737791484233e-05	GGCT (interacts with) ATP6V1G1	prot-prot
GLRX	ATP6V1G1	0.48975027297383	1.28095581430898e-06	0.000160072726576422	GLRX (interacts with) ATP6V1G1	prot-prot
HAGH	ATP6V1G1	0.683279912648375	2.22488694134881e-13	1.24206731856169e-10	HAGH (interacts with) ATP6V1G1	prot-prot
INPP5D	ATP6V1G1	0.653059068014512	5.36370947656906e-12	2.37482860962575e-09	INPP5D (interacts with) ATP6V1G1	prot-prot
JPT2	ATP6V1G1	0.35863477862703	0.000601193984829163	0.0252885528753692	JPT2 (interacts with) ATP6V1G1	prot-prot
LXN	ATP6V1G1	0.60874925152337	3.12998071905213e-10	8.55084094311262e-08	LXN (interacts with) ATP6V1G1	prot-prot
PSME1	ATP6V1G1	0.588566799337818	1.63256741458895e-09	3.86399365959854e-07	PSME1 (interacts with) ATP6V1G1	prot-prot
PSMG3	ATP6V1G1	0.692913247155789	7.41628980449605e-14	4.42907725998741e-11	PSMG3 (interacts with) ATP6V1G1	prot-prot
PTTG1	ATP6V1G1	0.408685851150012	7.71519219489036e-05	0.00521384567275749	PTTG1 (interacts with) ATP6V1G1	prot-prot
RANBP1	ATP6V1G1	0.710700574125603	8.88178419700125e-15	6.2488826898354e-12	RANBP1 (interacts with) ATP6V1G1	prot-prot
SERPINI1	ATP6V1G1	-0.472244725441161	3.39796275494741e-06	0.000377747547822726	SERPINI1 (interacts with) ATP6V1G1	prot-prot
TGM2	ATP6V1G1	0.621112324328132	1.07308606445145e-10	3.26291344239529e-08	TGM2 (interacts with) ATP6V1G1	prot-prot
spermine	ATP6V1G1	0.339639921672416	0.00120643199172532	0.0418099508063512	spermine (interacts with) ATP6V1G1	met-prot
STC1	BGN	0.357243492656123	0.000633594632353685	0.0260957660927708	STC1 (interacts with) BGN	prot-prot
MFGE8	BTC	0.386055440104258	0.000203329872131564	0.0110705722324686	MFGE8 (interacts with) BTC	prot-prot
ULBP2	BTC	0.338452326441478	0.00125833824129806	0.0426870885555274	ULBP2 (interacts with) BTC	prot-prot
GLRX	C1QBP	-0.379997182205629	0.000260505120021293	0.0134332760685679	GLRX (interacts with) C1QBP	prot-prot
PLEKHO1	C1QBP	0.40204642316227	0.000103268258088374	0.00656309121599846	PLEKHO1 (interacts with) C1QBP	prot-prot
