Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	40	0.17558	0.000999	0.015647	0.82442	1	1	0.0041689	0.28671	0.61088	33	0.0032259	0.071928	0.62074	7	0.0086144	0.94106	0.96935
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	27	0.18602	0.000999	0.015647	0.81398	1	1	0.003387	0.11389	0.47005	22	0.0030973	0.10789	0.67691	5	0.0046617	0.53347	0.75748
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	14	0.21405	0.000999	0.015647	0.78595	1	1	0.0027539	0.1019	0.45214	11	0.0014507	0.028971	0.52138	3	0.0075326	0.7962	0.90361
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	257	0.54863	0.008991	0.067719	0.45137	0.99201	1	0.0044743	0.2018	0.56044	116	0.0049456	0.67333	0.94566	141	0.0040866	0.063936	0.438
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	169	0.52693	0.00999	0.072474	0.47307	0.99101	1	0.004286	0.15584	0.51023	80	0.0051586	0.74925	0.96146	89	0.0035016	0.021978	0.33738
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	41	0.56079	0.23377	0.4473	0.43921	0.76723	1	0.0045272	0.41259	0.70254	18	0.0047371	0.53846	0.89909	23	0.004363	0.36863	0.67169
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	13	0.61412	0.4006	0.60422	0.38588	0.6004	1	0.0044904	0.43257	0.70781	5	0.0025478	0.24276	0.76253	8	0.0057046	0.7013	0.85545
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	29	0.55171	0.25774	0.46853	0.44829	0.74326	1	0.0042032	0.3017	0.62865	13	0.0046657	0.50649	0.88589	16	0.0038274	0.25275	0.60231
GOBP_VASCULATURE_DEVELOPMENT	190	0.52623	0.002997	0.032814	0.47377	0.998	1	0.0044275	0.22178	0.56826	90	0.0044986	0.3966	0.84332	100	0.0043635	0.25275	0.60231
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	29	0.48363	0.095904	0.27393	0.51637	0.90509	1	0.0037156	0.17483	0.53369	15	0.0052805	0.66434	0.94514	14	0.002039	0.030969	0.37544
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	15	0.53423	0.33766	0.55226	0.46577	0.66334	1	0.0032116	0.16983	0.52918	7	0.0053655	0.63137	0.93436	8	0.0013269	0.034965	0.38989
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	108	0.61038	0.44256	0.63808	0.38962	0.55844	1	0.0036879	0.023976	0.2938	42	0.0028638	0.011988	0.41535	66	0.0042124	0.21878	0.58047
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	14	0.50002	0.19381	0.40634	0.49998	0.80719	1	0.0027533	0.1019	0.45214	7	0.0027847	0.21678	0.74999	7	0.0027219	0.17982	0.55787
GOBP_REGULATION_OF_HEART_RATE	18	0.72147	0.83916	0.91247	0.27853	0.16184	1	0.0059877	0.80819	0.9256	5	0.0080533	0.89011	0.99129	13	0.0051932	0.61838	0.80855
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	16	0.43683	0.046953	0.18294	0.56317	0.95405	1	0.0059507	0.78621	0.91281	9	0.0040953	0.41758	0.85924	7	0.0083362	0.92807	0.96269
GOBP_SPROUTING_ANGIOGENESIS	36	0.52728	0.12188	0.31195	0.47272	0.87912	1	0.0034258	0.1049	0.45352	17	0.0025768	0.071928	0.62074	19	0.0041854	0.33566	0.66016
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	18	0.61054	0.48751	0.66994	0.38946	0.51349	1	0.0031217	0.11489	0.47007	7	0.0025453	0.18482	0.71498	11	0.0034886	0.25075	0.6018
GOBP_CHONDROCYTE_DIFFERENTIATION	26	0.49992	0.11588	0.30351	0.50008	0.88511	1	0.0031596	0.091908	0.4356	13	0.0029949	0.16084	0.70039	13	0.0033244	0.20979	0.57467
GOBP_EPITHELIAL_CELL_DEVELOPMENT	60	0.5827	0.27173	0.48102	0.4173	0.72927	1	0.0041549	0.20979	0.56703	25	0.003474	0.16384	0.70039	35	0.0046413	0.46354	0.72486
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	17	0.58744	0.35365	0.56588	0.41256	0.64735	1	0.0037383	0.26573	0.5973	7	0.0025972	0.18881	0.71959	10	0.0045371	0.47952	0.73371
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	11	0.63517	0.51748	0.69027	0.36483	0.48352	1	0.0032552	0.21678	0.56826	4	0.0012001	0.13087	0.67764	7	0.0044296	0.45255	0.72188
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	13	0.53799	0.25075	0.46258	0.46201	0.75025	1	0.0016816	0.014985	0.24957	6	0.00080088	0.038961	0.54965	7	0.0024364	0.14286	0.5244
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	20	0.5497	0.25275	0.46337	0.4503	0.74825	1	0.0040076	0.28172	0.61013	9	0.003786	0.36364	0.83016	11	0.0041889	0.4036	0.69188
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION	10	0.4034	0.12687	0.32023	0.5966	0.87413	1	0.0088533	0.97502	0.99347	6	0.013047	0.999	0.99985	4	0.0025622	0.24176	0.59655
GOBP_CYTOPLASMIC_TRANSLATION	68	0.92464	1	1	0.075364	0.000999	0.16876	0.0045221	0.38961	0.68786	5	0.0057993	0.71129	0.95832	63	0.0044208	0.30869	0.64125
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	22	0.59183	0.46354	0.65254	0.40817	0.53746	1	0.0040954	0.31369	0.63773	9	0.0072593	0.87912	0.99129	13	0.001905	0.022977	0.33738
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE	15	0.60045	0.52847	0.69784	0.39955	0.47253	1	0.0024962	0.053946	0.37524	6	0.0042516	0.46853	0.87522	9	0.0013259	0.026973	0.35035
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	13	0.15449	0.000999	0.015647	0.84551	1	1	0.0013774	0.005994	0.1772	11	0.0015768	0.034965	0.52138	2	0.00028082	0.097902	0.47818
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	31	0.45171	0.028971	0.13926	0.54829	0.97203	1	0.0046675	0.46354	0.72793	17	0.0044312	0.41958	0.85959	14	0.0049544	0.57243	0.77637
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	18	0.44461	0.068931	0.23091	0.55539	0.93207	1	0.0044121	0.42657	0.7045	10	0.0042615	0.41658	0.85924	8	0.0046004	0.50649	0.74834
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	29	0.069934	0.000999	0.015647	0.93007	1	1	0.0042266	0.31069	0.63617	27	0.0033101	0.12987	0.67764	2	0.016598	0.98501	0.9913
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	11	0.5447	0.2977	0.50543	0.4553	0.7033	1	0.0033041	0.22378	0.56907	5	0.0019667	0.17782	0.70412	6	0.0044187	0.50649	0.74834
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	78	0.66623	0.84216	0.9153	0.33377	0.15884	1	0.0036023	0.030969	0.31167	26	0.0040928	0.33367	0.80627	52	0.0033571	0.032967	0.38203
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	30	0.53303	0.15185	0.35208	0.46697	0.84915	1	0.0060112	0.87612	0.95418	14	0.0057884	0.74825	0.96146	16	0.0062061	0.81219	0.9091
GOBP_ADAPTIVE_IMMUNE_RESPONSE	122	0.44281	0.000999	0.015647	0.55719	1	1	0.0038085	0.038961	0.32908	68	0.0037439	0.082917	0.64473	54	0.0038898	0.1049	0.48689
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	11	0.81781	0.96503	0.99447	0.18219	0.035964	1	0.00079254	0.002997	0.13631	2	0.00012613	0.11988	0.67764	9	0.00094063	0.010989	0.27636
GOBP_IMMUNE_EFFECTOR_PROCESS	149	0.42306	0.000999	0.015647	0.57694	1	1	0.0040027	0.048951	0.36291	86	0.0038779	0.097902	0.66588	63	0.0041731	0.18581	0.56487
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	91	0.40706	0.000999	0.015647	0.59294	1	1	0.0037701	0.050949	0.36962	54	0.0039672	0.19281	0.7199	37	0.0034824	0.083916	0.45604
GOBP_LYMPHOCYTE_HOMEOSTASIS	17	0.47026	0.097902	0.27696	0.52974	0.9031	1	0.0031521	0.16384	0.5187	9	0.0023534	0.12088	0.67764	8	0.0040506	0.38661	0.68206
GOBP_MYELOID_CELL_HOMEOSTASIS	46	0.58607	0.28472	0.49438	0.41393	0.71628	1	0.0046333	0.45255	0.72365	19	0.0034666	0.18282	0.71193	27	0.0054544	0.70929	0.859
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	76	0.513	0.02997	0.14204	0.487	0.97103	1	0.0034189	0.017982	0.25619	37	0.003196	0.080919	0.6419	39	0.0036304	0.097902	0.47818
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	50	0.50001	0.045954	0.18114	0.49999	0.95504	1	0.004033	0.19281	0.55005	25	0.0040477	0.2997	0.79413	25	0.0040183	0.26773	0.61329
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	20	0.45021	0.071928	0.23528	0.54979	0.92907	1	0.0049866	0.57343	0.794	11	0.0049206	0.58142	0.91616	9	0.0050673	0.54945	0.76451
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	16	0.49929	0.13786	0.33406	0.50071	0.86314	1	0.0041486	0.35465	0.66566	8	0.0027369	0.19081	0.71959	8	0.0055604	0.67033	0.83579
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	57	0.54359	0.12088	0.3104	0.45641	0.88012	1	0.0028812	0.001998	0.13126	26	0.0025653	0.031968	0.52138	31	0.0031462	0.051948	0.42286
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	36	0.58274	0.30769	0.51609	0.41726	0.69331	1	0.0031203	0.045954	0.35821	15	0.0023308	0.055944	0.59892	21	0.0036842	0.20979	0.57467
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	27	0.62895	0.55644	0.71833	0.37105	0.44456	1	0.0027019	0.028971	0.30588	10	0.0018247	0.051948	0.5746	17	0.0032178	0.11588	0.49095
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT	12	0.33373	0.028971	0.13926	0.66627	0.97203	1	0.0016532	0.024975	0.29533	8	0.0018286	0.082917	0.64473	4	0.0013024	0.11489	0.48935
