Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	17	0.29424	0.37962	0.55255	0.70576	0.62138	1	0.00037775	0.037962	0.27512	12	0.00044094	0.32268	0.68285	5	0.0002261	0.010989	0.37209
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	13	0.30778	0.43157	0.57417	0.69222	0.56943	1	0.00030096	0.005994	0.18342	9	0.000345	0.18881	0.68285	4	0.00020189	0.003996	0.24136
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	38	0.23692	0.042957	0.30569	0.76308	0.95804	1	0.00048183	0.055944	0.29515	29	0.00041258	0.15285	0.68285	9	0.00070497	0.33666	0.59813
GOBP_LEUKOCYTE_DIFFERENTIATION	21	0.33336	0.44156	0.57497	0.66664	0.55944	1	0.00058992	0.44655	0.59932	14	0.00048392	0.42458	0.72455	7	0.00080193	0.54446	0.71287
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	53	0.26423	0.076923	0.33593	0.73577	0.92408	1	0.00052833	0.12488	0.38362	39	0.00046242	0.28771	0.68285	14	0.00071196	0.30969	0.58454
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	19	0.21064	0.1049	0.34147	0.78936	0.8961	1	0.00050106	0.17483	0.42432	15	0.00046751	0.3996	0.69823	4	0.00062685	0.27572	0.56645
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	40	0.27506	0.13087	0.37712	0.72494	0.87013	1	0.00051328	0.11688	0.37575	29	0.00043621	0.22278	0.68285	11	0.00071647	0.34865	0.60167
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	13	0.30771	0.36863	0.55255	0.69229	0.63237	1	0.00037612	0.044955	0.27512	9	0.00030245	0.12687	0.68285	4	0.00054188	0.17383	0.5057
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	25	0.28	0.18382	0.40109	0.72	0.81718	1	0.0004917	0.13686	0.39426	18	0.00033633	0.065934	0.61139	7	0.00089123	0.6993	0.78022
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	21	0.3333	0.38062	0.55255	0.6667	0.62038	1	0.00051817	0.22777	0.44874	14	0.00033165	0.1009	0.68285	7	0.00089123	0.6993	0.78022
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	17	0.059088	0.002997	0.13101	0.94091	0.998	1	0.00054478	0.34965	0.52706	16	0.0005699	0.67233	0.81558	1	0.00014289	0.14286	0.49936
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	18	0.27784	0.22577	0.43726	0.72216	0.77522	1	0.00058268	0.43656	0.59638	13	0.00049168	0.47253	0.75965	5	0.00081927	0.54246	0.71287
GOBP_CIRCULATORY_SYSTEM_PROCESS	13	0.23084	0.17582	0.40109	0.76916	0.82517	1	0.00015408	0.000999	0.1019	10	0.00019557	0.023976	0.58787	3	1.578e-05	0.000999	0.15085
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	16	0.25002	0.16384	0.40109	0.74998	0.83716	1	0.00037895	0.043956	0.27512	12	0.00028366	0.061938	0.61139	4	0.00066481	0.32168	0.58522
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	18	0.33337	0.46553	0.59236	0.66663	0.53546	1	0.00030083	0.003996	0.15285	12	0.00028785	0.064935	0.61139	6	0.00032677	0.014985	0.37209
GOBP_DNA_METABOLIC_PROCESS	17	0.29415	0.27373	0.48807	0.70585	0.72727	1	0.00057796	0.45055	0.60204	12	0.00044907	0.33966	0.68285	5	0.0008873	0.63936	0.749
GOBP_PROTEOLYSIS	31	0.29038	0.22278	0.43615	0.70962	0.77822	1	0.00039842	0.00999	0.2038	22	0.00036563	0.085914	0.65724	9	0.00047857	0.044955	0.41484
GOBP_LIPID_METABOLIC_PROCESS	28	0.2501	0.14885	0.39378	0.7499	0.85215	1	0.00050629	0.18082	0.42432	21	0.00047082	0.38462	0.68959	7	0.00061268	0.17582	0.5057
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	12	0.25012	0.29171	0.49867	0.74988	0.70929	1	0.00064597	0.6004	0.7121	9	0.00059526	0.68032	0.81558	3	0.00079807	0.5025	0.69612
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	11	0.27283	0.36863	0.55255	0.72717	0.63237	1	0.00063519	0.63337	0.73529	8	0.00057411	0.62438	0.80276	3	0.00079807	0.5025	0.69612
GOBP_ION_TRANSPORT	26	0.34617	0.46653	0.59236	0.65383	0.53447	1	0.00045781	0.05994	0.30068	17	0.00036884	0.12887	0.68285	9	0.00062586	0.19081	0.52866
GOBP_CATION_TRANSPORT	21	0.33335	0.43057	0.57417	0.66665	0.57043	1	0.00048556	0.15185	0.4032	14	0.00039406	0.1998	0.68285	7	0.00066856	0.26873	0.56413
GOBP_CALCIUM_ION_TRANSPORT	12	0.41661	0.65534	0.72879	0.58339	0.34565	1	0.00049764	0.24775	0.45059	7	0.00032761	0.1968	0.68285	5	0.00073568	0.4036	0.63002
GOBP_CELLULAR_ION_HOMEOSTASIS	16	0.24999	0.15185	0.39378	0.75001	0.84915	1	0.00040258	0.063936	0.30099	12	0.00026112	0.038961	0.61139	4	0.00082697	0.53247	0.71287
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	19	0.26334	0.2997	0.50174	0.73666	0.7013	1	0.00063035	0.57443	0.69752	14	0.00066828	0.85514	0.89517	5	0.00052413	0.13586	0.49936
GOBP_EXOCYTOSIS	10	0.20028	0.25774	0.47799	0.79972	0.74326	1	0.00065583	0.5954	0.70893	8	0.00076156	0.90809	0.93877	2	0.00023292	0.076923	0.41484
GOBP_ENDOCYTOSIS	10	0.30012	0.44855	0.58043	0.69988	0.55245	1	0.00061495	0.51948	0.64882	7	0.00061637	0.71129	0.82875	3	0.00061163	0.29471	0.58171
GOBP_DEFENSE_RESPONSE	48	0.25014	0.071928	0.33593	0.74986	0.92907	1	0.00060269	0.46454	0.61397	36	0.0005943	0.84316	0.88968	12	0.00062789	0.14386	0.49936
GOBP_INFLAMMATORY_RESPONSE	23	0.17411	0.044955	0.30569	0.82589	0.95604	1	0.00058205	0.3996	0.57016	19	0.00059365	0.75425	0.84011	4	0.00052694	0.15984	0.5057
GOBP_IMMUNE_RESPONSE	60	0.30003	0.18382	0.40109	0.69997	0.81718	1	0.00050405	0.047952	0.28218	42	0.00040722	0.094905	0.68285	18	0.00072999	0.31469	0.58522
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	11	0.18184	0.068931	0.33593	0.81816	0.93207	1	0.00065784	0.67532	0.76763	9	0.00042532	0.32967	0.68285	2	0.0017042	0.998	0.998
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	11	0.091129	0.036963	0.30569	0.90887	0.96404	1	0.00047076	0.23976	0.45059	10	0.00050125	0.47552	0.75965	1	0.00016588	0.16583	0.5057
GOBP_CYTOSKELETON_ORGANIZATION	22	0.22749	0.16783	0.40109	0.77251	0.83317	1	0.00080157	0.95704	0.97294	17	0.00079425	0.98202	0.996	5	0.00082645	0.55445	0.71287
GOBP_MICROTUBULE_BASED_PROCESS	18	0.44445	0.84016	0.85696	0.55555	0.16084	1	0.00071896	0.7992	0.84915	10	0.00065209	0.76224	0.84011	8	0.00080255	0.55544	0.71287
GOBP_MICROTUBULE_BASED_MOVEMENT	11	0.54538	0.94006	0.94624	0.45462	0.060939	1	0.00064608	0.65035	0.74815	5	0.00054047	0.55345	0.76629	6	0.00073409	0.41658	0.63002
GOBP_CELL_CYCLE	23	0.26089	0.14286	0.38614	0.73911	0.85814	1	0.00049996	0.14585	0.40038	17	0.00036036	0.11489	0.68285	6	0.0008955	0.68232	0.78022
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	15	0.26671	0.20679	0.41906	0.73329	0.79421	1	0.000501	0.22777	0.44874	11	0.00040661	0.24476	0.68285	4	0.00076055	0.42458	0.63002
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	25	0.28012	0.27173	0.48807	0.71988	0.72927	1	0.0006092	0.51449	0.64522	18	0.00058581	0.72727	0.83382	7	0.00066936	0.27173	0.56413
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	22	0.27286	0.28871	0.49632	0.72714	0.71229	1	0.00062267	0.56843	0.69542	16	0.00060984	0.76024	0.84011	6	0.00065688	0.27273	0.56413
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	15	0.26682	0.2967	0.50161	0.73318	0.7043	1	0.00048918	0.1988	0.43144	11	0.0005379	0.54745	0.76629	4	0.00035519	0.051948	0.41484
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	13	0.23085	0.18781	0.40403	0.76915	0.81319	1	0.00050608	0.27373	0.46793	10	0.00043996	0.35265	0.68445	3	0.00072649	0.42458	0.63002
GOBP_CELL_CELL_SIGNALING	25	0.32005	0.38062	0.55255	0.67995	0.62038	1	0.00059309	0.44555	0.59932	17	0.0005097	0.5045	0.76281	8	0.00077027	0.48751	0.69612
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	20	0.35002	0.50649	0.6326	0.64998	0.49451	1	0.00053648	0.27772	0.47213	13	0.00043731	0.32368	0.68285	7	0.00072066	0.36763	0.61164
GOBP_HEART_DEVELOPMENT	10	0.49992	0.82717	0.84938	0.50008	0.17383	1	0.00073423	0.76024	0.82203	5	0.00056562	0.5964	0.77991	5	0.00090284	0.66933	0.77382
GOBP_SENSORY_PERCEPTION	10	0.30007	0.3996	0.56349	0.69993	0.6014	1	0.00058172	0.44056	0.59786	7	0.00052053	0.55045	0.76629	3	0.00072451	0.42358	0.63002
GOBP_BEHAVIOR	11	0.36366	0.59141	0.68237	0.63634	0.40959	1	0.00069824	0.73826	0.80681	7	0.00058871	0.66733	0.81558	4	0.00088992	0.61838	0.7453
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	24	0.25008	0.14386	0.38614	0.74992	0.85714	1	0.00040191	0.027972	0.23776	18	0.00037461	0.14286	0.68285	6	0.00048379	0.06993	0.41484
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	18	0.27789	0.28372	0.49049	0.72211	0.71728	1	0.00049753	0.21379	0.44821	13	0.00049677	0.48751	0.75965	5	0.00049951	0.11788	0.49445
GOBP_LIPID_BIOSYNTHETIC_PROCESS	16	0.062699	0.006993	0.19453	0.9373	0.99401	1	0.00053776	0.32068	0.50533	15	0.0004992	0.47552	0.75965	1	0.0011162	0.70829	0.78067
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	21	0.095435	0.008991	0.22927	0.90456	0.99201	1	0.00041057	0.055944	0.29515	19	0.00044507	0.30669	0.68285	2	8.2839e-05	0.027972	0.37209
GOBP_RESPONSE_TO_WOUNDING	10	0.30005	0.37562	0.55255	0.69995	0.62537	1	0.00043342	0.14685	0.40038	7	0.00037401	0.26573	0.68285	3	0.00057203	0.24276	0.55016
GOBP_RESPONSE_TO_VIRUS	12	0.16673	0.054945	0.31723	0.83327	0.94605	1	0.00047156	0.1958	0.42797	10	0.00036212	0.2018	0.68285	2	0.0010187	0.73427	0.80636
GOBP_RESPONSE_TO_BACTERIUM	19	0.15808	0.041958	0.30569	0.84192	0.95904	1	0.00052635	0.23776	0.45059	16	0.00052984	0.56244	0.76833	3	0.00050777	0.17083	0.5057
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	19	0.15807	0.041958	0.30569	0.84193	0.95904	1	0.00068514	0.73726	0.80681	16	0.00061116	0.76224	0.84011	3	0.0010797	0.83417	0.88325
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE	13	0.23073	0.12188	0.36863	0.76927	0.87912	1	0.00029826	0.005994	0.18342	10	0.00014828	0.012987	0.44156	3	0.00079817	0.5025	0.69612
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	31	0.22594	0.078921	0.33593	0.77406	0.92208	1	0.00051906	0.19481	0.42797	24	0.00051221	0.52148	0.76281	7	0.00054253	0.1019	0.47997
GOBP_RESPONSE_TO_HORMONE	15	0.26684	0.30569	0.50563	0.73316	0.6953	1	0.00054017	0.32867	0.50795	11	0.0006004	0.68731	0.81836	4	0.00037452	0.05994	0.41484
GOBP_EMBRYO_DEVELOPMENT	14	0.071672	0.013986	0.23776	0.92833	0.98701	1	0.00068853	0.74226	0.80829	13	0.00063284	0.80719	0.86774	1	0.0014125	0.84815	0.88325
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	14	0.35723	0.62837	0.70804	0.64277	0.37263	1	0.00059826	0.47253	0.61397	9	0.00059494	0.68032	0.81558	5	0.00060424	0.21379	0.55016
GOBP_TISSUE_DEVELOPMENT	25	0.24012	0.14186	0.38614	0.75988	0.85914	1	0.00058634	0.41858	0.58649	19	0.00054833	0.64136	0.80276	6	0.0007067	0.35964	0.60507
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	24	0.20854	0.0999	0.33593	0.79146	0.9011	1	0.00057827	0.37263	0.54819	19	0.00062101	0.82318	0.87767	5	0.00041587	0.060939	0.41484
GOBP_REGULATION_OF_CATABOLIC_PROCESS	21	0.095375	0.004995	0.19106	0.90462	0.996	1	0.00038963	0.034965	0.27434	19	0.00036695	0.11688	0.68285	2	0.00060509	0.33966	0.59813
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	12	0.083539	0.025974	0.30569	0.91646	0.97502	1	0.00042747	0.12188	0.38362	11	0.00045779	0.35564	0.68445	1	9.3943e-05	0.13387	0.49936
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	17	0.17658	0.052947	0.31723	0.82342	0.94805	1	0.00051415	0.25375	0.45059	14	0.0004422	0.31469	0.68285	3	0.00084991	0.56743	0.71653
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	10	0.10018	0.052947	0.31723	0.89982	0.94805	1	0.00042088	0.13387	0.39388	9	0.00043176	0.34066	0.68285	1	0.00032294	0.23077	0.55016
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	26	0.34618	0.48551	0.61392	0.65382	0.51548	1	0.00052897	0.23477	0.45059	17	0.00044167	0.3027	0.68285	9	0.00069388	0.31768	0.58522
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	27	0.22233	0.075924	0.33593	0.77767	0.92507	1	0.00049202	0.12587	0.38362	21	0.00045223	0.30669	0.68285	6	0.0006313	0.22677	0.55016
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	23	0.34787	0.53047	0.65718	0.65213	0.47053	1	0.00053878	0.25375	0.45059	15	0.00048329	0.43357	0.72498	8	0.00064281	0.24176	0.55016
GOBP_LIPID_LOCALIZATION	12	0.49987	0.83317	0.85267	0.50013	0.16783	1	0.00058419	0.43057	0.59083	6	0.00032739	0.1998	0.68285	6	0.000841	0.59341	0.73873
GOBP_REGULATION_OF_CELL_DEATH	37	0.24335	0.082917	0.33593	0.75665	0.91808	1	0.00043475	0.024975	0.22709	28	0.00043038	0.21578	0.68285	9	0.00044835	0.036963	0.37209
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH	21	0.19063	0.077922	0.33593	0.80937	0.92308	1	0.00042066	0.061938	0.30084	17	0.00045446	0.33467	0.68285	4	0.00027701	0.01998	0.37209
GOBP_REGULATION_OF_METAL_ION_TRANSPORT	12	0.24998	0.16384	0.40109	0.75002	0.83716	1	0.0005102	0.27173	0.46793	9	0.00031442	0.13786	0.68285	3	0.0010975	0.84615	0.88325
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	11	0.36366	0.58941	0.68237	0.63634	0.41159	1	0.00069051	0.72727	0.80681	7	0.00057716	0.64535	0.80276	4	0.00088887	0.61738	0.7453
GOBP_PROGRAMMED_CELL_DEATH	36	0.22232	0.041958	0.30569	0.77768	0.95904	1	0.00046167	0.038961	0.27512	28	0.000428	0.20879	0.68285	8	0.00057955	0.14885	0.50509
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	20	0.34994	0.44056	0.57497	0.65006	0.56044	1	0.00051592	0.22877	0.44874	13	0.00031149	0.064935	0.61139	7	0.00089559	0.7033	0.78022
GOBP_VIRAL_PROCESS	10	0.00027402	0.011988	0.23776	0.99973	0.98901	1	0.00054804	0.35964	0.53683	10	0.00054804	0.58342	0.77284	0	NA	NA	NA
GOBP_VESICLE_MEDIATED_TRANSPORT	27	0.22244	0.11089	0.35346	0.77756	0.89011	1	0.00067007	0.72328	0.80681	21	0.00070657	0.96004	0.98252	6	0.00054229	0.11588	0.49445
GOBP_PHOSPHORYLATION	45	0.28896	0.17582	0.40109	0.71104	0.82517	1	0.00051801	0.15185	0.4032	32	0.00045737	0.28172	0.68285	13	0.00066727	0.17882	0.50947
GOBP_DEPHOSPHORYLATION	12	0.00029082	0.005994	0.19453	0.99971	0.995	1	0.00058165	0.42358	0.58649	12	0.00058165	0.67033	0.81558	0	NA	NA	NA
GOBP_CELL_MIGRATION	34	0.23539	0.072927	0.33593	0.76461	0.92807	1	0.00049445	0.1019	0.35722	26	0.00045286	0.28272	0.68285	8	0.00062961	0.21878	0.55016
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	29	0.24146	0.1049	0.34147	0.75854	0.8961	1	0.00062855	0.61638	0.7199	22	0.00052024	0.52547	0.76281	7	0.00096893	0.82817	0.88325
GOBP_PEPTIDYL_SERINE_MODIFICATION	11	0.090998	0.011988	0.23776	0.909	0.98901	1	0.00048387	0.25475	0.45059	10	0.00036443	0.20679	0.68285	1	0.0016783	0.93307	0.94559
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	12	0.25011	0.27073	0.48807	0.74989	0.73027	1	0.00051825	0.28372	0.47424	9	0.00049065	0.46354	0.75851	3	0.00060105	0.27772	0.5667
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	10	0.20011	0.16983	0.40109	0.79989	0.83117	1	0.00044439	0.15984	0.40675	8	0.00041044	0.3027	0.68285	2	0.00058018	0.32068	0.58522
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	22	0.31822	0.3966	0.56185	0.68178	0.6044	1	0.00046369	0.098901	0.35722	15	0.00040275	0.23277	0.68285	7	0.00059428	0.14885	0.50509
GOBP_CALCIUM_MEDIATED_SIGNALING	10	0.30005	0.38462	0.55255	0.69995	0.61638	1	0.00078416	0.83117	0.87401	7	0.0006324	0.73027	0.83382	3	0.0011383	0.88112	0.90509
GOBP_CELLULAR_HOMEOSTASIS	18	0.27775	0.16983	0.40109	0.72225	0.83117	1	0.00043734	0.1039	0.35722	13	0.00027063	0.033966	0.61139	5	0.00087078	0.61439	0.7453
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	10	0.30005	0.38462	0.55255	0.69995	0.61638	1	0.00078416	0.83117	0.87401	7	0.0006324	0.73027	0.83382	3	0.0011383	0.88112	0.90509
GOBP_DEVELOPMENTAL_MATURATION	10	0.39993	0.56543	0.68184	0.60007	0.43556	1	0.00038571	0.094905	0.35722	6	0.00019859	0.078921	0.63552	4	0.00066639	0.32567	0.58894
GOBP_NEUROGENESIS	27	0.25936	0.16783	0.40109	0.74064	0.83317	1	0.00063734	0.61538	0.7199	20	0.00056651	0.7003	0.8269	7	0.00083972	0.62438	0.7453
GOBP_CELL_CYCLE_PROCESS	17	0.29413	0.25475	0.47532	0.70587	0.74625	1	0.00053715	0.32567	0.50587	12	0.00039301	0.21978	0.68285	5	0.00088308	0.63137	0.749
GOBP_REGULATION_OF_CELL_CELL_ADHESION	17	0.23538	0.15085	0.39378	0.76462	0.85015	1	0.00045033	0.12488	0.38362	13	0.00040248	0.23077	0.68285	4	0.00060583	0.24675	0.55016
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	11	0.18198	0.15485	0.39486	0.81802	0.84615	1	0.00061596	0.58641	0.7049	9	0.00056945	0.62537	0.80276	2	0.00082523	0.55944	0.71287
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	12	0.16673	0.054945	0.31723	0.83327	0.94605	1	0.00056989	0.3996	0.57016	10	0.00041865	0.30769	0.68285	2	0.0013261	0.92008	0.94191
GOBP_BIOLOGICAL_ADHESION	32	0.37503	0.64535	0.72336	0.62497	0.35564	1	0.00060125	0.47153	0.61397	20	0.00053666	0.6034	0.7857	12	0.00070888	0.3017	0.58442
GOBP_POSITIVE_REGULATION_OF_SIGNALING	39	0.30773	0.27972	0.48807	0.69227	0.72128	1	0.00042873	0.025974	0.22709	27	0.00036189	0.060939	0.61139	12	0.00057912	0.075924	0.41484
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	24	0.25016	0.18881	0.40403	0.74984	0.81219	1	0.0005724	0.35864	0.53683	18	0.00059537	0.75524	0.84011	6	0.00050351	0.081918	0.43402
GOBP_METAL_ION_TRANSPORT	18	0.33332	0.38462	0.55255	0.66668	0.61638	1	0.00048725	0.19181	0.42797	12	0.00034178	0.13287	0.68285	6	0.0007782	0.49151	0.69612
GOBP_CELL_PROJECTION_ORGANIZATION	25	0.40001	0.72128	0.7799	0.59999	0.27972	1	0.00068544	0.77123	0.82806	15	0.0005799	0.7043	0.8269	10	0.00084376	0.62238	0.7453
GOBP_MYELOID_CELL_DIFFERENTIATION	14	0.00019348	0.000999	0.13101	0.99981	1	1	0.00038696	0.063936	0.30099	14	0.00038696	0.18981	0.68285	0	NA	NA	NA
GOBP_REGULATION_OF_CELL_ADHESION	20	0.20012	0.085914	0.33593	0.79988	0.91508	1	0.00048424	0.17483	0.42432	16	0.00045384	0.32967	0.68285	4	0.00060583	0.24675	0.55016
GOBP_REGULATION_OF_PROTEOLYSIS	11	0.18191	0.1049	0.34147	0.81809	0.8961	1	0.0002773	0.012987	0.20843	9	0.0002807	0.097902	0.68285	2	0.00026198	0.08991	0.45758
GOBP_PROTEIN_CATABOLIC_PROCESS	18	0.11128	0.013986	0.23776	0.88872	0.98701	1	0.00035596	0.016983	0.21163	16	0.0003901	0.17183	0.68285	2	8.2839e-05	0.027972	0.37209
GOBP_NEURON_DIFFERENTIATION	24	0.29177	0.31469	0.51494	0.70823	0.68631	1	0.00069331	0.7982	0.84915	17	0.00063302	0.84216	0.88968	7	0.00083972	0.62438	0.7453
GOBP_T_CELL_DIFFERENTIATION	11	0.27277	0.2957	0.50161	0.72723	0.70529	1	0.00046345	0.22677	0.44874	8	0.00037314	0.23676	0.68285	3	0.00070428	0.3996	0.63002
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	10	0.39995	0.59241	0.68237	0.60005	0.40859	1	0.00017595	0.003996	0.15285	6	5.9862e-05	0.00999	0.38212	4	0.00035009	0.050949	0.41484
GOBP_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	35	0.22867	0.046953	0.30569	0.77133	0.95405	1	0.00064178	0.67133	0.76652	27	0.00053736	0.58342	0.77284	8	0.00099418	0.87712	0.90509
