Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	15	0.46627	0.095904	0.29785	0.53373	0.90509	1	0.003022	0.23876	0.73673	8	0.0020964	0.12088	0.70506	7	0.0040799	0.61738	0.89217
GOBP_MITOTIC_CELL_CYCLE	184	0.54909	0.053946	0.21289	0.45091	0.94705	1	0.0039862	0.73626	0.91917	83	0.0048171	0.97303	0.99585	101	0.0033033	0.14486	0.7274
GOBP_MITOTIC_CYTOKINESIS	17	0.41361	0.074925	0.25601	0.58639	0.92607	1	0.0048184	0.85115	0.94629	10	0.0072298	0.98801	0.99585	7	0.0013735	0.061938	0.66777
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	14	0.57098	0.35165	0.61282	0.42902	0.64935	1	0.0047151	0.80819	0.93451	6	0.0044518	0.62837	0.93741	8	0.0049126	0.77722	0.93086
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	48	0.64537	0.6963	0.85253	0.35463	0.3047	1	0.0031793	0.15684	0.66571	17	0.0031661	0.25574	0.77882	31	0.0031865	0.26573	0.78324
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	74	0.79598	1	1	0.20402	0.000999	0.14678	0.0037957	0.4985	0.85856	15	0.0028699	0.20579	0.74207	59	0.0040311	0.71129	0.92023
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	17	0.88082	0.99301	1	0.11918	0.007992	0.54517	0.0033576	0.35365	0.77908	2	0.0012556	0.22577	0.77079	15	0.0036379	0.48551	0.8711
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	12	0.83219	0.93906	0.98705	0.16781	0.061938	1	0.0027042	0.19381	0.70737	2	0.0012556	0.22577	0.77079	10	0.0029939	0.30669	0.79957
GOBP_AUTOPHAGY_OF_MITOCHONDRION	16	0.50029	0.21479	0.46938	0.49971	0.78621	1	0.0043958	0.72028	0.91482	8	0.0049735	0.78521	0.98976	8	0.0038182	0.54545	0.87879
GOBP_TELOMERE_MAINTENANCE	26	0.65372	0.72927	0.8685	0.34628	0.27173	1	0.0040507	0.62238	0.89111	9	0.0054976	0.86114	0.99585	17	0.0032847	0.35165	0.82181
GOBP_RECOMBINATIONAL_REPAIR	30	0.56614	0.26374	0.52582	0.43386	0.73726	1	0.0051959	0.95604	0.98598	13	0.00477	0.74625	0.97371	17	0.0055216	0.94805	0.98204
GOBP_SISTER_CHROMATID_SEGREGATION	40	0.55033	0.25175	0.51317	0.44967	0.74925	1	0.0039968	0.63237	0.89271	18	0.0051795	0.88811	0.99585	22	0.0030292	0.22378	0.75935
GOBP_CELL_MORPHOGENESIS	152	0.50018	0.003996	0.048002	0.49982	0.997	1	0.0037601	0.47353	0.84764	76	0.0041206	0.70829	0.96378	76	0.0033996	0.25874	0.77814
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	113	0.48679	0.004995	0.05483	0.51321	0.996	1	0.0037174	0.42657	0.82761	58	0.0037374	0.43257	0.86701	55	0.0036962	0.47852	0.86743
GOBP_CYTOKINESIS	38	0.47471	0.060939	0.22689	0.52529	0.94006	1	0.0037553	0.48951	0.85325	20	0.0055138	0.96204	0.99585	18	0.0018014	0.012987	0.56287
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	24	0.7074	0.82218	0.91834	0.2926	0.17882	1	0.0046689	0.84016	0.94617	7	0.0048088	0.74326	0.97371	17	0.0046113	0.80719	0.93306
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	10	0.99871	0.996	1	0.0012891	0.004995	0.45431	0.0025781	0.2018	0.71509	0	NA	NA	NA	10	0.0025781	0.2008	0.74644
GOBP_RESPONSE_TO_ACID_CHEMICAL	21	0.57099	0.33467	0.59572	0.42901	0.66633	1	0.0031914	0.28472	0.75215	9	0.0027091	0.23377	0.77364	12	0.0035531	0.49251	0.87125
GOBP_SKELETAL_SYSTEM_DEVELOPMENT	81	0.5183	0.035964	0.17003	0.4817	0.96503	1	0.004552	0.94705	0.98145	39	0.0042638	0.72028	0.96902	42	0.0048196	0.95105	0.98408
GOBP_OSSIFICATION	73	0.65664	0.76923	0.88936	0.34336	0.23177	1	0.0036834	0.44056	0.8301	25	0.0027675	0.1049	0.69262	48	0.0041605	0.76224	0.93014
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	23	0.5652	0.35864	0.61546	0.4348	0.64236	1	0.0042439	0.69031	0.90459	10	0.004842	0.75225	0.97485	13	0.0037838	0.53247	0.87879
GOBP_ACTION_POTENTIAL	14	0.572	0.46454	0.69426	0.428	0.53646	1	0.0049361	0.84216	0.94629	6	0.0070972	0.95405	0.99585	8	0.0033153	0.41159	0.8458
GOBP_RNA_METHYLATION	25	0.83873	0.99301	1	0.16127	0.007992	0.54517	0.0045356	0.80919	0.93451	4	0.006238	0.85415	0.99454	21	0.0042114	0.72028	0.92023
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	20	0.69986	0.85115	0.93702	0.30014	0.14985	1	0.0035209	0.42258	0.82761	6	0.0053964	0.7992	0.98976	14	0.0027171	0.16983	0.73107
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	10	0.79888	0.88212	0.9573	0.20112	0.11888	1	0.0034008	0.39261	0.80609	2	0.0028806	0.43656	0.86701	8	0.0035309	0.46354	0.8609
GOBP_MICROTUBULE_BUNDLE_FORMATION	14	0.42937	0.12687	0.34867	0.57063	0.87413	1	0.0048914	0.83516	0.94444	8	0.0056822	0.87712	0.99585	6	0.0038369	0.54645	0.87879
GOBP_OSTEOBLAST_DIFFERENTIATION	43	0.62726	0.57443	0.7667	0.37274	0.42657	1	0.0034072	0.2957	0.7546	16	0.0028371	0.19081	0.73225	27	0.003745	0.52348	0.87721
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	53	0.54653	0.13586	0.36601	0.45347	0.86513	1	0.0033078	0.1958	0.70965	24	0.0022441	0.022977	0.52736	29	0.0041881	0.71429	0.92023
GOBP_METANEPHROS_DEVELOPMENT	12	0.4992	0.16484	0.40994	0.5008	0.83616	1	0.0035157	0.44356	0.83058	6	0.0019229	0.12288	0.70506	6	0.0051085	0.8012	0.93306
GOBP_TEMPERATURE_HOMEOSTASIS	30	0.5998	0.47752	0.70923	0.4002	0.52348	1	0.0035627	0.39161	0.80609	12	0.0039637	0.56144	0.90793	18	0.0032954	0.31868	0.80175
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	66	0.5753	0.28671	0.54982	0.4247	0.71429	1	0.0028027	0.030969	0.47333	28	0.0022348	0.013986	0.49019	38	0.0032211	0.21479	0.75643
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	19	0.7883	0.93806	0.98705	0.2117	0.062937	1	0.0033012	0.32268	0.76943	4	0.0022571	0.25075	0.77659	15	0.0035797	0.46553	0.86126
GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS	23	0.43562	0.066933	0.24076	0.56438	0.93407	1	0.0049466	0.89011	0.96267	13	0.0058505	0.94006	0.99585	10	0.0037716	0.52947	0.87879
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	68	0.48551	0.017982	0.11643	0.51449	0.98302	1	0.0037791	0.52148	0.86626	35	0.0040954	0.66633	0.95155	33	0.0034436	0.32667	0.80279
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	26	0.46199	0.080919	0.2674	0.53801	0.92008	1	0.0031939	0.24376	0.74204	14	0.0037979	0.47652	0.89007	12	0.0024891	0.16484	0.7274
GOBP_ENDODERM_FORMATION	13	0.46272	0.22378	0.47809	0.53728	0.77722	1	0.0032775	0.34366	0.77313	7	0.0052317	0.81918	0.9907	6	0.00099768	0.048951	0.65993
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	15	0.39971	0.031968	0.16239	0.60029	0.96903	1	0.0027596	0.16284	0.67226	9	0.0018244	0.084915	0.65227	6	0.0041623	0.62837	0.89226
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	29	0.55113	0.24875	0.51073	0.44887	0.75225	1	0.0035955	0.39161	0.80609	13	0.0026797	0.13187	0.70963	16	0.0043395	0.69231	0.91683
GOBP_NEURON_MIGRATION	20	0.40048	0.031968	0.16239	0.59952	0.96903	1	0.0040071	0.61439	0.89016	12	0.0041365	0.62238	0.93652	8	0.003813	0.54446	0.87879
GOBP_MICROGLIAL_CELL_ACTIVATION	10	0.50019	0.26873	0.53079	0.49981	0.73227	1	0.0049187	0.7972	0.9336	5	0.0053025	0.75225	0.97485	5	0.0045348	0.69131	0.91614
GOBP_CELL_ACTIVATION	196	0.51544	0.002997	0.041182	0.48456	0.998	1	0.0033264	0.045954	0.51745	95	0.0037151	0.34965	0.84048	101	0.0029609	0.027972	0.62026
GOBP_LEUKOCYTE_HOMEOSTASIS	14	0.57194	0.46154	0.69303	0.42806	0.53946	1	0.0039801	0.5974	0.8883	6	0.0058378	0.85714	0.99564	8	0.0025868	0.24775	0.77001
GOBP_CYTOKINE_PRODUCTION	127	0.52741	0.031968	0.16239	0.47259	0.96903	1	0.0038595	0.56244	0.8883	60	0.003769	0.43756	0.86701	67	0.0039406	0.66434	0.90557
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	48	0.47907	0.026973	0.14471	0.52093	0.97403	1	0.0038103	0.52547	0.86672	25	0.0034802	0.34166	0.83982	23	0.0041692	0.7013	0.91916
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	85	0.57622	0.25075	0.51168	0.42378	0.75025	1	0.0037411	0.43656	0.82969	36	0.0038227	0.47852	0.89007	49	0.0036811	0.45554	0.8603
GOBP_MESONEPHROS_DEVELOPMENT	15	0.53274	0.22877	0.48336	0.46726	0.77223	1	0.0027775	0.16583	0.67226	7	0.0017009	0.083916	0.65227	8	0.0037196	0.51648	0.87695
GOBP_BLASTOCYST_DEVELOPMENT	19	0.42212	0.081918	0.26884	0.57788	0.91908	1	0.0040781	0.63437	0.89271	11	0.0053587	0.89111	0.99585	8	0.0023173	0.18981	0.73649
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	15	0.73271	0.84815	0.93532	0.26729	0.15285	1	0.0024835	0.10989	0.60487	4	0.0023267	0.26773	0.79074	11	0.0025405	0.18182	0.73649
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	31	0.7082	0.85215	0.93702	0.2918	0.14885	1	0.0034213	0.33367	0.77155	9	0.00081939	0.006993	0.4652	22	0.0044857	0.7982	0.93306
GOBP_NEURAL_TUBE_FORMATION	10	0.40021	0.1009	0.30835	0.59979	0.9001	1	0.0039735	0.5954	0.8883	6	0.0036634	0.43956	0.86701	4	0.0044388	0.65335	0.90557
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	13	0.38535	0.06993	0.24735	0.61465	0.93107	1	0.0025576	0.14386	0.65535	8	0.0032652	0.37363	0.84332	5	0.0014255	0.10589	0.70608
GOBP_PLACENTA_DEVELOPMENT	27	0.44493	0.04995	0.20429	0.55507	0.95105	1	0.0038974	0.55844	0.88811	15	0.0043899	0.68132	0.95712	12	0.0032817	0.39461	0.84296
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	19	0.47369	0.12687	0.34867	0.52631	0.87413	1	0.0039599	0.59141	0.8883	10	0.0037742	0.48352	0.89007	9	0.0041662	0.62537	0.89217
GOBP_CELL_KILLING	36	0.27846	0.000999	0.020299	0.72154	1	1	0.0025617	0.02997	0.47308	26	0.0027219	0.074925	0.63156	10	0.0021452	0.12787	0.7274
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	29	0.17328	0.000999	0.020299	0.82672	1	1	0.0029599	0.13586	0.65314	24	0.0028383	0.095904	0.68683	5	0.0035438	0.49151	0.8711
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	21	0.19145	0.000999	0.020299	0.80855	1	1	0.0031015	0.25375	0.74334	17	0.0031226	0.24476	0.7751	4	0.0030116	0.39161	0.84296
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	10	0.1007	0.000999	0.020299	0.8993	1	1	0.0015989	0.047952	0.51745	9	0.0016642	0.05994	0.59783	1	0.0010111	0.40659	0.84371
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	192	0.5572	0.081918	0.26884	0.4428	0.91908	1	0.0036293	0.29271	0.75346	85	0.0038932	0.53147	0.90305	107	0.0034197	0.22577	0.75935
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	128	0.54665	0.058941	0.22293	0.45335	0.94206	1	0.0034285	0.16284	0.67226	58	0.0032802	0.15684	0.71807	70	0.0035513	0.34965	0.82181
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	27	0.62901	0.55644	0.75376	0.37099	0.44456	1	0.0033147	0.28971	0.75238	10	0.0028038	0.23576	0.77364	17	0.0036153	0.48851	0.8711
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	20	0.69881	0.75325	0.88156	0.30119	0.24775	1	0.0036935	0.49051	0.85325	6	0.0021815	0.15984	0.71807	14	0.0043415	0.7013	0.91916
GOBP_VASCULATURE_DEVELOPMENT	118	0.55075	0.1019	0.30991	0.44925	0.8991	1	0.0031176	0.035964	0.48374	53	0.0032564	0.14685	0.71541	65	0.0030045	0.1009	0.694
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	22	0.4546	0.067932	0.24343	0.5454	0.93307	1	0.0032609	0.28671	0.75223	12	0.0030945	0.28771	0.80923	10	0.0034606	0.44256	0.85729
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	13	0.46111	0.11489	0.32997	0.53889	0.88611	1	0.0040037	0.60739	0.8883	7	0.0029169	0.32867	0.8315	6	0.0052715	0.82018	0.93546
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	75	0.55955	0.16484	0.40994	0.44045	0.83616	1	0.0034655	0.23377	0.73196	33	0.0029175	0.098901	0.69262	42	0.0038961	0.61738	0.89217
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	11	0.54433	0.25874	0.51966	0.45567	0.74226	1	0.0032968	0.38661	0.80609	5	0.0011435	0.070929	0.62846	6	0.0050913	0.7962	0.93208
GOBP_REGULATION_OF_HEART_RATE	10	0.7004	0.8042	0.90835	0.2996	0.1968	1	0.0060498	0.94206	0.9811	3	0.01142	0.99401	0.99953	7	0.0037484	0.51848	0.87695
GOBP_SPROUTING_ANGIOGENESIS	23	0.43451	0.037962	0.17556	0.56549	0.96304	1	0.0030263	0.1998	0.71331	13	0.0021932	0.060939	0.6015	10	0.0041093	0.63037	0.8931
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	12	0.58223	0.34466	0.60338	0.41777	0.65634	1	0.002819	0.21479	0.72584	5	0.0007287	0.033966	0.53752	7	0.0043121	0.66434	0.90557
GOBP_CHONDROCYTE_DIFFERENTIATION	13	0.61504	0.53047	0.74118	0.38496	0.47053	1	0.0036205	0.47752	0.84844	5	0.0038136	0.53746	0.90305	8	0.0034998	0.45455	0.8603
GOBP_EPITHELIAL_CELL_DEVELOPMENT	38	0.52619	0.14985	0.38625	0.47381	0.85115	1	0.0027776	0.064935	0.55494	18	0.0026576	0.11588	0.70506	20	0.0028856	0.15684	0.7274
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	16	0.43758	0.076923	0.26096	0.56242	0.92408	1	0.0031861	0.3007	0.75623	9	0.0029671	0.29171	0.81125	7	0.0034677	0.45654	0.8603
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	13	0.38472	0.041958	0.18381	0.61528	0.95904	1	0.0031242	0.28372	0.75215	8	0.0027043	0.22078	0.7647	5	0.003796	0.54645	0.87879
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	14	0.71349	0.78122	0.89617	0.28651	0.21978	1	0.0034188	0.38761	0.80609	4	0.0031941	0.4026	0.85122	10	0.0035086	0.45255	0.8603
GOBP_CYTOPLASMIC_TRANSLATION	39	0.89634	1	1	0.10366	0.000999	0.14678	0.0034306	0.29071	0.75238	4	0.0060217	0.82917	0.9907	35	0.0031345	0.20979	0.75201
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	14	0.64236	0.62138	0.80191	0.35764	0.37962	1	0.0033415	0.36464	0.78695	5	0.003292	0.43257	0.86701	9	0.003369	0.42857	0.85223
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE	10	0.59974	0.47952	0.71054	0.40026	0.52148	1	0.0027868	0.25275	0.74334	4	0.0028254	0.34565	0.84048	6	0.0027611	0.31069	0.79957
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	11	0.27319	0.007992	0.07067	0.72681	0.99301	1	0.0011148	0.00999	0.37414	8	0.0013994	0.053946	0.57734	3	0.00035599	0.031968	0.63503
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	24	0.45834	0.060939	0.22689	0.54166	0.94006	1	0.0044512	0.77522	0.92716	13	0.0041296	0.55644	0.90793	11	0.0048314	0.8032	0.93306
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	14	0.4285	0.075924	0.25896	0.5715	0.92507	1	0.0037426	0.51049	0.86363	8	0.0031451	0.33766	0.83982	6	0.0045393	0.70829	0.92023
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	22	0.04668	0.000999	0.020299	0.95332	1	1	0.0029658	0.17083	0.67834	21	0.0028369	0.12887	0.70954	1	0.0056725	0.74226	0.9288
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	62	0.66084	0.81219	0.91252	0.33916	0.18881	1	0.0026116	0.007992	0.37231	21	0.0025248	0.055944	0.5888	41	0.0026561	0.044955	0.64946
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	25	0.51974	0.16583	0.41029	0.48026	0.83516	1	0.0036369	0.44356	0.83058	12	0.0032452	0.35165	0.84048	13	0.0039985	0.5954	0.88855
GOBP_ADAPTIVE_IMMUNE_RESPONSE	79	0.39252	0.000999	0.020299	0.60748	1	1	0.002861	0.021978	0.47308	48	0.002539	0.00999	0.4652	31	0.0033596	0.33666	0.80793
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	11	0.8181	0.96503	1	0.1819	0.035964	0.94098	0.004616	0.74925	0.92208	2	0.012232	0.99001	0.99734	9	0.0029236	0.3027	0.79957
GOBP_IMMUNE_EFFECTOR_PROCESS	102	0.42167	0.000999	0.020299	0.57833	1	1	0.0032066	0.077922	0.55534	59	0.0029537	0.044955	0.55407	43	0.0035537	0.4006	0.8432
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	65	0.38511	0.001998	0.030776	0.61489	0.999	1	0.0035077	0.31668	0.7642	40	0.0036497	0.37762	0.84508	25	0.0032806	0.30869	0.79957
GOBP_MYELOID_CELL_HOMEOSTASIS	31	0.58042	0.4026	0.65166	0.41958	0.5984	1	0.003275	0.25974	0.75094	13	0.0033597	0.32567	0.83053	18	0.0032139	0.28671	0.79241
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	49	0.5102	0.080919	0.2674	0.4898	0.92008	1	0.0032641	0.2048	0.7217	24	0.0033262	0.26074	0.77976	25	0.0032044	0.27872	0.79216
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	29	0.55154	0.29271	0.5574	0.44846	0.70829	1	0.0031022	0.18082	0.68935	13	0.0030415	0.23077	0.77364	16	0.0031515	0.28272	0.79216
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	44	0.50003	0.062937	0.23296	0.49997	0.93806	1	0.0035481	0.35165	0.77827	22	0.0036146	0.3966	0.84701	22	0.0034815	0.4046	0.84371
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	29	0.58578	0.42258	0.66485	0.41422	0.57842	1	0.0031101	0.18482	0.69625	12	0.0027307	0.17982	0.73196	17	0.0033779	0.38362	0.84087
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	24	0.62456	0.53946	0.74503	0.37544	0.46154	1	0.0035713	0.43157	0.82761	9	0.0035789	0.43856	0.86701	15	0.0035668	0.45954	0.86085
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	16	0.56254	0.37662	0.6288	0.43746	0.62438	1	0.0040329	0.60739	0.8883	7	0.0047055	0.71928	0.96902	9	0.0035097	0.46953	0.86345
GOBP_RESPONSE_TO_TUMOR_CELL	10	0.2009	0.007992	0.07067	0.7991	0.99301	1	0.0047888	0.77323	0.9271	8	0.0041229	0.5984	0.92006	2	0.0074523	0.8951	0.95784
GOBP_T_CELL_LINEAGE_COMMITMENT	11	0.18328	0.002997	0.041182	0.81672	0.998	1	0.0048321	0.79321	0.93178	9	0.0047348	0.73926	0.97371	2	0.0052701	0.72527	0.92023
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	14	0.7134	0.77822	0.89488	0.2866	0.22278	1	0.0035458	0.43457	0.82836	4	0.0031024	0.38861	0.84582	10	0.0037232	0.51548	0.87695
GOBP_IMMUNOGLOBULIN_PRODUCTION	15	0.46699	0.16184	0.40619	0.53301	0.83916	1	0.0041211	0.63636	0.89271	8	0.0044651	0.68631	0.95712	7	0.0037279	0.51349	0.87695
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	10	0.59974	0.47952	0.71054	0.40026	0.52148	1	0.0027868	0.25275	0.74334	4	0.0028254	0.34565	0.84048	6	0.0027611	0.31069	0.79957
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	27	0.51863	0.18482	0.43493	0.48137	0.81618	1	0.00399	0.59341	0.8883	13	0.0043755	0.63936	0.94135	14	0.0036321	0.45654	0.8603
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	66	0.37877	0.001998	0.030776	0.62123	0.999	1	0.0027577	0.024975	0.47308	41	0.0021913	0.004995	0.4652	25	0.0036867	0.5005	0.87324
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	57	0.31599	0.000999	0.020299	0.68401	1	1	0.0027394	0.020979	0.47308	39	0.0022958	0.006993	0.4652	18	0.0037007	0.47453	0.86347
GOBP_T_CELL_MEDIATED_IMMUNITY	27	0.37003	0.002997	0.041182	0.62997	0.998	1	0.0023117	0.028971	0.47308	17	0.0012963	0.004995	0.4652	10	0.0040378	0.60939	0.89217
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	53	0.47152	0.014985	0.10295	0.52848	0.98601	1	0.0028931	0.04995	0.53059	28	0.0024028	0.034965	0.53752	25	0.0034424	0.39161	0.84296
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	168	0.48837	0.000999	0.020299	0.51163	1	1	0.0036656	0.34466	0.77355	86	0.0041179	0.7043	0.96178	82	0.0031912	0.11988	0.7274
GOBP_LEUKOCYTE_DIFFERENTIATION	97	0.48501	0.006993	0.065154	0.51499	0.99401	1	0.0037188	0.43057	0.82761	50	0.0045206	0.87612	0.99585	47	0.0028657	0.075924	0.66983
GOBP_ACUTE_INFLAMMATORY_RESPONSE	16	0.74951	0.89111	0.96212	0.25049	0.10989	1	0.002716	0.16683	0.67226	4	0.0034572	0.44456	0.86787	12	0.0024689	0.16184	0.7274
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	29	0.51756	0.21079	0.46383	0.48244	0.79021	1	0.0028729	0.11189	0.61234	14	0.0036316	0.41059	0.85483	15	0.0021649	0.073926	0.66983
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	12	0.58328	0.45055	0.68406	0.41672	0.55045	1	0.0042397	0.66434	0.89563	5	0.0049562	0.71429	0.9671	7	0.0037279	0.51349	0.87695
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	238	0.49572	0.000999	0.020299	0.50428	1	1	0.0034218	0.070929	0.55494	120	0.0032458	0.036963	0.53752	118	0.0036009	0.3966	0.84296
