Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Proteoglycans in cancer	6/205	0.0012009966788105008	0.011100214664199562	0	0	5.445392098105205	36.61810276855144	TGFB1;SRC;AKT2;CASP3;FN1;HPSE
B cell receptor signaling pathway	4/81	0.0012274275830605286	0.011100214664199562	0	0	9.270153270153271	62.13630497184117	LYN;AKT2;INPP5D;DAPP1
Colorectal cancer	4/86	0.0015325923717271939	0.01265605962874803	0	0	8.702702702702704	56.40042882712419	RALB;TGFB1;AKT2;CASP3
MAPK signaling pathway	7/294	0.0015658973903826699	0.01265605962874803	0	0	4.425925925925926	28.588366545543973	PPM1A;TGFB1;DUSP3;AKT2;CASP3;IL1B;HSPB1
Cytokine-cytokine receptor interaction	7/295	0.0015964696697368824	0.01265605962874803	0	0	4.410333076131687	28.40237099602045	CD40;TGFB1;CXCL8;IL1B;CCL5;PPBP;PF4
Regulation of actin cytoskeleton	6/218	0.001642853894116331	0.01265605962874803	0	0	5.1081010905314175	32.749672574584125	FGD3;SRC;FN1;MYH9;ITGA6;IQGAP2
Small cell lung cancer	4/92	0.0019641163256178856	0.014590578418875722	0	0	8.106879606879607	50.527852633326184	AKT2;CASP3;FN1;ITGA6
Rheumatoid arthritis	4/93	0.0020434005557943107	0.014656114331214366	0	0	8.015386172689544	49.640408078793705	CXCL8;TGFB1;IL1B;CCL5
Fc gamma R-mediated phagocytosis	4/97	0.002382702677312193	0.016520071896031205	0	0	7.669088443281992	46.317611937354705	LYN;VASP;AKT2;INPP5D
Hematopoietic cell lineage	4/99	0.0025660780644369326	0.017217556045254257	0	0	7.506875296348981	44.78133816164726	IL1B;ITGA6;CD36;GP5
Viral protein interaction with cytokine and cytokine receptor	4/100	0.002661302293846886	0.01729846491000476	0	0	7.428303303303303	44.04196229800182	CXCL8;CCL5;PPBP;PF4
cGMP-PKG signaling pathway	5/167	0.002803376705213264	0.017669768323768452	0	0	5.533950617283951	32.52264384471572	VASP;AKT2;PPIF;PDE5A;PRKG1
C-type lectin receptor signaling pathway	4/104	0.0030664706577256126	0.017930806651419134	0	0	7.129729729729729	41.26137153571052	SRC;AKT2;IL1B;CLEC1B
NF-kappa B signaling pathway	4/104	0.0030664706577256126	0.017930806651419134	0	0	7.129729729729729	41.26137153571052	LYN;CD40;CXCL8;IL1B
Influenza A	5/172	0.003181995800630591	0.017930806651419134	0	0	5.366902558519325	30.861013558866745	CXCL8;AKT2;CASP3;IL1B;CCL5
Parkinson disease	6/249	0.0031896146447235956	0.017930806651419134	0	0	4.449428021293465	25.574667858001504	CASP3;PPIF;COX5B;SDHB;COX6B1;SNCA
Insulin resistance	4/108	0.0035118829401147708	0.019222938198522957	0	0	6.854123354123354	38.7367836661614	PTPN1;AKT2;CD36;SLC27A4
HIF-1 signaling pathway	4/109	0.0036297414658186347	0.019358621151032717	0	0	6.788502788502789	38.14184005063403	AKT2;SERPINE1;TIMP1;ENO2
Tuberculosis	5/180	0.003862561314553352	0.0198064824417114	0	0	5.119480519480519	28.44600832991708	TGFB1;SRC;AKT2;CASP3;IL1B
Regulation of lipolysis in adipocytes	3/55	0.003908996039114416	0.0198064824417114	0	0	10.21617445054945	56.64332082748692	AKT2;PRKG1;MGLL
TNF signaling pathway	4/112	0.003999385877653264	0.0198064824417114	0	0	6.598932265598933	36.436759819848696	AKT2;CASP3;IL1B;CCL5
Leukocyte transendothelial migration	4/114	0.004259486638456114	0.020439065762511924	0	0	6.478296478296478	35.36247212934805	VASP;PECAM1;ESAM;F11R
Legionellosis	3/57	0.004323648526685215	0.020439065762511924	0	0	9.836805555555555	53.5481823058011	CXCL8;CASP3;IL1B
Neutrophil extracellular trap formation	5/189	0.004746359668503805	0.021541649382724088	0	0	4.866847826086956	26.03947232756546	SELP;SRC;AKT2;PPIF;MPO
VEGF signaling pathway	3/59	0.004764018613487058	0.021541649382724088	0	0	9.48453443877551	50.71061618852951	SRC;AKT2;HSPB1
Kaposi sarcoma-associated herpesvirus infection	5/193	0.005181946629039234	0.022932870188088525	0	0	4.762330754352031	25.062120370288444	LYN;CXCL8;SRC;AKT2;CASP3
Focal adhesion	5/201	0.006136905056741895	0.026591756973473817	0	0	4.566094619666048	23.257104899493434	VASP;SRC;AKT2;FN1;ITGA6
Epstein-Barr virus infection	5/202	0.006264404287020273	0.026591756973473817	0	0	4.542685740655283	23.04446230383811	PDIA3;LYN;CD40;AKT2;CASP3
Fc epsilon RI signaling pathway	3/68	0.007075247745218042	0.029433030620107055	0	0	8.167582417582418	40.43894871183216	LYN;AKT2;INPP5D
Rap1 signaling pathway	5/210	0.007352264065620011	0.029985704424489456	0	0	4.363636363636363	21.43744135440875	VASP;FYB1;RALB;SRC;AKT2
Fluid shear stress and atherosclerosis	4/139	0.008523056212288707	0.0335617997842692	0	0	5.271938605271939	25.120683555279676	SRC;AKT2;IL1B;PECAM1
Huntington disease	6/306	0.008551804752722441	0.0335617997842692	0	0	3.593577981651376	17.111227404381513	DCTN2;CASP3;PPIF;COX5B;SDHB;COX6B1
PPAR signaling pathway	3/74	0.008927286482504614	0.0343865849696474	0	0	7.475100603621731	35.272329609748496	ACOX1;CD36;SLC27A4
Pancreatic cancer	3/76	0.009601717992717987	0.03566352397295253	0	0	7.2695694716242665	33.77306209269917	RALB;TGFB1;AKT2
Pertussis	3/76	0.009601717992717987	0.03566352397295253	0	0	7.2695694716242665	33.77306209269917	CXCL8;CASP3;IL1B
Bacterial invasion of epithelial cells	3/77	0.009949784239244122	0.03630798459232943	0	0	7.170970077220077	33.05963789222691	SRC;FN1;DNM1
Phospholipase D signaling pathway	4/148	0.010561663877641661	0.03787631183705975	0	0	4.94019019019019	22.480456242900388	CXCL8;RALB;AKT2;DNM1
Thermogenesis	5/232	0.0110116528156267	0.03882074212966701	0	0	3.9363235883059673	17.748100597349637	COX5B;SDHB;PRKG1;MGLL;COX6B1
Cellular senescence	4/156	0.012618405335345455	0.043743805162530916	0	0	4.678283546704599	20.45625697544979	TGFB1;CXCL8;AKT2;SERPINE1
ErbB signaling pathway	3/85	0.012998329077987904	0.044322171282319404	0	0	6.46875	28.09335730264135	SRC;AKT2;NCK2
Shigellosis	5/246	0.013897284109924246	0.046623146691358766	0	0	3.7050169747265183	15.842881723341156	CXCL8;SRC;AKT2;IL1B;CCL5
Salmonella infection	5/249	0.01457593523945451	0.04812372269534187	0	0	3.6589046199701936	15.471251489325624	CXCL8;DCTN2;AKT2;CASP3;IL1B
Endocytosis	5/252	0.015276534707098093	0.049648737798068804	0	0	3.6139124033860877	15.111348148284629	RAB10;EHD3;SRC;CHMP6;DNM1
Tight junction	4/169	0.016476771256075336	0.05272566801944108	0	0	4.306852306852307	17.683090105055655	VASP;SRC;MYH9;F11R
IL-17 signaling pathway	3/94	0.016998799732205614	0.05357197491361769	0	0	5.826334379905808	23.74005513479152	CXCL8;CASP3;IL1B
Amyotrophic lateral sclerosis	6/364	0.018734150162805743	0.05815974975915813	0	0	3.0024601506842292	11.942006647179262	CCS;DCTN2;CASP3;COX5B;SDHB;COX6B1
NOD-like receptor signaling pathway	4/181	0.02063133291537586	0.0631076065646791	0	0	4.0124191988598765	15.571975593362474	CXCL8;IL1B;CCL5;ERBIN
T cell receptor signaling pathway	3/104	0.022164490332985853	0.06681469549653707	0	0	5.246817538896747	19.986512143802795	AKT2;GRAP2;NCK2
Bladder cancer	2/41	0.023226628399150937	0.06901626724319136	0	0	9.006580440208758	33.886861560053404	CXCL8;SRC
Fat digestion and absorption	2/43	0.02538864647241949	0.07334497869810075	0	0	8.56637168141593	31.468165415475863	CD36;SLC27A4
Fatty acid degradation	2/43	0.02538864647241949	0.07334497869810075	0	0	8.56637168141593	31.468165415475863	ACOX1;ACADSB
Viral carcinogenesis	4/203	0.029796958061053418	0.08490092159861795	0	0	3.564851283444248	12.524566581930642	LYN;YWHAQ;SRC;CASP3
Intestinal immune network for IgA production	2/48	0.0311331143914041	0.08634250391216071	0	0	7.633320507887649	26.483677680913885	CD40;TGFB1
Valine, leucine and isoleucine degradation	2/48	0.0311331143914041	0.08634250391216071	0	0	7.633320507887649	26.483677680913885	OXCT1;ACADSB
AMPK signaling pathway	3/120	0.032016163677402294	0.08762318480131154	0	0	4.5256410256410255	15.575058708247294	RAB10;AKT2;CD36
Pathways in cancer	7/531	0.033737106116533355	0.09113400093816802	0	0	2.3948084534916596	8.11638177550033	TGFB1;CXCL8;RALB;AKT2;CASP3;FN1;ITGA6
Osteoclast differentiation	3/127	0.03693575784028172	0.09849535424075125	0	0	4.268649193548387	14.080460153891917	TGFB1;AKT2;IL1B
Purine metabolism	3/129	0.038408640894677895	0.09986246632616252	0	0	4.20046768707483	13.691310263204018	AK1;GMPR;PDE5A
Relaxin signaling pathway	3/129	0.038408640894677895	0.09986246632616252	0	0	4.20046768707483	13.691310263204018	TGFB1;SRC;AKT2
Oxidative phosphorylation	3/133	0.04144328756543968	0.1064222693038451	0	0	4.070398351648351	12.957825583040897	COX5B;SDHB;COX6B1
Insulin signaling pathway	3/137	0.04459545990071659	0.11312019096767134	0	0	3.9480943496801704	12.279059915977689	PTPN1;PRKAR1A;AKT2
Measles	3/139	0.04621521833606911	0.11437082911551162	0	0	3.889640231092437	11.958489370827657	AKT2;CASP3;IL1B
Long-term depression	2/60	0.04673807920585811	0.11437082911551162	0	0	6.0503509307293255	18.533411047995134	LYN;PRKG1
Viral myocarditis	2/60	0.04673807920585811	0.11437082911551162	0	0	6.0503509307293255	18.533411047995134	CD40;CASP3
Apoptosis	3/142	0.048698959885455084	0.11778353088575183	0	0	3.805113052415211	11.499423048964461	AIFM1;AKT2;CASP3
Spinocerebellar ataxia	3/143	0.04954121019565048	0.11844335311144023	0	0	3.7777423469387754	11.35192847687745	AKT2;PPIF;ATXN10
Cytosolic DNA-sensing pathway	2/63	0.051005002236903775	0.12055727801449984	0	0	5.751922239953576	17.116751778283913	IL1B;CCL5
Inflammatory bowel disease	2/65	0.05392451671665204	0.1260258368209396	0	0	5.5687596572552325	16.261725160562072	TGFB1;IL1B
Synthesis and degradation of ketone bodies	1/10	0.056046809334145735	0.12953040379447012	0	0	19.37231968810916	55.822657592283626	OXCT1
Acute myeloid leukemia	2/67	0.056901942937741465	0.13006158385769476	0	0	5.396868618107556	15.469723402436994	AKT2;MPO
Adipocytokine signaling pathway	2/69	0.05993559496418599	0.13404950271559876	0	0	5.235239730550786	14.734502177691335	AKT2;CD36
Renal cell carcinoma	2/69	0.05993559496418599	0.13404950271559876	0	0	5.235239730550786	14.734502177691335	TGFB1;AKT2
Prolactin signaling pathway	2/70	0.06147298715370046	0.13589984409720424	0	0	5.1579906298802705	14.386447909492563	SRC;AKT2
Hepatitis C	3/157	0.062069640332857695	0.13589984409720424	0	0	3.431876159554731	9.538893927661283	YWHAQ;AKT2;CASP3
Adherens junction	2/71	0.06302381734121534	0.1365516042392999	0	0	5.082980633577017	14.050591454899514	PTPN1;SRC
Necroptosis	3/159	0.06396926350330173	0.13717120421326556	0	0	3.387534340659341	9.313526241200512	AIFM1;IL1B;CHMP6
p53 signaling pathway	2/73	0.06616498455804216	0.14043180395992624	0	0	4.939299513897544	13.413180974520342	CASP3;SERPINE1
Herpes simplex virus 1 infection	6/498	0.06775617007669638	0.14112505694719754	0	0	2.169724770642202	5.840551388787819	PDIA3;SRC;AKT2;CASP3;IL1B;CCL5
Hippo signaling pathway	3/163	0.06784858507076805	0.14112505694719754	0	0	3.3021763392857144	8.884428654359462	TGFB1;YWHAQ;SERPINE1
Chronic myeloid leukemia	2/76	0.07097252375422902	0.14616123703841225	0	0	4.738340110021526	12.535100913235278	TGFB1;AKT2
Leishmaniasis	2/77	0.07259979872833701	0.14804664838719703	0	0	4.674926253687316	12.261364459053734	TGFB1;IL1B
Thiamine metabolism	1/15	0.08289102619078825	0.16739158687071803	0	0	12.450501253132833	31.004592702550898	AK1
Cardiac muscle contraction	2/87	0.08950515648212125	0.1790103129642425	0	0	4.122852680895367	9.950336077564751	COX5B;COX6B1
Gap junction	2/88	0.09125495099191017	0.18077171244111728	0	0	4.07470672977979	9.755247356817625	SRC;PRKG1
Hypertrophic cardiomyopathy	2/90	0.09478457421217658	0.185992372038988	0	0	3.981697506033789	9.381471013392835	TGFB1;ITGA6
Transcriptional misregulation in cancer	3/192	0.09898545137290882	0.19242031668752368	0	0	2.7913832199546484	6.455861970137711	CD40;CXCL8;MPO
Glycosaminoglycan degradation	1/19	0.10382037915026997	0.19995035984496437	0	0	9.6817738791423	21.93011820824504	HPSE
Dilated cardiomyopathy	2/96	0.10560159645207354	0.20151497304615867	0	0	3.7264168706458296	8.3772899085007	TGFB1;ITGA6
One carbon pool by folate	1/20	0.10897830352246207	0.20477496389722882	0	0	9.171745152354571	20.330149616722807	SHMT1
Inflammatory mediator regulation of TRP channels	2/98	0.10927894707977115	0.20477496389722882	0	0	3.6484144542772863	8.077047878894778	SRC;IL1B
Human immunodeficiency virus 1 infection	3/212	0.12323749845856868	0.22774313782221484	0	0	2.521701982228298	5.2795409383560745	PDIA3;AKT2;CASP3
Human papillomavirus infection	4/331	0.12372583929764557	0.22774313782221484	0	0	2.1553296415681737	4.503964622793205	AKT2;CASP3;FN1;ITGA6
Th17 cell differentiation	2/107	0.1262265378830135	0.23030806911988427	0	0	3.33417614833544	6.900667910371883	TGFB1;IL1B
Human T-cell leukemia virus 1 infection	3/219	0.13219541536105175	0.23910127300085882	0	0	2.4391121031746033	4.935480001262752	CD40;TGFB1;AKT2
alpha-Linolenic acid metabolism	1/25	0.13432979915384075	0.24086722606895583	0	0	7.259137426900585	14.572408528789035	ACOX1
Serotonergic synapse	2/113	0.13785028240993086	0.24506716872876597	0	0	3.152993701666268	6.247931623024015	APP;CASP3
Biosynthesis of unsaturated fatty acids	1/27	0.14426900631218212	0.25430468909266	0	0	6.700067476383266	12.971837311762831	ACOX1
PI3K-Akt signaling pathway	4/354	0.1472232508124397	0.2568376570780058	0	0	2.0113256113256113	3.8533079268362105	YWHAQ;AKT2;FN1;ITGA6
Butanoate metabolism	1/28	0.14919610379969206	0.2568376570780058	0	0	6.451591942820013	12.274113061647231	OXCT1
Coronavirus disease	3/232	0.14941036781941683	0.2568376570780058	0	0	2.2991266375545854	4.3707744951135545	SELP;CXCL8;IL1B
Thyroid hormone signaling pathway	2/121	0.153693510595828	0.26203483773714936	0	0	2.939837882055477	5.505713247013005	SRC;AKT2
Citrate cycle (TCA cycle)	1/30	0.1589660866796708	0.2636715158818607	0	0	6.0060496067755595	11.045511961406842	SDHB
Glyoxylate and dicarboxylate metabolism	1/30	0.1589660866796708	0.2636715158818607	0	0	6.0060496067755595	11.045511961406842	SHMT1
beta-Alanine metabolism	1/30	0.1589660866796708	0.2636715158818607	0	0	6.0060496067755595	11.045511961406842	ACOX1
Cell cycle	2/124	0.15972409135151178	0.2636715158818607	0	0	2.867111562454664	5.259163902137688	TGFB1;YWHAQ
Asthma	1/31	0.16380928941211412	0.2682860802970058	0	0	5.805555555555555	10.502554195166498	CD40
SNARE interactions in vesicular transport	1/33	0.17341290424064773	0.28049217862139186	0	0	5.442160087719298	9.53509874981493	VAMP8
FoxO signaling pathway	2/131	0.173959091548844	0.28049217862139186	0	0	2.7105714481717773	4.740613583223972	TGFB1;AKT2
Vascular smooth muscle contraction	2/133	0.17806408789726236	0.28075844471985295	0	0	2.668918462473823	4.605517056298334	MYH9;PRKG1
Pentose and glucuronate interconversions	1/34	0.1781736283799067	0.28075844471985295	0	0	5.276980329611908	9.102773991144383	DCXR
Propanoate metabolism	1/34	0.1781736283799067	0.28075844471985295	0	0	5.276980329611908	9.102773991144383	ACOX1
Apelin signaling pathway	2/137	0.18631868889112638	0.2870687947359577	0	0	2.58931497869551	4.350817388838029	AKT2;SERPINE1
Autophagy	2/137	0.18631868889112638	0.2870687947359577	0	0	2.58931497869551	4.350817388838029	VAMP8;AKT2
Estrogen signaling pathway	2/137	0.18631868889112638	0.2870687947359577	0	0	2.58931497869551	4.350817388838029	SRC;AKT2
African trypanosomiasis	1/37	0.1922933215627638	0.29409566827246225	0	0	4.836500974658869	7.9741004844715615	IL1B
Allograft rejection	1/38	0.1969462361944738	0.2968465009308011	0	0	4.705547652916074	7.645689113363739	CD40
Primary immunodeficiency	1/38	0.1969462361944738	0.2968465009308011	0	0	4.705547652916074	7.645689113363739	CD40
Glycine, serine and threonine metabolism	1/40	0.20617249966024143	0.3085171217937426	0	0	4.46378767431399	7.048508590021783	SHMT1
Gastric cancer	2/149	0.21137842561889247	0.3140479466337831	0	0	2.3764975016555296	3.69332728085804	TGFB1;AKT2
Graft-versus-host disease	1/42	0.21529367401388513	0.31751087930559757	0	0	4.245614035087719	6.520211337740115	IL1B
Phagosome	2/152	0.217698440955647	0.31751087930559757	0	0	2.3286135693215337	3.5503078063607965	CD36;MPO
Porphyrin and chlorophyll metabolism	1/43	0.2198152241346445	0.31751087930559757	0	0	4.144319131161237	6.278510765338484	UROD
Type I diabetes mellitus	1/43	0.2198152241346445	0.31751087930559757	0	0	4.144319131161237	6.278510765338484	IL1B
Vasopressin-regulated water reabsorption	1/44	0.22431094589487266	0.3217701844560932	0	0	4.0477356181150554	6.050239634021429	DCTN2
Carbohydrate digestion and absorption	1/47	0.23764459955554498	0.33856216922981747	0	0	3.783180778032037	5.436351333284621	AKT2
Cholesterol metabolism	1/50	0.25075101413858825	0.3536473458882115	0	0	3.5510204081632653	4.9121080927455	CD36
Hepatocellular carcinoma	2/168	0.2516336884204582	0.3536473458882115	0	0	2.1024629491416995	2.900938149491311	TGFB1;AKT2
Autoimmune thyroid disease	1/53	0.26363402890281185	0.3655725200785658	0	0	3.345647773279352	4.460395502395707	CD40
Endocrine and other factor-regulated calcium reabsorption	1/53	0.26363402890281185	0.3655725200785658	0	0	3.345647773279352	4.460395502395707	DNM1
Glutathione metabolism	1/57	0.28047038671378854	0.3851497050184011	0	0	3.106046365914787	3.948676778884768	PRDX6
Axon guidance	2/182	0.28145555366729313	0.3851497050184011	0	0	1.9375614552605702	2.456403085714672	SRC;NCK2
Endometrial cancer	1/58	0.2846195006637955	0.38693370024882	0	0	3.051400430901816	3.8343961165575453	AKT2
Glycerolipid metabolism	1/61	0.296925066924139	0.40104164883260335	0	0	2.8983918128654973	3.5194460864086046	MGLL
GnRH secretion	1/64	0.3090207687861547	0.414685934887227	0	0	2.7599554441659704	3.2411448203816726	AKT2
Aminoacyl-tRNA biosynthesis	1/66	0.3169697333745602	0.42262631116608024	0	0	2.6747638326585697	3.073167198610254	TARS1
Glycolysis / Gluconeogenesis	1/67	0.3209101544835237	0.4251548543475983	0	0	2.6341041998936734	2.993907259732148	ENO2
Mitophagy	1/68	0.32482803970130264	0.42762172315108193	0	0	2.5946582875098194	2.9175877592275032	SRC
Central carbon metabolism in cancer	1/70	0.33259671276554004	0.43237572659520207	0	0	2.5191965420798375	2.773193514972028	AKT2
RIG-I-like receptor signaling pathway	1/70	0.33259671276554004	0.43237572659520207	0	0	2.5191965420798375	2.773193514972028	CXCL8
Melanoma	1/72	0.34027676606365537	0.43689856383481673	0	0	2.4479861625895727	2.638919229320595	AKT2
Non-small cell lung cancer	1/72	0.34027676606365537	0.43689856383481673	0	0	2.4479861625895727	2.638919229320595	AKT2
Inositol phosphate metabolism	1/73	0.34408387390877154	0.439076354435733	0	0	2.413864522417154	2.575279237081068	INPP5D
Glioma	1/75	0.351632873043753	0.44525341479019337	0	0	2.3483878615457563	2.454458956709684	AKT2
cAMP signaling pathway	2/216	0.35320583384799	0.44525341479019337	0	0	1.6269125796046646	1.6931349063619374	ACOX1;AKT2
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.3590957368156683	0.4491749758064794	0	0	2.2863573407202216	2.3416100230712886	ITGA6
Antigen processing and presentation	1/78	0.3627951727667718	0.4491749758064794	0	0	2.256550467076783	2.2879545782797464	PDIA3
Synaptic vesicle cycle	1/78	0.3627951727667718	0.4491749758064794	0	0	2.256550467076783	2.2879545782797464	DNM1
RNA degradation	1/79	0.3664734394379228	0.4510442331543666	0	0	2.2275078722447144	2.236037514707896	ENO2
Peroxisome	1/82	0.3773824206270989	0.4617384911202152	0	0	2.144682694390297	2.0899851945396217	ACOX1
Ras signaling pathway	2/232	0.38618544770084723	0.46933647292139397	0	0	1.5125048095421316	1.4390539315058166	RALB;AKT2
Complement and coagulation cascades	1/85	0.3881051603003835	0.46933647292139397	0	0	2.0677736006683376	1.9571041747759543	SERPINE1
Chemical carcinogenesis	2/239	0.40039100408915307	0.47794582060825425	0	0	1.467308913035361	1.3430479489175988	SRC;AKT2
GABAergic synapse	1/89	0.4021178779155985	0.47794582060825425	0	0	1.9733851674641147	1.7977736306873122	SRC
PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	0.4021178779155985	0.47794582060825425	0	0	1.9733851674641147	1.7977736306873122	AKT2
GnRH signaling pathway	1/93	0.41581242309714933	0.4886383277073845	0	0	1.8872044241037376	1.6560615633152542	SRC
Salivary secretion	1/93	0.41581242309714933	0.4886383277073845	0	0	1.8872044241037376	1.6560615633152542	PRKG1
TGF-beta signaling pathway	1/94	0.41918718785650966	0.4898367138997416	0	0	1.8668175815883796	1.6230816026792019	TGFB1
Staphylococcus aureus infection	1/95	0.42254262557871763	0.490509666613448	0	0	1.8468645016797312	1.5910090325123092	SELP
Circadian entrainment	1/97	0.42919595828676704	0.490509666613448	0	0	1.8082054093567252	1.52945551049838	PRKG1
Phosphatidylinositol signaling system	1/97	0.42919595828676704	0.490509666613448	0	0	1.8082054093567252	1.52945551049838	INPP5D
Prostate cancer	1/97	0.42919595828676704	0.490509666613448	0	0	1.8082054093567252	1.52945551049838	AKT2
Choline metabolism in cancer	1/98	0.4324940708387973	0.4915779602976494	0	0	1.7894736842105263	1.4999129736532708	AKT2
Progesterone-mediated oocyte maturation	1/100	0.4390337277589992	0.49629899659712945	0	0	1.7531454899875953	1.443152621866488	AKT2
Longevity regulating pathway	1/102	0.44549867250883485	0.4981920638808475	0	0	1.7182560361299288	1.3893148391972197	AKT2
Pancreatic secretion	1/102	0.44549867250883485	0.4981920638808475	0	0	1.7182560361299288	1.3893148391972197	RAB27B
Glucagon signaling pathway	1/107	0.46133969829951865	0.5131478997128336	0	0	1.6367924528301887	1.2662564161910301	AKT2
Drug metabolism	1/108	0.4644536480346223	0.513863610591497	0	0	1.6214133464502378	1.2434513799651659	MPO
Cholinergic synapse	1/113	0.47975772737330347	0.5279873401780271	0	0	1.5486372180451127	1.1374338296037154	AKT2
Growth hormone synthesis, secretion and action	1/119	0.49755129005974674	0.5390138975647256	0	0	1.4694469223907225	1.02575716969377	AKT2
Neurotrophin signaling pathway	1/119	0.49755129005974674	0.5390138975647256	0	0	1.4694469223907225	1.02575716969377	AKT2
Sphingolipid signaling pathway	1/119	0.49755129005974674	0.5390138975647256	0	0	1.4694469223907225	1.02575716969377	AKT2
Oocyte meiosis	1/129	0.5258762256571748	0.5667474349051418	0	0	1.3539610745614035	0.870176439262795	YWHAQ
Natural killer cell mediated cytotoxicity	1/131	0.531348289012283	0.5696648494611648	0	0	1.332995951417004	0.8429034090688156	CASP3
Dopaminergic synapse	1/132	0.534060796369842	0.5696648494611648	0	0	1.3227534485067631	0.829691274670483	AKT2
Systemic lupus erythematosus	1/135	0.5421052877717426	0.5752954074312371	0	0	1.2929431788426289	0.7916626935022375	CD40
Signaling pathways regulating pluripotency of stem cells	1/143	0.5628903818275377	0.5943208092392277	0	0	1.2196071163825055	0.7008720770713448	AKT2
Breast cancer	1/147	0.5729294008550903	0.6014264941026599	0	0	1.1859528959384764	0.6605671999067266	AKT2
Retrograde endocannabinoid signaling	1/148	0.5754032323386025	0.6014264941026599	0	0	1.1778255161713809	0.6509655653115749	MGLL
