Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Huntington disease	61/306	6.036858330417955E-22	1.6354398022405005E-20	0	0	5.27287185144328	257.6271841667455	NDUFA13;CLTC;TUBA1C;ACTR1A;TUBB6;TUBA1A;PSMD4;CASP3;TUBB1;GPX1;TUBB;SDHA;SDHB;TUBA4A;COX6B1;NDUFS8;PSMA1;VDAC3;PPIF;NDUFS1;UQCRC2;SLC25A5;NDUFB8;PSMD11;NDUFB10;UQCRB;DCTN2;ATP8;PSMD13;DCTN4;NDUFB4;NDUFB3;ITPR1;NDUFB1;COX7A2;DNAH9;COX5B;COX5A;UQCRH;ATP5F1A;ATP5F1B;PSMB1;COX2;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;ATP5PD;ATP5PB;ATP5F1C;COX6C;TUBB4B;ATP5F1D;MTOR;UQCRQ;GNAQ;NDUFAB1;ATP5PO;TUBA8
Amyotrophic lateral sclerosis	66/364	2.716256348892105E-21	6.74536993308206E-20	0	0	4.703679494098064	222.7428946677944	NDUFA13;TUBA1C;ACTR1A;TUBB6;TUBA1A;PSMD4;CASP3;TUBB1;RAC1;GPX1;TUBB;SDHA;SDHB;TUBA4A;COX6B1;NDUFS8;PSMA1;SRSF3;NDUFS1;UQCRC2;SQSTM1;SRSF7;VCP;NDUFB8;PSMD11;NDUFB10;UQCRB;DCTN2;ATP8;PSMD13;DCTN4;NDUFB4;NDUFB3;NDUFB1;COX7A2;DNAH9;COX5B;COX5A;UQCRH;ATP5F1A;ATP5F1B;PSMB1;COX2;CYC1;NDUFV2;HNRNPA1;NDUFV1;NDUFA9;NDUFA8;HNRNPA3;NDUFA7;ATP5PD;ATP5PB;FUS;ATP5F1C;COX6C;TUBB4B;MAPK14;ATP5F1D;MTOR;CCS;UQCRQ;NDUFAB1;ATP5PO;MCU;TUBA8
Thermogenesis	50/232	1.0031696462530406E-19	2.2995734967954316E-18	0	0	5.766174870735494	252.24680988785255	NDUFA13;RPS6KA1;PRKACA;PRKACB;PRKG1;CPT1A;ACSL1;RPS6;SDHA;CPT1B;SDHB;COX6B1;NDUFS8;NDUFS1;UQCRC2;MGLL;NDUFB8;NDUFB10;UQCRB;ATP8;NDUFB4;NDUFB3;NDUFB1;COX7A2;COX5B;COX5A;ADCY6;UQCRH;ATP5F1A;ATP5F1B;COX2;CYC1;NDUFV2;ATP5MG;NDUFV1;ATP5ME;NDUFA9;NDUFA8;NDUFA7;ATP5PD;ATP5PB;ATP5F1C;COX6C;MAPK14;ATP5F1D;MTOR;UQCRQ;NDUFAB1;ATP5PO;GRB2
Shigellosis	48/246	3.932112448842134E-17	8.369782212535399E-16	0	0	5.072612921669525	191.61678530236463	ITGB1;CXCL8;ROCK2;SRC;ITPR1;ILK;MYL12A;SEPTIN11;HK1;PYCARD;HK3;CYTH2;AKT2;CCL5;PLCG2;CAPN2;CD14;RAC1;CAPN1;MAPK3;ACTR3;ACTR2;SEPTIN2;CBX3;ACTN1;PRKCD;SEPTIN6;ACTN4;ARPC5;MAPK14;PTK2;SEPTIN7;MTOR;DIAPH1;CTTN;ARPC2;IL1B;TRAF6;UBE2N;HCLS1;TLN2;TLN1;MYL9;UBA52;SQSTM1;NAIP;CD44;VCL
Salmonella infection	47/249	3.2695888035472526E-16	6.495583089713875E-15	0	0	4.862149019780027	173.3681756266988	NCKAP1;CXCL8;AHNAK;DCTN2;ROCK2;FHOD1;DCTN4;TXN;MYL12A;HSP90B1;PYCARD;TUBA1C;CYTH2;ACTR1A;TUBB6;TUBA1A;AKT2;CASP3;TUBB1;RPS3;FLNA;FLNB;CD14;RAC1;S100A10;MAPK3;ACTR3;ACTR2;MAP2K2;ANXA2;TUBB;RHOG;M6PR;ARPC5;DYNLL1;TUBB4B;MAPK14;TUBA4A;SNX18;ARPC2;IL1B;TRAF6;EXOC4;DYNLRB1;MYL9;NAIP;TUBA8
Pathogenic Escherichia coli infection	40/197	4.1727510663896365E-15	7.771748861150698E-14	0	0	5.295663324294213	175.34047629327853	ITGB1;NCKAP1;TMED10;CXCL8;ROCK2;SRC;PYCARD;TUBA1C;CYTH2;TUBB6;TUBA1A;CASP3;TUBB1;RPS3;NCK2;MYH14;MYH11;FYN;RAC1;MYH10;MAPK3;ACTR3;ACTR2;TUBB;PTPN11;ARPC5;TUBB4B;MAPK14;TUBA4A;CTTN;ARPC2;IL1B;NCL;TRAF6;HCLS1;MYH9;EZR;NAIP;MYO1F;TUBA8
Lysosome	32/128	4.90667294733613E-15	8.601109048859805E-14	0	0	6.8902217375499815	227.02026804860424	SCARB2;ASAH1;HEXB;CLTC;CTSZ;HEXA;GBA;GNS;CTSS;LAMP1;AP1G1;CTSL;PSAP;AP1S1;ATP6V1H;CTSH;CTSD;ARSB;CTSB;FUCA1;GAA;M6PR;NAGA;IGF2R;NPC2;PPT1;MAN2B1;TPP1;DNASE2;ATP6V0D1;GLA;LGMN
Focal adhesion	40/201	8.51196832646384E-15	1.4092036451590135E-13	0	0	5.163000772126902	167.26730135053484	ITGB1;ITGB5;ROCK2;SRC;ITGB3;ITGA2B;ILK;THBS2;THBS1;MYL12A;MYLK;THBS3;RAP1B;VTN;AKT2;CAPN2;FLNA;FLNB;ITGAV;FYN;RAC1;MAPK3;VASP;VWF;ACTN1;ITGA2;FN1;PRKCA;ACTN4;PARVB;PTK2;DIAPH1;COL9A1;ZYX;GRB2;ITGA6;TLN2;TLN1;MYL9;VCL
Non-alcoholic fatty liver disease	34/155	4.4886610507875066E-14	7.040110490182511E-13	0	0	5.813304430293998	178.66980057280537	NDUFA13;NDUFB8;CXCL8;NDUFB10;UQCRB;NDUFB4;NDUFB3;NDUFB1;COX7A2;COX5B;COX5A;UQCRH;AKT2;CASP3;COX2;CYC1;RAC1;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;TGFB1;SDHA;COX6C;MAPK14;SDHB;COX6B1;NDUFS8;UQCRQ;IL1B;NDUFAB1;NDUFS1;UQCRC2
Proteoglycans in cancer	39/205	8.579883089937511E-14	1.2784025804006892E-12	0	0	4.875645438898451	146.69242786749766	ITGB1;DDX5;ITGB5;ROCK2;SRC;ITGB3;ITPR1;IQGAP1;THBS1;VTN;CTSL;AKT2;CASP3;PLCG2;FLNA;FLNB;ITGAV;RAC1;PRKACA;PRKACB;EIF4B;MAPK3;MAP2K2;TGFB1;ITGA2;RPS6;FN1;MSN;PRKCA;PTPN11;MAPK14;PTK2;MTOR;CTTN;HCLS1;GRB2;HPSE;EZR;CD44
Regulation of actin cytoskeleton	40/218	1.4283064965266586E-13	2.0268349331664014E-12	0	0	4.665702525308711	137.99802824003734	ITGB1;NCKAP1;ITGAM;ITGB5;ROCK2;SRC;ITGB3;ITGA2B;IQGAP1;IQGAP2;MYL12A;MYLK;FGD3;SCIN;ITGAX;PIP4K2A;MYH14;MYH11;ITGAV;RAC1;MYH10;MAPK3;ACTR3;ACTR2;GSN;MAP2K2;ACTN1;ITGA2;FN1;MSN;ACTN4;ARPC5;PTK2;DIAPH1;ARPC2;MYH9;ITGA6;EZR;MYL9;VCL
Neutrophil extracellular trap formation	33/189	7.788804012703458E-11	1.0550289071752865E-9	0	0	4.363558112193483	101.56508207198762	H2AW;ITGAM;NCF2;SRC;ITGB3;ITGA2B;NCF4;C5AR1;HMGB1;MPO;MACROH2A1;FCGR3A;AKT2;PLCG2;RAC1;ATG7;MAPK3;FGB;FGA;MAP2K2;VWF;FGG;CYBB;CYBA;PRKCA;MAPK14;MTOR;SELP;H2BC12;PPIF;VDAC3;PADI4;SLC25A5
Leukocyte transendothelial migration	25/114	1.0341088835472093E-10	1.339845423030732E-9	0	0	5.764507028551972	132.5393375329923	ITGB1;ITGAM;NCF2;ROCK2;NCF4;F11R;MYL12A;RAP1B;PLCG2;RAC1;VASP;ACTN1;CYBB;MSN;CYBA;PRKCA;PTPN11;ACTN4;MAPK14;PTK2;PECAM1;ESAM;EZR;MYL9;VCL
Tight junction	30/169	3.7181243260927936E-10	4.493336215371164E-9	0	0	4.441487071496231	96.43637254946346	ITGB1;ROCK2;SRC;F11R;MYL12A;TUBA1C;TUBA1A;MYH14;MYH11;RAC1;PRKACA;PRKACB;MYH10;VASP;ACTR3;ACTR2;ACTN1;MSN;ACTN4;ARPC5;TUBA4A;MYL6;ARPC2;CTTN;HCLS1;MYH9;EZR;MYL9;TUBA8;TJP2
Epithelial cell signaling in Helicobacter pylori infection	19/70	3.7695773618885603E-10	4.493336215371164E-9	0	0	7.6112165296226015	165.1549353272539	ATP6V1A;LYN;ATP6V1G1;CXCL8;SRC;ADAM10;PTPN11;F11R;MAPK14;CASP3;CCL5;PLCG2;ATP6V1H;RAC1;ATP6V1E1;ATP6V0D1;ATP6V1D;ATP6V1C1;ATP6V1F
Bacterial invasion of epithelial cells	19/77	2.200065386166854E-9	2.5216134041450863E-8	0	0	6.690155728587319	133.3667742928342	ITGB1;ACTR3;ACTR2;SRC;SEPTIN2;CLTC;RHOG;FN1;ILK;SEPTIN6;ARPC5;SEPTIN11;DNM1;PTK2;CTTN;ARPC2;HCLS1;RAC1;VCL
ECM-receptor interaction	20/88	3.930648434924942E-9	4.183332977170117E-8	0	0	6.009941113151396	116.31917346211418	ITGB1;ITGB5;VWF;GP1BB;ITGB3;ITGA2;ITGA2B;FN1;THBS2;GP6;THBS1;GP5;THBS3;VTN;GP9;COL9A1;ITGAV;ITGA6;CD36;CD44
Gap junction	20/88	3.930648434924942E-9	4.183332977170117E-8	0	0	6.009941113151396	116.31917346211418	GUCY1A1;MAP2K2;SRC;TUBB;ITPR1;PRKCA;TUBB4B;TUBA4A;ADCY6;TUBA1C;TUBB6;TUBA1A;GNAQ;TUBB1;GRB2;PRKACA;PRKACB;PRKG1;MAPK3;TUBA8
Yersinia infection	24/137	2.7565156155765867E-8	2.8325574256614583E-7	0	0	4.348356852427649	75.69060114291484	ITGB1;ACTR3;ACTR2;MAP2K2;FYB1;CXCL8;ROCK2;SRC;FN1;RHOG;ARPC5;MAPK14;PTK2;PYCARD;ARPC2;AKT2;GNAQ;IL1B;TRAF6;RPS6KA1;LCP2;RAC1;SKAP2;MAPK3
Retrograde endocannabinoid signaling	25/148	3.0254479203478316E-8	3.0052782675455125E-7	0	0	4.1635870904163585	72.08677134293032	NDUFA13;NDUFB8;NDUFB10;NDUFB4;NDUFB3;ITPR1;NDUFB1;ADCY6;PRKACA;NDUFV2;PRKACB;NDUFV1;MAPK3;NDUFA9;NDUFA8;NDUFA7;PRKCA;MAPK14;NDUFS8;GNAQ;GNB1;NDUFAB1;NDUFS1;DAGLB;MGLL
Vibrio cholerae infection	14/50	5.05371657491659E-8	4.858088836532723E-7	0	0	7.908793820558526	132.8721399276784	ERO1A;ATP6V1A;ATP6V1G1;PRKCA;PLCG2;ATP6V1H;ATP6V1E1;PRKACA;ATP6V0D1;PRKACB;ATP6V1D;ATP6V1C1;ATP6V1F;TJP2
Dilated cardiomyopathy	19/96	1.0356713024511607E-7	9.644689004076434E-7	0	0	5.034296885909789	80.9668275534688	ITGB1;TGFB1;ITGB5;TPM4;ITGB3;ITGA2;ITGA2B;TPM1;ATP2A3;ATP2A2;ADCY6;ACTC1;LMNA;ITGAV;ITGA6;PRKACA;EMD;PRKACB;MYH7
Human cytomegalovirus infection	30/225	3.1952003142702875E-7	2.8853627080380176E-6	0	0	3.1566083535615634	47.21164196943024	CXCL8;ROCK2;SRC;ITGB3;ITPR1;ADCY6;AKT2;CASP3;CCL5;ITGAV;RAC1;PRKACA;PRKACB;MAPK3;PDIA3;MAP2K2;HLA-B;TAP2;HLA-C;PRKCA;HLA-A;MAPK14;PTK2;MTOR;HLA-E;TAPBP;IL1B;GNAQ;GNB1;GRB2
Leishmaniasis	16/77	5.21417325539329E-7	4.570069500315296E-6	0	0	5.338674819461283	77.23308766268347	ITGB1;MARCKSL1;ITGAM;TGFB1;NCF2;STAT1;NCF4;CYBB;CYBA;MAPK14;EEF1A1;FCGR3A;IL1B;TRAF6;HLA-DRB1;MAPK3
Cardiac muscle contraction	17/87	5.842211952219675E-7	4.974226176461323E-6	0	0	4.945999386879215	70.98986078131153	TPM4;UQCRB;TPM1;ATP2A3;ATP2A2;COX7A2;COX5B;COX6C;COX5A;UQCRH;COX6B1;ACTC1;UQCRQ;COX2;UQCRC2;CYC1;MYH7
Endocytosis	31/252	1.2101251107057107E-6	9.920470853695802E-6	0	0	2.877246423959227	39.201869115988316	TFRC;SRC;CLTC;ARRB1;VPS26B;CYTH2;SNX1;CAPZB;SH3GL1;ACTR3;ACTR2;HLA-B;HLA-C;HLA-A;ARPC5;IGF2R;DNM1;HLA-E;RAB11B;EHD1;RAB10;EHD3;EHD4;ARPC2;CAPZA1;TRAF6;CAPZA2;CHMP2A;CHMP4B;CHMP6;CHMP5
Human papillomavirus infection	37/331	1.2535138086027678E-6	9.920470853695802E-6	0	0	2.5883495942236543	35.17453186156948	ATP6V1A;ITGB1;ITGB5;ITGB3;ITGA2B;THBS2;THBS1;THBS3;VTN;AKT2;CASP3;ATP6V1H;ITGAV;ATP6V1E1;PRKACA;PRKACB;ATP6V1D;ATP6V1C1;ATP6V1F;MAPK3;ATP6V1G1;MAP2K2;VWF;STAT1;ITGA2;HLA-B;FN1;HLA-C;HLA-A;TUBG1;PTK2;MTOR;HLA-E;COL9A1;GRB2;ITGA6;ATP6V0D1
Lipid and atherosclerosis	28/215	1.2650264846994647E-6	9.920470853695802E-6	0	0	3.0668362103502935	41.64891613908815	ERO1A;CD40;CXCL8;NCF2;ROCK2;SRC;NCF4;ITPR1;HSP90B1;HSPD1;PYCARD;RAP1B;AKT2;CASP3;CCL5;CD14;CD36;RAC1;MAPK3;LYN;CYBB;PRKCA;CYBA;MAPK14;PTK2;SELP;IL1B;TRAF6
Amoebiasis	18/102	1.3221407528156006E-6	1.010251139330895E-5	0	0	4.365582323154825	59.093650185762776	SERPINB10;TGFB1;CXCL8;ITGAM;ACTN1;FN1;HSPB1;PRKCA;ACTN4;PTK2;PRDX1;GNAQ;CASP3;IL1B;CD14;PRKACA;PRKACB;VCL
Chemokine signaling pathway	26/192	1.4319942217363244E-6	1.0668356951935617E-5	0	0	3.204649584252503	43.12318294176653	CXCL8;ROCK2;SRC;ARRB1;RASGRP2;ADCY6;RAP1B;PREX1;AKT2;CCL5;PLCG2;RAC1;PRKACA;PRKACB;PF4V1;MAPK3;LYN;STAT1;PRKCD;PPBP;PTK2;FGR;GNAQ;GNB1;GRB2;PF4
Fc gamma R-mediated phagocytosis	17/97	2.856151728173791E-6	2.0759346707214383E-5	0	0	4.325469420600858	55.21909569650572	LYN;VASP;ACTR3;ACTR2;MARCKSL1;GSN;PRKCD;PRKCA;ARPC5;FCGR3A;SCIN;ARPC2;AKT2;INPP5D;PLCG2;RAC1;MAPK3
Antigen processing and presentation	15/78	3.2951086585178966E-6	2.3379580481865074E-5	0	0	4.840420108086061	61.100968696994876	PDIA3;HLA-B;TAP2;HLA-C;HLA-A;IFI30;CTSS;HLA-E;TAPBP;CTSL;CANX;PSME1;HLA-DRB1;CTSB;LGMN
Apoptosis	21/142	3.5420862019833317E-6	2.4547481120721693E-5	0	0	3.540271444856084	44.4332200222522	MAP2K2;CTSZ;ITPR1;TUBA4A;CTSS;LMNB2;LMNB1;TUBA1C;TUBA1A;AIFM1;CTSL;AKT2;CASP3;LMNA;CAPN2;CTSH;CAPN1;CTSD;TUBA8;CTSB;MAPK3
Hematopoietic cell lineage	17/99	3.816123342584142E-6	2.5845562638410777E-5	0	0	4.219525280016748	52.64395979852634	ITGAM;TFRC;GP1BB;ITGB3;ITGA2;ITGA2B;GP5;GP9;ANPEP;IL1B;CD9;ITGA6;CD14;CD36;HLA-DRB1;CD44;CD55
Hypertrophic cardiomyopathy	16/90	4.5912480195636835E-6	3.001853851645388E-5	0	0	4.397786854378494	54.05477558649072	ITGB1;TGFB1;ITGB5;TPM4;ITGB3;ITGA2;ITGA2B;TPM1;ATP2A3;ATP2A2;ACTC1;LMNA;ITGAV;ITGA6;EMD;MYH7
Vascular smooth muscle contraction	20/133	4.6337341334123435E-6	3.001853851645388E-5	0	0	3.6080284252741075	44.314337327304514	GUCY1A1;MAP2K2;ROCK2;PRKCD;ITPR1;PRKCA;ADCY6;MYLK;MYL6;CALD1;GNAQ;MYH14;MYH9;MYH11;PRKACA;PRKACB;MYL9;MYH10;PRKG1;MAPK3
Necroptosis	22/159	6.366407310894166E-6	4.036573146056301E-5	0	0	3.2764667438326285	39.201205260489495	H2AW;PYGB;STAT1;CYBB;HMGB1;PYGL;MACROH2A1;PYCARD;AIFM1;IL1B;CAPN2;VDAC3;CHMP2A;CHMP4B;PGAM5;CAPN1;DNM1L;CHMP6;SLC25A5;GLUL;SQSTM1;CHMP5
Citrate cycle (TCA cycle)	9/30	6.811445385833568E-6	4.228772343705007E-5	0	0	8.67629179331307	103.22102976516047	FH;SUCLA2;MDH2;IDH1;ACO1;DLAT;SDHA;SDHB;DLD
Osteoclast differentiation	19/127	8.59492977216152E-6	5.227120555314557E-5	0	0	3.5834030266825967	41.79802441574377	TGFB1;NCF2;STAT1;ITGB3;NCF4;CYBA;MAPK14;SIRPB1;FCGR3A;AKT2;IL1B;TRAF6;PLCG2;GRB2;LCP2;FYN;RAC1;SQSTM1;MAPK3
Fluid shear stress and atherosclerosis	20/139	9.163405861918167E-6	5.4613898937032275E-5	0	0	3.4250255538167904	39.731298687444436	NQO1;NCF2;SRC;MGST3;ITGB3;GSTP1;ITGA2B;SUMO4;CYBA;TXN;MAPK14;PTK2;HSP90B1;CTSL;AKT2;IL1B;PECAM1;ITGAV;RAC1;SQSTM1
Complement and coagulation cascades	15/85	9.950031605636985E-6	5.8139400362349434E-5	0	0	4.35477210156011	50.15798126680824	FGB;FGA;ITGAM;VWF;PROS1;SERPINE1;FGG;C5AR1;F13A1;CLU;F5;VTN;ITGAX;A2M;CD55
Viral carcinogenesis	25/203	1.248126601339507E-5	7.15272552306102E-5	0	0	2.8687253757478475	32.39158650041363	SRC;SCIN;YWHAQ;CASP3;RAC1;PRKACA;PRKACB;YWHAH;MAPK3;LYN;RANBP1;USP7;GSN;ACTN1;HLA-B;HLA-C;ACTN4;HLA-A;YWHAZ;HLA-E;H2BC12;HNRNPK;VDAC3;GRB2;ATP6V0D1
Glycolysis / Gluconeogenesis	13/67	1.3320933135470779E-5	7.48988315918923E-5	0	0	4.886059670781893	54.85175525725171	PGAM1;AKR1A1;ENO1;ENO2;ADH5;HK1;HK3;LDHB;ALDH2;DLAT;DLD;FBP1;PFKP
HIF-1 signaling pathway	17/109	1.4454307270128769E-5	7.976636234256246E-5	0	0	3.758898581824967	41.89111330694374	MAP2K2;TFRC;SERPINE1;RPS6;CYBB;PRKCA;ENO1;ENO2;MTOR;HK1;LDHB;HK3;AKT2;PLCG2;TIMP1;PFKP;MAPK3
Malaria	11/50	1.7634975521210287E-5	9.5549503733103E-5	0	0	5.716800612323	62.5739636049182	SELP;CD40;CXCL8;TGFB1;LRP1;IL1B;PECAM1;CD36;THBS2;THBS1;THBS3
AGE-RAGE signaling pathway in diabetic complications	16/100	1.846400986404636E-5	9.825490963367527E-5	0	0	3.8721992548359108	42.205760395924884	TGFB1;CXCL8;STAT1;SERPINE1;PRKCD;FN1;CYBB;PRKCA;MAPK14;DIAPH1;AKT2;CASP3;IL1B;PLCG2;RAC1;MAPK3
