Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	31	0.32256	0.004995	0.1279	0.67744	0.996	1	0.0015504	0.63437	0.86042	21	0.0011207	0.26374	0.65791	10	0.0024528	0.95704	0.99806
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	10	0.39967	0.15784	0.44126	0.60033	0.84316	1	0.0017539	0.73626	0.90157	6	0.00090693	0.24176	0.65791	4	0.0030245	0.97403	0.99937
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	10	0.49983	0.41359	0.61807	0.50017	0.58741	1	0.0012026	0.26374	0.73105	5	0.00086133	0.25574	0.65791	5	0.0015439	0.44356	0.96989
GOBP_CELL_ACTIVATION	99	0.50495	0.31768	0.55995	0.49505	0.68332	1	0.0012404	0.051948	0.58274	49	0.0010416	0.060939	0.58066	50	0.0014352	0.17283	0.96989
GOBP_CYTOKINE_PRODUCTION	52	0.34615	0.004995	0.1279	0.65385	0.996	1	0.0012626	0.13886	0.64827	34	0.00096356	0.043956	0.58066	18	0.0018276	0.75225	0.99806
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	16	0.31251	0.026973	0.22128	0.68749	0.97403	1	0.0012056	0.22378	0.70087	11	0.0008963	0.16583	0.63695	5	0.0018861	0.64735	0.99806
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	29	0.276	0.001998	0.093795	0.724	0.999	1	0.0010481	0.042957	0.55844	21	0.00091899	0.094905	0.58066	8	0.001387	0.33167	0.96989
GOBP_BLASTOCYST_DEVELOPMENT	10	0.29999	0.067932	0.32615	0.70001	0.93307	1	0.0018046	0.78222	0.91421	7	0.00127	0.46753	0.77922	3	0.0030522	0.95005	0.99806
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	12	0.33321	0.080919	0.3385	0.66679	0.92008	1	0.0016936	0.70629	0.89203	8	0.0010923	0.31768	0.68521	4	0.0028963	0.95704	0.99806
GOBP_PLACENTA_DEVELOPMENT	11	0.45442	0.28072	0.54117	0.54558	0.72028	1	0.001134	0.21678	0.70087	6	0.00080587	0.19281	0.65791	5	0.0015277	0.43357	0.96989
GOBP_CELL_KILLING	18	0.11178	0.000999	0.093795	0.88822	1	1	0.001696	0.75724	0.90369	16	0.0017116	0.88412	0.95721	2	0.0015706	0.48951	0.96989
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	16	0.12555	0.001998	0.093795	0.87445	0.999	1	0.001484	0.51948	0.8144	14	0.0014716	0.65534	0.8832	2	0.0015706	0.48951	0.96989
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	60	0.44987	0.086913	0.35825	0.55013	0.91409	1	0.0014535	0.43556	0.79665	33	0.0010852	0.14386	0.61317	27	0.0019036	0.86613	0.99806
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	44	0.40896	0.035964	0.24675	0.59104	0.96503	1	0.0012472	0.13487	0.64497	26	0.00083427	0.027972	0.58066	18	0.0018437	0.76523	0.99806
GOBP_VASCULATURE_DEVELOPMENT	50	0.38	0.016983	0.18165	0.62	0.98402	1	0.0015744	0.6993	0.89203	31	0.0012745	0.44555	0.77857	19	0.0020638	0.92408	0.99806
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	10	0.59961	0.62338	0.74505	0.40039	0.37762	1	0.0018018	0.77722	0.91089	4	0.0012792	0.49351	0.79592	6	0.0021502	0.82118	0.99806
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	24	0.45813	0.21778	0.4983	0.54187	0.78322	1	0.0014037	0.38561	0.77049	13	0.00092053	0.14885	0.6207	11	0.0019748	0.7992	0.99806
GOBP_EPITHELIAL_CELL_DEVELOPMENT	15	0.39956	0.10589	0.3744	0.60044	0.8951	1	0.0014486	0.46553	0.80445	9	0.0004746	0.026973	0.58066	6	0.0029097	0.98601	0.99937
GOBP_CYTOPLASMIC_TRANSLATION	23	0.91222	1	1	0.087784	0.000999	0.42208	0.0021223	0.98402	0.995	2	0.002687	0.91808	0.96851	21	0.0020685	0.93107	0.99806
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	11	0.54518	0.48551	0.65537	0.45482	0.51548	1	0.0015371	0.57143	0.84122	5	0.001082	0.38362	0.73338	6	0.0019164	0.72328	0.99806
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	12	0.16717	0.016983	0.18165	0.83283	0.98402	1	0.0018907	0.84116	0.93746	10	0.0017379	0.80819	0.92651	2	0.0026547	0.84416	0.99806
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	11	0.00065273	0.000999	0.093795	0.99935	1	1	0.0013055	0.35065	0.7544	11	0.0013055	0.52647	0.80885	0	NA	NA	NA
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	21	0.4283	0.14286	0.42061	0.5717	0.85814	1	0.0012035	0.18282	0.68965	12	0.00057905	0.033966	0.58066	9	0.0020361	0.83716	0.99806
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	10	0.49981	0.4046	0.6116	0.50019	0.5964	1	0.001275	0.33866	0.7544	5	0.00089425	0.27073	0.65791	5	0.0016558	0.52048	0.96989
GOBP_ADAPTIVE_IMMUNE_RESPONSE	50	0.51996	0.4965	0.65966	0.48004	0.5045	1	0.0013843	0.34565	0.7544	24	0.001356	0.55744	0.82784	26	0.0014104	0.25674	0.96989
GOBP_IMMUNE_EFFECTOR_PROCESS	54	0.44447	0.11688	0.39038	0.55553	0.88412	1	0.0014083	0.34765	0.7544	30	0.0013163	0.4965	0.7961	24	0.0015233	0.36863	0.96989
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	37	0.40546	0.067932	0.32615	0.59454	0.93307	1	0.00093844	0.00999	0.55844	22	0.0008773	0.062937	0.58066	15	0.0010281	0.044955	0.77952
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	27	0.55532	0.56543	0.70575	0.44468	0.43556	1	0.0014745	0.51848	0.81434	12	0.0011253	0.3027	0.68208	15	0.0017538	0.66234	0.99806
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	20	0.44991	0.20579	0.49046	0.55009	0.7952	1	0.0012935	0.29371	0.73955	11	0.001009	0.25574	0.65791	9	0.0016413	0.56743	0.98138
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	23	0.56493	0.60839	0.73232	0.43507	0.39261	1	0.001585	0.62837	0.86042	10	0.0011507	0.34765	0.70958	13	0.001919	0.78821	0.99806
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	12	0.58303	0.59141	0.72321	0.41697	0.40959	1	0.001709	0.71628	0.89769	5	0.0013199	0.53147	0.81357	7	0.0019868	0.75724	0.99806
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	11	0.63608	0.74925	0.83857	0.36392	0.25175	1	0.0014459	0.47053	0.80717	4	0.0012121	0.45554	0.77857	7	0.0015796	0.46953	0.96989
GOBP_IMMUNOGLOBULIN_PRODUCTION	17	0.76448	0.97502	0.99026	0.23552	0.025974	1	0.0010195	0.087912	0.58274	4	0.0012121	0.45554	0.77857	13	0.00096021	0.03996	0.77952
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	10	0.59981	0.6973	0.79949	0.40019	0.3037	1	0.0013567	0.41858	0.7808	4	0.0012121	0.45554	0.77857	6	0.0014532	0.39161	0.96989
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	23	0.65198	0.8961	0.93598	0.34802	0.1049	1	0.00096076	0.02997	0.55844	8	0.00082795	0.14985	0.6207	15	0.0010316	0.044955	0.77952
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	40	0.4251	0.11389	0.38961	0.5749	0.88711	1	0.0013538	0.3037	0.73955	23	0.0013455	0.56444	0.83092	17	0.0013651	0.24775	0.96989
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	34	0.44128	0.19081	0.47562	0.55872	0.81019	1	0.0014865	0.4985	0.80717	19	0.0015102	0.75425	0.91782	15	0.0014565	0.33167	0.96989
GOBP_T_CELL_MEDIATED_IMMUNITY	12	0.33343	0.11289	0.38935	0.66657	0.88811	1	0.0014468	0.49351	0.80717	8	0.0012295	0.43057	0.77083	4	0.0018813	0.68032	0.99806
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	29	0.65486	0.91409	0.95006	0.34514	0.086913	1	0.0016351	0.74126	0.90369	10	0.0014509	0.60939	0.85253	19	0.001732	0.67433	0.99806
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	88	0.54528	0.67632	0.7818	0.45472	0.32468	1	0.0013056	0.11988	0.60297	40	0.001055	0.10989	0.58066	48	0.0015144	0.33467	0.96989
GOBP_LEUKOCYTE_DIFFERENTIATION	53	0.52819	0.54645	0.69021	0.47181	0.45455	1	0.0010376	0.008991	0.55844	25	0.00086786	0.044955	0.58066	28	0.0011891	0.047952	0.77952
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	15	0.33322	0.037962	0.24675	0.66678	0.96304	1	0.0011804	0.18681	0.69671	10	0.00071171	0.075924	0.58066	5	0.0021178	0.77223	0.99806
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	102	0.4314	0.025974	0.21948	0.5686	0.97502	1	0.0012207	0.025974	0.55844	58	0.0011165	0.098901	0.58066	44	0.001358	0.10989	0.91755
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	35	0.40006	0.066933	0.32615	0.59994	0.93407	1	0.00099047	0.020979	0.55844	21	0.00092736	0.098901	0.58066	14	0.0010851	0.086913	0.87942
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	77	0.45453	0.10589	0.3744	0.54547	0.8951	1	0.0011229	0.014985	0.55844	42	0.00099323	0.056943	0.58066	35	0.0012784	0.07992	0.87942
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	17	0.47029	0.26474	0.53645	0.52971	0.73626	1	0.0011289	0.15085	0.65368	9	0.00049662	0.02997	0.58066	8	0.0018401	0.67932	0.99806
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	16	0.49968	0.34366	0.56386	0.50032	0.65734	1	0.0011989	0.21778	0.70087	8	0.00055771	0.047952	0.58066	8	0.0018401	0.67932	0.99806
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	16	0.49968	0.34366	0.56386	0.50032	0.65734	1	0.0011994	0.21778	0.70087	8	0.0005587	0.048951	0.58066	8	0.0018401	0.67932	0.99806
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	15	0.53299	0.45355	0.63416	0.46701	0.54745	1	0.0012788	0.27672	0.73955	7	0.00063738	0.083916	0.58066	8	0.0018401	0.67932	0.99806
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	27	0.44437	0.16583	0.44457	0.55563	0.83516	1	0.00127	0.21978	0.70087	15	0.0010146	0.18781	0.65791	12	0.0015892	0.51149	0.96989
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	18	0.38886	0.10689	0.37635	0.61114	0.89411	1	0.00089788	0.037962	0.55844	11	0.00069059	0.066933	0.58066	7	0.0012236	0.23976	0.96989
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	14	0.49992	0.42957	0.62476	0.50008	0.57143	1	0.00099408	0.085914	0.58274	7	0.00082591	0.16783	0.63882	7	0.0011622	0.20579	0.96989
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	17	0.41177	0.16883	0.44567	0.58823	0.83217	1	0.0011842	0.19181	0.69861	10	0.0010158	0.23976	0.65791	7	0.0014248	0.37662	0.96989
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	13	0.30779	0.051948	0.2946	0.69221	0.94905	1	0.0013565	0.4036	0.77207	9	0.0011233	0.37163	0.72356	4	0.0018813	0.68032	0.99806
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	47	0.3619	0.018981	0.19094	0.6381	0.98202	1	0.0012751	0.14386	0.64867	30	0.0013067	0.47952	0.7914	17	0.0012195	0.13986	0.96989
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	36	0.41676	0.12687	0.40304	0.58324	0.87413	1	0.0010345	0.032967	0.55844	21	0.0010391	0.17882	0.64935	15	0.0010281	0.044955	0.77952
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	11	0.5453	0.55145	0.69445	0.4547	0.44955	1	0.0013077	0.35165	0.7544	5	0.0011051	0.4006	0.74234	6	0.0014766	0.41159	0.96989
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	25	0.24017	0.001998	0.093795	0.75983	0.999	1	0.0013899	0.3996	0.77207	19	0.0011354	0.28971	0.67578	6	0.0021958	0.83516	0.99806
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	12	0.16679	0.003996	0.12506	0.83321	0.997	1	0.0015152	0.55644	0.83665	10	0.0010527	0.26573	0.65791	2	0.0038279	0.97502	0.99937
GOBP_REGIONALIZATION	15	0.53298	0.45255	0.63416	0.46702	0.54845	1	0.0018697	0.84915	0.93893	7	0.0012546	0.45754	0.77857	8	0.0024078	0.93107	0.99806
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	52	0.42309	0.056943	0.30073	0.57691	0.94406	1	0.0011768	0.057942	0.58274	30	0.0010398	0.11289	0.58066	22	0.0013635	0.2008	0.96989
GOBP_HEART_MORPHOGENESIS	15	0.46645	0.26573	0.53701	0.53355	0.73526	1	0.0018836	0.85714	0.94147	8	0.0013587	0.54346	0.81858	7	0.0024835	0.94006	0.99806
GOBP_MUSCLE_SYSTEM_PROCESS	21	0.47611	0.31568	0.55995	0.52389	0.68531	1	0.0014286	0.45455	0.80371	11	0.0012166	0.43257	0.77277	10	0.0016619	0.54945	0.96989
GOBP_CIRCULATORY_SYSTEM_PROCESS	40	0.42503	0.10589	0.3744	0.57497	0.8951	1	0.0017136	0.86214	0.94231	23	0.0015367	0.78521	0.92651	17	0.0019529	0.84216	0.99806
GOBP_RENAL_SYSTEM_PROCESS	10	0.59995	0.73726	0.83065	0.40005	0.26374	1	0.0018312	0.8002	0.92121	4	0.0021617	0.8971	0.95956	6	0.0016108	0.4965	0.96989
GOBP_HEART_PROCESS	16	0.50007	0.5015	0.66317	0.49993	0.4995	1	0.0019004	0.87612	0.95035	8	0.0020327	0.92208	0.97152	8	0.0017682	0.62238	0.99806
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	15	0.40006	0.16683	0.44457	0.59994	0.83417	1	0.00099589	0.074925	0.58274	9	0.00092317	0.20979	0.65791	6	0.001105	0.18482	0.96989
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	45	0.48884	0.32767	0.55995	0.51116	0.67333	1	0.0015996	0.76324	0.90546	23	0.0014608	0.70529	0.8962	22	0.0017448	0.68232	0.99806
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	18	0.66644	0.89411	0.93505	0.33356	0.10689	1	0.0016915	0.75325	0.90369	6	0.0018667	0.82418	0.93105	12	0.0016039	0.52947	0.96989
GOBP_GLUCOSE_METABOLIC_PROCESS	16	0.6249	0.84216	0.90072	0.3751	0.15884	1	0.0016002	0.63037	0.86042	6	0.0018667	0.82418	0.93105	10	0.0014403	0.33367	0.96989
GOBP_ALCOHOL_METABOLIC_PROCESS	17	0.41175	0.15784	0.44126	0.58825	0.84316	1	0.0012079	0.21678	0.70087	10	0.00099829	0.22677	0.65791	7	0.0015072	0.42657	0.96989
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	45	0.48882	0.32068	0.55995	0.51118	0.68032	1	0.001124	0.030969	0.55844	23	0.00096904	0.11489	0.58066	22	0.0012861	0.13786	0.96989
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	17	0.52951	0.5994	0.72668	0.47049	0.4016	1	0.0011231	0.14885	0.65171	8	0.0013955	0.56743	0.83243	9	0.0008809	0.046953	0.77952
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	12	0.41701	0.31868	0.55995	0.58299	0.68232	1	0.0016705	0.68032	0.88429	7	0.002023	0.91708	0.96851	5	0.001177	0.22478	0.96989
GOBP_DNA_METABOLIC_PROCESS	57	0.5088	0.43257	0.62589	0.4912	0.56843	1	0.0014369	0.41958	0.78094	28	0.0015126	0.74326	0.91409	29	0.0013637	0.17083	0.96989
GOBP_DNA_REPLICATION	20	0.45032	0.30569	0.55432	0.54968	0.6953	1	0.001397	0.41059	0.77791	11	0.0018515	0.9031	0.9611	9	0.00084159	0.035964	0.77952
GOBP_DNA_REPAIR	24	0.417	0.2028	0.48961	0.583	0.7982	1	0.001548	0.58941	0.84991	14	0.0018982	0.93407	0.97893	10	0.0010577	0.11089	0.91755
GOBP_DOUBLE_STRAND_BREAK_REPAIR	13	0.4619	0.41958	0.61807	0.5381	0.58142	1	0.0014194	0.46354	0.80445	7	0.0019903	0.90809	0.96399	6	0.00075325	0.068931	0.87688
GOBP_DNA_RECOMBINATION	19	0.52643	0.5954	0.72512	0.47357	0.40559	1	0.0017742	0.82817	0.93307	9	0.0021038	0.94306	0.98502	10	0.0014775	0.37163	0.96989
GOBP_CHROMATIN_ORGANIZATION	24	0.58326	0.74625	0.83743	0.41674	0.25475	1	0.0018824	0.92308	0.9652	10	0.0020771	0.95305	0.98826	14	0.0017433	0.65135	0.99806
GOBP_CHROMATIN_REMODELING	11	0.63614	0.76823	0.84856	0.36386	0.23277	1	0.0024117	0.97802	0.99211	4	0.0027105	0.97303	0.99026	7	0.002241	0.87812	0.99806
GOBP_RNA_PROCESSING	38	0.71017	0.99401	1	0.28983	0.006993	0.73864	0.001945	0.98601	0.995	11	0.0021381	0.97003	0.98977	27	0.0018663	0.84016	0.99806
GOBP_MRNA_PROCESSING	12	0.58322	0.67632	0.7818	0.41678	0.32468	1	0.0016052	0.62637	0.86042	5	0.0016565	0.72128	0.90151	7	0.0015685	0.46154	0.96989
GOBP_RNA_CATABOLIC_PROCESS	16	0.62459	0.75025	0.83857	0.37541	0.25075	1	0.0014921	0.52547	0.81622	6	0.00088539	0.22877	0.65791	10	0.0018561	0.69031	0.99806
GOBP_MRNA_CATABOLIC_PROCESS	14	0.64248	0.76923	0.84856	0.35752	0.23177	1	0.0014171	0.45055	0.80371	5	0.00094079	0.29371	0.67578	9	0.0016817	0.59341	0.99088
GOBP_PROTEIN_DEPHOSPHORYLATION	26	0.19248	0.001998	0.093795	0.80752	0.999	1	0.001471	0.53047	0.81946	21	0.0011224	0.26474	0.65791	5	0.0029349	0.97203	0.99937
GOBP_PROTEIN_ACETYLATION	14	0.5	0.47453	0.65305	0.5	0.52647	1	0.0019564	0.8981	0.95699	7	0.0019545	0.8971	0.95956	7	0.0019582	0.74725	0.99806
GOBP_PROTEOLYSIS	91	0.34095	0.000999	0.093795	0.65905	1	1	0.0013028	0.1009	0.58274	60	0.0014276	0.75924	0.91782	31	0.0010611	0.017982	0.65986
GOBP_PEPTIDE_METABOLIC_PROCESS	50	0.67969	0.99101	1	0.32031	0.00999	0.92857	0.0016905	0.88112	0.95155	16	0.0016609	0.85315	0.94224	34	0.0017045	0.63636	0.99806
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	11	0.81787	0.98102	0.99277	0.18213	0.01998	1	0.00096511	0.096903	0.58274	2	0.00094965	0.42657	0.76692	9	0.00096855	0.073926	0.87688
GOBP_PROTEIN_TARGETING	13	0.30799	0.076923	0.33766	0.69201	0.92408	1	0.0015325	0.56943	0.84122	9	0.0015389	0.68531	0.89524	4	0.001518	0.49251	0.96989
GOBP_LIPID_METABOLIC_PROCESS	78	0.44862	0.068931	0.32908	0.55138	0.93207	1	0.0014218	0.38062	0.76577	43	0.0011137	0.13487	0.61067	35	0.0018003	0.79421	0.99806
GOBP_FATTY_ACID_METABOLIC_PROCESS	21	0.42855	0.18881	0.47562	0.57145	0.81219	1	0.001257	0.24276	0.71117	12	0.00106	0.24775	0.65791	9	0.0015196	0.46853	0.96989
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	10	0.4994	0.33067	0.55995	0.5006	0.67033	1	0.0012539	0.31069	0.74162	5	6.2055e-05	0.003996	0.37518	5	0.0024457	0.89011	0.99806
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	24	0.37511	0.066933	0.32615	0.62489	0.93407	1	0.0015185	0.55145	0.83665	15	0.0013965	0.6024	0.85253	9	0.0017218	0.61938	0.99806
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	22	0.36372	0.06993	0.33012	0.63628	0.93107	1	0.0015653	0.61938	0.85659	14	0.0013626	0.55445	0.82629	8	0.0019201	0.72527	0.99806
GOBP_VITAMIN_METABOLIC_PROCESS	11	0.54528	0.53846	0.68524	0.45472	0.46254	1	0.0014251	0.45455	0.80371	5	0.0011823	0.44855	0.77857	6	0.0016275	0.51049	0.96989
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	11	0.45455	0.33766	0.56166	0.54545	0.66334	1	0.0012697	0.32268	0.74833	6	0.0011705	0.4006	0.74234	5	0.0013888	0.35564	0.96989
GOBP_ION_TRANSPORT	64	0.49987	0.30669	0.55494	0.50013	0.69431	1	0.001262	0.1039	0.58274	32	0.0010064	0.090909	0.58066	32	0.0015176	0.38262	0.96989
GOBP_CATION_TRANSPORT	52	0.48069	0.24076	0.52063	0.51931	0.76024	1	0.0013089	0.18981	0.69735	27	0.0011058	0.21978	0.65791	25	0.0015282	0.37662	0.96989
GOBP_POTASSIUM_ION_TRANSPORT	13	0.46154	0.31369	0.55995	0.53846	0.68731	1	0.0011081	0.16683	0.6713	7	0.0010304	0.27872	0.66719	6	0.0011988	0.22877	0.96989
GOBP_SODIUM_ION_TRANSPORT	14	0.42835	0.17582	0.45296	0.57165	0.82517	1	0.00098598	0.082917	0.58274	8	0.00047708	0.030969	0.58066	6	0.0016645	0.53347	0.96989
GOBP_CALCIUM_ION_TRANSPORT	22	0.49997	0.42058	0.61807	0.50003	0.58042	1	0.00094899	0.023976	0.55844	11	0.00089443	0.16583	0.63695	11	0.0010036	0.076923	0.87688
GOBP_ANION_TRANSPORT	21	0.52358	0.44555	0.63416	0.47642	0.55544	1	0.001196	0.17582	0.68926	10	0.00078411	0.1049	0.58066	11	0.0015705	0.47852	0.96989
GOBP_NEUROTRANSMITTER_TRANSPORT	11	0.36355	0.095904	0.3744	0.63645	0.90509	1	0.0009258	0.081918	0.58274	7	0.00058393	0.064935	0.58066	4	0.0015241	0.4965	0.96989
