""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"
"Q16555"	24.6530413441017	24.7643094663747	24.7987825405824	24.7673756363322	24.7988671447523	24.7281535538003	24.7241159648062	24.7322362437113	24.6884793116372	24.7123261625706	24.6471053455203	24.6550960239321
"P13639"	25.3581702689078	25.5217886068895	25.4930738458782	25.5007683382885	25.4731353535885	25.3253587762515	25.4355346086491	25.3599946171414	25.4048682310759	25.4325069874197	25.330611292007	25.420050468612
"P11137"	24.65842642547	24.5317048913623	24.6062682348358	24.4478090904581	24.6334230143658	24.5431344146457	24.6619312243227	24.5913091286881	24.5367544486475	24.5621490996051	24.5056867204942	24.472443409064
"P06733"	25.8679082940248	25.7453021910661	25.8779139672333	25.7135167756495	25.8017913390535	25.7750700240186	25.8533414420927	25.9310486063079	25.7813089588693	25.7231012774297	25.854866491976	25.7017310577835
"P07197"	24.9552207575846	24.4992276176806	24.7025798191503	24.8177553480793	24.6202414125562	25.0382433178254	24.8460142724557	24.6350327796002	24.3841865773955	24.7794468275723	25.0479392597965	24.60633343081
"Q9UPN3"	23.7308272555112	23.6024029800188	23.6438176997853	23.618320123723	23.6179650368749	23.7771233543649	23.7985742917449	23.7274081921284	23.604664435311	23.6068092847735	23.7460825069484	23.7026293417711
"P13637"	24.0263044502263	23.8032774885992	23.9589055220147	23.8589729460306	23.9515200988211	23.9219091005522	23.848741091632	23.9252251260858	23.6773908870899	23.8791503438837	23.9329057064021	23.6670847561286
"P68366"	21.1595546358281	21.1876096199459	21.3071310540261	21.3012491745901	21.2467188624804	21.1007730103439	21.2678375943571	21.2894569274182	21.087073235023	21.1948423401392	21.1770972263534	21.2987192123235
"P00558"	25.5756898214349	25.4317229513651	25.536182780083	25.4278617297709	25.5455184165016	25.3766262179501	25.4526932326172	25.6104122385646	25.3581017694442	25.4581857631769	25.4974802852225	25.3964175611549
"P14625"	25.3661834664834	25.2127774273037	25.3027339987919	25.3222720843446	25.2469867371841	25.4099888110452	25.3919989617641	25.2968972136564	25.26328885546	25.3182260460789	25.3403126447592	25.2901419394364
"P19367"	24.6148540644771	24.5324437010885	24.5697027339114	24.4892213979381	24.5868411242059	24.3809624220795	24.5195644997167	24.6471401978735	24.3433638392553	24.5353225437934	24.5464981049536	24.4033220624107
"P20700"	24.6847199561727	24.4949819090573	24.6179844926476	24.548649588374	24.5348028242232	24.7487517054596	24.6600436800496	24.6548346763633	24.7561820248231	24.476905258213	24.5199762726845	24.5767250498929
"O15020"	23.4933030600075	23.3291340169754	23.3963630113329	23.3495917024503	23.3711579438723	23.5976075534096	23.4066804069213	23.4440091457513	23.4782488387326	23.377444829353	23.3939236632809	23.3342928167848
"P06576"	24.9344340242493	24.8944895602798	24.9640639711833	24.9782371639529	24.931182448374	24.9134575938046	24.9078164207661	24.9381738981416	24.7889160629943	24.8510554787363	24.8981879723612	24.8794601802925
"P14618"	25.2424418529007	25.2458949062057	25.281915894713	25.2395455627423	25.2652043593978	25.168289084505	25.2747702333078	25.2829237208566	25.194322914846	25.1963080287517	25.2195937708402	25.1818055532355
"O43707"	23.6461026288739	23.6272625498378	23.6503251999003	23.6368848794035	23.62392537936	23.5084909446313	23.6770484780272	23.6618408591075	23.5697173867302	23.635702281249	23.6495586577397	23.6423415581999
"P25705"	25.9568762349509	25.7607693785762	25.8868407795358	25.8567326208001	25.8384725474456	25.9189081404768	25.8414826547474	25.913133463384	25.6527537196644	25.7873911696743	25.9388858480502	25.8622656835548
"P26038"	24.789753722456	24.6546895085118	24.6547980859363	24.673474413431	24.7047593274576	24.6077736809473	24.7876955606902	24.7524054454699	24.6877030341634	24.7601100157694	24.7590154754589	24.7718210903592
"Q07954"	23.7849682118324	23.4359311537376	23.6627304023922	23.5515550875402	23.5151504536549	23.6951353931274	23.8410594622405	23.7880316354452	23.4263099287649	23.4540395284835	23.7739055027377	23.6749780482176
"P68032"	22.6168714172637	22.8714585249618	22.8897593361404	22.7584632852651	22.8522497267919	22.2932126037027	23.1179982205101	22.7546185647514	22.6561181676284	22.7144710242883	22.5751297103402	22.764493312085
"P35579"	23.5169386096432	23.5111046540883	23.4780644742778	23.4666455906102	23.458145436557	23.5337419633263	23.5496765224458	23.4782909399412	23.4757262334474	23.5183302145515	23.5411826012873	23.5310026852292
"Q9BUF5"	21.3961204912794	21.570714873379	21.4851579531265	21.5384665946495	21.5523721846974	21.5399923362119	21.4262584805089	21.4678349616137	21.5323153170465	21.4776533268159	21.472423287288	21.5046776933312
"Q01484"	23.4747422724642	23.4476790662909	23.5026162599165	23.4913920688008	23.5819965482666	23.4451327886902	23.5549138087836	23.5396234317999	23.2512878918907	23.4716477273593	23.5661270776043	23.4664607449167
"Q14980"	23.7011295570392	23.5402382612338	23.6159396840974	23.5780462118526	23.5784964364217	23.7817447509227	23.6306773080303	23.615933360735	23.68966759712	23.570915699411	23.6083286085332	23.6108612779577
"P52272"	24.8809718225061	24.5090116157545	24.6247766691492	24.5915091935232	24.5489607956568	24.9407727694676	24.7463544149599	24.7117265658155	24.7069010552235	24.6147943987447	24.7357316779055	24.7530366778225
"Q08211"	24.4734285103727	24.3820162833881	24.4487746995562	24.4597261127863	24.3810477543033	24.5264069546019	24.4498215133099	24.4180503700114	24.4866703270939	24.4115272358924	24.3975534834741	24.4399257088873
"P34932"	24.4540606847972	24.3368861892416	24.4519011049544	24.3869162510805	24.4016754754671	24.4402754108812	24.4445374178814	24.3156028330676	24.4755908122311	24.3563758980099	24.2877747140895	24.3500169208878
"Q16352"	25.1239992210843	24.9475303567138	25.0315249405214	25.0478978438322	24.9979169840151	25.1509280743592	25.0832037726177	25.1182974203769	24.8170878600435	25.0399113436079	25.202570007074	24.8716429563351
"P11216"	23.4242465193358	23.4072048582305	23.4587008569874	23.4016492668839	23.4400703150074	23.3259767453847	23.5331602611815	23.4772234064416	23.3249081904302	23.3718311657017	23.4165420500599	23.5087098713419
"P31150"	23.8886292207363	23.9070406584532	23.941678944298	23.9202412249396	23.9552379123735	23.9114566505156	23.9968879760717	23.9239276841973	23.8619775479169	23.8065133119947	23.8895076607579	23.9089139959096
"P05023"	22.8620674239954	22.8553241237658	22.8336152980155	22.820137206793	22.8821303494026	22.8474800220293	22.8336224183221	22.8888415760906	22.7274887996726	22.8303607391526	22.8519134094985	22.7751417846844
"P62805"	27.2794968487926	27.0508920481719	27.1897266797626	27.2455649135329	26.9108121104573	26.9273365381977	27.0979673650184	27.1606722466835	27.1489882448866	27.0536902951289	27.1918437805039	27.1582569330743
"P33176"	23.1078033205005	23.1141918800374	23.1610953014155	23.1442880344077	23.1178939687269	23.2202382008774	23.140741131237	23.0349693558042	23.2657195813622	23.0820445248478	23.0545723774861	23.1569491858015
"Q7Z6Z7"	23.4919515337906	23.3265514209397	23.4056381035839	23.3414524331931	23.3774909459373	23.5196753268095	23.4719753728778	23.4453756903801	23.3845159041742	23.365365921689	23.429758743187	23.4393433914364
"Q9NY65"	17.321597382976	17.5991198275033	17.7061080779634	17.5664731797794	17.3084624944486	17.6035342459117	17.3661289725852	17.4558001033089	17.5087185987386	17.4690276344573	17.5443235378566	17.5012354571671
"P04075"	24.7711880742277	24.7261946418891	24.7451291996543	24.6651167429588	24.8080130731023	24.5974330647811	24.6469092640404	24.7781750844138	24.7103877208835	24.7909959652685	24.6579374442029	24.5327165210163
"Q14008"	23.4185317334512	23.3905156502617	23.429212589102	23.4123090445982	23.4159775051591	23.457609110048	23.4531441857374	23.3738458995834	23.3830471241266	23.3581661054087	23.3963379001015	23.4447518670895
"P38646"	24.3961761699151	24.2327438295825	24.3617349753607	24.3192361987337	24.3737149679275	24.356868329758	24.381735673897	24.2728605629055	24.2457159309825	24.3336639161666	24.3462220929247	24.3860301161427
"O60282"	23.3856523577431	23.2765366063724	23.2632521962725	23.2612794064014	23.2842524938557	23.4839013159681	23.312644357645	23.2484068361236	23.2889391194092	23.2052803073386	23.3036908816793	23.272875456304
"Q86VP6"	24.2434507828408	24.3138345467414	24.3461336666863	24.3242288750016	24.3625162921004	24.1773156284024	24.4029854007266	24.2753058533023	24.3259262850053	24.2621211061794	24.1560545913975	24.2257791203739
"Q14194"	25.1032751774043	25.1208608234612	25.188721864015	25.1664690303849	25.1911696730748	25.1645172087566	25.0578611491482	25.1197449689333	25.0274928552377	25.0498002770935	25.0620610865081	25.0537819067484
"P46459"	24.3070224147478	24.2366325305219	24.3420703771884	24.2808524086974	24.3598900978003	24.2177983644093	24.330654609504	24.3271910148833	24.0904295243481	24.2533529810491	24.2978386390495	24.2690760702123
"P78371"	24.6443554184393	24.6059859875055	24.5988060030168	24.5792550318616	24.5797331062036	24.6882802055626	24.5690771120685	24.5488796516361	24.5666195045425	24.5292818835265	24.5223198254412	24.5354423661506
"P49588"	24.2937197303342	24.0612777849453	24.1396008633061	24.1081762971699	24.1599926972613	24.2227925587845	24.2985851537001	24.2467006567589	24.1155626187224	24.1377538715398	24.1901465087494	24.2435260260783
"Q07065"	24.4605679475285	24.140519963985	24.3051238745338	24.2947490847555	24.2191698688845	24.4601226222956	24.3501005228306	24.3437080089242	24.2048625861439	24.2199917835334	24.3785375903575	24.3067598137938
"P01024"	22.5971074037438	25.0919454583774	24.31457966653	24.6353459738403	24.7668225736242	22.484282837452	22.3338356492865	22.6364111486921	25.0984538758587	25.0260104651638	22.5298018231715	22.6052896867514
"P12956"	24.3739197391716	24.2493966938876	24.4022494656661	24.4028784756849	24.2692840108155	24.3179261564538	24.3952513734055	24.3268606583167	24.3622984550151	24.2264222361829	24.2647623605021	24.4001064557512
"P08133"	24.1446808220481	23.7879965989622	24.0284232522428	24.015977281807	23.9670355945194	24.0415384266415	24.4422770656747	24.21412762551	23.6508511107316	23.9546636862259	24.2965048334839	24.3050178919081
"P04406"	26.186173141699	26.1577343178485	26.2393235717443	26.1096858008598	26.2298232878197	26.0854166046163	26.2694572993224	26.2281575716634	26.0479916597032	26.1419303561411	26.1730183577723	26.1572782958995
"P53396"	23.5872597394227	23.5029816982925	23.6119219384294	23.6375449400488	23.5238464634818	23.5709831639831	23.5811908539019	23.5024676024777	23.505987522588	23.4938329184468	23.5451985228422	23.5646387832217
"P42704"	23.7762868918585	23.7614272799975	23.8308668954108	23.8246884054833	23.8239635041269	23.6599319601901	23.7546263730105	23.7383047177688	23.7067279714752	23.7468600630923	23.8001671079637	23.8539103327842
"P31948"	24.5137321918212	24.3787935624888	24.4087064647726	24.402769686319	24.4057630289882	24.5484129178782	24.5316918008513	24.4198116364958	24.489812206151	24.4293899796049	24.3913888123745	24.4323503279871
"Q6P2Q9"	23.5374545848603	23.3899297521118	23.4726743178343	23.4563532926194	23.4087961389348	23.5211991049128	23.5316885938164	23.508349164634	23.4888590413458	23.384737073924	23.4696013569609	23.5425180296017
"P14136"	23.9608384477599	24.6479167879991	24.7728617713823	24.5666193564685	24.754911877404	23.1625737515399	24.3134876469861	24.3453589681477	23.7854054686981	24.6938555269549	24.1279425813127	23.9897551533206
"P02787"	23.7022210586257	25.5095011227163	24.850325522008	25.0565714521484	25.0388040522486	23.6041035991515	23.5578368838073	23.7199618773221	25.3540823267115	25.2483867041931	23.6171457899343	23.5639425514744
"P60174"	24.5468418906137	24.4663065031793	24.6243977691367	24.4932786359571	24.5754616033685	24.4114476123115	24.5707000447914	24.5970714029621	24.4621663110554	24.5185834377792	24.497913746354	24.4330356315211
"P50990"	24.6578673322585	24.5454042595841	24.5684533901193	24.5466394564535	24.5318434706415	24.6375582264621	24.6252862238783	24.5658275693412	24.5619614221261	24.5037967235476	24.5150675013275	24.541757121582
"O75643"	23.527320146785	23.4424560103203	23.5458122787607	23.5195588590448	23.4470399762672	23.5270300746006	23.509597923232	23.4957218413837	23.5262120275559	23.4107105656334	23.4569846715715	23.5715331389545
"P07196"	24.1256296995808	23.6995263778513	23.9257843184941	24.0642685297624	23.819095120951	24.2487698493758	24.0809953268056	23.8722977014079	23.5785114493686	23.9904691958599	24.3147580540782	23.8636814419192
"P30101"	24.9314618439301	24.7789840883094	24.8804301252977	24.891547094798	24.8202672344892	25.0512651563844	24.8575158537915	24.8695504284205	24.8452240489453	24.8467441703254	24.9416075331995	24.9255122567302
"Q9NYU2"	23.5861259257935	23.5812407077728	23.6023550764315	23.6375924221106	23.5319969810733	23.6963314158854	23.6087650651124	23.5707311844473	23.6165922726242	23.5080698588508	23.6058666304764	23.5869124520797
"P50991"	24.0383265495511	23.900323512405	23.9230551601323	23.904027095577	23.9571349418156	24.1164184660656	23.9463479639647	23.9320401061036	23.967641746894	23.9183128013208	23.9422162149562	23.9278261255249
"Q9Y490"	22.6770928185927	22.5142364736204	22.5214389511108	22.4645002717048	22.5570310586955	22.5909517103557	22.7077814424928	22.5971484024575	22.5516199577589	22.623109599435	22.60038359683	22.6490819300374
"Q9Y4I1"	23.4889943281544	23.4480485774708	23.5247819609246	23.453451690854	23.5168023310268	23.4279562143287	23.5273538930948	23.5362458893087	23.2782768054585	23.4364578787693	23.5254454600024	23.4417347887222
"P09104"	24.2598173199731	24.2662209731244	24.3798421025862	24.2525247200866	24.3467335405396	24.2150159871962	24.1334780338396	24.3191032822003	24.1870192025539	24.2841283720965	24.234235068347	24.1016563173208
"Q02880"	23.4163138599168	23.1260589374711	23.2294584496976	23.211288787385	23.1339248654282	23.4538552966638	23.3574768942992	23.3439285646113	23.3148466221121	23.1344626203346	23.276151010617	23.3036499921686
"Q03252"	24.2377175092546	23.9508238906316	24.1108250844112	24.0093575734628	24.0096512281749	24.2485021858945	24.1520266301094	24.1326798863713	24.0873072381405	24.0192872291379	24.0421362841434	24.0261852739027
"Q86UP2"	23.3689206675867	23.2073988266021	23.2926572915179	23.2607611121383	23.2747850562178	23.3160318874796	23.3930419250175	23.2869527283534	23.1815401038986	23.2755984445075	23.2803041284959	23.3206221346611
"P13591"	24.9878653584152	24.7857937403335	24.8845205667584	24.8060333203589	24.8548228168373	24.8752006512558	24.9957066540991	24.8762691556464	24.7459637383204	24.7972983318557	24.8142595298132	24.6305656487193
"Q92841"	23.2468935932328	22.9334761294094	23.0836820314984	23.1070297005371	23.0195507292411	23.3748413290675	23.0339795000016	23.1049321209491	23.0939434476856	22.9946497843429	23.1408230556028	23.2320518569623
"Q9Y4L1"	24.6430562277729	24.5829290213525	24.6552217186303	24.6407116369769	24.5981983060042	24.6451054026187	24.7151738085679	24.6196342222037	24.5698584277592	24.5669929122059	24.6135062033375	24.5686822231564
"P22626"	24.7066601492087	24.5227647601981	24.595638672035	24.5733722757636	24.4933321708196	24.7160425194286	24.6951118558596	24.6196172119183	24.6596151833014	24.4930041108915	24.5407280364542	24.619476855187
"P50993"	21.9540094206656	21.5086067000053	21.7450531430986	21.7104188033024	21.8091297673167	21.7890441864087	22.2689823836607	22.0693739982561	21.4793015022377	21.774189171189	21.9772700876132	21.9335625900998
"P07814"	23.5609455040175	23.3748183384198	23.4448221003531	23.4169291188733	23.4216433653492	23.5737672109448	23.5046008903995	23.5691011931973	23.3722967585622	23.3851315317017	23.552266627038	23.5971613072935
"P12270"	23.7469741210389	23.4333617275628	23.5512555843241	23.5361187644617	23.4960946349639	23.737563395204	23.5879000464965	23.5861146722632	23.6113426782311	23.537468393488	23.5564309740006	23.5465511490849
"Q92598"	23.3709483216004	23.3704983777388	23.4831922974945	23.4815237784858	23.452908204487	23.4355575753643	23.3237005755778	23.2564840797932	23.4698888314036	23.3935026226548	23.2306533053711	23.3257302538246
"P02647"	23.1584721781648	25.8777436997774	25.1482038181218	25.5608174887029	25.5732919804252	22.9608966166103	22.7513459468262	23.0691632346311	25.7202172243379	25.8028638060271	23.0305563909052	23.0834569144197
"Q14152"	23.8351414496313	23.6577084835433	23.7023495235506	23.6813652900447	23.6950921039184	23.78548941661	23.8116089497624	23.8067462325185	23.7225577860092	23.7456610299456	23.7695766249872	23.7906374293134
"Q00839"	24.9528521626168	24.7628366657108	24.8324433974066	24.8523262859927	24.7412756127926	24.9132850223912	24.8707043896223	24.8882538350235	24.8779497732187	24.7321480095847	24.8568528497041	24.9072491951384
"Q13423"	23.9086735324431	23.8375864228041	23.8947557740942	23.8411716166892	23.9023255379528	23.7444611067683	23.8805223615932	23.8612671160749	23.7341717606722	23.814757490189	23.8375267611943	23.8165957832592
"P15311"	23.811469431454	23.5377575392548	23.5688586357084	23.4793274494204	23.6295292400142	23.6805516816863	23.9463752099367	23.7013038486899	23.4228664831388	23.6611583624914	23.6864340566377	23.7199483227322
"Q9BPU6"	24.8248951988761	24.6683981833174	24.7395181220271	24.6522332473039	24.7488786588798	24.89228914254	24.7482872762934	24.7423624332667	24.7536525212088	24.7023810351134	24.6835072830938	24.5600707130458
"P40926"	24.437801276556	24.329092448397	24.4060330876261	24.4005283546706	24.369514200312	24.4125987949519	24.393169660846	24.3890822634788	24.3330481622492	24.285676277413	24.3928886464693	24.3425050729851
"P50395"	23.2462113255451	23.2499897405764	23.2404107313803	23.261151496388	23.2259519699791	23.1947482807465	23.2951056037431	23.2047824061037	23.3732340687307	23.0997497762174	23.1562402901849	23.208721181932
"P01023"	22.3169965616423	24.6889945112811	23.9197862826682	24.1712540758859	24.2190412438301	22.2195866922156	22.0336173382412	22.3405000136808	24.6535134002655	24.4389361453003	22.1881496589423	22.2882485465523
"P80404"	23.6795447181046	23.6425580424441	23.7051672085819	23.7275452707881	23.6511385991915	23.6814100389536	23.7533945383814	23.7406390818358	23.7026435500905	23.5675625271387	23.7132093660532	23.7769654175122
"Q12860"	23.4327876452624	23.1867362582283	23.290044062485	23.1590570435468	23.3183469578214	23.1972126949909	23.3295148226655	23.322487196131	22.9796614278051	23.2970998997974	23.2408843761897	23.1812829750195
"P13667"	24.4761756054176	24.3230779621411	24.4286989450885	24.4274910811664	24.358614886411	24.5785087497151	24.5993926002219	24.3547530018077	24.4790429067073	24.3993846174981	24.4018585213139	24.3937056179872
"P12814"	22.6501532377567	22.9068395680849	22.7473556594207	22.7652984168541	22.7479217564845	22.5142738413887	22.6859435241698	22.5781397273154	22.7207297276858	22.9130477614829	22.6705991176214	22.6828211121461
"P38606"	23.4654944557645	23.561281359784	23.6092145430398	23.5882822943559	23.6009186726575	23.4810090512531	23.4957880516966	23.536059259383	23.4331056334169	23.5125816382275	23.4527683476496	23.4512156385577
"P49368"	24.1772952258182	24.0353911547593	24.0465593915802	24.0274898348802	24.0548363012007	24.2133303534322	24.0840468478497	24.084636257237	24.0850562422306	24.0364704867705	24.0444115817073	24.0361814873647
"P19338"	24.7663516140153	24.5688459218184	24.5825952932208	24.5647192233958	24.5470162672142	24.7123344927887	24.6894912671397	24.6374488769771	24.7278305316564	24.5816971583502	24.5526887350552	24.6665565675309
"Q99832"	23.999024352961	23.9189850372404	23.9473750322833	23.936880436428	23.9201633271138	24.0841395333606	23.9645739563933	23.9518379954894	23.9714838559227	23.8530106026737	23.9266364727568	23.9557150355808
"P61764"	23.8232396256383	23.8031035641693	23.8416223584784	23.7732992379007	23.9047962597092	23.7621892453361	23.802678996724	23.8320708381743	23.6262060225463	23.8294051384925	23.7422198934391	23.6975620234123
"P00747"	23.1777405077819	24.7455398146326	24.2275198057878	24.7057111932432	24.5794790288615	23.2215890002595	22.9777395100363	23.1283678890647	24.8507991029101	24.7735216757956	23.1510390253312	23.1526388287755
"P53621"	23.2233354086242	23.3235035506307	23.3623446823795	23.3076273153197	23.3166703098268	23.1558732293226	23.2163523996468	23.2512552206105	23.2639111533939	23.2570200605486	23.2116453475974	23.2220669534803
"P35241"	23.2421777500147	23.0162512698572	23.0895520589423	23.0107623689053	23.1133066327604	23.0592288483705	23.3394792734007	23.2214293189796	23.0048428718536	23.1349660623441	23.236576821792	23.2755811272538
"P07237"	24.3255332921803	24.3227811157831	24.2993379816907	24.1908498551435	24.2677805555602	24.2904626720297	24.3957744057856	24.3123766350831	24.3462849373684	24.2277320115119	24.2669649176229	24.2777552977513
"Q5T4S7"	22.7794454657285	22.6687707957097	22.7290103531245	22.7193237647683	22.6973596238701	22.8110427092251	22.813690228965	22.7790510724667	22.6741069306923	22.6723934334056	22.7758297813719	22.8221528825139
"Q16778"	15.3157587512303	14.7780266977725	15.0442569236428	15.1605885575881	15.0637680846797	15.4680494313727	15.3655112099866	15.3278226128549	15.1608306709436	14.9088264417167	15.4818672120216	15.2624092516056
"P24821"	23.8043644242838	23.5128848587444	23.7569971488035	23.505741403533	23.7793436304531	23.3885300887304	23.9119913913138	24.0607471848106	22.9771406961431	23.4136036352454	23.9454125090921	23.7501576882071
"Q15233"	24.3818841547897	24.1257000304609	24.1924473274663	24.1351455809178	24.1305515008413	24.445450654995	24.2913826147594	24.2725196049044	24.3426219521962	24.1897614194618	24.2270256306119	24.2542974576527
"P51659"	23.6990803796406	23.5389173349929	23.5683845870462	23.5532952766925	23.5487194361905	23.5747603405831	23.8183763826676	23.62568526953	23.45749393472	23.5001535916374	23.6347126896813	23.7612399488815
"Q99879"	24.9351637486674	24.4422206246943	24.7293255939838	24.6551499123031	24.4321250549085	25.0602572300966	24.6871624945242	24.8362045811696	24.6251366097841	24.5133589447571	24.9874683121868	24.7845005604695
"Q16658"	24.007927629762	23.9204965712929	23.9064949786521	23.8371365613053	23.9322991355495	23.9472108354881	24.0091303501798	23.8815817660629	23.9875844938481	23.9194211048429	23.7832586156597	23.8004642149158
"P48643"	24.398827276008	24.3081058705956	24.3749672158701	24.3607360017154	24.323264450444	24.4399953749191	24.3957216111343	24.3486559200746	24.3421967158213	24.2950265774331	24.3259603493292	24.3365070913626
"Q92616"	22.6787329405553	22.6552106204421	22.6814449177522	22.6777568427707	22.6259664244508	22.6449229996241	22.7048468761194	22.6582275266763	22.6780213867757	22.6018629114332	22.6618969212514	22.7536488937101
