"","x"
"Lachnospiraceae.NK4A136.group",-18.9902027027027
"Lachnospiraceae.UCG.001",0.2125
"Lachnospiraceae.UCG.003",0
"Lachnospiraceae.UCG.004",-3.21283783783784
"Lachnospiraceae.UCG.007",-0.737162162162162
"Lachnospiraceae.UCG.008",-0.286824324324325
"Lachnospiraceae.UCG.010",-1.35912162162162
"Marvinbryantia",0.729054054054054
"Moryella",0.602027027027027
"Oribacterium",-4.67601351351352
"Roseburia",-13.7543918918919
"Sellimonas",0.982432432432433
"Shuttleworthia",-0.0135135135135135
"Tyzzerella",4.21756756756757
"Tyzzerella.3",2.89054054054054
"Tyzzerella.4",-0.108108108108108
"UC5.1.2E3",0.075
".Bacteroides..pectinophilus.group",0.0273648648648649
".Eubacterium..eligens.group",0.702027027027027
".Eubacterium..hallii.group",-1.92837837837838
".Eubacterium..ruminantium.group",-5.47702702702703
".Eubacterium..ventriosum.group",-4.72829199236804e-17
".Eubacterium..xylanophilum.group",0.75472972972973
".Ruminococcus..gauvreauii.group",-0.979391891891893
".Ruminococcus..gnavus.group",1.22635135135135
".Ruminococcus..torques.group",4.0875
"Peptococcus",0.0212837837837838
"Intestinibacter",-8.93074324324325
"Romboutsia",-0.657094594594595
"Terrisporobacter",-0.303716216216216
"Anaerofilum",0.144932432432432
"Anaerotruncus",0.0689189189189189
"Butyricicoccus",-0.444594594594595
"CAG.352",0.523310810810811
"Candidatus.Soleaferrea",0.483783783783782
"Caproiciproducens",0.120945945945946
"DTU089",0.170608108108108
"Faecalibacterium",14.7739864864865
"Flavonifractor",2.00405405405405
"Fournierella",0.3
"GCA.900066225",-0.0469594594594594
"Hydrogenoanaerobacterium",0.67195945945946
"Intestinimonas",0.87027027027027
"Negativibacillus",-1.8554054054054
"Oscillibacter",2.10439189189189
"Oscillospira",0.368918918918917
"Phocea",0.0138513513513513
"Pseudoflavonifractor",0
"Ruminiclostridium",0
"Ruminiclostridium.5",-6.48581081081081
"Ruminiclostridium.6",1.55574324324325
"Ruminiclostridium.9",-1.04864864864865
"Ruminococcaceae.NK4A214.group",-5.93141891891892
"Ruminococcaceae.UCG.002",-8.3277027027027
"Ruminococcaceae.UCG.003",-0.323986486486487
"Ruminococcaceae.UCG.004",0.310810810810811
"Ruminococcaceae.UCG.005",21.8293918918919
"Ruminococcaceae.UCG.007",-0.256756756756757
"Ruminococcaceae.UCG.008",0.284459459459459
"Ruminococcaceae.UCG.009",2.21891891891892
"Ruminococcaceae.UCG.010",1.42060810810811
"Ruminococcaceae.UCG.013",-1.8445945945946
"Ruminococcaceae.UCG.014",-54.966554054054
"Ruminococcus.1",11.5344594594595
"Ruminococcus.2",-15.4155405405405
"Subdoligranulum",13.1581081081081
"UBA1819",3.88378378378379
".Eubacterium..coprostanoligenes.group",5.66655405405405
"Asteroleplasma",-7.96385135135135
"Catenibacterium",10.1648648648649
"Erysipelatoclostridium",-0.140202702702703
"Erysipelotrichaceae.UCG.003",0.977364864864865
"Erysipelotrichaceae.UCG.004",-1.74527027027027
"Erysipelotrichaceae.UCG.006",-0.0472972972972973
"Faecalitalea",-0.00202702702702703
"Holdemanella",2.5472972972973
"Solobacterium",-1.38918918918919
"Turicibacter",-0.136824324324324
".Clostridium..innocuum.group",0.0114864864864865
"Acidaminococcus",9.20236486486487
"Phascolarctobacterium",-9.58952702702702
"Succiniclasticum",0
"Allisonella",-0.341216216216216
"Anaeroglobus",0
"Anaerovibrio",-49.1378378378378
"Dialister",-32.9216216216216
"Megamonas",-21.6483108108108
"Megasphaera",-7.4989864864865
"Mitsuokella",47.0753378378378
"Selenomonas.3",0
"Veillonella",44.6057432432432
"Fusobacterium",26.9310810810811
"Victivallis",-0.334797297297297
"Z20",0.934459459459462
"Azospirillum.sp..47_25",-2.99425675675676
"Bilophila",-3.05
"Desulfovibrio",7.43581081081081
"Anaerobiospirillum",-0.95945945945946
"Succinivibrio",-93.6851351351351
"Shewanella",-0.0135135135135135
"Oxalobacter",0.136486486486486
"Parasutterella",8.08243243243243
"Sutterella",-12.1320945945946
"Citrobacter",0.0125
"Escherichia.Shigella",1.43378378378379
"Hafnia.Obesumbacterium",0
"Klebsiella",0.025
"Halomonas",0
"Haemophilus",-0.160472972972973
"Pseudomonas",0
"Sphaerochaeta",-3.21824324324324
"Treponema.2",16.8162162162162
"Cloacibacillus",0.300000000000001
"Synergistes",1.88682432432432
"Anaeroplasma",3.17027027027027
"Akkermansia",9.63986486486486
