Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
KEGG_LYSOSOME	67	0.2909	0.001998	0.024809	0.7091	0.999	1	0.40889	0.18581	0.84158	54	0.37385	0.17582	0.68371	13	0.55442	0.76823	0.9897
KEGG_CARDIAC_MUSCLE_CONTRACTION	39	0.41839	0.65335	0.78236	0.58161	0.34765	1	0.49388	0.8951	1	24	0.45616	0.8032	0.9569	15	0.55423	0.78422	0.9897
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	13	0.31126	0.13487	0.34564	0.68874	0.86613	1	0.38235	0.24176	0.84158	10	0.35317	0.26873	0.68371	3	0.47964	0.48452	0.9897
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	39	0.49521	0.97702	1	0.50479	0.023976	0.5954	0.38723	0.15684	0.84158	20	0.39321	0.38561	0.78395	19	0.38094	0.057942	0.9897
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	32	0.3208	0.062937	0.20386	0.6792	0.93806	1	0.44104	0.52947	0.93918	26	0.43547	0.68332	0.95153	6	0.46518	0.41459	0.9897
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	34	0.32228	0.074925	0.23568	0.67772	0.92607	1	0.45932	0.66833	1	25	0.39063	0.39461	0.78395	9	0.65011	0.94705	0.9897
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	35	0.30019	0.02997	0.13532	0.69981	0.97103	1	0.41856	0.32168	0.87146	27	0.36412	0.2048	0.68371	8	0.60227	0.86314	0.9897
KEGG_DILATED_CARDIOMYOPATHY	36	0.29986	0.01998	0.10266	0.70014	0.98102	1	0.42478	0.37862	0.90587	27	0.34967	0.12887	0.66053	9	0.65011	0.94705	0.9897
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	38	0.32249	0.075924	0.23568	0.67751	0.92507	1	0.49419	0.88012	1	29	0.43601	0.6963	0.95592	9	0.68167	0.97702	0.9897
KEGG_CITRATE_CYCLE_TCA_CYCLE	28	0.30252	0.048951	0.1772	0.69748	0.95205	1	0.43473	0.5005	0.93404	22	0.38895	0.38661	0.78395	6	0.60261	0.79321	0.9897
KEGG_PENTOSE_PHOSPHATE_PATHWAY	20	0.36908	0.36364	0.583	0.63092	0.63736	1	0.46607	0.66134	1	13	0.38787	0.38961	0.78395	7	0.61131	0.86414	0.9897
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	24	0.3756	0.37562	0.583	0.6244	0.62537	1	0.40097	0.26773	0.84158	17	0.40153	0.48052	0.84232	7	0.39961	0.2018	0.9897
KEGG_GALACTOSE_METABOLISM	16	0.35981	0.35864	0.583	0.64019	0.64236	1	0.42442	0.44855	0.93404	10	0.31523	0.13886	0.66053	6	0.60641	0.80519	0.9897
KEGG_FATTY_ACID_METABOLISM	29	0.22587	0.001998	0.024809	0.77413	0.999	1	0.31481	0.012987	0.26462	26	0.31211	0.04995	0.43001	3	0.33821	0.19381	0.9897
KEGG_STEROID_BIOSYNTHESIS	14	0.43925	0.6983	0.81287	0.56075	0.3027	1	0.45408	0.6034	1	9	0.4809	0.76623	0.9569	5	0.40581	0.3027	0.9897
KEGG_OXIDATIVE_PHOSPHORYLATION	86	0.43162	0.87213	0.94852	0.56838	0.12887	1	0.54272	0.999	1	53	0.51804	0.996	1	33	0.58236	0.95405	0.9897
KEGG_PURINE_METABOLISM	83	0.30972	0.005994	0.047006	0.69028	0.995	1	0.43497	0.48052	0.93404	65	0.39628	0.37962	0.78395	18	0.5747	0.85215	0.9897
KEGG_PYRIMIDINE_METABOLISM	56	0.34814	0.13287	0.34564	0.65186	0.86813	1	0.44018	0.52747	0.93918	41	0.41027	0.50849	0.86435	15	0.52194	0.64835	0.9897
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	19	0.2374	0.008991	0.058246	0.7626	0.99201	1	0.39692	0.27572	0.84158	16	0.33009	0.13786	0.66053	3	0.75336	0.93506	0.9897
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	18	0.31718	0.12188	0.34456	0.68282	0.87912	1	0.53635	0.91608	1	15	0.50242	0.89411	1	3	0.70597	0.88811	0.9897
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	21	0.43507	0.71229	0.82272	0.56493	0.28871	1	0.47432	0.71828	1	13	0.47053	0.78022	0.9569	8	0.48048	0.45455	0.9897
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	39	0.2661	0.004995	0.04378	0.7339	0.996	1	0.36554	0.067932	0.5954	34	0.36783	0.19281	0.68371	5	0.35	0.18482	0.9897
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	10	0.23477	0.047952	0.1772	0.76523	0.95305	1	0.38706	0.30669	0.84625	9	0.36478	0.3027	0.7517	1	0.58759	0.58342	0.9897
KEGG_LYSINE_DEGRADATION	30	0.28129	0.012987	0.074426	0.71871	0.98801	1	0.40855	0.29171	0.84158	25	0.38267	0.33866	0.77632	5	0.53793	0.65235	0.9897
KEGG_ARGININE_AND_PROLINE_METABOLISM	32	0.30592	0.038961	0.15277	0.69408	0.96204	1	0.4178	0.35065	0.88554	23	0.32496	0.090909	0.55968	9	0.65505	0.95504	0.9897
KEGG_HISTIDINE_METABOLISM	12	0.3567	0.31469	0.54521	0.6433	0.68631	1	0.42954	0.46853	0.93404	8	0.3572	0.32268	0.76316	4	0.5742	0.69231	0.9897
KEGG_TYROSINE_METABOLISM	14	0.43026	0.65634	0.78236	0.56974	0.34466	1	0.56059	0.94006	1	8	0.49348	0.78422	0.9569	6	0.65007	0.88611	0.9897
KEGG_TRYPTOPHAN_METABOLISM	18	0.25106	0.023976	0.11524	0.74894	0.97702	1	0.40033	0.3047	0.84625	16	0.38263	0.38462	0.78395	2	0.54193	0.61638	0.9897
KEGG_BETA_ALANINE_METABOLISM	14	0.18158	0.002997	0.031897	0.81842	0.998	1	0.3218	0.075924	0.61891	13	0.2919	0.061938	0.46888	1	0.7105	0.7033	0.9897
KEGG_SELENOAMINO_ACID_METABOLISM	18	0.34789	0.24975	0.50857	0.65211	0.75125	1	0.48224	0.73027	1	14	0.47159	0.80919	0.9569	4	0.51951	0.58142	0.9897
KEGG_GLUTATHIONE_METABOLISM	30	0.36504	0.28172	0.50857	0.63496	0.71928	1	0.42585	0.42258	0.90587	21	0.39709	0.44755	0.80805	9	0.49296	0.52348	0.9897
KEGG_STARCH_AND_SUCROSE_METABOLISM	15	0.27564	0.057942	0.19185	0.72436	0.94306	1	0.46937	0.67732	1	12	0.38791	0.40559	0.79006	3	0.7952	0.96204	0.9897
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	35	0.31229	0.04995	0.1772	0.68771	0.95105	1	0.33249	0.015984	0.26462	25	0.26995	0.005994	0.099234	10	0.48886	0.4955	0.9897
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	10	0.43941	0.68631	0.8052	0.56059	0.31469	1	0.55214	0.86613	1	5	0.43096	0.56244	0.8745	5	0.67332	0.9001	0.9897
KEGG_INOSITOL_PHOSPHATE_METABOLISM	31	0.30209	0.033966	0.1446	0.69791	0.96703	1	0.48466	0.81119	1	24	0.41155	0.54446	0.8745	7	0.73534	0.98302	0.9897
KEGG_PYRUVATE_METABOLISM	30	0.28974	0.022977	0.11412	0.71026	0.97802	1	0.3521	0.064935	0.5954	23	0.3032	0.045954	0.43001	7	0.51277	0.56144	0.9897
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	12	0.4198	0.59141	0.77982	0.5802	0.40959	1	0.37487	0.24276	0.84158	7	0.32668	0.25674	0.68371	5	0.44233	0.38561	0.9897
KEGG_PROPANOATE_METABOLISM	27	0.25714	0.008991	0.058246	0.74286	0.99201	1	0.37289	0.13986	0.84158	23	0.34682	0.15185	0.66545	4	0.52281	0.59241	0.9897
KEGG_BUTANOATE_METABOLISM	24	0.25915	0.013986	0.077182	0.74085	0.98701	1	0.36565	0.11988	0.77661	21	0.36225	0.24276	0.68371	3	0.38944	0.28372	0.9897
KEGG_ONE_CARBON_POOL_BY_FOLATE	14	0.34816	0.25375	0.50857	0.65184	0.74725	1	0.36597	0.1968	0.84158	10	0.3436	0.23277	0.68371	4	0.4219	0.33766	0.9897
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	19	0.15181	0.000999	0.018606	0.84819	1	1	0.24714	0.001998	0.074426	18	0.23512	0.004995	0.093032	1	0.46347	0.47952	0.9897
KEGG_NITROGEN_METABOLISM	12	0.34587	0.27173	0.50857	0.65413	0.72927	1	0.52637	0.85115	1	9	0.47873	0.75425	0.9569	3	0.66927	0.84116	0.9897
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	15	0.39646	0.51748	0.71285	0.60354	0.48352	1	0.47856	0.72228	1	9	0.39289	0.41059	0.79006	6	0.60705	0.80719	0.9897
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	14	0.35658	0.28671	0.50857	0.64342	0.71429	1	0.51326	0.84915	1	9	0.39833	0.43656	0.80805	5	0.72014	0.95005	0.9897
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	11	0.20757	0.016983	0.090374	0.79243	0.98402	1	0.41515	0.39261	0.90587	11	0.41515	0.56144	0.8745	0	NA	NA	NA
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	13	0.34761	0.28272	0.50857	0.65239	0.71828	1	0.39935	0.29371	0.84158	9	0.34607	0.24176	0.68371	4	0.51922	0.58142	0.9897
KEGG_ABC_TRANSPORTERS	12	0.20214	0.008991	0.058246	0.79786	0.99201	1	0.35783	0.18482	0.84158	11	0.32478	0.16783	0.68371	1	0.72131	0.71129	0.9897
KEGG_RIBOSOME	81	0.72507	1	1	0.27493	0.000999	0.074426	0.37244	0.021978	0.32477	19	0.62181	0.999	1	62	0.29602	0.000999	0.14785
KEGG_RNA_DEGRADATION	45	0.34286	0.11888	0.34456	0.65714	0.88212	1	0.47191	0.77722	1	33	0.42565	0.62038	0.90445	12	0.59912	0.88811	0.9897
KEGG_RNA_POLYMERASE	20	0.40933	0.60939	0.78236	0.59067	0.39161	1	0.51202	0.85415	1	13	0.48514	0.82617	0.96929	7	0.56195	0.73526	0.9897
KEGG_DNA_REPLICATION	25	0.20193	0.000999	0.018606	0.79807	1	1	0.2551	0.000999	0.074426	21	0.20176	0.000999	0.074426	4	0.53515	0.61738	0.9897
KEGG_SPLICEOSOME	120	0.57841	1	1	0.42159	0.000999	0.074426	0.5502	1	1	47	0.62597	1	1	73	0.50142	0.6034	0.9897
KEGG_PROTEASOME	37	0.57817	0.999	1	0.42183	0.001998	0.099234	0.49463	0.87712	1	14	0.53878	0.95205	1	23	0.46775	0.37463	0.9897
KEGG_PROTEIN_EXPORT	20	0.53892	0.97802	1	0.46108	0.022977	0.5954	0.60662	0.995	1	9	0.6494	0.99101	1	11	0.57162	0.79321	0.9897
KEGG_PPAR_SIGNALING_PATHWAY	32	0.23164	0.000999	0.018606	0.76836	1	1	0.27784	0.001998	0.074426	27	0.254	0.001998	0.074426	5	0.40658	0.30569	0.9897
KEGG_BASE_EXCISION_REPAIR	15	0.385	0.44755	0.64743	0.615	0.55345	1	0.46788	0.67033	1	11	0.48038	0.78721	0.9569	4	0.43352	0.36164	0.9897
KEGG_NUCLEOTIDE_EXCISION_REPAIR	26	0.34754	0.22677	0.4827	0.65246	0.77423	1	0.40472	0.29071	0.84158	17	0.31162	0.093906	0.55968	9	0.58059	0.81718	0.9897
KEGG_MISMATCH_REPAIR	18	0.32263	0.14186	0.35228	0.67737	0.85914	1	0.40943	0.34266	0.88027	13	0.34555	0.21978	0.68371	5	0.57552	0.75025	0.9897
KEGG_MAPK_SIGNALING_PATHWAY	112	0.37688	0.25075	0.50857	0.62312	0.75025	1	0.44763	0.63636	1	72	0.37887	0.18182	0.68371	40	0.57141	0.96304	0.9897
KEGG_ERBB_SIGNALING_PATHWAY	50	0.31673	0.026973	0.12559	0.68327	0.97403	1	0.42314	0.3956	0.90587	36	0.34486	0.082917	0.53716	14	0.62442	0.95305	0.9897
KEGG_CALCIUM_SIGNALING_PATHWAY	55	0.28273	0.002997	0.031897	0.71727	0.998	1	0.41227	0.26873	0.84158	45	0.37528	0.22378	0.68371	10	0.57871	0.81219	0.9897
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	18	0.39388	0.5005	0.70252	0.60612	0.5005	1	0.41928	0.3956	0.90587	12	0.40528	0.5015	0.86435	6	0.4473	0.36264	0.9897
KEGG_CHEMOKINE_SIGNALING_PATHWAY	72	0.37681	0.28472	0.50857	0.62319	0.71628	1	0.47904	0.87612	1	49	0.43624	0.75225	0.9569	23	0.57024	0.89211	0.9897
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	39	0.30871	0.037962	0.15277	0.69129	0.96304	1	0.44765	0.61439	1	29	0.37134	0.24575	0.68371	10	0.66896	0.97003	0.9897
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	24	0.38451	0.43157	0.64648	0.61549	0.56943	1	0.45704	0.65534	1	17	0.45369	0.75225	0.9569	7	0.46517	0.38362	0.9897
KEGG_CELL_CYCLE	50	0.42914	0.79021	0.88527	0.57086	0.21079	1	0.4266	0.42258	0.90587	30	0.40406	0.45155	0.80805	20	0.4604	0.33067	0.9897
KEGG_OOCYTE_MEIOSIS	59	0.38941	0.43756	0.64648	0.61059	0.56344	1	0.40517	0.18881	0.84158	39	0.38277	0.26673	0.68371	20	0.44885	0.26474	0.9897
KEGG_P53_SIGNALING_PATHWAY	19	0.36239	0.31968	0.5475	0.63761	0.68132	1	0.54016	0.93506	1	13	0.46284	0.75524	0.9569	6	0.70768	0.96104	0.9897
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	74	0.42933	0.82817	0.90734	0.57067	0.17283	1	0.47195	0.85514	1	47	0.47303	0.93806	1	27	0.47007	0.35564	0.9897
KEGG_REGULATION_OF_AUTOPHAGY	14	0.35298	0.26573	0.50857	0.64702	0.73526	1	0.56193	0.94206	1	9	0.43058	0.56943	0.87469	5	0.79835	0.99201	0.99201
KEGG_ENDOCYTOSIS	114	0.40562	0.64935	0.78236	0.59438	0.35165	1	0.47533	0.92108	1	77	0.47188	0.97602	1	37	0.48252	0.45155	0.9897
KEGG_PEROXISOME	50	0.25641	0.000999	0.018606	0.74359	1	1	0.34869	0.015984	0.26462	42	0.32233	0.026973	0.36536	8	0.48706	0.48152	0.9897
KEGG_MTOR_SIGNALING_PATHWAY	31	0.30533	0.038961	0.15277	0.69467	0.96204	1	0.45908	0.66034	1	24	0.39921	0.45554	0.80805	7	0.66435	0.93706	0.9897
KEGG_APOPTOSIS	40	0.34222	0.13686	0.34564	0.65778	0.86414	1	0.4874	0.85714	1	29	0.42885	0.63736	0.90445	11	0.64176	0.94705	0.9897
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	44	0.38291	0.37463	0.583	0.61709	0.62637	1	0.42437	0.37562	0.90587	29	0.38566	0.33367	0.77632	15	0.49921	0.53646	0.9897
KEGG_WNT_SIGNALING_PATHWAY	65	0.40786	0.61638	0.78236	0.59214	0.38462	1	0.46686	0.81718	1	42	0.44485	0.7962	0.9569	23	0.50706	0.5954	0.9897
KEGG_DORSO_VENTRAL_AXIS_FORMATION	11	0.38155	0.44256	0.64648	0.61845	0.55844	1	0.37953	0.24276	0.84158	8	0.41056	0.51049	0.86435	3	0.29677	0.12887	0.9897
KEGG_NOTCH_SIGNALING_PATHWAY	18	0.42068	0.64236	0.78236	0.57932	0.35864	1	0.43453	0.48651	0.93404	10	0.3483	0.25075	0.68371	8	0.54231	0.69131	0.9897
KEGG_HEDGEHOG_SIGNALING_PATHWAY	15	0.15435	0.001998	0.024809	0.84565	0.999	1	0.2224	0.004995	0.14885	14	0.21308	0.002997	0.089311	1	0.35278	0.38062	0.9897
KEGG_TGF_BETA_SIGNALING_PATHWAY	23	0.54183	0.98801	1	0.45817	0.012987	0.48377	0.47944	0.73826	1	12	0.5813	0.97802	1	11	0.36833	0.087912	0.9897
KEGG_AXON_GUIDANCE	74	0.4063	0.62537	0.78236	0.5937	0.37562	1	0.51828	0.99101	1	48	0.48422	0.95704	1	26	0.58115	0.92707	0.9897
KEGG_VEGF_SIGNALING_PATHWAY	34	0.34274	0.16084	0.3804	0.65726	0.84016	1	0.4652	0.71429	1	25	0.42247	0.5964	0.90445	9	0.58391	0.82717	0.9897
KEGG_FOCAL_ADHESION	98	0.3542	0.057942	0.19185	0.6458	0.94306	1	0.41374	0.21878	0.84158	68	0.36743	0.11189	0.5954	30	0.51872	0.67233	0.9897
KEGG_ECM_RECEPTOR_INTERACTION	29	0.24907	0.005994	0.047006	0.75093	0.995	1	0.39546	0.22977	0.84158	25	0.35828	0.19481	0.68371	4	0.62782	0.80519	0.9897
KEGG_CELL_ADHESION_MOLECULES_CAMS	44	0.40735	0.56943	0.75755	0.59265	0.43157	1	0.5028	0.91908	1	29	0.48224	0.91309	1	15	0.54255	0.73327	0.9897
KEGG_ADHERENS_JUNCTION	47	0.4363	0.81219	0.89641	0.5637	0.18881	1	0.44134	0.51648	0.93918	28	0.4242	0.63237	0.90445	19	0.4666	0.36563	0.9897
KEGG_TIGHT_JUNCTION	66	0.39277	0.43956	0.64648	0.60723	0.56144	1	0.50293	0.95604	1	42	0.44095	0.77323	0.9569	24	0.61141	0.97502	0.9897
KEGG_GAP_JUNCTION	55	0.27434	0.000999	0.018606	0.72566	1	1	0.3612	0.026973	0.33492	43	0.30283	0.004995	0.093032	12	0.57037	0.82018	0.9897
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	38	0.21529	0.000999	0.018606	0.78471	1	1	0.25763	0.000999	0.074426	32	0.22112	0.000999	0.074426	6	0.45232	0.37962	0.9897
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	29	0.4473	0.80719	0.89641	0.5527	0.19381	1	0.47976	0.78721	1	18	0.49601	0.89411	1	11	0.45316	0.35864	0.9897
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	35	0.35526	0.21778	0.4772	0.64474	0.78322	1	0.49823	0.91409	1	24	0.42304	0.62537	0.90445	11	0.66228	0.96503	0.9897
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	22	0.34182	0.18082	0.40821	0.65818	0.82018	1	0.38754	0.22777	0.84158	15	0.31886	0.1049	0.57887	7	0.53471	0.65634	0.9897
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	29	0.37288	0.32867	0.5565	0.62712	0.67233	1	0.49637	0.85814	1	19	0.42162	0.55345	0.8745	10	0.63839	0.93706	0.9897
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	15	0.3728	0.3976	0.61075	0.6272	0.6034	1	0.58947	0.97902	1	11	0.54664	0.94006	1	4	0.70725	0.91309	0.9897
KEGG_JAK_STAT_SIGNALING_PATHWAY	22	0.44335	0.78222	0.88296	0.55665	0.21878	1	0.46807	0.71928	1	12	0.40854	0.52048	0.87136	10	0.53951	0.6953	0.9897
KEGG_HEMATOPOIETIC_CELL_LINEAGE	12	0.29552	0.12987	0.34564	0.70448	0.87113	1	0.27536	0.023976	0.32477	9	0.24427	0.035964	0.4122	3	0.36863	0.25475	0.9897
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	38	0.37814	0.37562	0.583	0.62186	0.62537	1	0.47553	0.7962	1	26	0.43863	0.6993	0.95592	12	0.55546	0.77223	0.9897
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	53	0.39624	0.49051	0.69606	0.60376	0.51049	1	0.43072	0.42557	0.90587	33	0.3762	0.26773	0.68371	20	0.52068	0.66933	0.9897
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	34	0.40285	0.52148	0.71285	0.59715	0.47952	1	0.47245	0.76723	1	21	0.41565	0.56344	0.8745	13	0.56419	0.80619	0.9897
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	36	0.33255	0.094905	0.28859	0.66745	0.90609	1	0.42887	0.41359	0.90587	26	0.37275	0.26274	0.68371	10	0.57478	0.80619	0.9897
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	53	0.37844	0.33866	0.56697	0.62156	0.66234	1	0.46237	0.73626	1	38	0.45552	0.84615	0.97734	15	0.47971	0.43057	0.9897
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	47	0.41163	0.62637	0.78236	0.58837	0.37463	1	0.49244	0.90709	1	31	0.48126	0.91209	1	16	0.5141	0.61039	0.9897
KEGG_LONG_TERM_POTENTIATION	43	0.32178	0.056943	0.19185	0.67822	0.94406	1	0.43819	0.52747	0.93918	32	0.38305	0.32068	0.76316	11	0.59859	0.88312	0.9897
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	74	0.41098	0.68332	0.8052	0.58902	0.31768	1	0.42905	0.42258	0.90587	46	0.39755	0.41359	0.79006	28	0.48079	0.45355	0.9897
KEGG_LONG_TERM_DEPRESSION	39	0.34028	0.13686	0.34564	0.65972	0.86414	1	0.43228	0.47952	0.93404	29	0.40346	0.45554	0.80805	10	0.51585	0.61838	0.9897
KEGG_OLFACTORY_TRANSDUCTION	11	0.30122	0.15285	0.36733	0.69878	0.84815	1	0.38266	0.25674	0.84158	8	0.30225	0.16184	0.68371	3	0.59707	0.73127	0.9897
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	113	0.31894	0.003996	0.037213	0.68106	0.997	1	0.40552	0.14286	0.84158	85	0.36414	0.051948	0.43001	28	0.53113	0.76823	0.9897
KEGG_INSULIN_SIGNALING_PATHWAY	70	0.29053	0.001998	0.024809	0.70947	0.999	1	0.39173	0.096903	0.6563	52	0.30861	0.007992	0.11908	18	0.63187	0.97203	0.9897
KEGG_GNRH_SIGNALING_PATHWAY	49	0.3222	0.030969	0.13572	0.6778	0.97003	1	0.39252	0.15884	0.84158	35	0.32585	0.047952	0.43001	14	0.5592	0.78422	0.9897
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	41	0.2913	0.010989	0.068223	0.7087	0.99001	1	0.37467	0.095904	0.6563	32	0.332	0.062937	0.46888	9	0.52638	0.64336	0.9897
KEGG_MELANOGENESIS	40	0.24809	0.000999	0.018606	0.75191	1	1	0.37071	0.067932	0.5954	33	0.31327	0.030969	0.38453	7	0.6415	0.91608	0.9897
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	28	0.35859	0.27572	0.50857	0.64141	0.72527	1	0.3841	0.16683	0.84158	20	0.3709	0.26873	0.68371	8	0.4171	0.23377	0.9897
KEGG_TYPE_II_DIABETES_MELLITUS	16	0.32184	0.16683	0.38243	0.67816	0.83417	1	0.425	0.45255	0.93404	12	0.37912	0.36963	0.78395	4	0.56265	0.67932	0.9897
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	18	0.38572	0.45754	0.65552	0.61428	0.54346	1	0.46323	0.63836	1	12	0.426	0.60739	0.90445	6	0.53769	0.61139	0.9897
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	27	0.48255	0.93606	1	0.51745	0.064935	0.87957	0.40901	0.33566	0.88027	14	0.39646	0.43856	0.80805	13	0.42253	0.20879	0.9897
KEGG_ALZHEIMERS_DISEASE	104	0.39699	0.5045	0.70252	0.60301	0.4965	1	0.50284	0.99001	1	71	0.48499	0.98601	1	33	0.54125	0.83616	0.9897
KEGG_PARKINSONS_DISEASE	84	0.4397	0.89211	0.96322	0.5603	0.10889	1	0.51201	0.99001	1	52	0.50845	0.995	1	32	0.5178	0.68032	0.9897
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	31	0.48498	0.95005	1	0.51502	0.050949	0.83357	0.46579	0.6983	1	17	0.48553	0.87612	0.99651	14	0.44181	0.26673	0.9897
KEGG_HUNTINGTONS_DISEASE	122	0.44766	0.97003	1	0.55234	0.030969	0.6592	0.51229	1	1	73	0.50499	0.998	1	49	0.52315	0.79121	0.9897
KEGG_PRION_DISEASES	23	0.40646	0.56643	0.75755	0.59354	0.43457	1	0.40848	0.28871	0.84158	14	0.36044	0.27073	0.68371	9	0.48322	0.48651	0.9897
KEGG_VIBRIO_CHOLERAE_INFECTION	31	0.42596	0.74426	0.85303	0.57404	0.25674	1	0.47974	0.77922	1	19	0.45477	0.72627	0.9569	12	0.51928	0.62837	0.9897
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	42	0.37932	0.35265	0.583	0.62068	0.64835	1	0.40871	0.24775	0.84158	27	0.35238	0.14186	0.66053	15	0.5101	0.5954	0.9897
