Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
HALLMARK_NOTCH_SIGNALING	13	0.41244	0.58042	0.76462	0.58756	0.42058	0.997	0.359	0.19081	0.63603	8	0.3369	0.24376	0.65461	5	0.39436	0.24775	0.91694
HALLMARK_ADIPOGENESIS	133	0.33548	0.005994	0.0999	0.66452	0.995	0.997	0.43073	0.37463	0.91908	95	0.37118	0.1049	0.65461	38	0.5796	0.95804	1
HALLMARK_ESTROGEN_RESPONSE_EARLY	64	0.43686	0.87113	0.9278	0.56314	0.12987	0.997	0.39809	0.16084	0.59226	41	0.43166	0.66633	0.86663	23	0.33825	0.008991	0.44955
HALLMARK_ESTROGEN_RESPONSE_LATE	73	0.37985	0.30569	0.66455	0.62015	0.6953	0.997	0.36783	0.011988	0.2997	47	0.32244	0.023976	0.5994	26	0.44988	0.22877	0.91694
HALLMARK_ANDROGEN_RESPONSE	49	0.44803	0.87213	0.9278	0.55197	0.12887	0.997	0.44024	0.54346	0.91908	28	0.41926	0.59441	0.86663	21	0.4682	0.35265	0.9657
HALLMARK_MYOGENESIS	76	0.3735	0.26074	0.65185	0.6265	0.74026	0.997	0.43573	0.48951	0.91908	50	0.37888	0.21978	0.65461	26	0.54508	0.80819	0.98271
HALLMARK_PROTEIN_SECRETION	86	0.4071	0.5964	0.76462	0.5929	0.4046	0.997	0.43972	0.52348	0.91908	54	0.4059	0.47353	0.84558	32	0.49678	0.56144	0.9657
HALLMARK_INTERFERON_ALPHA_RESPONSE	27	0.31723	0.088911	0.40376	0.68277	0.91209	0.997	0.35955	0.07992	0.4995	20	0.32095	0.084915	0.65461	7	0.46984	0.45055	0.9657
HALLMARK_INTERFERON_GAMMA_RESPONSE	54	0.31643	0.016983	0.1665	0.68357	0.98402	0.997	0.39742	0.14685	0.59226	41	0.3614	0.12188	0.65461	13	0.51103	0.57942	0.9657
HALLMARK_APICAL_JUNCTION	103	0.385	0.33766	0.70346	0.615	0.66334	0.997	0.44706	0.64036	0.91908	70	0.42398	0.67333	0.86663	33	0.49602	0.52248	0.9657
HALLMARK_APICAL_SURFACE	11	0.41439	0.57243	0.76462	0.58561	0.42857	0.997	0.46297	0.61738	0.91908	7	0.44351	0.65435	0.86663	4	0.49701	0.5045	0.9657
HALLMARK_HEDGEHOG_SIGNALING	24	0.40853	0.58242	0.76462	0.59147	0.41858	0.997	0.57019	0.98501	0.98801	17	0.56747	0.97902	0.996	7	0.5768	0.77622	0.98271
HALLMARK_COMPLEMENT	96	0.33414	0.00999	0.12488	0.66586	0.99101	0.997	0.43318	0.4046	0.91908	72	0.40098	0.38561	0.80336	24	0.52981	0.73526	0.98271
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	81	0.37948	0.29071	0.6607	0.62052	0.71029	0.997	0.45883	0.73127	0.9622	56	0.4343	0.74525	0.89197	25	0.51378	0.63836	0.98271
HALLMARK_PI3K_AKT_MTOR_SIGNALING	67	0.36477	0.2008	0.64935	0.63523	0.8002	0.997	0.44365	0.58541	0.91908	45	0.38449	0.28272	0.67314	22	0.56467	0.87113	0.98271
HALLMARK_MTORC1_SIGNALING	151	0.46164	0.99401	1	0.53836	0.006993	0.11655	0.46814	0.89211	0.98801	84	0.453	0.92208	0.996	67	0.48713	0.45554	0.9657
HALLMARK_E2F_TARGETS	118	0.40187	0.55245	0.76462	0.59813	0.44855	0.997	0.41148	0.16583	0.59226	73	0.36572	0.1009	0.65461	45	0.48572	0.46753	0.9657
HALLMARK_MYC_TARGETS_V1	192	0.49374	1	1	0.50626	0.000999	0.024975	0.46301	0.86414	0.98801	100	0.47247	0.99201	0.996	92	0.45272	0.1029	0.91694
HALLMARK_MYC_TARGETS_V2	45	0.42246	0.71928	0.82806	0.57754	0.28172	0.997	0.50987	0.95005	0.98801	29	0.49941	0.96404	0.996	16	0.52883	0.68032	0.98271
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	79	0.39493	0.46853	0.75228	0.60507	0.53247	0.997	0.405	0.15884	0.59226	50	0.36394	0.13287	0.65461	29	0.47581	0.3986	0.9657
HALLMARK_INFLAMMATORY_RESPONSE	42	0.31343	0.036963	0.22755	0.68657	0.96404	0.997	0.36896	0.074925	0.4995	33	0.36098	0.17982	0.65461	9	0.39824	0.18781	0.91694
HALLMARK_XENOBIOTIC_METABOLISM	93	0.37426	0.23377	0.64935	0.62574	0.76723	0.997	0.46603	0.81419	0.98801	63	0.42027	0.62338	0.86663	30	0.56213	0.89411	0.98271
HALLMARK_FATTY_ACID_METABOLISM	108	0.31719	0.003996	0.0999	0.68281	0.997	0.997	0.4217	0.28272	0.83152	82	0.3784	0.14785	0.65461	26	0.55828	0.86414	0.98271
HALLMARK_OXIDATIVE_PHOSPHORYLATION	177	0.35767	0.032967	0.22755	0.64233	0.96803	0.997	0.47086	0.93706	0.98801	121	0.40478	0.44755	0.8288	56	0.61364	1	1
HALLMARK_GLYCOLYSIS	128	0.37633	0.20779	0.64935	0.62367	0.79321	0.997	0.48346	0.96104	0.98801	84	0.41799	0.62837	0.86663	44	0.60844	0.997	1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	36	0.38941	0.44755	0.75228	0.61059	0.55345	0.997	0.45291	0.63137	0.91908	23	0.39875	0.42857	0.82418	13	0.54873	0.74925	0.98271
HALLMARK_P53_PATHWAY	71	0.39679	0.4965	0.75228	0.60321	0.5045	0.997	0.47916	0.87812	0.98801	45	0.42627	0.63636	0.86663	26	0.5707	0.9011	0.98271
HALLMARK_UV_RESPONSE_UP	95	0.37055	0.22078	0.64935	0.62945	0.78022	0.997	0.44854	0.64336	0.91908	69	0.44214	0.84116	0.95586	26	0.46551	0.31269	0.9657
HALLMARK_UV_RESPONSE_DN	66	0.32303	0.01998	0.1665	0.67697	0.98102	0.997	0.36396	0.018981	0.31635	50	0.34661	0.062937	0.65461	16	0.4182	0.19081	0.91694
HALLMARK_ANGIOGENESIS	10	0.31716	0.21978	0.64935	0.68284	0.78122	0.997	0.43393	0.51049	0.91908	7	0.33446	0.26673	0.66683	3	0.66604	0.81718	0.98271
HALLMARK_HEME_METABOLISM	97	0.35967	0.11988	0.46108	0.64033	0.88112	0.997	0.46666	0.83716	0.98801	65	0.39264	0.30769	0.6993	32	0.61703	0.99101	1
HALLMARK_COAGULATION	68	0.2957	0.004995	0.0999	0.7043	0.996	0.997	0.38426	0.077922	0.4995	56	0.37808	0.21479	0.65461	12	0.41314	0.2018	0.91694
HALLMARK_IL2_STAT5_SIGNALING	72	0.41431	0.6983	0.82806	0.58569	0.3027	0.997	0.47206	0.83716	0.98801	47	0.46435	0.9021	0.996	25	0.48657	0.45255	0.9657
HALLMARK_BILE_ACID_METABOLISM	52	0.32132	0.040959	0.22755	0.67868	0.96004	0.997	0.32706	0.004995	0.24975	38	0.29506	0.008991	0.44955	14	0.41393	0.16883	0.91694
HALLMARK_PEROXISOME	66	0.3446	0.073926	0.36963	0.6554	0.92707	0.997	0.43269	0.46354	0.91908	46	0.37005	0.17682	0.65461	20	0.57676	0.9041	0.98271
HALLMARK_ALLOGRAFT_REJECTION	60	0.37467	0.27672	0.65886	0.62533	0.72428	0.997	0.4329	0.45854	0.91908	41	0.40164	0.41758	0.82418	19	0.50036	0.56044	0.9657
HALLMARK_SPERMATOGENESIS	48	0.39258	0.48551	0.75228	0.60742	0.51548	0.997	0.52943	0.98801	0.98801	35	0.53001	0.996	0.996	13	0.52786	0.65634	0.98271
HALLMARK_KRAS_SIGNALING_UP	51	0.40802	0.62937	0.78671	0.59198	0.37163	0.997	0.39313	0.14186	0.59226	32	0.36981	0.24875	0.65461	19	0.4324	0.20579	0.91694
HALLMARK_KRAS_SIGNALING_DN	31	0.38938	0.45455	0.75228	0.61062	0.54645	0.997	0.47832	0.79221	0.98801	21	0.45166	0.74925	0.89197	10	0.53432	0.66933	0.98271
HALLMARK_PANCREAS_BETA_CELLS	13	0.38846	0.46553	0.75228	0.61154	0.53546	0.997	0.38274	0.27473	0.83152	8	0.31721	0.19081	0.65461	5	0.48757	0.51249	0.9657
