Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
KEGG_INOSITOL_PHOSPHATE_METABOLISM	13	0.30864	0.13986	0.50952	0.69136	0.86114	1	0.42566	0.32368	1	10	0.37792	0.26174	0.999	3	0.5848	0.6034	0.999
KEGG_PYRUVATE_METABOLISM	20	0.37556	0.42058	0.84129	0.62444	0.58042	1	0.46953	0.47952	1	13	0.4005	0.2997	0.999	7	0.59773	0.6973	0.999
KEGG_PROPANOATE_METABOLISM	16	0.44932	0.7992	0.97297	0.55068	0.2018	1	0.44642	0.34865	1	9	0.41782	0.41359	0.999	7	0.48318	0.3047	0.999
KEGG_BUTANOATE_METABOLISM	12	0.49441	0.87612	1	0.50559	0.12488	0.8351	0.37076	0.11688	0.83377	6	0.35958	0.24975	0.999	6	0.38195	0.081918	0.69892
KEGG_RIBOSOME	66	0.7543	1	1	0.2457	0.000999	0.035631	0.3632	0.000999	0.10689	13	0.67456	0.999	0.999	53	0.28684	0.000999	0.10689
KEGG_SPLICEOSOME	34	0.53947	0.999	1	0.46053	0.001998	0.053447	0.63508	1	1	12	0.59486	0.96204	0.999	22	0.65702	0.97303	0.999
KEGG_PROTEASOME	32	0.39877	0.53147	0.88344	0.60123	0.46953	1	0.49636	0.67133	1	21	0.46202	0.62138	0.999	11	0.56191	0.5964	0.999
KEGG_PPAR_SIGNALING_PATHWAY	21	0.5028	0.96204	1	0.4972	0.038961	0.37898	0.50737	0.69031	1	9	0.4318	0.45854	0.999	12	0.56405	0.62438	0.999
KEGG_MAPK_SIGNALING_PATHWAY	50	0.33441	0.068931	0.35122	0.66559	0.93207	1	0.56825	0.99301	1	40	0.52317	0.96903	0.999	10	0.74856	0.98701	0.999
KEGG_ERBB_SIGNALING_PATHWAY	25	0.33889	0.16484	0.53447	0.66111	0.83616	1	0.51036	0.73726	1	19	0.46588	0.63836	0.999	6	0.6512	0.80619	0.999
KEGG_CALCIUM_SIGNALING_PATHWAY	27	0.38387	0.45255	0.86469	0.61613	0.54845	1	0.56109	0.94905	1	21	0.56853	0.96503	0.999	6	0.53504	0.46653	0.999
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	11	0.20544	0.012987	0.1544	0.79456	0.98801	1	0.30384	0.028971	0.73044	10	0.29309	0.046953	0.71771	1	0.4113	0.36364	0.999
KEGG_CHEMOKINE_SIGNALING_PATHWAY	52	0.35611	0.17483	0.53447	0.64389	0.82617	1	0.48091	0.57742	1	40	0.47554	0.76523	0.999	12	0.49882	0.34066	0.999
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	18	0.24118	0.007992	0.12216	0.75882	0.99301	1	0.38832	0.10689	0.83377	16	0.36476	0.15085	0.999	2	0.57686	0.55944	0.999
KEGG_CELL_CYCLE	13	0.29412	0.1049	0.46766	0.70588	0.8961	1	0.54206	0.81219	1	12	0.52892	0.85215	0.999	1	0.69979	0.63337	0.999
KEGG_OOCYTE_MEIOSIS	28	0.40069	0.54146	0.88344	0.59931	0.45954	1	0.62791	0.998	1	21	0.61952	0.99301	0.999	7	0.65306	0.82318	0.999
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	22	0.43396	0.72927	0.93022	0.56604	0.27173	1	0.6204	0.98901	1	14	0.59797	0.98202	0.999	8	0.65966	0.87712	0.999
KEGG_ENDOCYTOSIS	59	0.3472	0.1049	0.46766	0.6528	0.8961	1	0.50604	0.8042	1	42	0.4384	0.51748	0.999	17	0.67315	0.96903	0.999
KEGG_PEROXISOME	24	0.50749	0.98002	1	0.49251	0.020979	0.30732	0.48872	0.5984	1	12	0.50371	0.77922	0.999	12	0.47374	0.23477	0.999
KEGG_MTOR_SIGNALING_PATHWAY	15	0.30271	0.11888	0.50881	0.69729	0.88212	1	0.50293	0.64635	1	12	0.44271	0.5035	0.999	3	0.7438	0.87213	0.999
KEGG_APOPTOSIS	24	0.39742	0.51349	0.88344	0.60258	0.48751	1	0.51233	0.72128	1	14	0.40615	0.32268	0.999	10	0.66098	0.91109	0.999
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	32	0.29955	0.030969	0.25196	0.70045	0.97003	1	0.52055	0.82817	1	27	0.47831	0.75924	0.999	5	0.74866	0.93207	0.999
KEGG_WNT_SIGNALING_PATHWAY	24	0.38322	0.42258	0.84129	0.61678	0.57842	1	0.62439	0.99101	1	19	0.61527	0.99201	0.999	5	0.65907	0.8032	0.999
KEGG_TGF_BETA_SIGNALING_PATHWAY	13	0.30517	0.13087	0.50952	0.69483	0.87013	1	0.53179	0.78322	1	10	0.44238	0.54446	0.999	3	0.82984	0.95604	0.999
KEGG_AXON_GUIDANCE	25	0.32352	0.1019	0.46766	0.67648	0.8991	1	0.47233	0.50649	1	19	0.42064	0.39261	0.999	6	0.63603	0.77423	0.999
KEGG_VEGF_SIGNALING_PATHWAY	23	0.3552	0.27772	0.63908	0.6448	0.72328	1	0.60151	0.98202	1	18	0.56039	0.95305	0.999	5	0.74956	0.93207	0.999
KEGG_FOCAL_ADHESION	60	0.24036	0.000999	0.10689	0.75964	1	1	0.44564	0.21778	1	53	0.39228	0.1009	0.999	7	0.84965	0.999	0.999
KEGG_ECM_RECEPTOR_INTERACTION	23	0.2541	0.005994	0.10689	0.7459	0.995	1	0.37288	0.048951	0.74825	19	0.32275	0.036963	0.71771	4	0.61097	0.64336	0.999
KEGG_CELL_ADHESION_MOLECULES_CAMS	23	0.36973	0.35365	0.74196	0.63027	0.64735	1	0.39072	0.076923	0.74825	16	0.37482	0.17183	0.999	7	0.42705	0.16683	0.999
KEGG_ADHERENS_JUNCTION	22	0.33579	0.15784	0.53447	0.66421	0.84316	1	0.57315	0.95105	1	19	0.56273	0.96703	0.999	3	0.63911	0.70829	0.999
KEGG_TIGHT_JUNCTION	40	0.29943	0.011988	0.1544	0.70057	0.98901	1	0.45289	0.33766	1	34	0.4422	0.53347	0.999	6	0.51344	0.4036	0.999
KEGG_GAP_JUNCTION	32	0.38387	0.42458	0.84129	0.61613	0.57642	1	0.5533	0.95205	1	23	0.52768	0.92008	0.999	9	0.61879	0.80619	0.999
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	25	0.28135	0.01998	0.19435	0.71865	0.98102	1	0.47285	0.50949	1	19	0.36549	0.12488	0.999	6	0.81282	0.99001	0.999
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	28	0.57378	1	1	0.42622	0.000999	0.035631	0.49194	0.64635	1	10	0.49531	0.73427	0.999	18	0.49006	0.24975	0.999
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	22	0.33168	0.13786	0.50952	0.66832	0.86314	1	0.46205	0.43257	1	15	0.35864	0.13287	0.999	7	0.68364	0.89111	0.999
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	15	0.43712	0.72328	0.93022	0.56288	0.27772	1	0.51889	0.7043	1	8	0.43106	0.47652	0.999	7	0.61926	0.75025	0.999
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	11	0.34134	0.25574	0.63908	0.65866	0.74525	1	0.55364	0.8042	1	7	0.39997	0.36164	0.999	4	0.82256	0.97702	0.999
KEGG_JAK_STAT_SIGNALING_PATHWAY	18	0.41119	0.60639	0.92692	0.58881	0.39461	1	0.50362	0.66733	1	12	0.4945	0.74126	0.999	6	0.52187	0.43057	0.999
KEGG_HEMATOPOIETIC_CELL_LINEAGE	21	0.34205	0.18581	0.55228	0.65795	0.81518	1	0.31273	0.008991	0.48102	15	0.29778	0.02997	0.71771	6	0.35009	0.051948	0.69892
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	33	0.36453	0.27672	0.63908	0.63547	0.72428	1	0.53055	0.84515	1	24	0.49098	0.7952	0.999	9	0.63607	0.85415	0.999
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	26	0.35825	0.29271	0.65249	0.64175	0.70829	1	0.55447	0.91908	1	17	0.4425	0.5015	0.999	9	0.76597	0.99301	0.999
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	24	0.42192	0.68332	0.92997	0.57808	0.31768	1	0.63739	0.99401	1	15	0.58498	0.98302	0.999	9	0.72474	0.97502	0.999
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	25	0.34544	0.2018	0.55365	0.65456	0.7992	1	0.54723	0.9011	1	19	0.49876	0.80919	0.999	6	0.70074	0.89211	0.999
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	40	0.31397	0.032967	0.25196	0.68603	0.96803	1	0.4957	0.67932	1	33	0.46887	0.71429	0.999	7	0.62215	0.75724	0.999
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	40	0.32077	0.047952	0.27005	0.67923	0.95305	1	0.39333	0.037962	0.73044	32	0.39679	0.2038	0.999	8	0.37949	0.076923	0.69892
KEGG_LONG_TERM_POTENTIATION	25	0.39418	0.5025	0.88344	0.60582	0.4985	1	0.59299	0.97902	1	18	0.57038	0.96703	0.999	7	0.65112	0.81818	0.999
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	38	0.35536	0.21479	0.57455	0.64464	0.78621	1	0.5465	0.93706	1	29	0.51335	0.9041	0.999	9	0.65334	0.8951	0.999
KEGG_LONG_TERM_DEPRESSION	20	0.39831	0.56044	0.88344	0.60169	0.44056	1	0.58312	0.95405	1	15	0.58649	0.98402	0.999	5	0.57302	0.5964	0.999
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	73	0.29323	0.002997	0.10689	0.70677	0.998	1	0.46175	0.37463	1	62	0.43968	0.46254	0.999	11	0.58617	0.69431	0.999
KEGG_INSULIN_SIGNALING_PATHWAY	37	0.31463	0.043956	0.26129	0.68537	0.95704	1	0.48281	0.56144	1	28	0.41333	0.28871	0.999	9	0.69897	0.95305	0.999
KEGG_GNRH_SIGNALING_PATHWAY	23	0.3884	0.48751	0.88344	0.6116	0.51349	1	0.57051	0.94905	1	17	0.55847	0.94605	0.999	6	0.60463	0.68432	0.999
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	19	0.41326	0.62637	0.92997	0.58674	0.37463	1	0.52124	0.75724	1	13	0.52336	0.85415	0.999	6	0.51664	0.41558	0.999
KEGG_MELANOGENESIS	16	0.41555	0.64635	0.92997	0.58445	0.35465	1	0.53778	0.78721	1	11	0.54101	0.86314	0.999	5	0.53068	0.49051	0.999
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	14	0.40144	0.54545	0.88344	0.59856	0.45554	1	0.50976	0.68432	1	9	0.46539	0.58242	0.999	5	0.58961	0.65035	0.999
KEGG_TYPE_I_DIABETES_MELLITUS	10	0.51301	0.91209	1	0.48699	0.088911	0.67953	0.42139	0.29471	1	6	0.53951	0.8012	0.999	4	0.24422	0.016983	0.36344
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	19	0.337	0.1968	0.55365	0.663	0.8042	1	0.42134	0.21878	1	14	0.38612	0.22478	0.999	5	0.51994	0.45854	0.999
KEGG_ALZHEIMERS_DISEASE	77	0.33578	0.042957	0.26129	0.66422	0.95804	1	0.51135	0.86713	1	55	0.42803	0.36364	0.999	22	0.71963	0.999	0.999
KEGG_PARKINSONS_DISEASE	65	0.33555	0.041958	0.26129	0.66445	0.95904	1	0.51002	0.83616	1	48	0.44555	0.55744	0.999	17	0.69206	0.98202	0.999
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	17	0.35852	0.32667	0.69908	0.64148	0.67433	1	0.46415	0.42657	1	12	0.42	0.40959	0.999	5	0.57008	0.58841	0.999
KEGG_HUNTINGTONS_DISEASE	76	0.34577	0.052947	0.28327	0.65423	0.94805	1	0.51187	0.86613	1	54	0.43944	0.47752	0.999	22	0.68965	0.995	0.999
KEGG_PRION_DISEASES	17	0.43303	0.73027	0.93022	0.56697	0.27073	1	0.63755	0.98302	1	10	0.57807	0.93606	0.999	7	0.72252	0.94406	0.999
KEGG_VIBRIO_CHOLERAE_INFECTION	21	0.48153	0.92308	1	0.51847	0.077922	0.64136	0.56185	0.8961	1	11	0.54651	0.87812	0.999	10	0.57873	0.65834	0.999
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	27	0.42578	0.74825	0.94192	0.57422	0.25275	1	0.51273	0.76923	1	17	0.49516	0.76523	0.999	10	0.54258	0.51548	0.999
KEGG_LEISHMANIA_INFECTION	24	0.4938	0.95804	1	0.5062	0.042957	0.38303	0.44033	0.27672	1	12	0.42792	0.44156	0.999	12	0.45273	0.16184	0.999
KEGG_PATHWAYS_IN_CANCER	54	0.3544	0.17483	0.53447	0.6456	0.82617	1	0.52728	0.91309	1	38	0.45722	0.65035	0.999	16	0.69366	0.98002	0.999
KEGG_COLORECTAL_CANCER	16	0.38577	0.47453	0.88344	0.61423	0.52647	1	0.54766	0.82118	1	11	0.50487	0.76623	0.999	5	0.6418	0.78022	0.999
KEGG_RENAL_CELL_CARCINOMA	21	0.35599	0.25774	0.63908	0.64401	0.74326	1	0.58141	0.94406	1	15	0.50537	0.83716	0.999	6	0.77152	0.97802	0.999
KEGG_PANCREATIC_CANCER	18	0.42535	0.67732	0.92997	0.57465	0.32368	1	0.52681	0.76723	1	12	0.53314	0.85814	0.999	6	0.51416	0.40659	0.999
KEGG_ENDOMETRIAL_CANCER	12	0.41852	0.62737	0.92997	0.58148	0.37363	1	0.61734	0.95604	1	7	0.53233	0.80619	0.999	5	0.73636	0.92008	0.999
KEGG_GLIOMA	17	0.39046	0.49051	0.88344	0.60954	0.51049	1	0.53471	0.7952	1	11	0.47117	0.66334	0.999	6	0.6512	0.80619	0.999
KEGG_PROSTATE_CANCER	17	0.46012	0.84515	0.99375	0.53988	0.15584	0.94422	0.58929	0.94106	1	8	0.47889	0.65335	0.999	9	0.68743	0.94505	0.999
KEGG_MELANOMA	10	0.40613	0.57942	0.89852	0.59387	0.42158	1	0.57411	0.86414	1	6	0.48864	0.65734	0.999	4	0.70232	0.85514	0.999
KEGG_CHRONIC_MYELOID_LEUKEMIA	20	0.39847	0.56144	0.88344	0.60153	0.43956	1	0.57234	0.94505	1	13	0.51483	0.82517	0.999	7	0.67914	0.87812	0.999
KEGG_ACUTE_MYELOID_LEUKEMIA	15	0.41818	0.63536	0.92997	0.58182	0.36563	1	0.60873	0.95405	1	9	0.53758	0.84116	0.999	6	0.71546	0.91508	0.999
KEGG_SMALL_CELL_LUNG_CANCER	15	0.31754	0.16484	0.53447	0.68246	0.83616	1	0.46314	0.43956	1	9	0.24852	0.020979	0.71771	6	0.78507	0.98402	0.999
KEGG_NON_SMALL_CELL_LUNG_CANCER	15	0.37814	0.44256	0.86098	0.62186	0.55844	1	0.58051	0.91209	1	10	0.50259	0.76823	0.999	5	0.73636	0.92008	0.999
KEGG_VIRAL_MYOCARDITIS	27	0.30464	0.042957	0.26129	0.69536	0.95804	1	0.41135	0.14386	0.90545	22	0.39902	0.25375	0.999	5	0.4656	0.30869	0.999
