Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	12	0.65566	0.3966	0.89877	0.34434	0.6044	1	0.31236	0.72128	1	3	0.24734	0.28272	0.62559	9	0.33403	0.88611	1
KEGG_GALACTOSE_METABOLISM	13	0.62434	0.3017	0.75074	0.37566	0.6993	1	0.24302	0.41259	0.81753	4	0.17402	0.12987	0.4424	9	0.27369	0.73427	1
KEGG_FATTY_ACID_METABOLISM	25	0.79531	0.95405	1	0.20469	0.046953	0.39194	0.15231	0.020979	0.22448	5	0.35734	0.50849	0.8263	20	0.10105	0.015984	0.34206
KEGG_OXIDATIVE_PHOSPHORYLATION	69	0.72508	0.8961	1	0.27492	0.1049	0.48547	0.4128	1	1	15	0.68481	1	1	54	0.33724	0.999	1
KEGG_PURINE_METABOLISM	27	0.53575	0.028971	0.14761	0.46425	0.97203	1	0.33366	0.88911	1	10	0.19697	0.042957	0.23513	17	0.41407	0.996	1
KEGG_PYRIMIDINE_METABOLISM	19	0.66199	0.45654	0.9217	0.33801	0.54446	1	0.26555	0.55644	0.93197	5	0.2201	0.17283	0.48578	14	0.28178	0.79421	1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	10	0.5897	0.22278	0.70109	0.4103	0.77822	1	0.33641	0.77722	1	4	0.39477	0.58042	0.90095	6	0.29751	0.75325	1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	11	0.60376	0.25774	0.71618	0.39624	0.74326	1	0.16196	0.13487	0.58577	4	0.13303	0.087912	0.38095	7	0.17849	0.39161	1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	25	0.73263	0.77323	1	0.26737	0.22777	0.76161	0.26676	0.51948	0.91122	6	0.44171	0.74026	0.91651	19	0.21151	0.42158	1
KEGG_LYSINE_DEGRADATION	14	0.8122	0.93506	1	0.1878	0.065934	0.39194	0.22297	0.3047	0.80289	2	0.4658	0.65135	0.91651	12	0.1825	0.31269	1
KEGG_ARGININE_AND_PROLINE_METABOLISM	17	0.72878	0.72927	1	0.27122	0.27173	0.83071	0.17702	0.11489	0.55876	4	0.22348	0.21379	0.51706	13	0.16272	0.22178	1
KEGG_TRYPTOPHAN_METABOLISM	12	0.7599	0.78422	1	0.2401	0.21678	0.74825	0.13559	0.06993	0.37413	3	0.31078	0.38462	0.74074	9	0.077191	0.04995	0.59385
KEGG_GLUTATHIONE_METABOLISM	21	0.72731	0.74326	1	0.27269	0.25774	0.83071	0.088471	0.002997	0.053447	5	0.040499	0.004995	0.064935	16	0.10346	0.038961	0.5211
KEGG_STARCH_AND_SUCROSE_METABOLISM	13	0.39649	0.002997	0.022906	0.60351	0.998	1	0.19464	0.21079	0.68347	8	0.17744	0.048951	0.24242	5	0.22217	0.53546	1
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	17	0.65778	0.40859	0.89877	0.34222	0.59241	1	0.18238	0.12787	0.58577	5	0.1465	0.062937	0.28458	12	0.19733	0.3986	1
KEGG_INOSITOL_PHOSPHATE_METABOLISM	13	0.68055	0.4995	0.92218	0.31945	0.5015	1	0.54714	0.999	1	2	0.70175	0.9001	1	11	0.51903	1	1
KEGG_PYRUVATE_METABOLISM	20	0.62536	0.26274	0.71618	0.37464	0.73826	1	0.20287	0.19481	0.67239	7	0.21942	0.13886	0.4513	13	0.19395	0.3986	1
KEGG_PROPANOATE_METABOLISM	16	0.67914	0.5045	0.92218	0.32086	0.4965	1	0.2415	0.39161	0.81753	4	0.19957	0.16484	0.47619	12	0.25547	0.66933	1
KEGG_BUTANOATE_METABOLISM	12	0.72732	0.69131	1	0.27268	0.30969	0.90715	0.2161	0.31369	0.80289	3	0.34151	0.44855	0.79029	9	0.1743	0.34366	1
KEGG_RIBOSOME	66	0.9957	1	1	0.0042994	0.000999	0.053447	0.0085988	0.000999	0.021379	0	NA	NA	NA	66	0.0085988	0.000999	0.035631
KEGG_SPLICEOSOME	34	0.93344	1	1	0.06656	0.000999	0.053447	0.070231	0.000999	0.021379	2	0.46544	0.65135	0.91651	32	0.04553	0.000999	0.035631
KEGG_PROTEASOME	32	0.76726	0.94006	1	0.23274	0.060939	0.39194	0.32596	0.86813	1	6	0.62793	0.97702	1	26	0.25627	0.72827	1
KEGG_PPAR_SIGNALING_PATHWAY	21	0.69868	0.5994	0.97304	0.30132	0.4016	0.99933	0.22053	0.26673	0.79279	6	0.33131	0.44555	0.79029	15	0.17622	0.22577	1
KEGG_MAPK_SIGNALING_PATHWAY	50	0.63495	0.1998	0.68963	0.36505	0.8012	1	0.31653	0.89211	1	17	0.39181	0.66234	0.91651	33	0.27775	0.87213	1
KEGG_ERBB_SIGNALING_PATHWAY	25	0.73568	0.79021	1	0.26432	0.21079	0.74825	0.30634	0.77023	1	5	0.44423	0.71828	0.91651	20	0.27186	0.77423	1
KEGG_CALCIUM_SIGNALING_PATHWAY	27	0.48908	0.006993	0.046766	0.51092	0.99401	1	0.40529	0.99201	1	14	0.40548	0.69331	0.91651	13	0.40509	0.98402	1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	11	0.31262	0.000999	0.011877	0.68738	1	1	0.12705	0.052947	0.33325	8	0.14221	0.01998	0.13636	3	0.086642	0.27672	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	52	0.64651	0.26773	0.71618	0.35349	0.73327	1	0.24572	0.33766	0.80289	16	0.25045	0.097902	0.40727	36	0.24362	0.70529	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	18	0.69577	0.57443	0.96037	0.30423	0.42657	1	0.5399	0.999	1	3	0.79431	0.98302	1	15	0.48902	1	1
KEGG_CELL_CYCLE	13	0.55223	0.11588	0.44284	0.44777	0.88511	1	0.24329	0.41259	0.81753	6	0.29339	0.32168	0.66909	7	0.20035	0.47852	1
KEGG_OOCYTE_MEIOSIS	28	0.63989	0.29271	0.75074	0.36011	0.70829	1	0.30484	0.76723	1	9	0.35387	0.46254	0.79029	19	0.28162	0.81818	1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	22	0.65044	0.37762	0.88535	0.34956	0.62338	1	0.37039	0.93506	1	7	0.48342	0.83916	1	15	0.31764	0.88611	1
KEGG_ENDOCYTOSIS	59	0.69396	0.66434	1	0.30604	0.33666	0.94797	0.26274	0.5015	0.91122	15	0.31298	0.2957	0.64069	44	0.24561	0.71728	1
KEGG_PEROXISOME	24	0.82506	0.98501	1	0.17494	0.015984	0.24433	0.25692	0.49351	0.91122	3	0.62814	0.8971	1	21	0.20388	0.41059	1
KEGG_MTOR_SIGNALING_PATHWAY	15	0.86091	0.98601	1	0.13909	0.014985	0.24433	0.27755	0.58242	0.93846	1	0.9953	1	1	14	0.22628	0.54945	1
KEGG_APOPTOSIS	24	0.55021	0.063936	0.26312	0.44979	0.93706	1	0.32484	0.83816	1	8	0.13788	0.018981	0.13636	16	0.41832	0.997	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	31	0.49503	0.004995	0.035631	0.50497	0.996	1	0.32436	0.84615	1	16	0.33584	0.41958	0.79029	15	0.31212	0.87413	1
KEGG_WNT_SIGNALING_PATHWAY	24	0.61272	0.1968	0.68963	0.38728	0.8042	1	0.36413	0.93806	1	8	0.38437	0.5984	0.91097	16	0.35401	0.96603	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	13	0.47689	0.020979	0.11815	0.52311	0.98002	1	0.072064	0.004995	0.076352	7	0.095422	0.010989	0.095238	6	0.044812	0.037962	0.5211
KEGG_AXON_GUIDANCE	25	0.6735	0.44955	0.9217	0.3265	0.55145	1	0.23196	0.31868	0.80289	7	0.24815	0.1988	0.50428	18	0.22567	0.54645	1
KEGG_VEGF_SIGNALING_PATHWAY	23	0.66764	0.43257	0.90754	0.33236	0.56843	1	0.32901	0.84316	1	6	0.35658	0.52647	0.84236	17	0.31928	0.91508	1
KEGG_FOCAL_ADHESION	60	0.39011	0.000999	0.011877	0.60989	1	1	0.16777	0.007992	0.10689	37	0.14703	0.000999	0.034632	23	0.20115	0.37862	1
KEGG_ECM_RECEPTOR_INTERACTION	23	0.17966	0.000999	0.011877	0.82034	1	1	0.089837	0.000999	0.021379	19	0.061331	0.000999	0.034632	4	0.22524	0.54645	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	23	0.50733	0.018981	0.11283	0.49267	0.98202	1	0.066145	0.000999	0.021379	12	0.11911	0.005994	0.069264	11	0.0083667	0.000999	0.035631
KEGG_ADHERENS_JUNCTION	22	0.60605	0.17383	0.64136	0.39395	0.82717	1	0.20788	0.20979	0.68347	9	0.29108	0.26573	0.61414	13	0.15028	0.18482	1
KEGG_TIGHT_JUNCTION	40	0.45243	0.000999	0.011877	0.54757	1	1	0.24371	0.37063	0.80933	21	0.18912	0.008991	0.085006	19	0.30404	0.88412	1
KEGG_GAP_JUNCTION	32	0.52324	0.00999	0.062878	0.47676	0.99101	1	0.39011	0.99301	1	15	0.39904	0.68232	0.91651	17	0.38223	0.98801	1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	25	0.35224	0.000999	0.011877	0.64776	1	1	0.37838	0.97902	1	16	0.28348	0.18681	0.50428	9	0.54709	0.999	1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	28	0.7816	0.92208	1	0.2184	0.078921	0.42223	0.20742	0.16583	0.64136	5	0.35775	0.50849	0.8263	23	0.17474	0.21379	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	22	0.75647	0.85614	1	0.24353	0.14486	0.57406	0.29597	0.69431	1	4	0.47449	0.73826	0.91651	18	0.2563	0.71728	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	15	0.78514	0.89211	1	0.21486	0.10889	0.48547	0.22665	0.32068	0.80289	3	0.49232	0.72527	0.91651	12	0.16023	0.22378	1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	11	0.866	0.96503	1	0.134	0.035964	0.38482	0.268	0.54046	0.93197	0	NA	NA	NA	11	0.268	0.71329	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	18	0.7076	0.64535	1	0.2924	0.35564	0.97574	0.27358	0.5964	0.93846	4	0.29978	0.36264	0.71159	14	0.2661	0.73626	1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	21	0.44499	0.002997	0.022906	0.55501	0.998	1	0.083959	0.000999	0.021379	12	0.10219	0.003996	0.064935	9	0.059653	0.031968	0.5211
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	33	0.69103	0.61838	0.97304	0.30897	0.38262	0.98494	0.21592	0.17383	0.64136	9	0.26296	0.19081	0.50428	24	0.19829	0.35564	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	26	0.77729	0.92208	1	0.22271	0.078921	0.42223	0.22225	0.22877	0.71996	3	0.032911	0.027972	0.16162	23	0.24695	0.67233	1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	24	0.75514	0.87413	1	0.24486	0.12687	0.54302	0.28604	0.67932	0.99572	4	0.38895	0.56743	0.89414	20	0.26545	0.74925	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	25	0.7227	0.73327	1	0.2773	0.26773	0.83071	0.33285	0.88511	1	5	0.44563	0.72028	0.91651	20	0.30465	0.89011	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	40	0.60026	0.083916	0.33256	0.39974	0.91708	1	0.24948	0.42358	0.82405	15	0.26668	0.13087	0.4424	25	0.23917	0.60939	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	40	0.51677	0.002997	0.022906	0.48323	0.998	1	0.19616	0.083916	0.42757	20	0.22971	0.027972	0.16162	20	0.16261	0.15684	1
KEGG_LONG_TERM_POTENTIATION	25	0.6362	0.25974	0.71618	0.3638	0.74126	1	0.35873	0.94206	1	8	0.42364	0.72527	0.91651	17	0.32818	0.93407	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	38	0.68377	0.54645	0.93319	0.31623	0.45455	1	0.25272	0.40959	0.81753	10	0.2785	0.21379	0.51706	28	0.24351	0.68332	1
KEGG_LONG_TERM_DEPRESSION	20	0.66172	0.42557	0.90754	0.33828	0.57542	1	0.432	0.99401	1	6	0.59239	0.96204	1	14	0.36326	0.96304	1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	73	0.48846	0.000999	0.011877	0.51154	1	1	0.20421	0.046953	0.314	39	0.23362	0.004995	0.064935	34	0.17047	0.15884	1
KEGG_INSULIN_SIGNALING_PATHWAY	37	0.69462	0.61638	0.97304	0.30538	0.38462	0.98494	0.21666	0.16883	0.64136	10	0.27092	0.19481	0.50428	27	0.19657	0.3047	1
KEGG_GNRH_SIGNALING_PATHWAY	23	0.65732	0.38062	0.88535	0.34268	0.62038	1	0.37893	0.96703	1	6	0.41268	0.67433	0.91651	17	0.36702	0.97602	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	19	0.78858	0.91508	1	0.21142	0.085914	0.43775	0.25737	0.51848	0.91122	3	0.47602	0.69431	0.91651	16	0.21637	0.50949	1
KEGG_MELANOGENESIS	16	0.66874	0.47053	0.92218	0.33126	0.53047	1	0.33166	0.81518	1	4	0.33829	0.44655	0.79029	12	0.32946	0.91109	1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	14	0.67704	0.48851	0.92218	0.32296	0.51249	1	0.27204	0.55744	0.93197	4	0.34573	0.46354	0.79029	10	0.24257	0.61239	1
KEGG_TYPE_I_DIABETES_MELLITUS	10	0.84766	0.95704	1	0.15234	0.043956	0.39194	0.10508	0.030969	0.2549	1	0.0019791	0.10589	0.41558	9	0.11653	0.12288	1
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	19	0.68386	0.54945	0.93319	0.31614	0.45155	1	0.25672	0.51449	0.91122	7	0.4903	0.84915	1	12	0.12046	0.1039	1
KEGG_ALZHEIMERS_DISEASE	77	0.65133	0.26074	0.71618	0.34867	0.74026	1	0.4109	1	1	21	0.47485	0.94406	1	56	0.38692	1	1
KEGG_PARKINSONS_DISEASE	65	0.64716	0.2957	0.75074	0.35284	0.70529	1	0.41449	1	1	19	0.50192	0.96204	1	46	0.37838	1	1
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	17	0.51036	0.040959	0.19921	0.48964	0.96004	1	0.36904	0.92108	1	6	0.13549	0.045954	0.23896	11	0.49644	1	1
KEGG_HUNTINGTONS_DISEASE	76	0.668	0.41159	0.89877	0.332	0.58941	1	0.40597	1	1	22	0.55431	0.99401	1	54	0.34553	0.999	1
KEGG_PRION_DISEASES	17	0.61632	0.23776	0.71618	0.38368	0.76324	1	0.30203	0.67832	0.99572	5	0.20895	0.15485	0.46011	12	0.34081	0.92507	1
KEGG_VIBRIO_CHOLERAE_INFECTION	21	0.76114	0.86214	1	0.23886	0.13886	0.57147	0.29786	0.70829	1	5	0.62231	0.96903	1	16	0.19647	0.39061	1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	27	0.62287	0.20679	0.69146	0.37713	0.79421	1	0.24404	0.39161	0.81753	10	0.31121	0.31269	0.66366	17	0.20453	0.44555	1
KEGG_LEISHMANIA_INFECTION	24	0.83349	0.98901	1	0.16651	0.011988	0.24433	0.16697	0.062937	0.37413	2	0.0037556	0.020979	0.13636	22	0.18181	0.26573	1
KEGG_PATHWAYS_IN_CANCER	54	0.60176	0.062937	0.26312	0.39824	0.93806	1	0.24383	0.30669	0.80289	20	0.25392	0.061938	0.28458	34	0.23789	0.64635	1
KEGG_COLORECTAL_CANCER	16	0.68752	0.54346	0.93319	0.31248	0.45754	1	0.20196	0.18881	0.67239	4	0.15399	0.10789	0.41558	12	0.21795	0.49151	1
KEGG_RENAL_CELL_CARCINOMA	21	0.68338	0.52248	0.93175	0.31662	0.47852	1	0.23622	0.35265	0.80933	6	0.30521	0.36164	0.71159	15	0.20863	0.4006	1
KEGG_PANCREATIC_CANCER	18	0.68433	0.50849	0.92218	0.31567	0.49251	1	0.1913	0.16084	0.64136	5	0.20793	0.15385	0.46011	13	0.1849	0.34466	1
KEGG_ENDOMETRIAL_CANCER	12	0.77807	0.82418	1	0.22193	0.17682	0.67572	0.19835	0.24775	0.75741	2	0.26343	0.35764	0.71159	10	0.18533	0.36264	1
KEGG_GLIOMA	17	0.80384	0.93806	1	0.19616	0.062937	0.39194	0.30233	0.67932	0.99572	2	0.61756	0.83816	1	15	0.2603	0.68731	1
KEGG_PROSTATE_CANCER	17	0.85035	0.99101	1	0.14965	0.00999	0.24433	0.23044	0.32667	0.80289	2	0.70732	0.9001	1	15	0.16685	0.19481	1
KEGG_MELANOMA	10	0.8323	0.93806	1	0.1677	0.062937	0.39194	0.22116	0.33467	0.80289	1	0.42885	0.6044	0.91097	9	0.19809	0.43956	1
KEGG_CHRONIC_MYELOID_LEUKEMIA	20	0.70136	0.61439	0.97304	0.29864	0.38661	0.98494	0.22757	0.32468	0.80289	5	0.26059	0.26274	0.61414	15	0.21656	0.44955	1
KEGG_ACUTE_MYELOID_LEUKEMIA	15	0.88349	0.99301	1	0.11651	0.007992	0.24433	0.23302	0.35864	0.80933	0	NA	NA	NA	15	0.23302	0.53846	1
KEGG_SMALL_CELL_LUNG_CANCER	15	0.4123	0.001998	0.019435	0.5877	0.999	1	0.25393	0.46753	0.89332	8	0.13611	0.018981	0.13636	7	0.38857	0.93506	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	15	0.81067	0.93806	1	0.18933	0.062937	0.39194	0.27667	0.57842	0.93846	2	0.61756	0.83816	1	13	0.22422	0.53846	1
KEGG_VIRAL_MYOCARDITIS	27	0.5336	0.025974	0.13896	0.4664	0.97502	1	0.1596	0.027972	0.24942	12	0.13015	0.006993	0.072727	15	0.18315	0.26074	1
