Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
HALLMARK_ESTROGEN_RESPONSE_EARLY	14	0.72707	0.69031	0.99976	0.27293	0.31069	0.93207	0.18266	0.16983	0.59441	3	0.15252	0.13187	0.31935	11	0.19088	0.39061	0.88711
HALLMARK_ESTROGEN_RESPONSE_LATE	23	0.77426	0.91009	1	0.22574	0.090909	0.64136	0.25927	0.45654	0.70729	6	0.63159	0.97502	0.97902	17	0.12787	0.06993	0.41958
HALLMARK_ANDROGEN_RESPONSE	26	0.68191	0.51049	0.9214	0.31809	0.49051	1	0.23968	0.34066	0.63667	7	0.26363	0.22877	0.48042	19	0.23085	0.58042	0.9855
HALLMARK_MYOGENESIS	38	0.33439	0.000999	0.01049	0.66561	1	1	0.25967	0.46753	0.70729	24	0.15169	0.000999	0.013986	14	0.44477	0.998	0.998
HALLMARK_PROTEIN_SECRETION	56	0.71081	0.75125	1	0.28919	0.24975	0.80689	0.26879	0.57043	0.7986	15	0.42211	0.76324	0.93986	41	0.21269	0.43357	0.88711
HALLMARK_INTERFERON_ALPHA_RESPONSE	18	0.75113	0.82118	1	0.24887	0.17982	0.69231	0.29294	0.67632	0.81159	3	0.38558	0.58142	0.82427	15	0.27441	0.78821	0.9855
HALLMARK_INTERFERON_GAMMA_RESPONSE	44	0.6795	0.54645	0.9214	0.3205	0.45455	1	0.24144	0.32567	0.63667	13	0.32384	0.37463	0.65559	31	0.20689	0.42058	0.88711
HALLMARK_APICAL_JUNCTION	48	0.30295	0.000999	0.01049	0.69705	1	1	0.23227	0.25375	0.63667	34	0.17988	0.001998	0.020979	14	0.3595	0.95305	0.9855
HALLMARK_COMPLEMENT	81	0.61719	0.077922	0.29752	0.38281	0.92308	1	0.24975	0.33566	0.63667	28	0.25383	0.031968	0.13427	53	0.2476	0.72827	0.9855
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	33	0.7572	0.90509	1	0.2428	0.095904	0.64136	0.24178	0.34865	0.63667	9	0.55301	0.96803	0.97902	24	0.12507	0.025974	0.21818
HALLMARK_PI3K_AKT_MTOR_SIGNALING	40	0.6799	0.57343	0.92463	0.3201	0.42757	1	0.34394	0.95205	0.95205	12	0.50624	0.94705	0.97902	28	0.27438	0.84416	0.9855
HALLMARK_MTORC1_SIGNALING	96	0.67462	0.49451	0.9214	0.32538	0.50649	1	0.29519	0.86214	0.95205	31	0.44942	0.94006	0.97902	65	0.22163	0.50749	0.93767
HALLMARK_E2F_TARGETS	45	0.84327	0.999	1	0.15673	0.001998	0.041958	0.14272	0.003996	0.033566	7	0.45119	0.78322	0.93986	38	0.085896	0.000999	0.020979
HALLMARK_MYC_TARGETS_V1	130	0.83242	1	1	0.16758	0.000999	0.041958	0.15962	0.000999	0.020979	20	0.42949	0.82817	0.9662	110	0.11055	0.000999	0.020979
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	45	0.41362	0.000999	0.01049	0.58638	1	1	0.11595	0.000999	0.020979	26	0.085455	0.000999	0.013986	19	0.15768	0.17183	0.73007
HALLMARK_INFLAMMATORY_RESPONSE	27	0.54389	0.034965	0.18357	0.45611	0.96603	1	0.22923	0.29271	0.63667	13	0.29075	0.24875	0.4975	14	0.1721	0.25574	0.73007
HALLMARK_XENOBIOTIC_METABOLISM	59	0.68794	0.59441	0.92463	0.31206	0.40659	1	0.23846	0.25375	0.63667	18	0.36793	0.55445	0.82427	41	0.18161	0.20579	0.73007
HALLMARK_FATTY_ACID_METABOLISM	75	0.69414	0.65335	0.98002	0.30586	0.34765	0.97343	0.22888	0.13986	0.54545	21	0.31635	0.3027	0.57788	54	0.19486	0.24276	0.73007
HALLMARK_OXIDATIVE_PHOSPHORYLATION	124	0.71263	0.89411	1	0.28737	0.10689	0.64136	0.30686	0.95005	0.95205	32	0.48098	0.97902	0.97902	92	0.2463	0.7952	0.9855
HALLMARK_GLYCOLYSIS	62	0.62294	0.10789	0.34857	0.37706	0.89311	1	0.26117	0.47153	0.70729	20	0.23594	0.041958	0.14685	42	0.27318	0.86414	0.9855
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	29	0.67063	0.47652	0.9214	0.32937	0.52448	1	0.28682	0.63636	0.81159	8	0.32591	0.41159	0.69147	21	0.27193	0.79421	0.9855
HALLMARK_P53_PATHWAY	34	0.73412	0.83217	1	0.26588	0.16883	0.69231	0.12215	0.001998	0.020979	8	0.12957	0.020979	0.11014	26	0.11987	0.024975	0.21818
HALLMARK_UV_RESPONSE_UP	49	0.7591	0.94905	1	0.2409	0.051948	0.54545	0.23242	0.25574	0.63667	10	0.38903	0.60839	0.82427	39	0.19226	0.26074	0.73007
HALLMARK_UV_RESPONSE_DN	20	0.52155	0.023976	0.14386	0.47845	0.97702	1	0.37109	0.93506	0.95205	9	0.34911	0.47353	0.76493	11	0.38908	0.95904	0.9855
HALLMARK_HEME_METABOLISM	45	0.61996	0.16583	0.46434	0.38004	0.83516	1	0.29629	0.76424	0.89161	14	0.25464	0.10689	0.28059	31	0.3151	0.96204	0.9855
HALLMARK_COAGULATION	51	0.40107	0.000999	0.01049	0.59893	1	1	0.24503	0.3047	0.63667	30	0.19009	0.000999	0.013986	21	0.32352	0.93706	0.9855
HALLMARK_IL2_STAT5_SIGNALING	34	0.54542	0.022977	0.14386	0.45458	0.97802	1	0.16752	0.024975	0.17483	15	0.15948	0.003996	0.033566	19	0.17386	0.24176	0.73007
HALLMARK_BILE_ACID_METABOLISM	22	0.6486	0.32767	0.72433	0.3514	0.67333	1	0.35061	0.9041	0.95205	6	0.35432	0.49451	0.76923	16	0.34921	0.95704	0.9855
HALLMARK_PEROXISOME	33	0.73834	0.84216	1	0.26166	0.15884	0.69231	0.28469	0.66334	0.81159	8	0.50783	0.89011	0.97902	25	0.21328	0.44356	0.88711
HALLMARK_ALLOGRAFT_REJECTION	54	0.72083	0.8032	1	0.27917	0.1978	0.69231	0.14761	0.001998	0.020979	14	0.20787	0.030969	0.13427	40	0.12652	0.008991	0.12587
HALLMARK_SPERMATOGENESIS	11	0.59092	0.22677	0.52914	0.40908	0.77423	1	0.42043	0.93806	0.95205	4	0.45313	0.70629	0.92701	7	0.40175	0.94306	0.9855
HALLMARK_KRAS_SIGNALING_UP	29	0.62113	0.21079	0.52077	0.37887	0.79021	1	0.28708	0.63636	0.81159	9	0.24171	0.13686	0.31935	20	0.3075	0.8971	0.9855
