Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
KEGG_GALACTOSE_METABOLISM	13	0.47186	0.1009	0.67476	0.52814	0.9001	1	0.50654	0.85714	1	8	0.55333	0.78022	0.97671	5	0.43168	0.63437	1
KEGG_FATTY_ACID_METABOLISM	25	0.72963	0.99401	1	0.27037	0.006993	0.18706	0.30525	0.040959	1	5	0.41126	0.31768	0.97671	20	0.27874	0.060939	0.81506
KEGG_OXIDATIVE_PHOSPHORYLATION	69	0.64952	0.95604	1	0.35048	0.044955	0.59459	0.40898	0.43556	1	17	0.40745	0.19281	0.97671	52	0.40948	0.74525	1
KEGG_PURINE_METABOLISM	27	0.44792	0.014985	0.32068	0.55208	0.98601	1	0.41796	0.51249	1	16	0.42102	0.22378	0.97671	11	0.41352	0.66234	1
KEGG_PYRIMIDINE_METABOLISM	19	0.5088	0.17383	0.77498	0.4912	0.82717	1	0.39802	0.37962	1	9	0.38316	0.1968	0.97671	10	0.4114	0.62138	1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	10	0.54935	0.37363	0.9824	0.45065	0.62737	0.98682	0.6479	0.99201	1	3	0.57767	0.75125	0.97671	7	0.678	0.995	1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	11	0.44798	0.078921	0.61285	0.55202	0.92208	1	0.61337	0.97902	1	4	0.32532	0.16783	0.97671	7	0.77796	1	1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	25	0.65538	0.88112	1	0.34462	0.11988	0.62609	0.38684	0.33467	1	6	0.37001	0.1978	0.97671	19	0.39216	0.52547	1
KEGG_LYSINE_DEGRADATION	14	0.62081	0.61439	1	0.37919	0.38661	0.88943	0.40103	0.40959	1	5	0.49972	0.57043	0.97671	9	0.3462	0.37063	1
KEGG_ARGININE_AND_PROLINE_METABOLISM	17	0.67411	0.88611	1	0.32589	0.11489	0.62609	0.45071	0.66434	1	3	0.43033	0.43057	0.97671	14	0.45508	0.8042	1
KEGG_TRYPTOPHAN_METABOLISM	12	0.66261	0.81518	1	0.33739	0.18581	0.64136	0.40566	0.44655	1	3	0.46179	0.49351	0.97671	9	0.38696	0.50549	1
KEGG_GLUTATHIONE_METABOLISM	21	0.59514	0.56444	1	0.40486	0.43656	0.88943	0.43262	0.57742	1	6	0.34009	0.13187	0.97671	15	0.46963	0.88112	1
KEGG_STARCH_AND_SUCROSE_METABOLISM	13	0.5226	0.24076	0.88832	0.4774	0.76024	1	0.48636	0.7992	1	7	0.56502	0.78521	0.97671	6	0.39459	0.54845	1
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	17	0.55465	0.36464	0.9824	0.44535	0.63636	0.98682	0.43319	0.56344	1	8	0.5139	0.65135	0.97671	9	0.36145	0.42557	1
KEGG_INOSITOL_PHOSPHATE_METABOLISM	13	0.47567	0.10989	0.69166	0.52433	0.89111	1	0.5278	0.9011	1	7	0.51635	0.64236	0.97671	6	0.54117	0.8961	1
KEGG_PYRUVATE_METABOLISM	20	0.55586	0.33666	0.95641	0.44414	0.66434	1	0.33602	0.13087	1	10	0.44775	0.41059	0.97671	10	0.2243	0.052947	0.80933
KEGG_PROPANOATE_METABOLISM	16	0.63117	0.72128	1	0.36883	0.27972	0.81759	0.31331	0.096903	1	5	0.32105	0.13287	0.97671	11	0.30979	0.24476	1
KEGG_BUTANOATE_METABOLISM	12	0.71389	0.93107	1	0.28611	0.06993	0.59459	0.4393	0.57043	1	1	0.20251	0.24675	0.97671	11	0.46083	0.83417	1
KEGG_RIBOSOME	66	0.85311	1	1	0.14689	0.000999	0.053447	0.26754	0.000999	0.10689	2	0.567	0.68831	0.97671	64	0.25818	0.000999	0.053447
KEGG_SPLICEOSOME	34	0.83063	1	1	0.16937	0.000999	0.053447	0.283	0.004995	0.17816	3	0.68411	0.8981	0.97671	31	0.24418	0.005994	0.21379
KEGG_PROTEASOME	32	0.62285	0.75425	1	0.37715	0.24675	0.79227	0.35713	0.12488	1	11	0.42229	0.27872	0.97671	21	0.32299	0.18082	1
KEGG_PPAR_SIGNALING_PATHWAY	21	0.46809	0.047952	0.51309	0.53191	0.95305	1	0.47425	0.8022	1	13	0.5238	0.74126	0.97671	8	0.39372	0.55245	1
KEGG_MAPK_SIGNALING_PATHWAY	50	0.59405	0.58541	1	0.40595	0.41558	0.88943	0.52007	0.99001	1	16	0.54401	0.85315	0.97671	34	0.50881	0.98801	1
KEGG_ERBB_SIGNALING_PATHWAY	25	0.67553	0.93606	1	0.32447	0.064935	0.59459	0.45731	0.75824	1	6	0.60078	0.85115	0.97671	19	0.41201	0.63836	1
KEGG_CALCIUM_SIGNALING_PATHWAY	27	0.46167	0.027972	0.42757	0.53833	0.97303	1	0.55473	0.99201	1	13	0.458	0.43956	0.97671	14	0.64456	0.999	1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	11	0.45203	0.085914	0.61285	0.54797	0.91508	1	0.40426	0.45255	1	6	0.36595	0.18881	0.97671	5	0.45022	0.67233	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	52	0.59104	0.51249	1	0.40896	0.48851	0.93953	0.48918	0.94805	1	17	0.49722	0.63137	0.97671	35	0.48528	0.97602	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	18	0.60244	0.6044	1	0.39756	0.3966	0.88943	0.47002	0.76823	1	8	0.63427	0.92707	0.97671	10	0.33863	0.35065	1
KEGG_CELL_CYCLE	13	0.68332	0.86613	1	0.31668	0.13487	0.63767	0.30669	0.072927	1	3	0.29221	0.16384	0.97671	10	0.31103	0.25475	1
KEGG_OOCYTE_MEIOSIS	28	0.61515	0.66234	1	0.38485	0.33866	0.8452	0.45272	0.73227	1	9	0.50692	0.63836	0.97671	19	0.42704	0.71528	1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	22	0.4267	0.005994	0.16034	0.5733	0.995	1	0.46629	0.78222	1	13	0.42436	0.27273	0.97671	9	0.52686	0.91908	1
KEGG_ENDOCYTOSIS	59	0.59018	0.56044	1	0.40982	0.44056	0.88943	0.41743	0.50949	1	22	0.46068	0.42458	0.97671	37	0.39171	0.55844	1
KEGG_PEROXISOME	24	0.65443	0.83616	1	0.34557	0.16484	0.63767	0.45712	0.72927	1	5	0.43838	0.39361	0.97671	19	0.46206	0.86613	1
KEGG_MTOR_SIGNALING_PATHWAY	15	0.6703	0.84515	1	0.3297	0.15584	0.63767	0.48716	0.8042	1	4	0.67702	0.9011	0.97671	11	0.41811	0.68332	1
KEGG_APOPTOSIS	24	0.53591	0.21479	0.85119	0.46409	0.78621	1	0.52422	0.94805	1	9	0.46139	0.48252	0.97671	15	0.56191	0.98701	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	31	0.57501	0.44955	1	0.42499	0.55145	0.95169	0.53974	0.98801	1	12	0.59928	0.91708	0.97671	19	0.50213	0.96104	1
KEGG_WNT_SIGNALING_PATHWAY	24	0.53787	0.22677	0.8666	0.46213	0.77423	1	0.55796	0.98402	1	10	0.56043	0.82817	0.97671	14	0.55619	0.97403	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	13	0.63491	0.7043	1	0.36509	0.2967	0.83545	0.47772	0.75425	1	4	0.58974	0.77123	0.97671	9	0.42793	0.66234	1
KEGG_AXON_GUIDANCE	25	0.60936	0.64336	1	0.39064	0.35764	0.86972	0.45552	0.74725	1	8	0.49099	0.57343	0.97671	17	0.43883	0.77622	1
KEGG_VEGF_SIGNALING_PATHWAY	23	0.54015	0.25774	0.91021	0.45985	0.74326	1	0.52109	0.93706	1	10	0.54159	0.76124	0.97671	13	0.50532	0.93107	1
KEGG_FOCAL_ADHESION	60	0.55108	0.1988	0.85087	0.44892	0.8022	1	0.53641	0.999	1	24	0.54823	0.88012	0.97671	36	0.52854	0.998	1
KEGG_ECM_RECEPTOR_INTERACTION	23	0.39008	0.000999	0.053447	0.60992	1	1	0.46507	0.75025	1	15	0.42134	0.27173	0.97671	8	0.54704	0.93906	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	23	0.62717	0.74925	1	0.37283	0.25175	0.79227	0.32849	0.070929	1	9	0.46696	0.5005	0.97671	14	0.23947	0.028971	0.77498
KEGG_ADHERENS_JUNCTION	22	0.58358	0.47453	1	0.41642	0.52647	0.94802	0.56893	0.98601	1	9	0.67745	0.97103	0.98019	13	0.4938	0.9041	1
KEGG_TIGHT_JUNCTION	40	0.52605	0.14186	0.7228	0.47395	0.85914	1	0.45329	0.75824	1	17	0.4181	0.22977	0.97671	23	0.4793	0.93107	1
KEGG_GAP_JUNCTION	32	0.57381	0.4036	1	0.42619	0.5974	0.98342	0.55138	0.99301	1	12	0.59867	0.91508	0.97671	20	0.52301	0.97602	1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	25	0.35294	0.000999	0.053447	0.64706	1	1	0.39927	0.3956	1	17	0.34202	0.031968	0.97671	8	0.52093	0.90609	1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	28	0.74962	0.997	1	0.25038	0.003996	0.14252	0.35303	0.13586	1	6	0.65529	0.93107	0.97671	22	0.27059	0.04995	0.80933
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	22	0.57385	0.41758	1	0.42615	0.58342	0.9754	0.48297	0.84416	1	7	0.41962	0.34865	0.97671	15	0.51254	0.95405	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	15	0.54512	0.31169	0.95288	0.45488	0.68931	1	0.48498	0.7972	1	5	0.36284	0.1998	0.97671	10	0.54605	0.96204	1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	11	0.52511	0.27672	0.91021	0.47489	0.72428	1	0.51797	0.85115	1	6	0.60418	0.85714	0.97671	5	0.41452	0.6004	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	18	0.58362	0.5005	1	0.41638	0.5005	0.93953	0.36247	0.23077	1	6	0.29455	0.064935	0.97671	12	0.39643	0.57942	1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	21	0.48287	0.06993	0.61285	0.51713	0.93107	1	0.46658	0.76324	1	11	0.45811	0.41758	0.97671	10	0.47589	0.82617	1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	33	0.62066	0.71828	1	0.37934	0.28272	0.81759	0.4349	0.63636	1	12	0.55481	0.84915	0.97671	21	0.36637	0.3966	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	26	0.64551	0.84316	1	0.35449	0.15784	0.63767	0.403	0.42358	1	7	0.43173	0.37662	0.97671	19	0.39241	0.52747	1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	24	0.59784	0.56743	1	0.40216	0.43357	0.88943	0.45725	0.72927	1	8	0.47941	0.53546	0.97671	16	0.44617	0.82218	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	25	0.59973	0.58042	1	0.40027	0.42058	0.88943	0.47166	0.81918	1	9	0.54322	0.75524	0.97671	16	0.43141	0.76324	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	40	0.59258	0.58541	1	0.40742	0.41558	0.88943	0.38324	0.21279	1	15	0.42454	0.27972	0.97671	25	0.35847	0.35165	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	40	0.60306	0.66134	1	0.39694	0.33966	0.8452	0.51655	0.98601	1	13	0.57334	0.88112	0.97671	27	0.4892	0.97003	1
KEGG_LONG_TERM_POTENTIATION	25	0.61733	0.69031	1	0.38267	0.31069	0.8452	0.55551	0.97802	1	7	0.62531	0.91209	0.97671	18	0.52837	0.97403	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	38	0.65346	0.9041	1	0.34654	0.096903	0.60992	0.45411	0.76923	1	9	0.49551	0.5974	0.97671	29	0.44126	0.84715	1
KEGG_LONG_TERM_DEPRESSION	20	0.53067	0.21079	0.85119	0.46933	0.79021	1	0.53678	0.96404	1	10	0.59811	0.91508	0.97671	10	0.47545	0.82517	1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	73	0.57343	0.38561	0.9824	0.42657	0.61538	0.98682	0.48763	0.97003	1	26	0.48688	0.5994	0.97671	47	0.48804	0.99101	1
KEGG_INSULIN_SIGNALING_PATHWAY	37	0.60489	0.66933	1	0.39511	0.33167	0.8452	0.51965	0.98302	1	13	0.61496	0.94905	0.98019	24	0.46802	0.92707	1
KEGG_GNRH_SIGNALING_PATHWAY	23	0.5992	0.60539	1	0.4008	0.3956	0.88943	0.55079	0.98002	1	7	0.58796	0.84615	0.97671	16	0.53453	0.96903	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	19	0.58322	0.5025	1	0.41678	0.4985	0.93953	0.40738	0.43157	1	6	0.3252	0.097902	0.97671	13	0.4453	0.77223	1
KEGG_MELANOGENESIS	16	0.57022	0.42058	1	0.42978	0.58042	0.9754	0.51736	0.89011	1	5	0.45246	0.43157	0.97671	11	0.54685	0.96803	1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	14	0.50765	0.17183	0.77498	0.49235	0.82917	1	0.46421	0.72028	1	7	0.47951	0.52148	0.97671	7	0.4489	0.72927	1
KEGG_TYPE_I_DIABETES_MELLITUS	10	0.72439	0.91409	1	0.27561	0.086913	0.59459	0.35495	0.28072	1	2	0.50934	0.58941	0.97671	8	0.31636	0.30969	1
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	19	0.53613	0.28072	0.91021	0.46387	0.72028	1	0.57159	0.98002	1	6	0.4361	0.38362	0.97671	13	0.63413	1	1
KEGG_ALZHEIMERS_DISEASE	77	0.6316	0.91309	1	0.3684	0.087912	0.59459	0.45498	0.84416	1	24	0.5479	0.87912	0.97671	53	0.4129	0.78621	1
KEGG_PARKINSONS_DISEASE	65	0.65027	0.94705	1	0.34973	0.053946	0.59459	0.42307	0.56044	1	19	0.52722	0.77822	0.97671	46	0.38005	0.49251	1
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	17	0.5034	0.15185	0.73853	0.4966	0.84915	1	0.6306	1	1	7	0.5597	0.76923	0.97671	10	0.68023	0.999	1
KEGG_HUNTINGTONS_DISEASE	76	0.65287	0.96404	1	0.34713	0.036963	0.59459	0.46302	0.88412	1	20	0.56063	0.89411	0.97671	56	0.42816	0.86713	1
KEGG_PRION_DISEASES	17	0.54838	0.32767	0.95641	0.45162	0.67333	1	0.50625	0.86513	1	5	0.32511	0.13586	0.97671	12	0.58172	0.99301	1
KEGG_VIBRIO_CHOLERAE_INFECTION	21	0.57587	0.46054	1	0.42413	0.54046	0.94802	0.41797	0.4985	1	6	0.24698	0.025974	0.97671	15	0.48637	0.91309	1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	27	0.46032	0.026973	0.42757	0.53968	0.97403	1	0.44124	0.64835	1	14	0.38466	0.12587	0.97671	13	0.50217	0.92408	1
KEGG_LEISHMANIA_INFECTION	24	0.68755	0.94006	1	0.31245	0.060939	0.59459	0.32348	0.065934	1	7	0.48327	0.53347	0.97671	17	0.25769	0.037962	0.80933
KEGG_PATHWAYS_IN_CANCER	54	0.60464	0.66933	1	0.39536	0.33167	0.8452	0.48907	0.96603	1	19	0.57133	0.92807	0.97671	35	0.44441	0.8951	1
KEGG_COLORECTAL_CANCER	16	0.59038	0.51748	1	0.40962	0.48352	0.93953	0.58296	0.98202	1	6	0.68496	0.95604	0.98019	10	0.52177	0.92507	1
KEGG_RENAL_CELL_CARCINOMA	21	0.62754	0.72428	1	0.37246	0.27672	0.81759	0.45258	0.69231	1	6	0.4884	0.56444	0.97671	15	0.43825	0.77123	1
KEGG_PANCREATIC_CANCER	18	0.69634	0.92907	1	0.30366	0.071928	0.59459	0.47609	0.79121	1	4	0.70474	0.92507	0.97671	14	0.41077	0.63836	1
KEGG_ENDOMETRIAL_CANCER	12	0.67165	0.83417	1	0.32835	0.16683	0.63767	0.47882	0.72328	1	3	0.64422	0.85115	0.97671	9	0.42368	0.65135	1
KEGG_GLIOMA	17	0.67282	0.87812	1	0.32718	0.12288	0.62609	0.50287	0.85614	1	4	0.67811	0.9011	0.97671	13	0.44895	0.78222	1
KEGG_PROSTATE_CANCER	17	0.70245	0.94306	1	0.29755	0.057942	0.59459	0.46521	0.73127	1	3	0.63199	0.83616	0.97671	14	0.42947	0.72827	1
KEGG_MELANOMA	10	0.68084	0.81518	1	0.31916	0.18581	0.64136	0.4597	0.66533	1	2	0.55343	0.66833	0.97671	8	0.43627	0.70529	1
KEGG_CHRONIC_MYELOID_LEUKEMIA	20	0.68018	0.91209	1	0.31982	0.088911	0.59459	0.42684	0.56843	1	4	0.46799	0.48751	0.97671	16	0.41655	0.68931	1
KEGG_ACUTE_MYELOID_LEUKEMIA	15	0.66618	0.83217	1	0.33382	0.16883	0.63767	0.52043	0.89011	1	3	0.63199	0.83616	0.97671	12	0.49254	0.9021	1
KEGG_SMALL_CELL_LUNG_CANCER	15	0.44757	0.047952	0.51309	0.55243	0.95305	1	0.47426	0.76224	1	8	0.40881	0.28072	0.97671	7	0.54907	0.92208	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	15	0.69727	0.91808	1	0.30273	0.082917	0.59459	0.46189	0.7043	1	3	0.6411	0.84615	0.97671	12	0.41709	0.69231	1
KEGG_VIRAL_MYOCARDITIS	27	0.55025	0.27073	0.91021	0.44975	0.73027	1	0.41045	0.45754	1	13	0.49214	0.60839	0.97671	14	0.3346	0.2957	1
