Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
HALLMARK_PI3K_AKT_MTOR_SIGNALING	40	0.6799	0.52647	0.88757	0.3201	0.47453	1	0.34394	0.95105	0.95704	12	0.50624	0.94505	0.96903	28	0.27438	0.84715	0.99574
HALLMARK_MTORC1_SIGNALING	96	0.67462	0.47552	0.88757	0.32538	0.52547	1	0.29519	0.85814	0.95704	31	0.44942	0.94505	0.96903	65	0.22163	0.51349	0.93767
HALLMARK_E2F_TARGETS	45	0.84327	1	1	0.15673	0.000999	0.020979	0.14272	0.003996	0.041958	7	0.45119	0.74725	0.90869	38	0.085896	0.000999	0.020979
HALLMARK_MYC_TARGETS_V1	130	0.83242	1	1	0.16758	0.000999	0.020979	0.15962	0.000999	0.020979	20	0.42949	0.83217	0.96903	110	0.11055	0.000999	0.020979
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	45	0.41362	0.000999	0.01049	0.58638	1	1	0.11595	0.000999	0.020979	26	0.085455	0.000999	0.020979	19	0.15768	0.16184	0.73287
HALLMARK_INFLAMMATORY_RESPONSE	27	0.54389	0.036963	0.17249	0.45611	0.96404	1	0.22923	0.26174	0.64665	13	0.29075	0.24276	0.48551	14	0.1721	0.26174	0.73287
HALLMARK_XENOBIOTIC_METABOLISM	59	0.68794	0.61339	0.95416	0.31206	0.38761	1	0.23846	0.25275	0.64665	18	0.36793	0.56044	0.83627	41	0.18161	0.19181	0.73287
HALLMARK_FATTY_ACID_METABOLISM	75	0.69414	0.66334	0.995	0.30586	0.33766	0.94545	0.22888	0.16983	0.57127	21	0.31635	0.27273	0.52066	54	0.19486	0.22977	0.73287
HALLMARK_OXIDATIVE_PHOSPHORYLATION	124	0.71263	0.86913	1	0.28737	0.13187	0.7028	0.30686	0.95205	0.95704	32	0.48098	0.96903	0.96903	92	0.2463	0.78921	0.99574
HALLMARK_GLYCOLYSIS	62	0.62294	0.12488	0.40344	0.37706	0.87612	1	0.26117	0.48951	0.75664	20	0.23594	0.03996	0.13986	42	0.27318	0.87512	0.99574
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	29	0.67063	0.47952	0.88757	0.32937	0.52148	1	0.28682	0.67233	0.81878	8	0.32591	0.41658	0.69986	21	0.27193	0.80719	0.99574
HALLMARK_P53_PATHWAY	34	0.73412	0.82318	1	0.26588	0.17782	0.7028	0.12215	0.001998	0.027972	8	0.12957	0.01998	0.11014	26	0.11987	0.025974	0.21818
HALLMARK_UV_RESPONSE_UP	49	0.7591	0.95604	1	0.2409	0.044955	0.47203	0.23242	0.25475	0.64665	10	0.38903	0.64136	0.86894	39	0.19226	0.25475	0.73287
HALLMARK_UV_RESPONSE_DN	20	0.52155	0.035964	0.17249	0.47845	0.96503	1	0.37109	0.94406	0.95704	9	0.34911	0.47952	0.76768	11	0.38908	0.97203	0.99574
HALLMARK_HEME_METABOLISM	45	0.61996	0.15584	0.43636	0.38004	0.84515	1	0.29629	0.75524	0.88112	14	0.25464	0.11988	0.31993	31	0.3151	0.96104	0.99574
HALLMARK_COAGULATION	51	0.40107	0.000999	0.01049	0.59893	1	1	0.24503	0.31768	0.66533	30	0.19009	0.002997	0.031469	21	0.32352	0.94905	0.99574
HALLMARK_IL2_STAT5_SIGNALING	34	0.54542	0.012987	0.090909	0.45458	0.98801	1	0.16752	0.021978	0.15385	15	0.15948	0.003996	0.033566	19	0.17386	0.23876	0.73287
HALLMARK_BILE_ACID_METABOLISM	22	0.6486	0.36264	0.76154	0.3514	0.63836	1	0.35061	0.90509	0.95704	6	0.35432	0.49351	0.76768	16	0.34921	0.95105	0.99574
HALLMARK_PEROXISOME	33	0.73834	0.85415	1	0.26166	0.14685	0.7028	0.28469	0.68232	0.81878	8	0.50783	0.9031	0.96903	25	0.21328	0.44855	0.90782
HALLMARK_ALLOGRAFT_REJECTION	54	0.72083	0.83616	1	0.27917	0.16484	0.7028	0.14761	0.004995	0.041958	14	0.20787	0.03996	0.13986	40	0.12652	0.010989	0.15385
HALLMARK_SPERMATOGENESIS	11	0.59092	0.24575	0.57343	0.40908	0.75524	1	0.42043	0.95704	0.95704	4	0.45313	0.7043	0.90869	7	0.40175	0.95005	0.99574
HALLMARK_KRAS_SIGNALING_UP	29	0.62113	0.20779	0.51337	0.37887	0.79321	1	0.28708	0.67632	0.81878	9	0.24171	0.13387	0.33073	20	0.3075	0.9011	0.99574
