Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
HALLMARK_E2F_TARGETS	12	0.000879	0.38761	0.6977	0.99912	0.61339	0.99101	0.001758	0.3966	0.70606	12	0.001758	0.39161	0.68781	0	NA	NA	NA
HALLMARK_MYC_TARGETS_V1	19	0.0013011	0.37063	0.6977	0.9987	0.63037	0.99101	0.0026023	0.37862	0.70606	19	0.0026023	0.40759	0.68781	0	NA	NA	NA
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	13	3.4369e-05	0.073926	0.45315	0.99997	0.92707	0.99101	6.8737e-05	0.077922	0.42078	13	6.8737e-05	0.07992	0.43157	0	NA	NA	NA
HALLMARK_XENOBIOTIC_METABOLISM	11	0.052059	0.98601	0.98601	0.94794	0.014985	0.32368	0.078043	0.98302	0.98302	10	0.00018788	0.19181	0.46079	1	0.85659	1	1
HALLMARK_FATTY_ACID_METABOLISM	17	0.02004	0.94206	0.98601	0.97996	0.058941	0.53047	0.04008	0.92907	0.98302	17	0.04008	0.94705	0.98348	0	NA	NA	NA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	21	1.8243e-05	0.00999	0.16184	0.99998	0.99101	0.99101	3.6485e-05	0.011988	0.16184	21	3.6485e-05	0.010989	0.16184	0	NA	NA	NA
HALLMARK_GLYCOLYSIS	15	0.00032848	0.17882	0.48282	0.99967	0.82218	0.99101	0.00065695	0.17682	0.47742	15	0.00065695	0.17782	0.46079	0	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	15	0.0062683	0.77123	0.86763	0.99373	0.22977	0.99101	0.012537	0.78322	0.88112	15	0.012537	0.78521	0.84803	0	NA	NA	NA
HALLMARK_P53_PATHWAY	11	0.0013741	0.52148	0.74105	0.99863	0.47952	0.99101	0.0027481	0.5025	0.71408	11	0.0027481	0.51948	0.7013	0	NA	NA	NA
HALLMARK_UV_RESPONSE_UP	15	4.3369e-05	0.054945	0.45315	0.99996	0.94605	0.99101	8.6738e-05	0.04995	0.42078	15	8.6738e-05	0.058941	0.43157	0	NA	NA	NA
HALLMARK_UV_RESPONSE_DN	12	0.00015843	0.16284	0.48282	0.99984	0.83816	0.99101	0.00031686	0.15684	0.47742	12	0.00031686	0.17582	0.46079	0	NA	NA	NA
HALLMARK_HEME_METABOLISM	19	0.00181	0.45155	0.71717	0.99819	0.54945	0.99101	0.0036201	0.44156	0.70606	19	0.0036201	0.47952	0.69562	0	NA	NA	NA
HALLMARK_PEROXISOME	12	0.0026157	0.61638	0.77166	0.99738	0.38462	0.99101	0.0052314	0.62338	0.76505	12	0.0052314	0.61339	0.72358	0	NA	NA	NA
HALLMARK_ALLOGRAFT_REJECTION	12	0.035979	0.97702	0.98601	0.96402	0.023976	0.32368	0.071959	0.97303	0.98302	12	0.071959	0.98901	0.98901	0	NA	NA	NA
