Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	13	2.4761e-05	0.005994	0.080919	0.99998	0.995	0.995	4.9523e-05	0.006993	0.094406	13	4.9523e-05	0.005994	0.080919	0	NA	NA	NA
HALLMARK_XENOBIOTIC_METABOLISM	11	0.057081	0.96104	0.98002	0.94292	0.03996	0.53946	0.07784	0.88112	0.92123	10	0.0056014	0.26174	0.44426	1	0.80022	0.32468	0.97403
HALLMARK_FATTY_ACID_METABOLISM	17	0.03368	0.87413	0.94406	0.96632	0.12687	0.98452	0.062148	0.88711	0.92123	16	0.0063015	0.19381	0.44426	1	0.9557	1	1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	21	0.00017525	0.005994	0.080919	0.99982	0.995	0.995	0.0003505	0.004995	0.094406	21	0.0003505	0.002997	0.080919	0	NA	NA	NA
HALLMARK_GLYCOLYSIS	15	0.0033714	0.19481	0.46753	0.99663	0.80619	0.995	0.0067428	0.17083	0.48372	15	0.0067428	0.21578	0.44426	0	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	15	0.033156	0.85514	0.94406	0.96684	0.14585	0.98452	0.066311	0.85015	0.92123	15	0.066311	0.92208	0.92208	0	NA	NA	NA
HALLMARK_P53_PATHWAY	11	0.001292	0.11888	0.45854	0.99871	0.88212	0.995	0.002584	0.12488	0.48166	11	0.002584	0.11588	0.44426	0	NA	NA	NA
HALLMARK_UV_RESPONSE_UP	15	0.0012554	0.073926	0.44505	0.99874	0.92707	0.995	0.0025108	0.061938	0.41808	15	0.0025108	0.082917	0.44426	0	NA	NA	NA
HALLMARK_UV_RESPONSE_DN	12	0.0037671	0.25974	0.46753	0.99623	0.74126	0.995	0.0075343	0.26873	0.48372	12	0.0075343	0.27672	0.44426	0	NA	NA	NA
HALLMARK_HEME_METABOLISM	19	0.014867	0.59041	0.74544	0.98513	0.41059	0.995	0.029734	0.57942	0.75402	19	0.029734	0.64935	0.74401	0	NA	NA	NA
HALLMARK_PEROXISOME	12	0.010452	0.51948	0.73821	0.98955	0.48152	0.995	0.020903	0.52248	0.75383	12	0.020903	0.55744	0.71928	0	NA	NA	NA
HALLMARK_ALLOGRAFT_REJECTION	12	0.06961	0.98002	0.98002	0.93039	0.020979	0.53946	0.11233	0.96404	0.96404	11	0.0463	0.78621	0.81645	1	0.83866	0.65634	0.98452
