Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
HALLMARK_PI3K_AKT_MTOR_SIGNALING	13	0.00013543	0.13287	0.51249	0.99986	0.86813	0.99201	0.00027085	0.11888	0.48551	13	0.00027085	0.12887	0.51634	0	NA	NA	NA
HALLMARK_MTORC1_SIGNALING	21	0.0015837	0.38462	0.66013	0.99842	0.61638	0.99201	0.0031674	0.38761	0.65529	21	0.0031674	0.39261	0.62443	0	NA	NA	NA
HALLMARK_E2F_TARGETS	12	0.0006551	0.30969	0.66013	0.99934	0.69131	0.99201	0.0013102	0.3017	0.65529	12	0.0013102	0.32168	0.62443	0	NA	NA	NA
HALLMARK_MYC_TARGETS_V1	19	0.0011567	0.34466	0.66013	0.99884	0.65634	0.99201	0.0023135	0.33467	0.65529	19	0.0023135	0.33467	0.62443	0	NA	NA	NA
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	13	3.2776e-05	0.062937	0.33986	0.99997	0.93806	0.99201	6.5552e-05	0.04995	0.33716	13	6.5552e-05	0.047952	0.32368	0	NA	NA	NA
HALLMARK_XENOBIOTIC_METABOLISM	11	0.052168	0.98402	0.98402	0.94783	0.016983	0.25624	0.077776	0.98402	0.98402	10	0.00016183	0.18282	0.60914	1	0.85392	1	1
HALLMARK_FATTY_ACID_METABOLISM	17	0.020342	0.93407	0.98402	0.97966	0.066933	0.6024	0.040683	0.93207	0.98402	17	0.040683	0.95405	0.99074	0	NA	NA	NA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	21	2.3399e-05	0.010989	0.14835	0.99998	0.99001	0.99201	4.6798e-05	0.016983	0.22927	21	4.6798e-05	0.007992	0.14835	0	NA	NA	NA
HALLMARK_GLYCOLYSIS	15	0.00056622	0.24875	0.66013	0.99943	0.75225	0.99201	0.0011324	0.25574	0.65529	15	0.0011324	0.22777	0.60914	0	NA	NA	NA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	15	0.0056477	0.73626	0.8283	0.99435	0.26474	0.99201	0.011295	0.77223	0.86876	15	0.011295	0.74326	0.80272	0	NA	NA	NA
HALLMARK_P53_PATHWAY	11	0.0011015	0.45055	0.66013	0.9989	0.55045	0.99201	0.0022031	0.44655	0.66723	11	0.0022031	0.43457	0.62443	0	NA	NA	NA
HALLMARK_UV_RESPONSE_UP	15	3.0719e-05	0.033966	0.30569	0.99997	0.96703	0.99201	6.1438e-05	0.030969	0.27872	15	6.1438e-05	0.034965	0.31469	0	NA	NA	NA
HALLMARK_UV_RESPONSE_DN	12	0.00048346	0.26673	0.66013	0.99952	0.73427	0.99201	0.00096691	0.25874	0.65529	12	0.00096691	0.27073	0.60914	0	NA	NA	NA
HALLMARK_HEME_METABOLISM	19	0.0015319	0.41858	0.66013	0.99847	0.58242	0.99201	0.0030638	0.39461	0.65529	19	0.0030638	0.3956	0.62443	0	NA	NA	NA
HALLMARK_PEROXISOME	12	0.0025886	0.6014	0.76628	0.99741	0.3996	0.99201	0.0051772	0.58242	0.74789	12	0.0051772	0.61239	0.75157	0	NA	NA	NA
HALLMARK_ALLOGRAFT_REJECTION	12	0.035726	0.98202	0.98402	0.96427	0.018981	0.25624	0.071451	0.98102	0.98402	12	0.071451	0.996	0.996	0	NA	NA	NA
