"BIOCHEMICAL" "logFC" "P.Value" "adj.P.Val" "Comp" "Gene_name" "synaptic_prot"
"P52943" "P52943" -0.628070194298878 8.34220610649326e-07 0.000110134869980406 "Control vs hc-like" "CRIP2" "yes"
"Q9NP73" "Q9NP73" 0.633384935219141 8.65312288329146e-07 0.000110821651160137 "Control vs hc-like" "ALG13" NA
"Q14258" "Q14258" -0.736518332876411 8.87080623125959e-07 0.000110821651160137 "Control vs hc-like" "TRIM25" "yes"
"Q7LG56" "Q7LG56" 0.534558537104797 1.01155864455102e-06 0.000123072968420374 "Control vs hc-like" "RRM2B" NA
"P01011" "P01011" 2.26397824398343 1.07408440203895e-06 0.000128167186820225 "Control vs hc-like" "SERPINA3" "yes"
"Q96AD5" "Q96AD5" 0.55576720999197 1.11570944619172e-06 0.000128203279881845 "Control vs hc-like" "PNPLA2" NA
"Q9Y4K3" "Q9Y4K3" -0.844382706011697 1.33175506036423e-06 0.000150246184537455 "Control vs hc-like" "TRAF6" NA
"P35610" "P35610" 1.14294830754134 1.37925338359359e-06 0.000152826200807111 "Control vs hc-like" "SOAT1" NA
"P01023" "P01023" 2.07686606798873 1.54037087694019e-06 0.00016646358439916 "Control vs hc-like" "A2M" "yes"
"P02760" "P02760" 1.47536765436567 1.55598515634993e-06 0.00016646358439916 "Control vs hc-like" "AMBP" "yes"
"P02774" "P02774" 1.73176137552016 1.89494331780167e-06 0.000195968721449323 "Control vs hc-like" "GC" NA
"Q9ULX9" "Q9ULX9" 0.646950820417668 2.16902328962242e-06 0.000218195000883597 "Control vs hc-like" "MAFF" NA
"A5PLL7" "A5PLL7" 0.541754800731688 2.18019178965077e-06 0.000218195000883597 "Control vs hc-like" "PEDS1" NA
"P00738" "P00738" 1.95466481040132 2.21801307336593e-06 0.000218456684448184 "Control vs hc-like" "HP" "yes"
"P01008" "P01008" 2.10755668835775 2.37307735362406e-06 0.000227248902576683 "Control vs hc-like" "SERPINC1" "yes"
"Q9UHQ7" "Q9UHQ7" 1.29871008578466 2.41359384244125e-06 0.000227248902576683 "Control vs hc-like" "TCEAL9" NA
"P02786" "P02786" 0.654498088856752 2.44798895142426e-06 0.000227248902576683 "Control vs hc-like" "TFRC" NA
"P19652" "P19652" 2.09344060484822 2.45377541863622e-06 0.000227248902576683 "Control vs hc-like" "ORM2" NA
"Q9H173" "Q9H173" -0.594612541580741 2.54783091148832e-06 0.000232489570673309 "Control vs hc-like" "SIL1" NA
"P01009" "P01009" 2.78328964983474 2.86716225706634e-06 0.000255817579857951 "Control vs hc-like" "SERPINA1" "yes"
"Q86VR8" "Q86VR8" -0.621531131403504 2.9599356544893e-06 0.000258681700508536 "Control vs hc-like" "FJX1" NA
"P00751" "P00751" 1.78752986060633 3.02626379689813e-06 0.000260805095274345 "Control vs hc-like" "CFB" NA
"P03952" "P03952" 0.820496580247081 3.18659846593996e-06 0.000270860869604897 "Control vs hc-like" "KLKB1" NA
"P00747" "P00747" 1.44082202485461 3.41616713145522e-06 0.000284269209154655 "Control vs hc-like" "PLG" NA
"P35542" "P35542" 1.40373780993097 3.49846283823756e-06 0.000284269209154655 "Control vs hc-like" "SAA4" NA
"P02649" "P02649" 1.12950240442737 3.51772982727166e-06 0.000284269209154655 "Control vs hc-like" "APOE" "yes"
"P49023" "P49023" -0.549002780610163 3.56821071898325e-06 0.000284269209154655 "Control vs hc-like" "PXN" NA
"P19827" "P19827" 1.32559672165125 3.5734082697926e-06 0.000284269209154655 "Control vs hc-like" "ITIH1" NA
"P02787" "P02787" 1.52433363576246 3.7578792444993e-06 0.000295160009014154 "Control vs hc-like" "TF" "yes"
"P48066" "P48066" -1.05113908876782 3.83652624440294e-06 0.000297570566831503 "Control vs hc-like" "SLC6A11" NA
"Q9NW64" "Q9NW64" -0.66315305503305 3.95335064057752e-06 0.000302493849889329 "Control vs hc-like" "RBM22" NA
"P05114" "P05114" -0.830649382130705 4.06764420274579e-06 0.000304093159976357 "Control vs hc-like" "HMGN1" NA
"P28290" "P28290" 0.754625954315781 4.16043147148769e-06 0.000304617874256159 "Control vs hc-like" "ITPRID2" NA
"Q6ZT12" "Q6ZT12" -0.799919613771847 4.17284759255012e-06 0.000304617874256159 "Control vs hc-like" "UBR3" NA
"P02765" "P02765" 1.77755973976119 4.29663186802245e-06 0.000310006985361387 "Control vs hc-like" "AHSG" NA
"O00755" "O00755" -0.487910105555009 4.44284407097566e-06 0.000316676570008364 "Control vs hc-like" "WNT7A" NA
"Q14624" "Q14624" 1.8199845752791 4.52708963743141e-06 0.000316676570008364 "Control vs hc-like" "ITIH4" NA
"P82094" "P82094" 0.533646761881489 4.54217803879845e-06 0.000316676570008364 "Control vs hc-like" "TMF1" NA
"Q8N6N3" "Q8N6N3" 0.836321552020852 4.96279258849078e-06 0.000338397011116322 "Control vs hc-like" "C1orf52" NA
"P01019" "P01019" 1.36119464629121 5.17426532780952e-06 0.000345229208161915 "Control vs hc-like" "AGT" NA
"P02751" "P02751" 1.71890121648939 5.37053468578606e-06 0.000353511160683491 "Control vs hc-like" "FN1" NA
"Q96AT1" "Q96AT1" 0.516097362111044 5.41233847944104e-06 0.000353511160683491 "Control vs hc-like" "KIAA1143" NA
"P02671" "P02671" 2.23825297900242 5.77355769079653e-06 0.000371877759764334 "Control vs hc-like" "FGA" NA
"Q9BVG9" "Q9BVG9" -0.516248963873295 5.81339930654963e-06 0.000371877759764334 "Control vs hc-like" "PTDSS2" NA
"P32929" "P32929" 0.507482859683311 6.33358886236358e-06 0.000401019580520062 "Control vs hc-like" "CTH" NA
"Q9Y508" "Q9Y508" -0.739190432886392 6.6851217997086e-06 0.000419001825931231 "Control vs hc-like" "RNF114" NA
"P05452" "P05452" 1.48687490490708 6.98422758868035e-06 0.000430186865733595 "Control vs hc-like" "CLEC3B" NA
"P35052" "P35052" -0.463590855415191 7.00223584836311e-06 0.000430186865733595 "Control vs hc-like" "GPC1" "yes"
"P02790" "P02790" 1.31628003471888 7.15585540862396e-06 0.000433594360412009 "Control vs hc-like" "HPX" NA
"P08603" "P08603" 1.31611846380187 7.19745674817678e-06 0.000433594360412009 "Control vs hc-like" "CFH" "yes"
"Q9C0D4" "Q9C0D4" -0.774157623494798 7.48549814255318e-06 0.000440883656960758 "Control vs hc-like" "ZNF518B" NA
"Q96IY4" "Q96IY4" 1.24181853536466 7.52725149331661e-06 0.000440883656960758 "Control vs hc-like" "CPB2" NA
"P02748" "P02748" 0.992949410219669 7.54272107902879e-06 0.000440883656960758 "Control vs hc-like" "C9" NA
"P08185" "P08185" 1.67849401080274 7.61232098236562e-06 0.000440883656960758 "Control vs hc-like" "SERPINA6" NA
"P24530" "P24530" -0.930960460216948 7.67372037901078e-06 0.000440883656960758 "Control vs hc-like" "EDNRB" NA
"Q9BVA6" "Q9BVA6" 0.710578562932845 7.79105359456805e-06 0.000443518234443071 "Control vs hc-like" "FICD" NA
"Q7LBC6" "Q7LBC6" -0.668800369492541 8.00324039930221e-06 0.000448878147638225 "Control vs hc-like" "KDM3B" NA
"Q9UQN3" "Q9UQN3" 0.55432916511943 8.02989111810524e-06 0.000448878147638225 "Control vs hc-like" "CHMP2B" "yes"
"Q9H156" "Q9H156" -0.440973623893253 8.53526998972382e-06 0.000472795657895925 "Control vs hc-like" "SLITRK2" NA
"P02763" "P02763" 1.80056032164504 8.68633440775753e-06 0.000472795657895925 "Control vs hc-like" "ORM1" NA
"Q03591" "Q03591" 1.48194865341535 9.60976979110592e-06 0.000518509752641845 "Control vs hc-like" "CFHR1" NA
"P55268" "P55268" -0.805729710203087 1.00679365704407e-05 0.000538547813961935 "Control vs hc-like" "LAMB2" "yes"
"Q96EK5" "Q96EK5" -0.362900817439606 1.03135357593478e-05 0.000546969994758571 "Control vs hc-like" "KIFBP" NA
"Q15018" "Q15018" -0.400068978958679 1.04449933536905e-05 0.000549247319997027 "Control vs hc-like" "ABRAXAS2" "yes"
"Q9Y462" "Q9Y462" -0.600094856367111 1.07418186774801e-05 0.000560109116754318 "Control vs hc-like" "ZNF711" NA
"P35790" "P35790" 0.605352502658139 1.09611001642331e-05 0.000562096086934435 "Control vs hc-like" "CHKA" NA
"P61086" "P61086" 0.381731951427916 1.11331956304222e-05 0.000565701268003297 "Control vs hc-like" "UBE2K" NA
"Q14149" "Q14149" 1.08134031978074 1.1302722672601e-05 0.000565701268003297 "Control vs hc-like" "MORC3" NA
"Q13263" "Q13263" -0.630563461731807 1.13049084983737e-05 0.000565701268003297 "Control vs hc-like" "TRIM28" "yes"
"Q5TC12" "Q5TC12" -0.665657666011343 1.14352944031708e-05 0.000567648014173398 "Control vs hc-like" "ATPAF1" "yes"
"P02753" "P02753" 1.16314733982177 1.20972029596516e-05 0.00059573924098919 "Control vs hc-like" "RBP4" NA
"Q8TB40" "Q8TB40" 0.512209858890831 1.27921559199285e-05 0.000619257655101867 "Control vs hc-like" "ABHD4" NA
"Q9H3Q1" "Q9H3Q1" -0.390517635558144 1.27972493909808e-05 0.000619257655101867 "Control vs hc-like" "CDC42EP4" "yes"
"Q08752" "Q08752" 0.338018642312392 1.28741720399905e-05 0.000619257655101867 "Control vs hc-like" "PPID" "yes"
"Q16626" "Q16626" 0.365140899736591 1.37595777362484e-05 0.000656755229641704 "Control vs hc-like" "MEA1" NA
"Q8IUC4" "Q8IUC4" 0.374201840499069 1.40792637209579e-05 0.000666884209072852 "Control vs hc-like" "RHPN2" NA
"P49711" "P49711" -0.691518541123408 1.46905334363888e-05 0.000690566363430245 "Control vs hc-like" "CTCF" NA
"Q15014" "Q15014" 0.751857249030159 1.48044489241858e-05 0.000690688763718594 "Control vs hc-like" "MORF4L2" NA
"P22792" "P22792" 1.92327710843307 1.56877387778643e-05 0.000726158709187884 "Control vs hc-like" "CPN2" NA
"Q16795" "Q16795" 0.59903854057184 1.57987793296316e-05 0.000726158709187884 "Control vs hc-like" "NDUFA9" "yes"
"Q12972" "Q12972" 0.40567689273869 1.62922565422084e-05 0.000733918786754749 "Control vs hc-like" "PPP1R8" NA
"P02689" "P02689" 0.980810033365582 1.63224484403151e-05 0.000733918786754749 "Control vs hc-like" "PMP2" "yes"
"Q8N7J2" "Q8N7J2" -0.414243552274073 1.67125731198443e-05 0.00074605407344341 "Control vs hc-like" "AMER2" "yes"
"Q9H3M7" "Q9H3M7" 0.772575964009707 1.71981595144776e-05 0.000754736761682782 "Control vs hc-like" "TXNIP" NA
"Q9Y605" "Q9Y605" 0.597004598753077 1.72197056900147e-05 0.000754736761682782 "Control vs hc-like" "MRFAP1" NA
"Q9BY76" "Q9BY76" -0.909334814441127 1.72719774631676e-05 0.000754736761682782 "Control vs hc-like" "ANGPTL4" NA
"P04217" "P04217" 1.31003639781442 1.7568350210701e-05 0.000756488752262698 "Control vs hc-like" "A1BG" NA
"Q04446" "Q04446" 0.584446139873535 1.77997353473576e-05 0.000756488752262698 "Control vs hc-like" "GBE1" "yes"
"Q96CV9" "Q96CV9" -0.38729103109976 1.79807359946256e-05 0.000758982767664297 "Control vs hc-like" "OPTN" "yes"
"Q8IWT6" "Q8IWT6" 0.340738682437816 1.91337693365216e-05 0.000802196207656193 "Control vs hc-like" "LRRC8A" "yes"
"P31689" "P31689" 0.339402880880133 1.96954226199537e-05 0.000816649309676084 "Control vs hc-like" "DNAJA1" "yes"
"O43866" "O43866" 1.0280831384543 1.97417238439021e-05 0.000816649309676084 "Control vs hc-like" "CD5L" NA
"Q8IV36" "Q8IV36" 0.855262372471392 2.0728258070788e-05 0.000851780406153906 "Control vs hc-like" "HID1" NA
"Q96JM2" "Q96JM2" -0.456030018900453 2.10228994861057e-05 0.000858204548100566 "Control vs hc-like" "ZNF462" NA
"P62917" "P62917" -0.504094914738907 2.17740903377717e-05 0.000883060330365188 "Control vs hc-like" "RPL8" "yes"
"Q9H313" "Q9H313" -0.396953092546777 2.29638307293991e-05 0.000924108196212018 "Control vs hc-like" "TTYH1" "yes"
"P05546" "P05546" 1.10568515906028 2.30840887047321e-05 0.000924108196212018 "Control vs hc-like" "SERPIND1" NA
"Q96JA1" "Q96JA1" -0.388921134521009 2.45688783111014e-05 0.000971018407136204 "Control vs hc-like" "LRIG1" NA
"P17026" "P17026" -0.583720690879247 2.54307101631515e-05 0.000998718712419968 "Control vs hc-like" "ZNF22" NA
"Q15121" "Q15121" -0.460315700653023 2.62681091052934e-05 0.00101553878459381 "Control vs hc-like" "PEA15" "yes"
"P18084" "P18084" -0.678104935440402 2.62896677653057e-05 0.00101553878459381 "Control vs hc-like" "ITGB5" NA
"P02766" "P02766" 1.23571646189711 2.63499990845452e-05 0.00101553878459381 "Control vs hc-like" "TTR" "yes"
"P16260" "P16260" 0.455411229477116 2.66439424609151e-05 0.0010205287837653 "Control vs hc-like" "SLC25A16" NA
"Q8WZ42" "Q8WZ42" 2.06274139503696 2.6955418136302e-05 0.00102612496647702 "Control vs hc-like" "TTN" NA
"Q6P587" "Q6P587" 0.411137117605612 2.71555170394412e-05 0.00102743892213252 "Control vs hc-like" "FAHD1" "yes"
"O15055" "O15055" 1.44244030095791 2.74056789118744e-05 0.00103061962211018 "Control vs hc-like" "PER2" NA
"Q9Y653" "Q9Y653" -0.396707121851513 2.77348181869307e-05 0.00103076754504254 "Control vs hc-like" "ADGRG1" "yes"
"P55265" "P55265" -0.410558036141328 2.77418501244325e-05 0.00103076754504254 "Control vs hc-like" "ADAR" NA
"P00739" "P00739" 1.23742688901631 2.83798863617724e-05 0.00104819758854046 "Control vs hc-like" "HPR" NA
"Q9NX62" "Q9NX62" 0.462995167677924 2.88160139304327e-05 0.00105123638772379 "Control vs hc-like" "BPNT2" NA
"P01031" "P01031" 1.0494367062034 2.88269997635235e-05 0.00105123638772379 "Control vs hc-like" "C5" NA
"Q8N3F8" "Q8N3F8" -0.422422352480904 2.98463505429408e-05 0.00107453205864353 "Control vs hc-like" "MICALL1" NA
"Q9UNK0" "Q9UNK0" -0.478677902564499 2.99587503860323e-05 0.00107453205864353 "Control vs hc-like" "STX8" NA
"P61968" "P61968" -0.482235483537533 3.05501918229855e-05 0.00108615568360237 "Control vs hc-like" "LMO4" NA
"P68871" "P68871" 1.42042403037708 3.06329161370533e-05 0.00108615568360237 "Control vs hc-like" "HBB" "yes"
"Q8N6H7" "Q8N6H7" -0.298696728692896 3.19342065379204e-05 0.00112586222481702 "Control vs hc-like" "ARFGAP2" "yes"
"P49427" "P49427" 0.534688541992988 3.32405472716248e-05 0.00115875053831703 "Control vs hc-like" "CDC34" "yes"
"Q14011" "Q14011" -0.408255451841477 3.36257166776576e-05 0.00115996358043914 "Control vs hc-like" "CIRBP" NA
"Q15388" "Q15388" 0.358584997463762 3.4012801791627e-05 0.00116601897854721 "Control vs hc-like" "TOMM20" "yes"
"Q9BV57" "Q9BV57" -0.556560661111707 3.44498971168598e-05 0.00117451434950613 "Control vs hc-like" "ADI1" NA
"P29590" "P29590" -0.358964065201171 3.53239309125754e-05 0.00119773219296465 "Control vs hc-like" "PML" NA
"Q08345" "Q08345" -0.358543566683732 3.6654460169351e-05 0.00123549585098884 "Control vs hc-like" "DDR1" NA
"P08697" "P08697" 0.834957285054944 3.68358956378622e-05 0.00123549585098884 "Control vs hc-like" "SERPINF2" NA
"P02675" "P02675" 1.6686404370304 3.70877319334126e-05 0.00123725471315498 "Control vs hc-like" "FGB" "yes"
"P69905" "P69905" 1.61692138826891 3.72945093468483e-05 0.00123749962832724 "Control vs hc-like" "HBA1" "yes"
"P02462" "P02462" -0.779082193801123 3.82411788642143e-05 0.00126216231304494 "Control vs hc-like" "COL4A1" "yes"
"P10176" "P10176" -0.492928167704026 3.85974932004604e-05 0.00126718225031141 "Control vs hc-like" "COX8A" NA
"Q9NR30" "Q9NR30" 0.389699920228196 3.91963378756853e-05 0.00127924524791979 "Control vs hc-like" "DDX21" NA
"P02679" "P02679" 2.13610369256586 3.94000759855256e-05 0.00127924524791979 "Control vs hc-like" "FGG" "yes"
"Q9HCE3" "Q9HCE3" -0.764006347892732 3.95834146012248e-05 0.00127924524791979 "Control vs hc-like" "ZNF532" NA
"Q96SL4" "Q96SL4" -0.714823213889645 4.06842633236353e-05 0.00129613340620929 "Control vs hc-like" "GPX7" NA
"P05362" "P05362" 0.661627854029479 4.09077907069093e-05 0.00129613340620929 "Control vs hc-like" "ICAM1" "yes"
"Q9NQ50" "Q9NQ50" -0.463014326057163 4.09728431702416e-05 0.00129613340620929 "Control vs hc-like" "MRPL40" NA
"Q9UQB8" "Q9UQB8" 0.396463352822813 4.1150407900601e-05 0.00129613340620929 "Control vs hc-like" "BAIAP2" "yes"
"P05155" "P05155" 1.36160114727616 4.1683957555586e-05 0.00130630786177985 "Control vs hc-like" "SERPING1" NA
"P04114" "P04114" 1.37533190260988 4.20711252634188e-05 0.00131181573999756 "Control vs hc-like" "APOB" "yes"
"Q9BTY7" "Q9BTY7" -0.2987772510937 4.25989565901712e-05 0.00132163262821006 "Control vs hc-like" "HGH1" NA
"Q8WVC6" "Q8WVC6" 0.365398070102746 4.30045648887518e-05 0.00132275992991145 "Control vs hc-like" "DCAKD" "yes"
"Q96NB3" "Q96NB3" 0.483957178869556 4.32659261693622e-05 0.00132275992991145 "Control vs hc-like" "ZNF830" NA
"P00734" "P00734" 1.95136542912221 4.32748212364262e-05 0.00132275992991145 "Control vs hc-like" "F2" NA
"Q9C0B0" "Q9C0B0" -0.372153051067251 4.60498190641997e-05 0.00138504921591272 "Control vs hc-like" "UNK" NA
"Q92963" "Q92963" 0.566968996754216 4.61937812456323e-05 0.00138504921591272 "Control vs hc-like" "RIT1" NA
"Q9UBL6" "Q9UBL6" 0.496908085445156 4.62055097008756e-05 0.00138504921591272 "Control vs hc-like" "CPNE7" "yes"
"A4UGR9" "A4UGR9" -0.553892394981016 4.75428870758065e-05 0.0014182866072374 "Control vs hc-like" "XIRP2" NA
"Q9UFW8" "Q9UFW8" -0.486977355739931 4.81639194596567e-05 0.00141997754856923 "Control vs hc-like" "CGGBP1" NA
"P52434" "P52434" 0.291776961421576 4.82640384785699e-05 0.00141997754856923 "Control vs hc-like" "POLR2H" NA
"Q9Y6R6" "Q9Y6R6" -0.445807040014142 4.83007069047482e-05 0.00141997754856923 "Control vs hc-like" "ZNF780B" NA
"O14763" "O14763" 0.505572770139317 4.87045781065458e-05 0.00141997754856923 "Control vs hc-like" "TNFRSF10B" NA
"P25685" "P25685" 0.383729085294043 4.89202830382257e-05 0.00141997754856923 "Control vs hc-like" "DNAJB1" "yes"
"Q9HBF4" "Q9HBF4" -0.460986757302024 4.89726342294627e-05 0.00141997754856923 "Control vs hc-like" "ZFYVE1" "yes"
"Q6GMV3" "Q6GMV3" -0.374450309165848 4.95189092812137e-05 0.00142617373998958 "Control vs hc-like" "PTRHD1" "yes"
"Q03135" "Q03135" 0.882080864554819 4.96460157675663e-05 0.00142617373998958 "Control vs hc-like" "CAV1" NA
"P17275" "P17275" 1.03381912615938 5.11995989050515e-05 0.00146402539726196 "Control vs hc-like" "JUNB" NA
"Q14004" "Q14004" 0.549878498791227 5.20584552808222e-05 0.0014741991689018 "Control vs hc-like" "CDK13" NA
"Q14515" "Q14515" -0.48483108287418 5.22958539994577e-05 0.0014741991689018 "Control vs hc-like" "SPARCL1" "yes"
"P48509" "P48509" -0.337019028312387 5.2458307416806e-05 0.0014741991689018 "Control vs hc-like" "CD151" NA
"Q9P2D3" "Q9P2D3" 0.31519131023591 5.25057238238996e-05 0.0014741991689018 "Control vs hc-like" "HEATR5B" NA
"Q16610" "Q16610" 1.02882059653821 5.38773013613118e-05 0.00150589484210333 "Control vs hc-like" "ECM1" NA
"O94855" "O94855" 0.411117421736211 5.58053811175848e-05 0.00155279098580544 "Control vs hc-like" "SEC24D" NA
"Q86UV5" "Q86UV5" -0.34504859250865 5.67714080433232e-05 0.00157261869155723 "Control vs hc-like" "USP48" NA
"Q8IW50" "Q8IW50" 0.578286582980443 5.79960122878105e-05 0.00159940113887051 "Control vs hc-like" "FAM219A" NA
"Q8IWU5" "Q8IWU5" -0.476664704199479 5.9401004371259e-05 0.00162371467895886 "Control vs hc-like" "SULF2" NA
"Q13683" "Q13683" -0.350195396189886 6.0208060338919e-05 0.00163855708071488 "Control vs hc-like" "ITGA7" NA
"Q13501" "Q13501" 0.351979358520502 6.04851793750831e-05 0.00163891064638599 "Control vs hc-like" "SQSTM1" "yes"
"Q9Y221" "Q9Y221" 0.450985989058442 6.14205764686027e-05 0.00165702033472904 "Control vs hc-like" "NIP7" NA
"Q9ULU4" "Q9ULU4" -0.469961489524959 6.20692332704544e-05 0.00166727096295745 "Control vs hc-like" "ZMYND8" NA
"Q14847" "Q14847" -0.483728507820036 6.28338005110563e-05 0.00168053332832373 "Control vs hc-like" "LASP1" "yes"
"Q96AY3" "Q96AY3" -0.282682421969156 6.49808930355303e-05 0.00173049974800629 "Control vs hc-like" "FKBP10" NA
"P16035" "P16035" -0.336505747733259 6.54887368889993e-05 0.00173657099314633 "Control vs hc-like" "TIMP2" NA
"Q15013" "Q15013" 0.681227657057374 6.99897776057809e-05 0.00184802795763349 "Control vs hc-like" "MAD2L1BP" NA
"Q96GZ6" "Q96GZ6" -0.383486535432096 7.04076162631153e-05 0.00185118330047725 "Control vs hc-like" "SLC41A3" NA
"Q8WXI9" "Q8WXI9" -0.377527397694177 7.18469096418594e-05 0.00188105516593982 "Control vs hc-like" "GATAD2B" NA
"P62841" "P62841" -0.339465553252406 7.22544634959968e-05 0.00188377708400277 "Control vs hc-like" "RPS15" NA
"Q86XD5" "Q86XD5" -0.448514829433041 7.2950738242055e-05 0.00189397209536381 "Control vs hc-like" "FAM131B" "yes"
"P49913" "P49913" 0.935544647054027 7.49055890105484e-05 0.00193662158254355 "Control vs hc-like" "CAMP" NA
"O75381" "O75381" -0.353597229100448 7.61311484880697e-05 0.0019562355065551 "Control vs hc-like" "PEX14" "yes"
"P01889" "P01889" 0.898681992336389 7.62947610936879e-05 0.0019562355065551 "Control vs hc-like" "HLA-B" NA
"Q68CQ7" "Q68CQ7" -0.414277728749541 7.69475302655009e-05 0.00196230534781206 "Control vs hc-like" "GLT8D1" NA
"Q9UP65" "Q9UP65" 0.645356374340755 7.71639814449866e-05 0.00196230534781206 "Control vs hc-like" "PLA2G4C" NA
"Q13185" "Q13185" -0.483200412064125 7.80088880304298e-05 0.00197536043922539 "Control vs hc-like" "CBX3" NA
"P21283" "P21283" 0.28256962952134 7.88182434927042e-05 0.00197536043922539 "Control vs hc-like" "ATP6V1C1" "yes"
"P98170" "P98170" -0.445636448003608 7.8886756423544e-05 0.00197536043922539 "Control vs hc-like" "XIAP" NA
"O95218" "O95218" -0.433695262035631 7.89507476112646e-05 0.00197536043922539 "Control vs hc-like" "ZRANB2" NA
