"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"cis-4-decenoate (10:1n6)*","cis-4-decenoate (10:1n6)*",0.792972834982719,8.05970764328789e-06,0.000214192836459499,"group2-group1"
"hexanoylcarnitine (C6)","hexanoylcarnitine (C6)",0.483972072266235,8.56861532286138e-06,0.000221019871710277,"group2-group1"
"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*","branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",0.862113671472872,1.02040588820443e-05,0.000251192860703906,"group2-group1"
"(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",0.611665353508058,1.03418527421691e-05,0.000251192860703906,"group2-group1"
"oleate/vaccenate (18:1)","oleate/vaccenate (18:1)",0.728718482058939,1.0597646346687e-05,0.000251192860703906,"group2-group1"
"3-hydroxybutyrate (BHBA)","3-hydroxybutyrate (BHBA)",0.923740501381706,1.26178698381357e-05,0.000290580930901051,"group2-group1"
"myristoylcarnitine (C14)","myristoylcarnitine (C14)",0.467247231056396,1.29220710434903e-05,0.000290580930901051,"group2-group1"
"acetylcarnitine (C2)","acetylcarnitine (C2)",0.305843348532567,1.40864056262944e-05,0.000308844443356504,"group2-group1"
"docosatrienoate (22:3n6)*","docosatrienoate (22:3n6)*",1.04573039227944,1.99236611450783e-05,0.000417987008730015,"group2-group1"
"octanoylcarnitine (C8)","octanoylcarnitine (C8)",0.567282296173766,2.00176218548012e-05,0.000417987008730015,"group2-group1"
"nonanoylcarnitine (C9)","nonanoylcarnitine (C9)",0.452144136608423,2.3136177225029e-05,0.000471870405263964,"group2-group1"
"N-acetylcarnosine","N-acetylcarnosine",0.34699385277982,3.13849502694861e-05,0.000625559122416802,"group2-group1"
"palmitoylcarnitine (C16)","palmitoylcarnitine (C16)",0.314117108909535,3.35839495720031e-05,0.000640554032259159,"group2-group1"
"10-undecenoate (11:1n1)","10-undecenoate (11:1n1)",0.547659003987744,3.39433710246622e-05,0.000640554032259159,"group2-group1"
"3-hydroxylaurate","3-hydroxylaurate",0.760668956657112,3.43284373046528e-05,0.000640554032259159,"group2-group1"
"3-hydroxyhexanoylcarnitine (1)","3-hydroxyhexanoylcarnitine (1)",0.459202836630664,3.76895330763343e-05,0.000688619177248857,"group2-group1"
"(R)-3-hydroxybutyrylcarnitine","(R)-3-hydroxybutyrylcarnitine",0.769330230748355,4.0762821506013e-05,0.000729571315525987,"group2-group1"
"2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",0.411767858499339,4.30605433849635e-05,0.00075528193097226,"group2-group1"
"undecenoylcarnitine (C11:1)","undecenoylcarnitine (C11:1)",0.499909496450725,4.45639378825526e-05,0.000766324971039188,"group2-group1"
"gamma-glutamylvaline","gamma-glutamylvaline",0.349006794227971,4.85851625781888e-05,0.000803185612743461,"group2-group1"
"10-nonadecenoate (19:1n9)","10-nonadecenoate (19:1n9)",0.655434129263303,4.92704295991968e-05,0.000803185612743461,"group2-group1"
"cis-4-decenoylcarnitine (C10:1)","cis-4-decenoylcarnitine (C10:1)",0.46890922080253,4.94549864174993e-05,0.000803185612743461,"group2-group1"
"margaroylcarnitine (C17)*","margaroylcarnitine (C17)*",0.393633065088433,5.5715119785782e-05,0.000888402910038742,"group2-group1"
"3-hydroxydecanoate","3-hydroxydecanoate",0.537407645269177,6.2590619604026e-05,0.000980213810584479,"group2-group1"
"5-dodecenoylcarnitine (C12:1)","5-dodecenoylcarnitine (C12:1)",0.695074346836827,6.43759214282767e-05,0.000990485668291205,"group2-group1"
"dodecadienoate (12:2)*","dodecadienoate (12:2)*",0.596518451327472,6.88847122736336e-05,0.00104158435627546,"group2-group1"
"palmitate (16:0)","palmitate (16:0)",0.476168373106847,8.11337474464118e-05,0.00120600502560175,"group2-group1"
"decanoylcarnitine (C10)","decanoylcarnitine (C10)",0.554454902612233,8.92047568809957e-05,0.00130387619641055,"group2-group1"
"3-hydroxyhexanoate","3-hydroxyhexanoate",0.433864510148803,9.26369634457118e-05,0.00133184617937523,"group2-group1"
"nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)*",0.327075191388689,9.98515405080633e-05,0.00139983810811657,"group2-group1"
"aspartate","aspartate",0.340117662864666,0.000100558495794007,0.00139983810811657,"group2-group1"
"10-heptadecenoate (17:1n7)","10-heptadecenoate (17:1n7)",0.719250983946683,0.000108458402511103,0.00148621904690996,"group2-group1"
"eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)*",0.417530480253273,0.000112008630056245,0.00151125490091272,"group2-group1"
"docosadienoate (22:2n6)","docosadienoate (22:2n6)",0.505761654214686,0.000114803879784088,0.00152359559098705,"group2-group1"
"dihydroorotate","dihydroorotate",-0.546556643328987,0.000116397838764119,0.00152359559098705,"group2-group1"
"lactobacillic acid","lactobacillic acid",0.687725304172379,0.0001283943593989,0.00165590960577699,"group2-group1"
"3-hydroxy-2-ethylpropionate","3-hydroxy-2-ethylpropionate",0.339679463810143,0.000139989630421902,0.00177928849101461,"group2-group1"
"quinolinate","quinolinate",0.333531557066162,0.000149198315000388,0.00186924174650486,"group2-group1"
"palmitoleate (16:1n7)","palmitoleate (16:1n7)",0.882913310524232,0.000154466208577176,0.0018721824541023,"group2-group1"
"glycerol 3-phosphate","glycerol 3-phosphate",-0.380450240388642,0.000154837566141884,0.0018721824541023,"group2-group1"
"(2 or 3)-decenoate (10:1n7 or n8)","(2 or 3)-decenoate (10:1n7 or n8)",0.78459782218328,0.000155837308038162,0.0018721824541023,"group2-group1"
"N-palmitoylglycine","N-palmitoylglycine",0.365251441233124,0.000159284842204043,0.00188774062990467,"group2-group1"
"N-stearoyltaurine","N-stearoyltaurine",0.595704052231735,0.000173734628308986,0.00203153692035975,"group2-group1"
"stearate (18:0)","stearate (18:0)",0.329573445595934,0.000216580108052984,0.00249922045740088,"group2-group1"
"tridecenedioate (C13:1-DC)*","tridecenedioate (C13:1-DC)*",0.599816168132871,0.000221091490018578,0.00251814593177003,"group2-group1"
"linoleate (18:2n6)","linoleate (18:2n6)",0.609733480385725,0.000226984992324857,0.00255212613165256,"group2-group1"
"anthranilate","anthranilate",0.33789911038388,0.000254982394151524,0.0028026542068128,"group2-group1"
"3-hydroxyoctanoate","3-hydroxyoctanoate",0.5078798930933,0.000255658308489195,0.0028026542068128,"group2-group1"
"dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)*",0.310535440064524,0.00025921081846991,0.00280651713331002,"group2-group1"
"stearoylcarnitine (C18)","stearoylcarnitine (C18)",0.319083777097612,0.000279201819881901,0.00298609751263935,"group2-group1"
"stearidonate (18:4n3)","stearidonate (18:4n3)",1.02258502280252,0.000319548440339011,0.00337643352020858,"group2-group1"
"hexadecadienoate (16:2n6)","hexadecadienoate (16:2n6)",0.681776980474075,0.000329189014713675,0.00343689007028444,"group2-group1"
"N-acetylkynurenine (2)","N-acetylkynurenine (2)",0.701705337084969,0.000343915911426834,0.00354840299201569,"group2-group1"
"gamma-glutamylisoleucine*","gamma-glutamylisoleucine*",0.301955998926577,0.000367456684112428,0.0037472036275186,"group2-group1"
"benzoylcarnitine*","benzoylcarnitine*",0.583313319844627,0.000373775991800658,0.00376783384838134,"group2-group1"
"trimethylamine N-oxide","trimethylamine N-oxide",0.490979117832033,0.000379396966649157,0.00378103567899217,"group2-group1"
"dihomolinoleate (20:2n6)","dihomolinoleate (20:2n6)",0.547253439400497,0.000385773430832829,0.00380138538022911,"group2-group1"
"myristate (14:0)","myristate (14:0)",0.548802494060304,0.000420302003136353,0.00409560951945091,"group2-group1"
"docosapentaenoate (DPA; 22:5n3)","docosapentaenoate (DPA; 22:5n3)",0.536976204141897,0.000428954450627079,0.00413398959560383,"group2-group1"
"3-hydroxymyristate","3-hydroxymyristate",0.503645341899981,0.000434582677149203,0.00414270660717229,"group2-group1"
"glutamine conjugate of C6H10O2 (2)*","glutamine conjugate of C6H10O2 (2)*",0.670233417121471,0.000473107598795938,0.00446145552843052,"group2-group1"
"1-stearoyl-2-docosahexaenoyl-GPS (18:0/22:6)*","1-stearoyl-2-docosahexaenoyl-GPS (18:0/22:6)*",0.721665138142567,0.000503212521991667,0.00469486576368822,"group2-group1"
"glutamine conjugate of C7H12O2*","glutamine conjugate of C7H12O2*",0.828633770213234,0.000541475013939148,0.00499866933920666,"group2-group1"
"(14 or 15)-methylpalmitate (a17:0 or i17:0)","(14 or 15)-methylpalmitate (a17:0 or i17:0)",0.48896558388195,0.000587544494085955,0.00536746376368106,"group2-group1"
"2-hydroxybutyrate/2-hydroxyisobutyrate","2-hydroxybutyrate/2-hydroxyisobutyrate",0.35872627832842,0.000600761989222674,0.00543163159328129,"group2-group1"
"N-acetylglucosamine/N-acetylgalactosamine","N-acetylglucosamine/N-acetylgalactosamine",0.213881765444299,0.000614197874990845,0.00549644424864256,"group2-group1"
"leucylglycine","leucylglycine",0.391768494664062,0.000633707152248714,0.00561374921739517,"group2-group1"
"heptenedioate (C7:1-DC)*","heptenedioate (C7:1-DC)*",0.433127412865389,0.000662266757749426,0.00580807946546247,"group2-group1"
"hexanoylglutamine","hexanoylglutamine",0.618242134939027,0.000705112657354071,0.00612261188613386,"group2-group1"
"oleoyl ethanolamide","oleoyl ethanolamide",0.404885986798848,0.000810458867186873,0.00696835712277341,"group2-group1"
"N-acetylalanine","N-acetylalanine",0.123885323058097,0.000838275334384412,0.0071035959848867,"group2-group1"
"pentadecanoate (15:0)","pentadecanoate (15:0)",0.372900053780242,0.000842387665254523,0.0071035959848867,"group2-group1"
"8-methoxykynurenate","8-methoxykynurenate",0.522478975346644,0.000871870048934214,0.0071629419175672,"group2-group1"
"linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)*",0.243223025408508,0.000872388205719652,0.0071629419175672,"group2-group1"
"myristoleate (14:1n5)","myristoleate (14:1n5)",0.693270385112009,0.000873927919247082,0.0071629419175672,"group2-group1"
"S-adenosylhomocysteine (SAH)","S-adenosylhomocysteine (SAH)",0.292149566942633,0.000886403711127957,0.0071979264320298,"group2-group1"
"2-methylbutyrylcarnitine (C5)","2-methylbutyrylcarnitine (C5)",0.282929323903636,0.000969977451029395,0.00780431398672275,"group2-group1"
"taurocholate","taurocholate",0.96580888995147,0.001059118963803,0.00844406664777481,"group2-group1"
"tiglyl carnitine (C5)","tiglyl carnitine (C5)",0.339434632691266,0.00110397539822079,0.00866765682115181,"group2-group1"
"3-hydroxystearate","3-hydroxystearate",0.332672087248902,0.00110692994751312,0.00866765682115181,"group2-group1"
"N1-methylinosine","N1-methylinosine",0.290812388122504,0.00116801438296363,0.00906503198105403,"group2-group1"
"N-acetyl-beta-alanine","N-acetyl-beta-alanine",0.199176883335841,0.00119507652648941,0.00912328077225169,"group2-group1"
"gamma-glutamylthreonine","gamma-glutamylthreonine",0.181539869760696,0.00119670867544717,0.00912328077225169,"group2-group1"
"margarate (17:0)","margarate (17:0)",0.3955990251998,0.00120672812951106,0.00912328077225169,"group2-group1"
"arachidonoylcarnitine (C20:4)","arachidonoylcarnitine (C20:4)",0.271800199698406,0.00133926800110011,0.0100387866407248,"group2-group1"
"3-hydroxysebacate","3-hydroxysebacate",0.596940172148215,0.00136607624531276,0.0101150835352321,"group2-group1"
"(16 or 17)-methylstearate (a19:0 or i19:0)","(16 or 17)-methylstearate (a19:0 or i19:0)",0.352620906232821,0.0013725141855104,0.0101150835352321,"group2-group1"
"suberoylcarnitine (C8-DC)","suberoylcarnitine (C8-DC)",0.76941454962484,0.00142363570344363,0.0104044042660005,"group2-group1"
"2'-deoxyuridine","2'-deoxyuridine",-0.272616866712122,0.00153548911272791,0.0111291235691106,"group2-group1"
"glycerophosphoethanolamine","glycerophosphoethanolamine",0.166054727667478,0.00159289878061136,0.0114505920540669,"group2-group1"
"kynurenine","kynurenine",0.21250778754447,0.00169263280413185,0.0120640848654395,"group2-group1"
"docosapentaenoate (n6 DPA; 22:5n6)","docosapentaenoate (n6 DPA; 22:5n6)",0.451401968229176,0.00170575430252509,0.0120640848654395,"group2-group1"
"5-methylthioadenosine (MTA)","5-methylthioadenosine (MTA)",0.23646667795839,0.00174183206113425,0.0122206937409179,"group2-group1"
"arachidoylcarnitine (C20)*","arachidoylcarnitine (C20)*",0.321041143397518,0.00177655614398311,0.0123653947481999,"group2-group1"
"N,N,N-trimethyl-alanylproline betaine (TMAP)","N,N,N-trimethyl-alanylproline betaine (TMAP)",0.144023975215521,0.00183498859916269,0.0126715354446117,"group2-group1"
"glutamine conjugate of C6H10O2 (1)*","glutamine conjugate of C6H10O2 (1)*",0.474468568924953,0.00196350151546937,0.013432224873341,"group2-group1"
"2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",0.239369827821572,0.00198593771108972,0.013432224873341,"group2-group1"
"N-acetyltheanine","N-acetyltheanine",0.451949619629681,0.00199109376685785,0.013432224873341,"group2-group1"
"cortolone glucuronide (1)","cortolone glucuronide (1)",0.392763781167343,0.00202569301877484,0.0135613189119506,"group2-group1"
"glycine conjugate of C10H12O2*","glycine conjugate of C10H12O2*",0.558115793307568,0.00212712477230524,0.0141324880705431,"group2-group1"
"arachidate (20:0)","arachidate (20:0)",0.268910306463125,0.00214971272470255,0.0141751733801815,"group2-group1"
"adipoylcarnitine (C6-DC)","adipoylcarnitine (C6-DC)",0.351922719754084,0.00233067687114189,0.0152537583282943,"group2-group1"
"4-methyl-2-oxopentanoate","4-methyl-2-oxopentanoate",0.211788990838538,0.00236041927080813,0.0153339829666573,"group2-group1"
"3-hydroxyisobutyrate","3-hydroxyisobutyrate",0.348484154992693,0.00239549379257401,0.0154474121771133,"group2-group1"
"glycodeoxycholate 3-sulfate","glycodeoxycholate 3-sulfate",0.755148052491013,0.00244094254860624,0.0156255957308589,"group2-group1"
"dihomolinolenate (20:3n3 or 3n6)","dihomolinolenate (20:3n3 or 3n6)",0.379442969539702,0.00245943625211977,0.0156298956022394,"group2-group1"
"acetoacetate","acetoacetate",0.509269874975098,0.00251885461327426,0.0158923416967016,"group2-group1"
"2-hydroxysebacate","2-hydroxysebacate",0.453057258575841,0.00275077919814853,0.0172316668341162,"group2-group1"
"adrenoylcarnitine (C22:4)*","adrenoylcarnitine (C22:4)*",0.437589198589315,0.00279140787300919,0.017362161025738,"group2-group1"
"mead acid (20:3n9)","mead acid (20:3n9)",0.511977029568983,0.00282686452140667,0.0174588745441806,"group2-group1"
"cysteinylglycine disulfide*","cysteinylglycine disulfide*",0.164458637510432,0.00288020623161255,0.0176639221337357,"group2-group1"
"taurodeoxycholic acid 3-sulfate","taurodeoxycholic acid 3-sulfate",0.925010164645947,0.00299239200629718,0.0182244985383516,"group2-group1"
"urate","urate",0.160206036867089,0.0030664388919378,0.0185466683326169,"group2-group1"
"2-aminoadipate","2-aminoadipate",0.335821938026414,0.00311999069178196,0.0187413139499506,"group2-group1"
"ethylmalonate","ethylmalonate",0.317289472919325,0.00315246930482247,0.018807588981832,"group2-group1"
"3-methyl-2-oxovalerate","3-methyl-2-oxovalerate",0.205657232617444,0.00317821024109289,0.0188330431178275,"group2-group1"
"erucate (22:1n9)","erucate (22:1n9)",0.67659834253146,0.00320617739062212,0.0188712588696349,"group2-group1"
"N-oleoylserine","N-oleoylserine",0.31437697466476,0.00338469020724465,0.0197891554116904,"group2-group1"
"iminodiacetate (IDA)","iminodiacetate (IDA)",0.0905076341932986,0.00346738281109258,0.0201383756644251,"group2-group1"
"deoxycholic acid 12-sulfate*","deoxycholic acid 12-sulfate*",0.967265883705424,0.00351756277238221,0.0202954115222316,"group2-group1"
"N6,N6,N6-trimethyllysine","N6,N6,N6-trimethyllysine",0.26547310608356,0.00360380870567338,0.0206571257181409,"group2-group1"
"glycocholate","glycocholate",0.643633889209438,0.00364219363882296,0.0207415832548554,"group2-group1"
"N-acetylhistidine","N-acetylhistidine",0.227766706909209,0.00387671361108631,0.0219346957220819,"group2-group1"
"L-urobilin","L-urobilin",1.24063629845514,0.00396385988956178,0.0222840071996518,"group2-group1"
"nonadecanoate (19:0)","nonadecanoate (19:0)",0.230327977294331,0.00404274915601615,0.0224687141138067,"group2-group1"
"cysteine s-sulfate","cysteine s-sulfate",0.182089203679995,0.00404795533635286,0.0224687141138067,"group2-group1"
"dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)*",0.364859699814986,0.00418010300782295,0.0229034022074904,"group2-group1"
"4-methylhexanoylglutamine","4-methylhexanoylglutamine",0.541586695468555,0.00419295078209998,0.0229034022074904,"group2-group1"
"gamma-glutamylphenylalanine","gamma-glutamylphenylalanine",0.180454861893764,0.00420461545656322,0.0229034022074904,"group2-group1"
"tetradecadienedioate (C14:2-DC)*","tetradecadienedioate (C14:2-DC)*",0.493092314906945,0.00438165850379429,0.0236317527478397,"group2-group1"
"gamma-glutamyltryptophan","gamma-glutamyltryptophan",0.181494684770904,0.00440778691332005,0.0236317527478397,"group2-group1"
"N-acetylglutamine","N-acetylglutamine",0.289544425089867,0.0044191647099723,0.0236317527478397,"group2-group1"
"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",0.138366492394683,0.00450748626219344,0.0239579724360221,"group2-group1"
"adrenate (22:4n6)","adrenate (22:4n6)",0.281775634415699,0.00475113356201216,0.0251008682764136,"group2-group1"
"N-acetylvaline","N-acetylvaline",0.146213334052459,0.00487966818768754,0.0256255628778561,"group2-group1"
"dodecenedioate (C12:1-DC)*","dodecenedioate (C12:1-DC)*",0.415798195313745,0.00511659337279988,0.0266287856695769,"group2-group1"
"hypotaurine","hypotaurine",0.278132151258834,0.0051314307618683,0.0266287856695769,"group2-group1"
"octadecenedioylcarnitine (C18:1-DC)*","octadecenedioylcarnitine (C18:1-DC)*",0.383358074187875,0.00544775286661355,0.0281039956707064,"group2-group1"
"N-acetylcitrulline","N-acetylcitrulline",0.608687985994712,0.00555062718443034,0.0284672517002656,"group2-group1"
"butyrylcarnitine (C4)","butyrylcarnitine (C4)",0.290235927434372,0.00562377010833786,0.0286694006902073,"group2-group1"
"arachidonate (20:4n6)","arachidonate (20:4n6)",0.365694095255823,0.00567799957201386,0.0286694006902073,"group2-group1"
"glutamate","glutamate",0.297828493719272,0.00568811370592482,0.0286694006902073,"group2-group1"
"gamma-glutamylglutamate","gamma-glutamylglutamate",0.269805074887999,0.00606134327932526,0.0303759888912471,"group2-group1"
"gamma-glutamyl-epsilon-lysine","gamma-glutamyl-epsilon-lysine",0.272983565556472,0.00613183504125551,0.0304917833362338,"group2-group1"
"9-hydroxystearate","9-hydroxystearate",0.537357081520128,0.00615537051489526,0.0304917833362338,"group2-group1"
"2-hydroxydecanoate","2-hydroxydecanoate",0.300936181157694,0.00618875420051268,0.0304917833362338,"group2-group1"
"dimethylarginine (ADMA + SDMA)","dimethylarginine (ADMA + SDMA)",0.0925200979107344,0.00631050266009622,0.0307431422409229,"group2-group1"
"5-dodecenoate (12:1n7)","5-dodecenoate (12:1n7)",0.432579080069977,0.00631873038287893,0.0307431422409229,"group2-group1"
"N-acetylserine","N-acetylserine",0.134126399902995,0.00634493585588033,0.0307431422409229,"group2-group1"
"gamma-glutamylleucine","gamma-glutamylleucine",0.222877065840478,0.00660439984839988,0.0318244981705862,"group2-group1"
"5-oxoproline","5-oxoproline",0.148904598762279,0.00684944555491571,0.0328249385336671,"group2-group1"
"eicosapentaenoate (EPA; 20:5n3)","eicosapentaenoate (EPA; 20:5n3)",0.445651857378256,0.00705904043857154,0.0336455351338437,"group2-group1"
"glycochenodeoxycholate glucuronide (1)","glycochenodeoxycholate glucuronide (1)",0.65990817268093,0.00763970858182339,0.0362163482500493,"group2-group1"
"glycine conjugate of C10H14O2 (1)*","glycine conjugate of C10H14O2 (1)*",0.533210946392955,0.00771103096094653,0.0363579255524199,"group2-group1"
"phenylalanylglycine","phenylalanylglycine",0.236010841465815,0.00787764231955648,0.0369448786858344,"group2-group1"
"octadecadienedioate (C18:2-DC)*","octadecadienedioate (C18:2-DC)*",0.450027832068088,0.00802663956627525,0.0374434196788479,"group2-group1"
"2-aminobutyrate","2-aminobutyrate",0.184898050446272,0.00828790646957969,0.0384576400731291,"group2-group1"
"docosapentaenoylcarnitine (C22:5n3)*","docosapentaenoylcarnitine (C22:5n3)*",0.35168758517045,0.0084238186276024,0.0388825733495121,"group2-group1"
"isovalerate (C5)","isovalerate (C5)",0.40940976678313,0.00855457177344229,0.0392793688236068,"group2-group1"
"(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)",0.448268172848963,0.00902578185921243,0.0412271390131734,"group2-group1"
"alpha-ketoglutarate","alpha-ketoglutarate",0.162182556364629,0.00938280959276276,0.0426358757142639,"group2-group1"
"docosahexaenoylcarnitine (C22:6)*","docosahexaenoylcarnitine (C22:6)*",0.440039904212489,0.0103478699072837,0.0467787727251951,"group2-group1"
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",0.163035307421746,0.0107676957144964,0.0483850396463467,"group2-group1"
"3-(3-amino-3-carboxypropyl)uridine*","3-(3-amino-3-carboxypropyl)uridine*",0.174216348655794,0.0108135322356716,0.0483850396463467,"group2-group1"
"16-hydroxypalmitate","16-hydroxypalmitate",0.234644939791063,0.0109061179368189,0.0484077499492186,"group2-group1"
"suberate (C8-DC)","suberate (C8-DC)",0.359714869002853,0.0109290016989114,0.0484077499492186,"group2-group1"
"5alpha-androstan-3beta,17beta-diol disulfate","5alpha-androstan-3beta,17beta-diol disulfate",0.634752052841631,0.011107374338606,0.0489505894218967,"group2-group1"
"cinnamoylglycine","cinnamoylglycine",0.771093678144784,0.01156502154833,0.0505882400417585,"group2-group1"
"gamma-glutamyl-alpha-lysine","gamma-glutamyl-alpha-lysine",0.215086639165788,0.0115943400779857,0.0505882400417585,"group2-group1"
"cerotoylcarnitine (C26)*","cerotoylcarnitine (C26)*",0.178165444684633,0.0117137239531138,0.0508561183508952,"group2-group1"
"taurochenodeoxycholic acid 3-sulfate","taurochenodeoxycholic acid 3-sulfate",0.730309793229557,0.0120973052992744,0.0522627425983431,"group2-group1"
"mannose","mannose",0.172022022214049,0.0125070000828174,0.0537678385913278,"group2-group1"
"4-acetamidobutanoate","4-acetamidobutanoate",0.168287522260375,0.0126454568016889,0.0540978810491765,"group2-group1"
"taurodeoxycholate","taurodeoxycholate",0.624323973516288,0.013302000599321,0.0566303617747792,"group2-group1"
"trans-3,4-methyleneheptanoate","trans-3,4-methyleneheptanoate",0.546758585397244,0.0143222929252171,0.0606794729247123,"group2-group1"
"glycolithocholate sulfate*","glycolithocholate sulfate*",0.589646598257341,0.015459662669216,0.0651832892351078,"group2-group1"
"laurate (12:0)","laurate (12:0)",0.397173458379034,0.0162110200673481,0.0680242325314079,"group2-group1"
"metabolonic lactone sulfate","metabolonic lactone sulfate",0.619757094909434,0.0164710221673754,0.0687861259085154,"group2-group1"
"N-carbamoylaspartate","N-carbamoylaspartate",0.270979582632191,0.0170048567776696,0.0706789544740107,"group2-group1"
"cystine","cystine",0.128543002335999,0.0173668691684293,0.0718431333052477,"group2-group1"
"hydroxyasparagine","hydroxyasparagine",0.106590149643842,0.017806332353626,0.0730295951219999,"group2-group1"
"ximenoylcarnitine (C26:1)*","ximenoylcarnitine (C26:1)*",0.170314802753841,0.0178202204744675,0.0730295951219999,"group2-group1"
"carotene diol (2)","carotene diol (2)",-0.264879472624422,0.0182588428881704,0.0741819927100623,"group2-group1"
"5alpha-androstan-3alpha,17beta-diol disulfate","5alpha-androstan-3alpha,17beta-diol disulfate",0.685847131734956,0.0183254044500702,0.0741819927100623,"group2-group1"
