"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name"
"P04196","P04196",2.68219509445154,9.02095152806281e-09,1.80564529779451e-06,"Control vs at-risk","HRG"
"P12259","P12259",1.5417229103013,1.10660028294684e-08,2.04141969131509e-06,"Control vs at-risk","F5"
"P02790","P02790",1.53754848578673,1.16900694890458e-08,2.04141969131509e-06,"Control vs at-risk","HPX"
"P01011","P01011",2.70844407974159,1.28614710303366e-08,2.04141969131509e-06,"Control vs at-risk","SERPINA3"
"Q92743","Q92743",-0.977718158256167,1.3738024078623e-08,2.04141969131509e-06,"Control vs at-risk","HTRA1"
"P19652","P19652",2.47245741422823,1.377281104118e-08,2.04141969131509e-06,"Control vs at-risk","ORM2"
"Q4G0S4","Q4G0S4",4.37437879028754,1.3819443548813e-08,2.04141969131509e-06,"Control vs at-risk","CYP27C1"
"Q96HC4","Q96HC4",-1.1481615402962,1.38324424688083e-08,2.04141969131509e-06,"Control vs at-risk","PDLIM5"
"P20851","P20851",2.7522266025537,1.38621157706483e-08,2.04141969131509e-06,"Control vs at-risk","C4BPB"
"P02746","P02746",2.52731532427541,1.38685694030015e-08,2.04141969131509e-06,"Control vs at-risk","C1QB"
"P01008","P01008",2.33804052609349,1.41468246134648e-08,2.04141969131509e-06,"Control vs at-risk","SERPINC1"
"P02511","P02511",2.51045711152386,1.52524131964311e-08,2.10313830853011e-06,"Control vs at-risk","CRYAB"
"P00736","P00736",1.40244606465606,2.12708267242398e-08,2.74969749633142e-06,"Control vs at-risk","C1R"
"P29622","P29622",2.34122439172479,2.32444737578344e-08,2.94350938096658e-06,"Control vs at-risk","SERPINA4"
"P36955","P36955",1.74254270859289,2.41148534077676e-08,2.99265330790396e-06,"Control vs at-risk","SERPINF1"
"P02747","P02747",2.10718737297534,2.70539166605275e-08,3.20561128878614e-06,"Control vs at-risk","C1QC"
"P08185","P08185",1.89601524286247,2.82410155670016e-08,3.20561128878614e-06,"Control vs at-risk","SERPINA6"
"P18084","P18084",-0.854814572574131,2.84139598522543e-08,3.20561128878614e-06,"Control vs at-risk","ITGB5"
"P48431","P48431",-1.27385665902997,3.06489104496727e-08,3.39600873821819e-06,"Control vs at-risk","SOX2"
"Q8WZ42","Q8WZ42",2.72765375638054,3.15427895154828e-08,3.41485299539196e-06,"Control vs at-risk","TTN"
"P08603","P08603",1.6401864566156,3.19196573300135e-08,3.41485299539196e-06,"Control vs at-risk","CFH"
"P02748","P02748",1.12406738111504,4.0179228302338e-08,4.21405143278223e-06,"Control vs at-risk","C9"
"Q14149","Q14149",1.2394059162114,4.89737754342777e-08,4.90132704144666e-06,"Control vs at-risk","MORC3"
"P04114","P04114",1.63498993674301,5.21682955420702e-08,5.13816307680231e-06,"Control vs at-risk","APOB"
"P00739","P00739",1.4932969135098,6.20726609554586e-08,5.92555171120955e-06,"Control vs at-risk","HPR"
"P04003","P04003",1.71357234831423,6.58539476616024e-08,6.19126886727641e-06,"Control vs at-risk","C4BPA"
"P01009","P01009",3.02024764168087,6.70281851495513e-08,6.20761028138755e-06,"Control vs at-risk","SERPINA1"
"Q96PD5","Q96PD5",1.61223478249113,7.56662250066043e-08,6.90454303185264e-06,"Control vs at-risk","PGLYRP2"
"P04217","P04217",1.51140644388504,1.01502949587667e-07,9.11223706055724e-06,"Control vs at-risk","A1BG"
"Q9H173","Q9H173",-0.657217840487725,1.02797194881387e-07,9.11223706055724e-06,"Control vs at-risk","SIL1"
"P35542","P35542",1.68617797380703,1.06241106554116e-07,9.28487417138434e-06,"Control vs at-risk","SAA4"
"P01031","P01031",1.22874992676704,1.11472941958217e-07,9.47520006644846e-06,"Control vs at-risk","C5"
"O43866","O43866",1.2916210466403,1.13408078570568e-07,9.50942064230236e-06,"Control vs at-risk","CD5L"
"P02655","P02655",2.79006504136046,1.24797925041029e-07,1.01890937484156e-05,"Control vs at-risk","APOC2"
"P01019","P01019",1.54072309291136,1.31966934880447e-07,1.06344783238074e-05,"Control vs at-risk","AGT"
"P02763","P02763",1.97000781586851,1.46286205101764e-07,1.16372551622621e-05,"Control vs at-risk","ORM1"
"P00747","P00747",1.6642638584202,1.69601808889008e-07,1.31547403019537e-05,"Control vs at-risk","PLG"
"P22792","P22792",2.27529598364137,1.87263866999358e-07,1.43453369719878e-05,"Control vs at-risk","CPN2"
"Q9NX01","Q9NX01",0.963642217195229,1.95897999062402e-07,1.46451455925567e-05,"Control vs at-risk","TXNL4B"
"P07358","P07358",0.831660601107263,2.02897304771012e-07,1.49878306679063e-05,"Control vs at-risk","C8B"
"Q14624","Q14624",1.94509266362866,2.08479935203997e-07,1.49912851371039e-05,"Control vs at-risk","ITIH4"
"P52943","P52943",-0.665129845832205,2.11180666344174e-07,1.49912851371039e-05,"Control vs at-risk","CRIP2"
"Q9BVA6","Q9BVA6",0.814079938326763,2.11290561022239e-07,1.49912851371039e-05,"Control vs at-risk","FICD"
"P61626","P61626",1.32856976518527,2.12608072854979e-07,1.49912851371039e-05,"Control vs at-risk","LYZ"
"P13497","P13497",-0.982064983891103,2.15725585738296e-07,1.50401939270351e-05,"Control vs at-risk","BMP1"
"P02751","P02751",2.27251485583576,2.38304551008482e-07,1.64297748778625e-05,"Control vs at-risk","FN1"
"Q03591","Q03591",2.0045388442666,2.43302205547356e-07,1.65900020375972e-05,"Control vs at-risk","CFHR1"
"Q96IY4","Q96IY4",1.50222202357768,2.58060488983337e-07,1.72179068187269e-05,"Control vs at-risk","CPB2"
"P02671","P02671",2.4366592781642,2.6363219218816e-07,1.74025292822078e-05,"Control vs at-risk","FGA"
"Q9UHQ7","Q9UHQ7",1.41558702191266,3.07927244407573e-07,2.01125110689367e-05,"Control vs at-risk","TCEAL9"
"P02753","P02753",1.3621080864872,3.33206703642808e-07,2.15369541260794e-05,"Control vs at-risk","RBP4"
"P05155","P05155",1.57341281151837,3.70145010896111e-07,2.36778329135089e-05,"Control vs at-risk","SERPING1"
"P02679","P02679",2.51531979590163,4.38985374753374e-07,2.69693490133137e-05,"Control vs at-risk","FGG"
"P05546","P05546",1.263623563899,4.77205961627558e-07,2.90300293323431e-05,"Control vs at-risk","SERPIND1"
"Q9UQN3","Q9UQN3",0.683441117655001,5.00767028998491e-07,3.01675671352974e-05,"Control vs at-risk","CHMP2B"
"P02675","P02675",1.91521138448052,5.55749737956835e-07,3.28421630859253e-05,"Control vs at-risk","FGB"
"Q9H7C9","Q9H7C9",-1.26176619868503,5.81754231554924e-07,3.40545755358331e-05,"Control vs at-risk","AAMDC"
"P35610","P35610",1.16187641472727,7.21423751149356e-07,4.18358352886145e-05,"Control vs at-risk","SOAT1"
"P06681","P06681",0.874966917693303,7.70068835427677e-07,4.42433067021179e-05,"Control vs at-risk","C2"
"Q9Y4K3","Q9Y4K3",-0.84687399174776,8.37055960026204e-07,4.76507544216752e-05,"Control vs at-risk","TRAF6"
"P43652","P43652",0.974570655119631,1.011317591888e-06,5.65335644834689e-05,"Control vs at-risk","AFM"
"P03952","P03952",1.09063400160223,1.07230613469647e-06,5.94076746945676e-05,"Control vs at-risk","KLKB1"
"Q7LG56","Q7LG56",0.515397140588206,1.24495618027607e-06,6.83624168018853e-05,"Control vs at-risk","RRM2B"
"O00755","O00755",-0.525841455553614,1.25674147469988e-06,6.84042179869539e-05,"Control vs at-risk","WNT7A"
"Q14258","Q14258",-0.768848947969765,1.31776713199132e-06,7.11021309044012e-05,"Control vs at-risk","TRIM25"
"P08697","P08697",0.9927226340352,1.37986970520378e-06,7.3180269408457e-05,"Control vs at-risk","SERPINF2"
"P07357","P07357",1.23728671864817,1.47374950577612e-06,7.74967430791594e-05,"Control vs at-risk","C8A"
"P04049","P04049",-0.400718793305796,1.66866902244944e-06,8.48800803104831e-05,"Control vs at-risk","RAF1"
"Q86VR8","Q86VR8",-0.625550788468711,1.66887506815132e-06,8.48800803104831e-05,"Control vs at-risk","FJX1"
"P32929","P32929",0.521494990599866,1.87426219340887e-06,9.45511943910733e-05,"Control vs at-risk","CTH"
"P05556","P05556",-0.608076201015468,1.9216400654555e-06,9.5094891247747e-05,"Control vs at-risk","ITGB1"
"P07225","P07225",1.27385225842427,1.93027650545264e-06,9.5094891247747e-05,"Control vs at-risk","PROS1"
"P22352","P22352",1.43158950321416,1.93101632509527e-06,9.5094891247747e-05,"Control vs at-risk","GPX3"
"P05452","P05452",1.55393935478863,2.13915974212208e-06,0.000104515639369036,"Control vs at-risk","CLEC3B"
"P69905","P69905",2.3037131530027,2.15841545344818e-06,0.000104632561630046,"Control vs at-risk","HBA1"
"P68871","P68871",2.0004846154227,2.30299772995985e-06,0.000110775976080627,"Control vs at-risk","HBB"
"P49023","P49023",-0.555714310162628,2.424883916445e-06,0.00011574157462724,"Control vs at-risk","PXN"
"O43847","O43847",0.537208949459558,2.52668032793733e-06,0.000119679781945428,"Control vs at-risk","NRDC"
"Q96AT1","Q96AT1",0.509678652496998,2.57501934207888e-06,0.000120930989298,"Control vs at-risk","KIAA1143"
"P25685","P25685",0.496304158881262,2.59207438785399e-06,0.000120930989298,"Control vs at-risk","DNAJB1"
"Q9ULX9","Q9ULX9",0.709458517688294,3.33361108897718e-06,0.000154366095575398,"Control vs at-risk","MAFF"
"P28290","P28290",0.755325788250666,3.54507853349478e-06,0.000162942313335816,"Control vs at-risk","ITPRID2"
"Q7LBC6","Q7LBC6",-0.696988473965543,3.69059327579088e-06,0.000168383318207959,"Control vs at-risk","KDM3B"
"P17275","P17275",1.1965725330558,3.87901860130227e-06,0.000175688397234165,"Control vs at-risk","JUNB"
"Q15388","Q15388",0.390900333968606,3.97341756166913e-06,0.000178659825870703,"Control vs at-risk","TOMM20"
"P82094","P82094",0.510389948535465,4.38772935564779e-06,0.000195869501092047,"Control vs at-risk","TMF1"
"P35052","P35052",-0.463966146647333,4.45055945879137e-06,0.000197255153155718,"Control vs at-risk","GPC1"
"P12111","P12111",0.595681688419162,4.63530629548125e-06,0.000203986351513909,"Control vs at-risk","COL6A3"
"Q8N6N3","Q8N6N3",0.825570176035832,4.83388806169191e-06,0.000211227291709847,"Control vs at-risk","C1orf52"
"Q13263","Q13263",-0.654792695261261,5.464713069958e-06,0.000237122689504122,"Control vs at-risk","TRIM28"
"Q9BYP7","Q9BYP7",0.514143866804702,5.54857868380992e-06,0.000239089796757226,"Control vs at-risk","WNK3"
"P35790","P35790",0.615354409362606,5.96212479614979e-06,0.000253859475630225,"Control vs at-risk","CHKA"
"O15055","O15055",2.188856247113,5.97316413247587e-06,0.000253859475630225,"Control vs at-risk","PER2"
"Q8TBZ3","Q8TBZ3",0.414826014700495,6.06479895560962e-06,0.00025600052734393,"Control vs at-risk","WDR20"
"Q9H156","Q9H156",-0.429989669267766,6.16843401828408e-06,0.000258615764077383,"Control vs at-risk","SLITRK2"
"P00748","P00748",0.819988166581137,6.85559047871071e-06,0.000285496234365101,"Control vs at-risk","F12"
"Q92963","Q92963",0.620194636675231,7.13224998274406e-06,0.000295037407619512,"Control vs at-risk","RIT1"
"P02689","P02689",1.02885240425484,7.39480795640672e-06,0.000303872737546382,"Control vs at-risk","PMP2"
"P24530","P24530",-0.935156380900402,7.70290579297843e-06,0.000312395623826347,"Control vs at-risk","EDNRB"
"Q96JA1","Q96JA1",-0.403294444072003,7.78435794438069e-06,0.00031364896782391,"Control vs at-risk","LRIG1"
"Q9NP73","Q9NP73",0.579390263070096,8.45337574336302e-06,0.00033785517860857,"Control vs at-risk","ALG13"
"Q9NW64","Q9NW64",-0.64527744356467,8.4940222180398e-06,0.00033785517860857,"Control vs at-risk","RBM22"
"Q14515","Q14515",-0.525587074256801,8.9453607488231e-06,0.000353541168448709,"Control vs at-risk","SPARCL1"
"Q8NG27","Q8NG27",-0.998886774301834,9.10866111311459e-06,0.000357716722828329,"Control vs at-risk","PJA1"
"P55268","P55268",-0.795541678912436,1.00079962635144e-05,0.000390563627767966,"Control vs at-risk","LAMB2"
"Q96AD5","Q96AD5",0.486736050569903,1.05903652310583e-05,0.000410707601616981,"Control vs at-risk","PNPLA2"
"Q16795","Q16795",0.61286942876016,1.06976022308829e-05,0.000412289576662289,"Control vs at-risk","NDUFA9"
"P02649","P02649",1.65259594123076,1.08897958670186e-05,0.000417106070091668,"Control vs at-risk","APOE"
"Q9NUQ2","Q9NUQ2",0.432411459750693,1.23995512347597e-05,0.000469141557388318,"Control vs at-risk","AGPAT5"
"Q9BY76","Q9BY76",-0.900206137816102,1.28498460057569e-05,0.000483232087671038,"Control vs at-risk","ANGPTL4"
"Q9UQB8","Q9UQB8",0.404249492639895,1.36950115047747e-05,0.000511865602562888,"Control vs at-risk","BAIAP2"
"Q8TB40","Q8TB40",0.47871027182666,1.3776237812732e-05,0.000511865602562888,"Control vs at-risk","ABHD4"
"P49913","P49913",1.15875466079827,1.44871407572019e-05,0.000535075645228796,"Control vs at-risk","CAMP"
"P57087","P57087",-0.448461821469202,1.48090705298079e-05,0.000540557475178415,"Control vs at-risk","JAM2"
"Q15014","Q15014",0.723927020240698,1.48097938405045e-05,0.000540557475178415,"Control vs at-risk","MORF4L2"
"Q8WXH0","Q8WXH0",1.13888867487156,1.50542614024128e-05,0.000543091232569603,"Control vs at-risk","SYNE2"
"P55265","P55265",-0.429389210000096,1.52642548294837e-05,0.000547483822063272,"Control vs at-risk","ADAR"
"Q8N7J2","Q8N7J2",-0.422403017141299,1.60855858486562e-05,0.000572628486527386,"Control vs at-risk","AMER2"
"Q5BKZ1","Q5BKZ1",-0.410620466599173,1.61498767352607e-05,0.000572628486527386,"Control vs at-risk","ZNF326"
"Q15013","Q15013",0.725197490796802,1.71113720549528e-05,0.000599864766107242,"Control vs at-risk","MAD2L1BP"
"Q12972","Q12972",0.393156912922134,1.74482827041585e-05,0.000608239293142154,"Control vs at-risk","PPP1R8"
"Q8IWU5","Q8IWU5",-0.520100685501763,1.765060434589e-05,0.00061185474841479,"Control vs at-risk","SULF2"
"Q96JM2","Q96JM2",-0.457364196772101,1.82737143467641e-05,0.000629935541787062,"Control vs at-risk","ZNF462"
"P49711","P49711",-0.670003978292165,1.87467802574272e-05,0.000642672770703511,"Control vs at-risk","CTCF"
"Q96ME7","Q96ME7",-0.413388618912737,1.90717299391527e-05,0.000650220243255178,"Control vs at-risk","ZNF512"
"Q13501","Q13501",0.383647533737307,1.92862206645604e-05,0.000651618460633855,"Control vs at-risk","SQSTM1"
"P02786","P02786",0.576268391139031,1.93227714353955e-05,0.000651618460633855,"Control vs at-risk","TFRC"
"Q14011","Q14011",-0.419768300949301,2.004263519956e-05,0.000668626620501449,"Control vs at-risk","CIRBP"
"Q13185","Q13185",-0.521446997008468,2.04420967075839e-05,0.000672250648754486,"Control vs at-risk","CBX3"
"Q99439","Q99439",0.706709906865697,2.05743083855929e-05,0.000672250648754486,"Control vs at-risk","CNN2"
"P48066","P48066",-0.991115032786297,2.05846290513058e-05,0.000672250648754486,"Control vs at-risk","SLC6A11"
"Q69YN2","Q69YN2",-0.560902209563963,2.08720281534852e-05,0.000675255683340138,"Control vs at-risk","CWF19L1"
"Q8IV36","Q8IV36",0.837699225276896,2.08942935054483e-05,0.000675255683340138,"Control vs at-risk","HID1"
"Q96AY3","Q96AY3",-0.318277960270791,2.1113156094621e-05,0.000676974853908457,"Control vs at-risk","FKBP10"
"Q9Y508","Q9Y508",-0.715241199511901,2.11656924509655e-05,0.000676974853908457,"Control vs at-risk","RNF114"
"Q96GF1","Q96GF1",-1.0628788454719,2.17638023577984e-05,0.0006924506893771,"Control vs at-risk","RNF185"
"P17482","P17482",1.35273170895697,2.18727373276248e-05,0.0006924506893771,"Control vs at-risk","HOXB9"
"Q04446","Q04446",0.497000602298399,2.24627749086625e-05,0.000707520397503811,"Control vs at-risk","GBE1"
"Q6P587","Q6P587",0.395911128914765,2.30029537325343e-05,0.000720875393486745,"Control vs at-risk","FAHD1"
"P09871","P09871",1.0837045575053,2.41713616619533e-05,0.000753684920162916,"Control vs at-risk","C1S"
"O00192","O00192",-0.3067461092785,2.47676082828072e-05,0.000768415046974092,"Control vs at-risk","ARVCF"
"Q96JM3","Q96JM3",-0.423870838686522,2.50334957547135e-05,0.000772800204766157,"Control vs at-risk","CHAMP1"
"O14763","O14763",0.499767634968094,2.51709993363942e-05,0.000773198271694683,"Control vs at-risk","TNFRSF10B"
"Q7Z6B0","Q7Z6B0",0.42692898094041,2.63348089378835e-05,0.000799051451084218,"Control vs at-risk","CCDC91"
"Q68CQ7","Q68CQ7",-0.46869186247093,2.63348119998051e-05,0.000799051451084218,"Control vs at-risk","GLT8D1"
"Q9NR30","Q9NR30",0.38017672738777,2.63989601083424e-05,0.000799051451084218,"Control vs at-risk","DDX21"
"Q9Y653","Q9Y653",-0.400628528522301,2.79471533581776e-05,0.00084180624557035,"Control vs at-risk","ADGRG1"
"Q8N7H5","Q8N7H5",0.476372474152861,2.80934029990109e-05,0.000842123505356825,"Control vs at-risk","PAF1"
"P49908","P49908",0.544195449803961,2.86187805620606e-05,0.000853300590144619,"Control vs at-risk","SELENOP"
"Q96I15","Q96I15",0.432386652539506,2.87413091603909e-05,0.000853300590144619,"Control vs at-risk","SCLY"
"Q13418","Q13418",-0.314616647464341,3.018056021905e-05,0.000891763695996214,"Control vs at-risk","ILK"
"O94913","O94913",1.2077790633433,3.13145923172469e-05,0.000920886470751266,"Control vs at-risk","PCF11"
"Q6ZMW2","Q6ZMW2",-0.525750453771597,3.19637476350486e-05,0.00093554270790319,"Control vs at-risk","ZNF782"
"Q08752","Q08752",0.286894296844395,3.50405210845267e-05,0.00102076909508706,"Control vs at-risk","PPID"
"Q96NB3","Q96NB3",0.495951237563702,3.52311719721468e-05,0.00102076909508706,"Control vs at-risk","ZNF830"
"Q9UBI9","Q9UBI9",-0.982686442243867,3.5412219142385e-05,0.00102076909508706,"Control vs at-risk","HECA"
"Q9UBF6","Q9UBF6",-0.453208294040799,3.55336220046421e-05,0.00102076909508706,"Control vs at-risk","RNF7"
"P39019","P39019",-0.334278656710865,3.60149991960233e-05,0.00102298821057685,"Control vs at-risk","RPS19"
"P43004","P43004",-0.490263700247159,3.6131628096975e-05,0.00102298821057685,"Control vs at-risk","SLC1A2"
"Q9H0W9","Q9H0W9",0.403337400839867,3.63362597105625e-05,0.00102298821057685,"Control vs at-risk","C11orf54"
"Q9Y6R6","Q9Y6R6",-0.386267549670734,3.6408535654409e-05,0.00102298821057685,"Control vs at-risk","ZNF780B"
"Q9ULU4","Q9ULU4",-0.481224973419199,3.64351965410934e-05,0.00102298821057685,"Control vs at-risk","ZMYND8"
"Q9BQI5","Q9BQI5",0.351101722814157,3.68387624374067e-05,0.00102444358320378,"Control vs at-risk","SGIP1"
"Q9H3M7","Q9H3M7",0.755172334986204,3.69287008087418e-05,0.00102444358320378,"Control vs at-risk","TXNIP"
"P52434","P52434",0.289902793031931,3.6982330803811e-05,0.00102444358320378,"Control vs at-risk","POLR2H"
"Q9BQE4","Q9BQE4",0.688414097272897,3.72545843381032e-05,0.00102739864807969,"Control vs at-risk","SELENOS"
"P61086","P61086",0.356566088835102,3.74494299901623e-05,0.00102820227030512,"Control vs at-risk","UBE2K"
"O95218","O95218",-0.468631845444797,3.83307653941125e-05,0.00104776387343818,"Control vs at-risk","ZRANB2"
"P26373","P26373",-0.366632944265536,3.9439364084914e-05,0.00107333883397759,"Control vs at-risk","RPL13"
"Q9Y462","Q9Y462",-0.517415296697266,4.06637432102332e-05,0.00110182762715938,"Control vs at-risk","ZNF711"
"Q96CV9","Q96CV9",-0.373959306738367,4.15704638864483e-05,0.00112149881919744,"Control vs at-risk","OPTN"
"P22102","P22102",0.37223012049283,4.2583570899649e-05,0.00114385739148191,"Control vs at-risk","GART"
"Q99973","Q99973",-0.560658069642235,4.3582625521355e-05,0.00116564737655176,"Control vs at-risk","TEP1"
"O60262","O60262",-0.558633075600465,4.4021468821415e-05,0.00117233139071622,"Control vs at-risk","GNG7"
"Q9Y5J9","Q9Y5J9",0.371507601091096,4.44819982000429e-05,0.00117953332833874,"Control vs at-risk","TIMM8B"
"P51955","P51955",0.599525481215561,4.51251530925944e-05,0.00118795696672912,"Control vs at-risk","NEK2"
"Q96EK5","Q96EK5",-0.336829749809869,4.51825695645563e-05,0.00118795696672912,"Control vs at-risk","KIFBP"
"O75093","O75093",-0.34793662815807,4.60148156332107e-05,0.00120473388609313,"Control vs at-risk","SLIT1"
"P62424","P62424",-0.320652677545404,4.96693977121122e-05,0.00129495215463721,"Control vs at-risk","RPL7A"
"P25490","P25490",-0.572102240457674,4.99380686522391e-05,0.00129650927191274,"Control vs at-risk","YY1"
"P55290","P55290",-0.945406966710408,5.02940510406107e-05,0.00130031077794579,"Control vs at-risk","CDH13"
"Q13683","Q13683",-0.368449195560036,5.07415030781872e-05,0.00130179342864129,"Control vs at-risk","ITGA7"
"Q9BV57","Q9BV57",-0.567649040523332,5.07709927044627e-05,0.00130179342864129,"Control vs at-risk","ADI1"
"Q03135","Q03135",0.856722186837761,5.1725469738039e-05,0.00132080880545075,"Control vs at-risk","CAV1"
"Q14004","Q14004",0.541107437724596,5.25231508737261e-05,0.00133568094742406,"Control vs at-risk","CDK13"
"P37275","P37275",-0.594346391899027,5.39564271022791e-05,0.00136652910273323,"Control vs at-risk","ZEB1"
"P29590","P29590",-0.331967012065004,5.52294099509863e-05,0.00139308328758484,"Control vs at-risk","PML"
"Q9BTV4","Q9BTV4",0.330495512674432,5.60153673632003e-05,0.00140718766999457,"Control vs at-risk","TMEM43"
"Q8N6H7","Q8N6H7",-0.291765986133267,5.71200178147787e-05,0.00142915205863186,"Control vs at-risk","ARFGAP2"
"P05362","P05362",0.630487744641037,5.97531772848171e-05,0.00148902998012968,"Control vs at-risk","ICAM1"
"Q5BKT4","Q5BKT4",0.42252265101034,6.15576432367504e-05,0.00152184568665251,"Control vs at-risk","ALG10"
"Q9UNK0","Q9UNK0",-0.462098266559259,6.156055879932e-05,0.00152184568665251,"Control vs at-risk","STX8"
"Q86UV5","Q86UV5",-0.359044246975664,6.20657544771661e-05,0.00152824605766197,"Control vs at-risk","USP48"
"A6NE52","A6NE52",0.552233229370268,6.2341271525429e-05,0.00152896280559402,"Control vs at-risk","WDR97"
"Q53GG5","Q53GG5",-0.639245570493678,6.334740067111e-05,0.00154752213056786,"Control vs at-risk","PDLIM3"
"Q9HBF4","Q9HBF4",-0.444429821199428,6.44218567764667e-05,0.00156759851489402,"Control vs at-risk","ZFYVE1"
"Q04637","Q04637",0.299077175643898,6.60070779578167e-05,0.00159989812003224,"Control vs at-risk","EIF4G1"
"Q08345","Q08345",-0.313001711633063,6.78485478972375e-05,0.00163813322841385,"Control vs at-risk","DDR1"
"O95399","O95399",0.502918444930767,7.23128186415124e-05,0.00173915131655265,"Control vs at-risk","UTS2"
"P06756","P06756",-0.397094134486434,7.35495118425724e-05,0.00176206455978055,"Control vs at-risk","ITGAV"
"Q5QJ74","Q5QJ74",0.572079395262008,7.40833354764129e-05,0.00176802729473516,"Control vs at-risk","TBCEL"
"O14495","O14495",-0.375410266475061,7.45641892568253e-05,0.00177268503578008,"Control vs at-risk","PLPP3"
"Q92974","Q92974",-0.36433438717787,8.15321585720426e-05,0.00193094291579971,"Control vs at-risk","ARHGEF2"
"Q13136","Q13136",0.270226763379494,8.24707094734366e-05,0.00194574430525732,"Control vs at-risk","PPFIA1"
"Q9H313","Q9H313",-0.373530770919736,8.29257201839157e-05,0.00194906853689847,"Control vs at-risk","TTYH1"
"Q86VP1","Q86VP1",0.367030527801568,8.38444051534965e-05,0.00196322465651866,"Control vs at-risk","TAX1BP1"
"Q9UN74","Q9UN74",-0.387746290090867,8.93079581939277e-05,0.00207909068731095,"Control vs at-risk","PCDHA4"
"Q7Z6K5","Q7Z6K5",-0.312298341536874,9.02386807034466e-05,0.00208490572566675,"Control vs at-risk","ARPIN"
"P41223","P41223",-0.370142912404567,9.03851152625877e-05,0.00208490572566675,"Control vs at-risk","BUD31"
"P17026","P17026",-0.526764350992799,9.40431643735481e-05,0.00216125124051061,"Control vs at-risk","ZNF22"
"Q9HCB6","Q9HCB6",-0.45667893051964,9.51285253165378e-05,0.00217812730475689,"Control vs at-risk","SPON1"
"Q96KB5","Q96KB5",-0.473639623779267,9.59524709337077e-05,0.00218891574317521,"Control vs at-risk","PBK"
"P49427","P49427",0.45340521926547,9.6791711073726e-05,0.00219755414868955,"Control vs at-risk","CDC34"
"Q15170","Q15170",0.347974538024271,9.7039457975977e-05,0.00219755414868955,"Control vs at-risk","TCEAL1"
"O75381","O75381",-0.348659142215265,0.000102332889261905,0.00230900210134589,"Control vs at-risk","PEX14"
"P53801","P53801",0.409458438854703,0.000103997449010221,0.00233501527306934,"Control vs at-risk","PTTG1IP"
"O60568","O60568",-0.287004170806863,0.000104238393334441,0.00233501527306934,"Control vs at-risk","PLOD3"
"Q5JSZ5","Q5JSZ5",-0.665345477904268,0.000105091640792999,0.00234566054359914,"Control vs at-risk","PRRC2B"
